Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,cashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2018-03-02,137.88,-1.86,-1.3310%,140.21,136.76,143.41,"9,367,985","1,312,658,200.2246",2017-12-31,7451000000,6591000000,7451000000,860000000,551000000,860000000,882000000,860000000,6591000000,93000000,-309000000,-369000000,1169000000,551000000,-439000000,-331000000,299000000,738000000,-872000000,-35000000,538000000,-1802000000,1885000000,196000000,350000000,-394000000,77000000,0,158000000,-35000000,103483000000,342000000,79752000000,23731000000,22886000000,33462000000,68132000000,3951000000,72596000000,344000000,63006000000,-343000000,0,7488000000,72502000000,19438000000,9644000000,7144000000,6571000000,5049000000,22886000000,33462000000,-32274000000,2864000000,2025000000,73181000000,79752000000,103483000000,344000000,271400000
2018-02-23,139.74,-1.42,-1.0060%,140.48,137.35,140.92,"6,618,563","920,672,831.0665",2017-12-31,7451000000,6591000000,7451000000,860000000,551000000,860000000,882000000,860000000,6591000000,93000000,-309000000,-369000000,1169000000,551000000,-439000000,-331000000,299000000,738000000,-872000000,-35000000,538000000,-1802000000,1885000000,196000000,350000000,-394000000,77000000,0,158000000,-35000000,103483000000,342000000,79752000000,23731000000,22886000000,33462000000,68132000000,3951000000,72596000000,344000000,63006000000,-343000000,0,7488000000,72502000000,19438000000,9644000000,7144000000,6571000000,5049000000,22886000000,33462000000,-32274000000,2864000000,2025000000,73181000000,79752000000,103483000000,344000000,271400000
2018-02-16,141.16,4.08,+2.9764%,137.27,136.08,142.24,"8,924,043","1,244,421,056.3784",2017-12-31,7451000000,6591000000,7451000000,860000000,551000000,860000000,882000000,860000000,6591000000,93000000,-309000000,-369000000,1169000000,551000000,-439000000,-331000000,299000000,738000000,-872000000,-35000000,538000000,-1802000000,1885000000,196000000,350000000,-394000000,77000000,0,158000000,-35000000,103483000000,342000000,79752000000,23731000000,22886000000,33462000000,68132000000,3951000000,72596000000,344000000,63006000000,-343000000,0,7488000000,72502000000,19438000000,9644000000,7144000000,6571000000,5049000000,22886000000,33462000000,-32274000000,2864000000,2025000000,73181000000,79752000000,103483000000,344000000,271400000
2018-02-09,137.08,-10.87,-7.3471%,146.63,132.76,147.88,"17,140,918","2,390,713,845.3383",2017-12-31,7451000000,6591000000,7451000000,860000000,551000000,860000000,882000000,860000000,6591000000,93000000,-309000000,-369000000,1169000000,551000000,-439000000,-331000000,299000000,738000000,-872000000,-35000000,538000000,-1802000000,1885000000,196000000,350000000,-394000000,77000000,0,158000000,-35000000,103483000000,342000000,79752000000,23731000000,22886000000,33462000000,68132000000,3951000000,72596000000,344000000,63006000000,-343000000,0,7488000000,72502000000,19438000000,9644000000,7144000000,6571000000,5049000000,22886000000,33462000000,-32274000000,2864000000,2025000000,73181000000,79752000000,103483000000,344000000,271400000
2018-02-02,147.95,-1.47,-0.9838%,149.52,147.72,150.55,"10,639,305","1,587,822,978.9550",2017-12-31,7451000000,6591000000,7451000000,860000000,551000000,860000000,882000000,860000000,6591000000,93000000,-309000000,-369000000,1169000000,551000000,-439000000,-331000000,299000000,738000000,-872000000,-35000000,538000000,-1802000000,1885000000,196000000,350000000,-394000000,77000000,0,158000000,-35000000,103483000000,342000000,79752000000,23731000000,22886000000,33462000000,68132000000,3951000000,72596000000,344000000,63006000000,-343000000,0,7488000000,72502000000,19438000000,9644000000,7144000000,6571000000,5049000000,22886000000,33462000000,-32274000000,2864000000,2025000000,73181000000,79752000000,103483000000,344000000,271400000
2018-01-26,149.42,11.57,+8.3932%,137.46,137.3191,150.1899,"15,100,004","2,196,370,831.8825",2017-12-31,7451000000,6591000000,7451000000,860000000,551000000,860000000,882000000,860000000,6591000000,93000000,-309000000,-369000000,1169000000,551000000,-439000000,-331000000,299000000,738000000,-872000000,-35000000,538000000,-1802000000,1885000000,196000000,350000000,-394000000,77000000,0,158000000,-35000000,103483000000,342000000,79752000000,23731000000,22886000000,33462000000,68132000000,3951000000,72596000000,344000000,63006000000,-343000000,0,7488000000,72502000000,19438000000,9644000000,7144000000,6571000000,5049000000,22886000000,33462000000,-32274000000,2864000000,2025000000,73181000000,79752000000,103483000000,344000000,271400000
2018-01-19,137.85,3.12,+2.3157%,135.1,134.42,137.99,"6,728,754","919,667,586.4097",2017-12-31,7451000000,6591000000,7451000000,860000000,551000000,860000000,882000000,860000000,6591000000,93000000,-309000000,-369000000,1169000000,551000000,-439000000,-331000000,299000000,738000000,-872000000,-35000000,538000000,-1802000000,1885000000,196000000,350000000,-394000000,77000000,0,158000000,-35000000,103483000000,342000000,79752000000,23731000000,22886000000,33462000000,68132000000,3951000000,72596000000,344000000,63006000000,-343000000,0,7488000000,72502000000,19438000000,9644000000,7144000000,6571000000,5049000000,22886000000,33462000000,-32274000000,2864000000,2025000000,73181000000,79752000000,103483000000,344000000,271400000
2018-01-12,134.73,2.57,+1.9446%,132.16,131.1,134.99,"7,692,356","1,021,854,705.9558",2017-12-31,7451000000,6591000000,7451000000,860000000,551000000,860000000,882000000,860000000,6591000000,93000000,-309000000,-369000000,1169000000,551000000,-439000000,-331000000,299000000,738000000,-872000000,-35000000,538000000,-1802000000,1885000000,196000000,350000000,-394000000,77000000,0,158000000,-35000000,103483000000,342000000,79752000000,23731000000,22886000000,33462000000,68132000000,3951000000,72596000000,344000000,63006000000,-343000000,0,7488000000,72502000000,19438000000,9644000000,7144000000,6571000000,5049000000,22886000000,33462000000,-32274000000,2864000000,2025000000,73181000000,79752000000,103483000000,344000000,271400000
2018-01-05,132.16,-3.48,-2.5656%,136.3,131.37,136.3,"6,036,473","799,357,534.9932",2017-12-31,7451000000,6591000000,7451000000,860000000,551000000,860000000,882000000,860000000,6591000000,93000000,-309000000,-369000000,1169000000,551000000,-439000000,-331000000,299000000,738000000,-872000000,-35000000,538000000,-1802000000,1885000000,196000000,350000000,-394000000,77000000,0,158000000,-35000000,103483000000,342000000,79752000000,23731000000,22886000000,33462000000,68132000000,3951000000,72596000000,344000000,63006000000,-343000000,0,7488000000,72502000000,19438000000,9644000000,7144000000,6571000000,5049000000,22886000000,33462000000,-32274000000,2864000000,2025000000,73181000000,79752000000,103483000000,344000000,271400000
2017-12-29,135.64,1.25,+0.9301%,134.9,134.16,136.49,"3,036,458","410,475,467.1253",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-12-22,134.39,-0.5,-0.3707%,135.6,131.44,137.29,"5,972,820","807,847,996.6347",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-12-15,134.89,1.14,+0.8523%,133.92,131.851,135.345,"8,252,228","1,103,259,179.0411",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-12-08,133.75,-2.46,-1.8060%,136.42,132.81,137.95,"6,863,288","929,272,883.6983",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-12-01,136.21,6.38,+4.9141%,129.78,129.66,136.48,"9,686,593","1,298,950,443.9651",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-11-24,129.83,-0.09,-0.0693%,129.94,128.79,131.03,"3,779,320","491,906,867.5430",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-11-17,129.92,-5.62,-4.1464%,135.16,129.72,135.44,"11,140,557","1,474,988,246.8525",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-11-10,135.54,2.22,+1.6652%,133.55,132.44,135.66,"7,255,457","974,108,065.0209",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-11-03,133.32,2.26,+1.7244%,131.09,130.8,135.71,"8,085,374","1,077,693,118.4126",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-10-27,131.06,-2.26,-1.6952%,133.73,130.05,134.47,"8,224,613","1,090,362,079.9191",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-10-20,133.32,6.65,+5.2499%,127.33,126.9,134.11,"10,375,541","1,353,242,691.5776",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-10-13,126.67,1.6,+1.2793%,124.8,124.35,127.17,"4,860,323","611,622,452.1722",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-10-06,125.07,2.55,+2.0813%,122.87,121.715,125.36,"5,987,637","741,195,182.7733",2017-09-30,7325000000,7005000000,7325000000,320000000,293000000,320000000,843000000,320000000,7005000000,95000000,-27000000,0,347000000,293000000,14000000,163000000,-1094000000,-1108000000,-498000000,47000000,1639000000,124000000,1059000000,200000000,328000000,0,84000000,0,-84000000,51000000,104311000000,345000000,80573000000,23738000000,22836000000,33110000000,68472000000,3946000000,77136000000,379000000,0,-285000000,0,7646000000,73092000000,19447000000,5859000000,7267000000,6921000000,5180000000,22836000000,33110000000,-31923000000,2604000000,2077000000,73652000000,80573000000,104311000000,379000000,273700000
2017-09-29,122.52,0.48,+0.3933%,121.96,121.55,123.49,"5,921,276","726,357,293.7683",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-09-22,122.04,1.34,+1.1102%,120.72,119.9,122.9,"6,307,309","764,960,061.7811",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-09-15,120.7,0.94,+0.7849%,123.51,118.75,126.68,"11,688,572","1,422,687,461.5743",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-09-08,119.76,-0.14,-0.1168%,119.01,113.76,120.83,"14,148,147","1,656,470,166.6109",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-09-01,119.9,-6.57,-5.1949%,124.92,119.67,125.5112,"9,063,892","1,106,099,903.3884",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-08-25,126.47,-1.42,-1.1103%,128.07,125.51,128.22,"5,501,739","698,621,584.2578",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-08-18,127.89,-0.29,-0.2262%,128.33,127.52,130.37,"6,525,260","840,599,566.9173",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-08-11,128.18,-1.51,-1.1643%,129.27,128.04,130.36,"7,612,580","984,338,388.2075",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-08-04,129.69,2.48,+1.9495%,127.51,127.34,130.0,"7,032,201","907,704,462.2858",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-07-28,127.21,2.06,+1.6460%,125.25,124.86,128.21,"7,231,583","914,633,757.0272",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-07-21,125.15,-0.57,-0.4534%,126.04,122.89,126.58,"7,261,610","908,819,022.2150",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-07-14,125.72,-1.45,-1.1402%,126.57,124.35,126.98,"5,759,426","723,201,128.9894",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-07-07,127.17,0.64,+0.5058%,126.98,126.0,128.24,"4,337,107","549,652,468.2703",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-06-30,126.53,-1.13,-0.8852%,127.6,125.8,128.43,"6,452,696","820,701,454.9549",2017-06-30,7184000000,6394000000,7184000000,790000000,595000000,790000000,847000000,790000000,6394000000,92000000,-195000000,0,985000000,595000000,-62000000,214000000,-579000000,-517000000,-157000000,74000000,810000000,-810000000,1032000000,199000000,475000000,0,39000000,0,-260000000,79000000,102669000000,264000000,78811000000,23858000000,22781000000,33016000000,66827000000,3589000000,76252000000,328000000,0,-344000000,0,7673000000,72331000000,20005000000,5292000000,7345000000,6920000000,5064000000,22781000000,33016000000,-31595000000,2443000000,2051000000,71891000000,78811000000,102669000000,328000000,275900000
2017-06-23,127.66,-1.78,-1.3752%,129.4,127.17,129.49,"6,701,241","860,020,364.0716",2017-03-31,6942000000,6182000000,6942000000,760000000,617000000,760000000,785000000,760000000,6182000000,89000000,-143000000,0,903000000,617000000,-596000000,475000000,-442000000,154000000,-393000000,-60000000,775000000,-525000000,1003000000,190000000,225000000,0,-603000000,0,-192000000,-58000000,101246000000,266000000,77634000000,23612000000,22724000000,32623000000,66099000000,3584000000,75726000000,249000000,0,-615000000,0,7261000000,71257000000,19762000000,4817000000,7012000000,6438000000,5097000000,22724000000,32623000000,-31120000000,2443000000,1987000000,71196000000,77634000000,101246000000,249000000,279400000
2017-06-16,129.44,4.21,+3.3618%,125.21,124.78,129.6,"8,697,097","1,110,484,006.9608",2017-03-31,6942000000,6182000000,6942000000,760000000,617000000,760000000,785000000,760000000,6182000000,89000000,-143000000,0,903000000,617000000,-596000000,475000000,-442000000,154000000,-393000000,-60000000,775000000,-525000000,1003000000,190000000,225000000,0,-603000000,0,-192000000,-58000000,101246000000,266000000,77634000000,23612000000,22724000000,32623000000,66099000000,3584000000,75726000000,249000000,0,-615000000,0,7261000000,71257000000,19762000000,4817000000,7012000000,6438000000,5097000000,22724000000,32623000000,-31120000000,2443000000,1987000000,71196000000,77634000000,101246000000,249000000,279400000
2017-06-09,125.23,0.08,+0.0639%,125.0,123.19,125.74,"6,333,991","787,698,271.9629",2017-03-31,6942000000,6182000000,6942000000,760000000,617000000,760000000,785000000,760000000,6182000000,89000000,-143000000,0,903000000,617000000,-596000000,475000000,-442000000,154000000,-393000000,-60000000,775000000,-525000000,1003000000,190000000,225000000,0,-603000000,0,-192000000,-58000000,101246000000,266000000,77634000000,23612000000,22724000000,32623000000,66099000000,3584000000,75726000000,249000000,0,-615000000,0,7261000000,71257000000,19762000000,4817000000,7012000000,6438000000,5097000000,22724000000,32623000000,-31120000000,2443000000,1987000000,71196000000,77634000000,101246000000,249000000,279400000
2017-06-02,125.15,1.49,+1.2049%,123.36,123.16,125.8,"5,903,532","736,171,886.0032",2017-03-31,6942000000,6182000000,6942000000,760000000,617000000,760000000,785000000,760000000,6182000000,89000000,-143000000,0,903000000,617000000,-596000000,475000000,-442000000,154000000,-393000000,-60000000,775000000,-525000000,1003000000,190000000,225000000,0,-603000000,0,-192000000,-58000000,101246000000,266000000,77634000000,23612000000,22724000000,32623000000,66099000000,3584000000,75726000000,249000000,0,-615000000,0,7261000000,71257000000,19762000000,4817000000,7012000000,6438000000,5097000000,22724000000,32623000000,-31120000000,2443000000,1987000000,71196000000,77634000000,101246000000,249000000,279400000
