Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2018-07-27,116.03,4.75,+4.268512%,111.06,110.93,116.3,"70,176,094","8,030,251,068.116300",2018-06-30,14268000000,17181000000,14268000000,-2913000000,8316000000,10572000000,15971000000,-2913000000,1210000000,-13485000000,2256000000,8316000000,7880000000,7310000000,30721000000,6047000000,-1263000000,299000000,-46823000000,-39674000000,-5091000000,35685000000,-2415000000,1927000000,-2480000000,-4968000000,210000000,0,-3074000000,-9632000000,2590050000000,7047000000,2332592000000,257458000000,1452122000000,4105000000,189881000000,47488000000,1076894000000,405180000000,1713024000000,63918000000,-1159000000,14132000000,1435340000000,231390000000,226430000000,921914000000,171161000000,239000000,196984000000,4105000000,26068000000,189881000000,-50829000000,2075742000000,2089874000000,171161000000,448740000000,619901000000,89392000000,2590050000000,405180000000
2018-07-20,111.28,4.92,+4.625799%,107.05,106.98,112.12,"84,087,377","9,282,007,756.651500",2018-06-30,14268000000,17181000000,14268000000,-2913000000,8316000000,10572000000,15971000000,-2913000000,1210000000,-13485000000,2256000000,8316000000,7880000000,7310000000,30721000000,6047000000,-1263000000,299000000,-46823000000,-39674000000,-5091000000,35685000000,-2415000000,1927000000,-2480000000,-4968000000,210000000,0,-3074000000,-9632000000,2590050000000,7047000000,2332592000000,257458000000,1452122000000,4105000000,189881000000,47488000000,1076894000000,405180000000,1713024000000,63918000000,-1159000000,14132000000,1435340000000,231390000000,226430000000,921914000000,171161000000,239000000,196984000000,4105000000,26068000000,189881000000,-50829000000,2075742000000,2089874000000,171161000000,448740000000,619901000000,89392000000,2590050000000,405180000000
2018-07-13,106.36,2.3,+2.210263%,104.71,104.71,108.4,"72,423,746","7,731,798,498.151100",2018-06-30,14268000000,17181000000,14268000000,-2913000000,8316000000,10572000000,15971000000,-2913000000,1210000000,-13485000000,2256000000,8316000000,7880000000,7310000000,30721000000,6047000000,-1263000000,299000000,-46823000000,-39674000000,-5091000000,35685000000,-2415000000,1927000000,-2480000000,-4968000000,210000000,0,-3074000000,-9632000000,2590050000000,7047000000,2332592000000,257458000000,1452122000000,4105000000,189881000000,47488000000,1076894000000,405180000000,1713024000000,63918000000,-1159000000,14132000000,1435340000000,231390000000,226430000000,921914000000,171161000000,239000000,196984000000,4105000000,26068000000,189881000000,-50829000000,2075742000000,2089874000000,171161000000,448740000000,619901000000,89392000000,2590050000000,405180000000
2018-07-06,104.06,-0.14,-0.134357%,103.72,102.2,105.775,"42,338,836","4,411,454,003.149300",2018-06-30,14268000000,17181000000,14268000000,-2913000000,8316000000,10572000000,15971000000,-2913000000,1210000000,-13485000000,2256000000,8316000000,7880000000,7310000000,30721000000,6047000000,-1263000000,299000000,-46823000000,-39674000000,-5091000000,35685000000,-2415000000,1927000000,-2480000000,-4968000000,210000000,0,-3074000000,-9632000000,2590050000000,7047000000,2332592000000,257458000000,1452122000000,4105000000,189881000000,47488000000,1076894000000,405180000000,1713024000000,63918000000,-1159000000,14132000000,1435340000000,231390000000,226430000000,921914000000,171161000000,239000000,196984000000,4105000000,26068000000,189881000000,-50829000000,2075742000000,2089874000000,171161000000,448740000000,619901000000,89392000000,2590050000000,405180000000
2018-06-29,104.2,-1.55,-1.465721%,105.66,103.11,106.9,"83,734,857","8,768,479,121.526800",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-06-22,105.75,-2.15,-1.992586%,107.26,105.51,108.64,"62,358,405","6,687,207,350.876300",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-06-15,107.9,-3.21,-2.889029%,111.12,106.27,111.91,"89,432,643","9,766,514,220.242600",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-06-08,111.11,2.71,+2.500000%,108.99,107.07,111.5,"59,111,826","6,486,774,017.052500",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-06-01,108.4,-2.26,-2.042292%,109.18,104.955,109.2,"81,537,073","8,743,073,697.641700",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-05-25,110.66,-0.47,-0.422928%,112.05,110.115,114.2852,"54,771,714","6,128,564,479.281900",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-05-18,111.13,-2.73,-2.397681%,114.11,110.84,114.7,"48,241,508","5,445,780,093.081000",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-05-11,113.86,5.43,+5.007839%,108.76,108.36,114.73,"52,680,797","5,903,000,529.504800",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-05-04,108.43,-0.97,-0.886654%,109.75,105.181,110.3,"63,757,296","6,890,588,701.530800",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-04-27,109.4,-2.07,-1.857002%,111.57,108.6,112.9,"60,970,644","6,728,095,375.514900",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-04-20,111.47,1.17,+1.060743%,110.94,108.89,112.74,"81,658,663","9,049,730,820.443600",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-04-13,110.3,1.21,+1.109176%,110.01,109.05,115.15,"100,069,566","11,166,347,152.532500",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-04-06,109.09,-0.88,-0.800218%,109.96,106.08,112.83,"83,708,923","9,158,260,300.002400",2018-03-31,14595000000,17245000000,14595000000,-2650000000,8712000000,10662000000,16080000000,-2650000000,1165000000,-13312000000,1950000000,8712000000,8238000000,-44372000000,718000000,-45021000000,-649000000,19243000000,60589000000,48253000000,-19541000000,-35109000000,-41160000000,1797000000,-2236000000,-4671000000,-167000000,0,-5009000000,-16492000000,2609785000000,54533000000,2353584000000,256201000000,1486961000000,4105000000,183855000000,47499000000,1011585000000,414812000000,1741923000000,62667000000,-1084000000,14382000000,1438618000000,230133000000,637568000000,907674000000,158121000000,6254000000,192295000000,4105000000,26068000000,183855000000,-45954000000,2077834000000,2092216000000,158121000000,453888000000,612009000000,89211000000,2609785000000,414812000000
2018-03-30,109.97,2.96,+2.766097%,109.19,106.65,111.69,"70,721,298","7,728,921,570.220800",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2018-03-23,107.01,-8.43,-7.302495%,115.1,106.76,116.63,"82,401,012","9,246,631,255.523100",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2018-03-16,115.44,-2.6,-2.202643%,118.0,114.6,118.75,"67,193,684","7,807,310,869.142700",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2018-03-09,118.04,4.72,+4.165196%,112.05,111.89,118.08,"64,154,217","7,387,460,417.403000",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2018-03-02,113.32,-3.99,-3.401245%,118.14,111.12,119.33,"88,853,925","10,300,564,440.548400",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2018-02-23,117.31,2.63,+2.293338%,114.65,113.97,117.45,"56,906,835","6,583,071,712.835200",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2018-02-16,114.68,4.64,+4.216648%,111.17,110.07,116.07,"74,932,814","8,505,134,198.196200",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2018-02-09,110.04,-4.24,-3.710186%,113.0,103.98,114.59,"140,704,612","15,553,877,504.460500",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2018-02-02,114.28,-2.04,-1.753783%,116.02,114.09,117.3529,"69,378,386","8,039,550,719.857500",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2018-01-26,116.32,3.31,+2.928944%,112.66,112.5,116.32,"68,094,741","7,832,635,915.396900",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2018-01-19,113.01,0.34,+0.301766%,111.51,111.07,114.34,"71,001,981","8,006,755,870.297900",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2018-01-12,112.67,4.33,+3.996677%,108.15,107.7,112.85,"74,154,307","8,170,431,024.925600",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2018-01-05,108.34,1.4,+1.309145%,107.63,106.8056,110.03,"52,588,502","5,692,557,015.283900",2017-12-31,11126000000,15899000000,11126000000,-4773000000,4232000000,8254000000,14591000000,-4773000000,1308000000,-13027000000,4022000000,4232000000,3775000000,13277000000,-12126000000,12059000000,-1218000000,-20123000000,-21763000000,5683000000,3833000000,13537000000,22345000000,1632000000,-2515000000,-4808000000,3527000000,0,-6073000000,3833000000,2533600000000,54392000000,2277907000000,255693000000,1443982000000,4105000000,177676000000,47507000000,973452000000,430121000000,1685167000000,51802000000,-140000000,14159000000,1438722000000,229625000000,198162000000,903489000000,149744000000,3704000000,189383000000,4105000000,26068000000,177676000000,-42595000000,1997812000000,2011971000000,149744000000,443345000000,593089000000,90579000000,2533600000000,430121000000
2017-12-29,106.94,-0.51,-0.474639%,107.2,106.4,108.28,"33,266,543","3,567,643,392.980200",2017-09-30,12528000000,15770000000,12528000000,-3242000000,6732000000,9556000000,14318000000,-3242000000,1452000000,-12798000000,2824000000,6732000000,6262000000,14632000000,-19130000000,14737000000,105000000,-2850000000,-11506000000,-1801000000,217000000,-3014000000,-806000000,1579000000,-2092000000,-4763000000,6466000000,0,2145000000,213000000,2563074000000,808000000,2304692000000,258382000000,1439027000000,4105000000,175827000000,47309000000,1005019000000,457804000000,1689758000000,53967000000,-330000000,14218000000,1465444000000,184197000000,0,905960000000,156959000000,357000000,196764000000,4105000000,26068000000,175827000000,-37985000000,1035295000000,1097630000000,156959000000,458387000000,615346000000,90697000000,2563074000000,457804000000
2017-12-22,107.45,1.31,+1.234219%,107.19,106.09,108.46,"64,851,613","6,947,254,873.312800",2017-09-30,12528000000,15770000000,12528000000,-3242000000,6732000000,9556000000,14318000000,-3242000000,1452000000,-12798000000,2824000000,6732000000,6262000000,14632000000,-19130000000,14737000000,105000000,-2850000000,-11506000000,-1801000000,217000000,-3014000000,-806000000,1579000000,-2092000000,-4763000000,6466000000,0,2145000000,213000000,2563074000000,808000000,2304692000000,258382000000,1439027000000,4105000000,175827000000,47309000000,1005019000000,457804000000,1689758000000,53967000000,-330000000,14218000000,1465444000000,184197000000,0,905960000000,156959000000,357000000,196764000000,4105000000,26068000000,175827000000,-37985000000,1035295000000,1097630000000,156959000000,458387000000,615346000000,90697000000,2563074000000,457804000000
2017-12-15,106.14,0.21,+0.198244%,105.72,104.64,107.37,"83,505,191","8,854,768,373.598400",2017-09-30,12528000000,15770000000,12528000000,-3242000000,6732000000,9556000000,14318000000,-3242000000,1452000000,-12798000000,2824000000,6732000000,6262000000,14632000000,-19130000000,14737000000,105000000,-2850000000,-11506000000,-1801000000,217000000,-3014000000,-806000000,1579000000,-2092000000,-4763000000,6466000000,0,2145000000,213000000,2563074000000,808000000,2304692000000,258382000000,1439027000000,4105000000,175827000000,47309000000,1005019000000,457804000000,1689758000000,53967000000,-330000000,14218000000,1465444000000,184197000000,0,905960000000,156959000000,357000000,196764000000,4105000000,26068000000,175827000000,-37985000000,1035295000000,1097630000000,156959000000,458387000000,615346000000,90697000000,2563074000000,457804000000
2017-12-08,105.93,1.14,+1.087890%,107.73,103.73,108.4,"83,125,432","8,806,646,600.575500",2017-09-30,12528000000,15770000000,12528000000,-3242000000,6732000000,9556000000,14318000000,-3242000000,1452000000,-12798000000,2824000000,6732000000,6262000000,14632000000,-19130000000,14737000000,105000000,-2850000000,-11506000000,-1801000000,217000000,-3014000000,-806000000,1579000000,-2092000000,-4763000000,6466000000,0,2145000000,213000000,2563074000000,808000000,2304692000000,258382000000,1439027000000,4105000000,175827000000,47309000000,1005019000000,457804000000,1689758000000,53967000000,-330000000,14218000000,1465444000000,184197000000,0,905960000000,156959000000,357000000,196764000000,4105000000,26068000000,175827000000,-37985000000,1035295000000,1097630000000,156959000000,458387000000,615346000000,90697000000,2563074000000,457804000000
