Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2019-09-06,112.61,2.75,+2.503186%,108.98,107.3167,113.72,"37,876,579","4,205,745,987.678200",2019-06-30,14434000000,17490000000,14434000000,-3056000000,9652000000,11342000000,16341000000,-3056000000,1149000000,-14398000000,1690000000,9652000000,9192000000,11719000000,-9935000000,-8877000000,-20596000000,-44731000000,-12966000000,40023000000,-35697000000,-13854000000,-936000000,2046000000,-3048000000,-5210000000,1604000000,0,-16285000000,-35697000000,2727379000000,5825000000,2464164000000,263215000000,1524361000000,4105000000,212093000000,47477000000,1063251000000,268038000000,1800388000000,59890000000,1093000000,24665000000,1342422000000,236222000000,470495000000,943723000000,173224000000,273000000,216137000000,4105000000,26993000000,212093000000,-69428000000,1360292000000,1384957000000,173224000000,490843000000,664067000000,88359000000,2727379000000,268038000000
2019-08-30,109.86,3.84,+3.621958%,106.62,104.84,110.56,"53,314,453","5,730,454,608.406800",2019-06-30,14434000000,17490000000,14434000000,-3056000000,9652000000,11342000000,16341000000,-3056000000,1149000000,-14398000000,1690000000,9652000000,9192000000,11719000000,-9935000000,-8877000000,-20596000000,-44731000000,-12966000000,40023000000,-35697000000,-13854000000,-936000000,2046000000,-3048000000,-5210000000,1604000000,0,-16285000000,-35697000000,2727379000000,5825000000,2464164000000,263215000000,1524361000000,4105000000,212093000000,47477000000,1063251000000,268038000000,1800388000000,59890000000,1093000000,24665000000,1342422000000,236222000000,470495000000,943723000000,173224000000,273000000,216137000000,4105000000,26993000000,212093000000,-69428000000,1360292000000,1384957000000,173224000000,490843000000,664067000000,88359000000,2727379000000,268038000000
2019-08-23,106.02,-1.7,-1.578166%,109.63,105.11,109.75,"48,938,814","5,272,338,428.089700",2019-06-30,14434000000,17490000000,14434000000,-3056000000,9652000000,11342000000,16341000000,-3056000000,1149000000,-14398000000,1690000000,9652000000,9192000000,11719000000,-9935000000,-8877000000,-20596000000,-44731000000,-12966000000,40023000000,-35697000000,-13854000000,-936000000,2046000000,-3048000000,-5210000000,1604000000,0,-16285000000,-35697000000,2727379000000,5825000000,2464164000000,263215000000,1524361000000,4105000000,212093000000,47477000000,1063251000000,268038000000,1800388000000,59890000000,1093000000,24665000000,1342422000000,236222000000,470495000000,943723000000,173224000000,273000000,216137000000,4105000000,26993000000,212093000000,-69428000000,1360292000000,1384957000000,173224000000,490843000000,664067000000,88359000000,2727379000000,268038000000
2019-08-16,107.72,-2.02,-1.840714%,108.44,104.34,110.33,"66,318,194","7,075,173,954.656300",2019-06-30,14434000000,17490000000,14434000000,-3056000000,9652000000,11342000000,16341000000,-3056000000,1149000000,-14398000000,1690000000,9652000000,9192000000,11719000000,-9935000000,-8877000000,-20596000000,-44731000000,-12966000000,40023000000,-35697000000,-13854000000,-936000000,2046000000,-3048000000,-5210000000,1604000000,0,-16285000000,-35697000000,2727379000000,5825000000,2464164000000,263215000000,1524361000000,4105000000,212093000000,47477000000,1063251000000,268038000000,1800388000000,59890000000,1093000000,24665000000,1342422000000,236222000000,470495000000,943723000000,173224000000,273000000,216137000000,4105000000,26993000000,212093000000,-69428000000,1360292000000,1384957000000,173224000000,490843000000,664067000000,88359000000,2727379000000,268038000000
2019-08-09,109.74,-3.19,-2.824759%,110.79,105.94,110.98,"64,263,845","6,999,202,465.331200",2019-06-30,14434000000,17490000000,14434000000,-3056000000,9652000000,11342000000,16341000000,-3056000000,1149000000,-14398000000,1690000000,9652000000,9192000000,11719000000,-9935000000,-8877000000,-20596000000,-44731000000,-12966000000,40023000000,-35697000000,-13854000000,-936000000,2046000000,-3048000000,-5210000000,1604000000,0,-16285000000,-35697000000,2727379000000,5825000000,2464164000000,263215000000,1524361000000,4105000000,212093000000,47477000000,1063251000000,268038000000,1800388000000,59890000000,1093000000,24665000000,1342422000000,236222000000,470495000000,943723000000,173224000000,273000000,216137000000,4105000000,26993000000,212093000000,-69428000000,1360292000000,1384957000000,173224000000,490843000000,664067000000,88359000000,2727379000000,268038000000
2019-08-02,112.93,-3.29,-2.830838%,116.46,111.4,117.18,"55,959,541","6,421,758,692.236600",2019-06-30,14434000000,17490000000,14434000000,-3056000000,9652000000,11342000000,16341000000,-3056000000,1149000000,-14398000000,1690000000,9652000000,9192000000,11719000000,-9935000000,-8877000000,-20596000000,-44731000000,-12966000000,40023000000,-35697000000,-13854000000,-936000000,2046000000,-3048000000,-5210000000,1604000000,0,-16285000000,-35697000000,2727379000000,5825000000,2464164000000,263215000000,1524361000000,4105000000,212093000000,47477000000,1063251000000,268038000000,1800388000000,59890000000,1093000000,24665000000,1342422000000,236222000000,470495000000,943723000000,173224000000,273000000,216137000000,4105000000,26993000000,212093000000,-69428000000,1360292000000,1384957000000,173224000000,490843000000,664067000000,88359000000,2727379000000,268038000000
2019-07-26,116.22,2.68,+2.360402%,112.91,112.77,117.24,"54,763,420","6,343,770,996.116400",2019-06-30,14434000000,17490000000,14434000000,-3056000000,9652000000,11342000000,16341000000,-3056000000,1149000000,-14398000000,1690000000,9652000000,9192000000,11719000000,-9935000000,-8877000000,-20596000000,-44731000000,-12966000000,40023000000,-35697000000,-13854000000,-936000000,2046000000,-3048000000,-5210000000,1604000000,0,-16285000000,-35697000000,2727379000000,5825000000,2464164000000,263215000000,1524361000000,4105000000,212093000000,47477000000,1063251000000,268038000000,1800388000000,59890000000,1093000000,24665000000,1342422000000,236222000000,470495000000,943723000000,173224000000,273000000,216137000000,4105000000,26993000000,212093000000,-69428000000,1360292000000,1384957000000,173224000000,490843000000,664067000000,88359000000,2727379000000,268038000000
2019-07-19,113.54,-1.76,-1.526453%,115.54,112.92,115.57,"62,815,945","7,182,401,619.373800",2019-06-30,14434000000,17490000000,14434000000,-3056000000,9652000000,11342000000,16341000000,-3056000000,1149000000,-14398000000,1690000000,9652000000,9192000000,11719000000,-9935000000,-8877000000,-20596000000,-44731000000,-12966000000,40023000000,-35697000000,-13854000000,-936000000,2046000000,-3048000000,-5210000000,1604000000,0,-16285000000,-35697000000,2727379000000,5825000000,2464164000000,263215000000,1524361000000,4105000000,212093000000,47477000000,1063251000000,268038000000,1800388000000,59890000000,1093000000,24665000000,1342422000000,236222000000,470495000000,943723000000,173224000000,273000000,216137000000,4105000000,26993000000,212093000000,-69428000000,1360292000000,1384957000000,173224000000,490843000000,664067000000,88359000000,2727379000000,268038000000
2019-07-12,115.3,1.81,+1.594854%,112.96,112.1503,115.35,"47,485,349","5,398,228,319.023000",2019-06-30,14434000000,17490000000,14434000000,-3056000000,9652000000,11342000000,16341000000,-3056000000,1149000000,-14398000000,1690000000,9652000000,9192000000,11719000000,-9935000000,-8877000000,-20596000000,-44731000000,-12966000000,40023000000,-35697000000,-13854000000,-936000000,2046000000,-3048000000,-5210000000,1604000000,0,-16285000000,-35697000000,2727379000000,5825000000,2464164000000,263215000000,1524361000000,4105000000,212093000000,47477000000,1063251000000,268038000000,1800388000000,59890000000,1093000000,24665000000,1342422000000,236222000000,470495000000,943723000000,173224000000,273000000,216137000000,4105000000,26993000000,212093000000,-69428000000,1360292000000,1384957000000,173224000000,490843000000,664067000000,88359000000,2727379000000,268038000000
2019-07-05,113.49,1.69,+1.511628%,113.23,112.26,114.52,"37,724,082","4,280,616,239.226600",2019-06-30,14434000000,17490000000,14434000000,-3056000000,9652000000,11342000000,16341000000,-3056000000,1149000000,-14398000000,1690000000,9652000000,9192000000,11719000000,-9935000000,-8877000000,-20596000000,-44731000000,-12966000000,40023000000,-35697000000,-13854000000,-936000000,2046000000,-3048000000,-5210000000,1604000000,0,-16285000000,-35697000000,2727379000000,5825000000,2464164000000,263215000000,1524361000000,4105000000,212093000000,47477000000,1063251000000,268038000000,1800388000000,59890000000,1093000000,24665000000,1342422000000,236222000000,470495000000,943723000000,173224000000,273000000,216137000000,4105000000,26993000000,212093000000,-69428000000,1360292000000,1384957000000,173224000000,490843000000,664067000000,88359000000,2727379000000,268038000000
2019-06-28,111.8,2.36,+2.156433%,109.28,107.67,112.43,"74,565,587","8,169,282,058.485600",2019-03-31,14670000000,17890000000,14670000000,-3220000000,9179000000,11233000000,16395000000,-3220000000,1495000000,-14453000000,2054000000,9179000000,8753000000,34271000000,12904000000,36301000000,2030000000,44942000000,69435000000,31692000000,24856000000,-80880000000,-120772000000,2038000000,-3033000000,-4166000000,14902000000,0,869000000,24856000000,2737188000000,6694000000,2477351000000,259837000000,1493441000000,4105000000,205437000000,47474000000,1050542000000,302604000000,1780919000000,71305000000,-579000000,24160000000,1368502000000,232844000000,483069000000,942712000000,182862000000,242000000,216173000000,4105000000,26993000000,205437000000,-64289000000,1344526000000,1368686000000,182862000000,513872000000,696734000000,88170000000,2737188000000,302604000000
2019-06-21,109.44,-0.38,-0.346021%,109.7,108.98,111.67,"73,040,210","8,045,066,677.147700",2019-03-31,14670000000,17890000000,14670000000,-3220000000,9179000000,11233000000,16395000000,-3220000000,1495000000,-14453000000,2054000000,9179000000,8753000000,34271000000,12904000000,36301000000,2030000000,44942000000,69435000000,31692000000,24856000000,-80880000000,-120772000000,2038000000,-3033000000,-4166000000,14902000000,0,869000000,24856000000,2737188000000,6694000000,2477351000000,259837000000,1493441000000,4105000000,205437000000,47474000000,1050542000000,302604000000,1780919000000,71305000000,-579000000,24160000000,1368502000000,232844000000,483069000000,942712000000,182862000000,242000000,216173000000,4105000000,26993000000,205437000000,-64289000000,1344526000000,1368686000000,182862000000,513872000000,696734000000,88170000000,2737188000000,302604000000
2019-06-14,109.82,0.66,+0.604617%,110.75,108.63,111.57,"48,383,700","5,324,209,155.983800",2019-03-31,14670000000,17890000000,14670000000,-3220000000,9179000000,11233000000,16395000000,-3220000000,1495000000,-14453000000,2054000000,9179000000,8753000000,34271000000,12904000000,36301000000,2030000000,44942000000,69435000000,31692000000,24856000000,-80880000000,-120772000000,2038000000,-3033000000,-4166000000,14902000000,0,869000000,24856000000,2737188000000,6694000000,2477351000000,259837000000,1493441000000,4105000000,205437000000,47474000000,1050542000000,302604000000,1780919000000,71305000000,-579000000,24160000000,1368502000000,232844000000,483069000000,942712000000,182862000000,242000000,216173000000,4105000000,26993000000,205437000000,-64289000000,1344526000000,1368686000000,182862000000,513872000000,696734000000,88170000000,2737188000000,302604000000
2019-06-07,109.16,3.2,+3.020008%,105.8,105.3,110.87,"52,225,412","5,679,868,378.081900",2019-03-31,14670000000,17890000000,14670000000,-3220000000,9179000000,11233000000,16395000000,-3220000000,1495000000,-14453000000,2054000000,9179000000,8753000000,34271000000,12904000000,36301000000,2030000000,44942000000,69435000000,31692000000,24856000000,-80880000000,-120772000000,2038000000,-3033000000,-4166000000,14902000000,0,869000000,24856000000,2737188000000,6694000000,2477351000000,259837000000,1493441000000,4105000000,205437000000,47474000000,1050542000000,302604000000,1780919000000,71305000000,-579000000,24160000000,1368502000000,232844000000,483069000000,942712000000,182862000000,242000000,216173000000,4105000000,26993000000,205437000000,-64289000000,1344526000000,1368686000000,182862000000,513872000000,696734000000,88170000000,2737188000000,302604000000
2019-05-31,105.96,-3.75,-3.418102%,109.2,104.84,109.83,"42,952,623","4,620,883,018.840200",2019-03-31,14670000000,17890000000,14670000000,-3220000000,9179000000,11233000000,16395000000,-3220000000,1495000000,-14453000000,2054000000,9179000000,8753000000,34271000000,12904000000,36301000000,2030000000,44942000000,69435000000,31692000000,24856000000,-80880000000,-120772000000,2038000000,-3033000000,-4166000000,14902000000,0,869000000,24856000000,2737188000000,6694000000,2477351000000,259837000000,1493441000000,4105000000,205437000000,47474000000,1050542000000,302604000000,1780919000000,71305000000,-579000000,24160000000,1368502000000,232844000000,483069000000,942712000000,182862000000,242000000,216173000000,4105000000,26993000000,205437000000,-64289000000,1344526000000,1368686000000,182862000000,513872000000,696734000000,88170000000,2737188000000,302604000000
