Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,interestExpense,nonRecurring,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2018-04-06,128.1,-0.05,-0.039017%,127.82,123.54,131.2,"36,689,911","4,691,134,452.976900",2018-03-31,20009000000,7709000000,6614000000,13395000000,5740000000,4367000000,2404000000,5481000000,5263000000,54000000,5686000000,259000000,42000000,1114000000,-271000000,4367000000,4367000000,-207000000,-1091000000,-925000000,-60000000,-2464000000,-5970000000,-3289000000,3606000000,-907000000,1746000000,-2253000000,-1378000000,-322000000,-479000000,292000000,658000000,-479000000,-3185000000,156625000000,52365000000,4384000000,93370000000,63255000000,8057000000,16383000000,3120000000,104339000000,28395000000,31149000000,96817000000,14639000000,27081000000,2696000000,-12608000000,17040000000,42768000000,-20259000000,565000000,14166000000,29837000000,9014000000,24385000000,3120000000,104339000000,-31596000000,4518000000,113857000000,29837000000,28395000000,66289000000,156625000000,15204000000
2018-03-30,128.15,3.05,+2.438050%,126.41,125.21,129.1,"29,136,062","3,714,594,774.232500",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2018-03-23,125.1,-8.58,-6.418312%,133.35,124.9,133.47,"33,402,525","4,313,344,438.304000",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2018-03-16,133.68,-0.12,-0.089686%,133.8,131.9,135.7,"41,245,660","5,510,271,316.027100",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2018-03-09,133.8,4.98,+3.865859%,128.63,127.27,133.82,"31,719,166","4,134,821,557.615300",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2018-03-02,128.82,-3.2,-2.423875%,131.71,126.52,133.4055,"38,163,340","4,967,649,024.748300",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2018-02-23,132.02,-1.13,-0.848667%,132.87,129.48,133.45,"24,000,662","3,140,215,858.264900",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2018-02-16,133.15,3.62,+2.794719%,130.0,127.6755,134.45,"36,139,146","4,716,713,170.706400",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2018-02-09,129.53,-8.15,-5.919524%,136.58,122.15,137.0,"76,409,178","9,966,658,953.820100",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2018-02-02,137.68,-7.65,-5.263882%,144.85,137.0,144.94,"48,183,085","6,773,007,166.273800",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2018-01-26,145.33,-2.03,-1.377579%,147.01,141.62,148.14,"53,522,929","7,700,903,595.524500",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2018-01-19,147.36,1.6,+1.097695%,146.42,145.48,148.32,"33,717,265","4,958,414,785.236200",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2018-01-12,145.76,4.05,+2.857949%,141.7,140.92,146.42,"30,998,152","4,468,016,730.383100",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2018-01-05,141.71,1.99,+1.424277%,139.66,138.72,141.82,"23,189,016","3,251,342,362.523700",2017-12-31,20195000000,10212000000,7243000000,12952000000,2834000000,-10713000000,3635000000,2560000000,6025000000,94000000,2740000000,274000000,552000000,13273000000,-1949000000,-10713000000,-10713000000,251000000,11683000000,-505000000,484000000,-511000000,-3537000000,2063000000,6105000000,144000000,1869000000,-2256000000,-607000000,774000000,-633000000,2681000000,1240000000,-333000000,2103000000,157303000000,53228000000,2537000000,97143000000,60160000000,8368000000,17467000000,3120000000,101793000000,27563000000,31906000000,97210000000,17824000000,30537000000,3906000000,-13199000000,17005000000,43088000000,-24974000000,472000000,13490000000,30675000000,8765000000,26631000000,3120000000,101793000000,-31554000000,4971000000,114215000000,30675000000,27563000000,66606000000,157303000000,18296000000
2017-12-29,139.72,-0.4,-0.285470%,140.46,139.58,141.2074,"13,962,599","1,959,400,386.587600",2017-09-30,19650000000,8039000000,6902000000,12748000000,5019000000,3764000000,2574000000,4790000000,5396000000,310000000,4709000000,229000000,69000000,1026000000,0,3764000000,3764000000,-380000000,900000000,-1180000000,-10000000,361000000,-2069000000,3017000000,6266000000,-14000000,1711000000,-2254000000,-176000000,228000000,300000000,-499000000,790000000,176000000,3123000000,155658000000,54569000000,2922000000,81679000000,73979000000,4410000000,15742000000,3120000000,114805000000,18788000000,31308000000,97201000000,15721000000,31806000000,8491000000,-12747000000,16628000000,41829000000,-11898000000,510000000,13155000000,26675000000,9521000000,23315000000,3120000000,114805000000,-31199000000,5021000000,113829000000,26675000000,18788000000,49873000000,155658000000,16231000000
