Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,interestExpense,nonRecurring,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2019-11-15,134.94,1.94,+1.458647%,132.27,130.14,134.97,"30,235,029","3,995,485,135.615500",2019-09-30,20729000000,14840000000,6867000000,13862000000,3422000000,1753000000,2599000000,1647000000,5374000000,-4125000000,5889000000,48000000,69000000,-106000000,-4283000000,1753000000,1753000000,-1645000000,2717000000,-1645000000,71000000,55000000,-3893000000,1873000000,7527000000,781000000,1727000000,-2499000000,-1628000000,-1000000,-329000000,-1219000000,745000000,-329000000,1873000000,155521000000,47846000000,2414000000,97311000000,58210000000,6526000000,2505000000,3120000000,109242000000,34504000000,33291000000,11176000000,16249000000,35162000000,2299000000,-15533000000,18011000000,44333000000,-22927000000,1696000000,14801000000,26919000000,9173000000,7491000000,3120000000,109242000000,-38619000000,5307000000,111188000000,26919000000,11381000000,62149000000,155521000000,17945000000
2019-11-08,133.0,1.8,+1.371951%,131.8,129.68,133.04,"28,725,229","3,768,661,073.941000",2019-09-30,20729000000,14840000000,6867000000,13862000000,3422000000,1753000000,2599000000,1647000000,5374000000,-4125000000,5889000000,48000000,69000000,-106000000,-4283000000,1753000000,1753000000,-1645000000,2717000000,-1645000000,71000000,55000000,-3893000000,1873000000,7527000000,781000000,1727000000,-2499000000,-1628000000,-1000000,-329000000,-1219000000,745000000,-329000000,1873000000,155521000000,47846000000,2414000000,97311000000,58210000000,6526000000,2505000000,3120000000,109242000000,34504000000,33291000000,11176000000,16249000000,35162000000,2299000000,-15533000000,18011000000,44333000000,-22927000000,1696000000,14801000000,26919000000,9173000000,7491000000,3120000000,109242000000,-38619000000,5307000000,111188000000,26919000000,11381000000,62149000000,155521000000,17945000000
2019-11-01,131.2,2.85,+2.220491%,128.62,128.51,133.53,"35,238,678","4,623,602,932.267700",2019-09-30,20729000000,14840000000,6867000000,13862000000,3422000000,1753000000,2599000000,1647000000,5374000000,-4125000000,5889000000,48000000,69000000,-106000000,-4283000000,1753000000,1753000000,-1645000000,2717000000,-1645000000,71000000,55000000,-3893000000,1873000000,7527000000,781000000,1727000000,-2499000000,-1628000000,-1000000,-329000000,-1219000000,745000000,-329000000,1873000000,155521000000,47846000000,2414000000,97311000000,58210000000,6526000000,2505000000,3120000000,109242000000,34504000000,33291000000,11176000000,16249000000,35162000000,2299000000,-15533000000,18011000000,44333000000,-22927000000,1696000000,14801000000,26919000000,9173000000,7491000000,3120000000,109242000000,-38619000000,5307000000,111188000000,26919000000,11381000000,62149000000,155521000000,17945000000
2019-10-25,128.35,0.65,+0.509005%,128.67,126.1,130.58,"47,548,923","6,120,918,656.533700",2019-09-30,20729000000,14840000000,6867000000,13862000000,3422000000,1753000000,2599000000,1647000000,5374000000,-4125000000,5889000000,48000000,69000000,-106000000,-4283000000,1753000000,1753000000,-1645000000,2717000000,-1645000000,71000000,55000000,-3893000000,1873000000,7527000000,781000000,1727000000,-2499000000,-1628000000,-1000000,-329000000,-1219000000,745000000,-329000000,1873000000,155521000000,47846000000,2414000000,97311000000,58210000000,6526000000,2505000000,3120000000,109242000000,34504000000,33291000000,11176000000,16249000000,35162000000,2299000000,-15533000000,18011000000,44333000000,-22927000000,1696000000,14801000000,26919000000,9173000000,7491000000,3120000000,109242000000,-38619000000,5307000000,111188000000,26919000000,11381000000,62149000000,155521000000,17945000000
2019-10-18,127.7,-3.63,-2.764030%,131.36,127.7,137.49,"62,856,748","8,331,558,038.936200",2019-09-30,20729000000,14840000000,6867000000,13862000000,3422000000,1753000000,2599000000,1647000000,5374000000,-4125000000,5889000000,48000000,69000000,-106000000,-4283000000,1753000000,1753000000,-1645000000,2717000000,-1645000000,71000000,55000000,-3893000000,1873000000,7527000000,781000000,1727000000,-2499000000,-1628000000,-1000000,-329000000,-1219000000,745000000,-329000000,1873000000,155521000000,47846000000,2414000000,97311000000,58210000000,6526000000,2505000000,3120000000,109242000000,34504000000,33291000000,11176000000,16249000000,35162000000,2299000000,-15533000000,18011000000,44333000000,-22927000000,1696000000,14801000000,26919000000,9173000000,7491000000,3120000000,109242000000,-38619000000,5307000000,111188000000,26919000000,11381000000,62149000000,155521000000,17945000000
2019-10-11,131.33,-2.33,-1.743229%,133.09,128.52,133.825,"33,672,428","4,416,494,058.670300",2019-09-30,20729000000,14840000000,6867000000,13862000000,3422000000,1753000000,2599000000,1647000000,5374000000,-4125000000,5889000000,48000000,69000000,-106000000,-4283000000,1753000000,1753000000,-1645000000,2717000000,-1645000000,71000000,55000000,-3893000000,1873000000,7527000000,781000000,1727000000,-2499000000,-1628000000,-1000000,-329000000,-1219000000,745000000,-329000000,1873000000,155521000000,47846000000,2414000000,97311000000,58210000000,6526000000,2505000000,3120000000,109242000000,34504000000,33291000000,11176000000,16249000000,35162000000,2299000000,-15533000000,18011000000,44333000000,-22927000000,1696000000,14801000000,26919000000,9173000000,7491000000,3120000000,109242000000,-38619000000,5307000000,111188000000,26919000000,11381000000,62149000000,155521000000,17945000000
2019-10-04,133.66,5.06,+3.934681%,129.07,129.0,134.7,"41,274,511","5,423,815,783.286700",2019-09-30,20729000000,14840000000,6867000000,13862000000,3422000000,1753000000,2599000000,1647000000,5374000000,-4125000000,5889000000,48000000,69000000,-106000000,-4283000000,1753000000,1753000000,-1645000000,2717000000,-1645000000,71000000,55000000,-3893000000,1873000000,7527000000,781000000,1727000000,-2499000000,-1628000000,-1000000,-329000000,-1219000000,745000000,-329000000,1873000000,155521000000,47846000000,2414000000,97311000000,58210000000,6526000000,2505000000,3120000000,109242000000,34504000000,33291000000,11176000000,16249000000,35162000000,2299000000,-15533000000,18011000000,44333000000,-22927000000,1696000000,14801000000,26919000000,9173000000,7491000000,3120000000,109242000000,-38619000000,5307000000,111188000000,26919000000,11381000000,62149000000,155521000000,17945000000
2019-09-27,128.6,-3.05,-2.316749%,131.02,126.7,132.78,"30,836,171","4,019,314,670.143800",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-09-20,131.65,0.87,+0.665239%,130.11,128.78,132.0,"31,747,867","4,144,309,920.921500",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-09-13,130.78,2.57,+2.004524%,128.0,126.34,131.77,"32,747,832","4,233,324,455.178700",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-09-06,128.21,-0.15,-0.116859%,127.99,127.51,129.9,"22,044,112","2,834,700,734.114900",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-08-30,128.36,0.63,+0.493228%,127.42,126.63,132.4,"53,109,870","6,852,839,675.304100",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-08-23,127.73,-3.63,-2.763398%,132.5,127.13,132.66,"42,102,349","5,489,360,730.864400",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-08-16,131.36,-0.68,-0.514995%,131.5,129.25,134.1,"32,800,461","4,311,127,910.242600",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-08-09,132.04,0.97,+0.740063%,130.91,128.19,132.76,"34,070,186","4,449,754,041.365300",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-08-02,131.07,0.34,+0.260078%,131.0,129.02,133.31,"36,346,486","4,767,188,366.118100",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-07-26,130.73,0.42,+0.322308%,130.0,127.84,131.53,"39,060,374","5,058,389,749.432100",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-07-19,130.31,-3.99,-2.970961%,135.39,130.19,136.36,"43,658,833","5,792,523,994.376900",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-07-12,134.3,-6.27,-4.460411%,140.12,132.32,142.47,"36,767,721","5,065,474,682.358400",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-07-05,140.57,1.29,+0.926192%,140.2,138.69,142.18,"18,465,045","2,588,895,841.500000",2019-06-30,20562000000,15152000000,6940000000,13622000000,8829000000,5607000000,2666000000,7041000000,5546000000,1771000000,5410000000,83000000,57000000,1434000000,1626000000,5607000000,5607000000,-1788000000,1502000000,-1788000000,-801000000,4000000,-4534000000,-358000000,5948000000,-374000000,1705000000,-2522000000,-2486000000,-54000000,-493000000,-1945000000,837000000,-493000000,-358000000,155117000000,49332000000,2605000000,94332000000,60785000000,7725000000,1701000000,3120000000,109809000000,34530000000,33661000000,11134000000,14376000000,31353000000,1719000000,-14969000000,17248000000,41799000000,-22208000000,902000000,14653000000,27699000000,9263000000,6912000000,3120000000,109809000000,-37175000000,5430000000,113318000000,27699000000,10102000000,62979000000,155117000000,15278000000
2019-06-28,139.28,-2.81,-1.977620%,142.42,138.505,144.98,"39,111,889","5,535,006,071.785500",2019-03-31,20021000000,9003000000,6615000000,13406000000,4524000000,3749000000,2858000000,4422000000,5219000000,121000000,4403000000,102000000,926000000,673000000,-904000000,3749000000,3749000000,765000000,-2001000000,-1417000000,-1526000000,-1005000000,-5516000000,-3390000000,3543000000,-488000000,1761000000,-2396000000,-2112000000,-369000000,157000000,734000000,656000000,157000000,-3373000000,150027000000,46898000000,3450000000,91072000000,58955000000,7394000000,1025000000,3120000000,106650000000,33643000000,31450000000,10983000000,14734000000,29111000000,1708000000,-15517000000,17000000000,41987000000,-19393000000,602000000,14115000000,27660000000,9086000000,27403000000,3120000000,106650000000,-35298000000,5159000000,7533000000,27660000000,26907000000,61961000000,150027000000,15336000000
2019-06-21,142.09,2.0,+1.427654%,140.0,139.21,142.425,"37,687,167","5,312,934,145.558900",2019-03-31,20021000000,9003000000,6615000000,13406000000,4524000000,3749000000,2858000000,4422000000,5219000000,121000000,4403000000,102000000,926000000,673000000,-904000000,3749000000,3749000000,765000000,-2001000000,-1417000000,-1526000000,-1005000000,-5516000000,-3390000000,3543000000,-488000000,1761000000,-2396000000,-2112000000,-369000000,157000000,734000000,656000000,157000000,-3373000000,150027000000,46898000000,3450000000,91072000000,58955000000,7394000000,1025000000,3120000000,106650000000,33643000000,31450000000,10983000000,14734000000,29111000000,1708000000,-15517000000,17000000000,41987000000,-19393000000,602000000,14115000000,27660000000,9086000000,27403000000,3120000000,106650000000,-35298000000,5159000000,7533000000,27660000000,26907000000,61961000000,150027000000,15336000000
2019-06-14,140.09,1.54,+1.111512%,138.6,137.6,142.91,"36,490,926","5,123,662,532.084200",2019-03-31,20021000000,9003000000,6615000000,13406000000,4524000000,3749000000,2858000000,4422000000,5219000000,121000000,4403000000,102000000,926000000,673000000,-904000000,3749000000,3749000000,765000000,-2001000000,-1417000000,-1526000000,-1005000000,-5516000000,-3390000000,3543000000,-488000000,1761000000,-2396000000,-2112000000,-369000000,157000000,734000000,656000000,157000000,-3373000000,150027000000,46898000000,3450000000,91072000000,58955000000,7394000000,1025000000,3120000000,106650000000,33643000000,31450000000,10983000000,14734000000,29111000000,1708000000,-15517000000,17000000000,41987000000,-19393000000,602000000,14115000000,27660000000,9086000000,27403000000,3120000000,106650000000,-35298000000,5159000000,7533000000,27660000000,26907000000,61961000000,150027000000,15336000000
2019-06-07,138.55,7.4,+5.642394%,131.5,131.04,139.59,"37,594,218","5,074,804,184.028700",2019-03-31,20021000000,9003000000,6615000000,13406000000,4524000000,3749000000,2858000000,4422000000,5219000000,121000000,4403000000,102000000,926000000,673000000,-904000000,3749000000,3749000000,765000000,-2001000000,-1417000000,-1526000000,-1005000000,-5516000000,-3390000000,3543000000,-488000000,1761000000,-2396000000,-2112000000,-369000000,157000000,734000000,656000000,157000000,-3373000000,150027000000,46898000000,3450000000,91072000000,58955000000,7394000000,1025000000,3120000000,106650000000,33643000000,31450000000,10983000000,14734000000,29111000000,1708000000,-15517000000,17000000000,41987000000,-19393000000,602000000,14115000000,27660000000,9086000000,27403000000,3120000000,106650000000,-35298000000,5159000000,7533000000,27660000000,26907000000,61961000000,150027000000,15336000000
2019-05-31,131.15,-7.7,-5.545553%,139.0,128.52,140.49,"50,338,987","6,677,531,595.524100",2019-03-31,20021000000,9003000000,6615000000,13406000000,4524000000,3749000000,2858000000,4422000000,5219000000,121000000,4403000000,102000000,926000000,673000000,-904000000,3749000000,3749000000,765000000,-2001000000,-1417000000,-1526000000,-1005000000,-5516000000,-3390000000,3543000000,-488000000,1761000000,-2396000000,-2112000000,-369000000,157000000,734000000,656000000,157000000,-3373000000,150027000000,46898000000,3450000000,91072000000,58955000000,7394000000,1025000000,3120000000,106650000000,33643000000,31450000000,10983000000,14734000000,29111000000,1708000000,-15517000000,17000000000,41987000000,-19393000000,602000000,14115000000,27660000000,9086000000,27403000000,3120000000,106650000000,-35298000000,5159000000,7533000000,27660000000,26907000000,61961000000,150027000000,15336000000
2019-05-24,138.85,0.24,+0.173148%,138.61,137.485,139.85,"27,512,310","3,815,304,169.602300",2019-03-31,20021000000,9003000000,6615000000,13406000000,4524000000,3749000000,2858000000,4422000000,5219000000,121000000,4403000000,102000000,926000000,673000000,-904000000,3749000000,3749000000,765000000,-2001000000,-1417000000,-1526000000,-1005000000,-5516000000,-3390000000,3543000000,-488000000,1761000000,-2396000000,-2112000000,-369000000,157000000,734000000,656000000,157000000,-3373000000,150027000000,46898000000,3450000000,91072000000,58955000000,7394000000,1025000000,3120000000,106650000000,33643000000,31450000000,10983000000,14734000000,29111000000,1708000000,-15517000000,17000000000,41987000000,-19393000000,602000000,14115000000,27660000000,9086000000,27403000000,3120000000,106650000000,-35298000000,5159000000,7533000000,27660000000,26907000000,61961000000,150027000000,15336000000
2019-05-17,138.61,-0.44,-0.316433%,137.85,135.33,139.1929,"32,941,677","4,530,818,733.305900",2019-03-31,20021000000,9003000000,6615000000,13406000000,4524000000,3749000000,2858000000,4422000000,5219000000,121000000,4403000000,102000000,926000000,673000000,-904000000,3749000000,3749000000,765000000,-2001000000,-1417000000,-1526000000,-1005000000,-5516000000,-3390000000,3543000000,-488000000,1761000000,-2396000000,-2112000000,-369000000,157000000,734000000,656000000,157000000,-3373000000,150027000000,46898000000,3450000000,91072000000,58955000000,7394000000,1025000000,3120000000,106650000000,33643000000,31450000000,10983000000,14734000000,29111000000,1708000000,-15517000000,17000000000,41987000000,-19393000000,602000000,14115000000,27660000000,9086000000,27403000000,3120000000,106650000000,-35298000000,5159000000,7533000000,27660000000,26907000000,61961000000,150027000000,15336000000
2019-05-10,139.05,-2.96,-2.084360%,140.25,136.41,142.24,"27,468,628","3,836,450,651.346300",2019-03-31,20021000000,9003000000,6615000000,13406000000,4524000000,3749000000,2858000000,4422000000,5219000000,121000000,4403000000,102000000,926000000,673000000,-904000000,3749000000,3749000000,765000000,-2001000000,-1417000000,-1526000000,-1005000000,-5516000000,-3390000000,3543000000,-488000000,1761000000,-2396000000,-2112000000,-369000000,157000000,734000000,656000000,157000000,-3373000000,150027000000,46898000000,3450000000,91072000000,58955000000,7394000000,1025000000,3120000000,106650000000,33643000000,31450000000,10983000000,14734000000,29111000000,1708000000,-15517000000,17000000000,41987000000,-19393000000,602000000,14115000000,27660000000,9086000000,27403000000,3120000000,106650000000,-35298000000,5159000000,7533000000,27660000000,26907000000,61961000000,150027000000,15336000000
2019-05-03,142.01,1.62,+1.153928%,140.35,138.9599,142.35,"31,052,412","4,381,311,746.686700",2019-03-31,20021000000,9003000000,6615000000,13406000000,4524000000,3749000000,2858000000,4422000000,5219000000,121000000,4403000000,102000000,926000000,673000000,-904000000,3749000000,3749000000,765000000,-2001000000,-1417000000,-1526000000,-1005000000,-5516000000,-3390000000,3543000000,-488000000,1761000000,-2396000000,-2112000000,-369000000,157000000,734000000,656000000,157000000,-3373000000,150027000000,46898000000,3450000000,91072000000,58955000000,7394000000,1025000000,3120000000,106650000000,33643000000,31450000000,10983000000,14734000000,29111000000,1708000000,-15517000000,17000000000,41987000000,-19393000000,602000000,14115000000,27660000000,9086000000,27403000000,3120000000,106650000000,-35298000000,5159000000,7533000000,27660000000,26907000000,61961000000,150027000000,15336000000
2019-04-26,140.39,2.87,+2.086969%,136.98,136.4575,140.85,"25,965,028","3,616,795,242.656700",2019-03-31,20021000000,9003000000,6615000000,13406000000,4524000000,3749000000,2858000000,4422000000,5219000000,121000000,4403000000,102000000,926000000,673000000,-904000000,3749000000,3749000000,765000000,-2001000000,-1417000000,-1526000000,-1005000000,-5516000000,-3390000000,3543000000,-488000000,1761000000,-2396000000,-2112000000,-369000000,157000000,734000000,656000000,157000000,-3373000000,150027000000,46898000000,3450000000,91072000000,58955000000,7394000000,1025000000,3120000000,106650000000,33643000000,31450000000,10983000000,14734000000,29111000000,1708000000,-15517000000,17000000000,41987000000,-19393000000,602000000,14115000000,27660000000,9086000000,27403000000,3120000000,106650000000,-35298000000,5159000000,7533000000,27660000000,26907000000,61961000000,150027000000,15336000000
2019-04-19,137.52,1.54,+1.132519%,136.0,135.75,140.7,"36,155,647","4,997,947,923.121800",2019-03-31,20021000000,9003000000,6615000000,13406000000,4524000000,3749000000,2858000000,4422000000,5219000000,121000000,4403000000,102000000,926000000,673000000,-904000000,3749000000,3749000000,765000000,-2001000000,-1417000000,-1526000000,-1005000000,-5516000000,-3390000000,3543000000,-488000000,1761000000,-2396000000,-2112000000,-369000000,157000000,734000000,656000000,157000000,-3373000000,150027000000,46898000000,3450000000,91072000000,58955000000,7394000000,1025000000,3120000000,106650000000,33643000000,31450000000,10983000000,14734000000,29111000000,1708000000,-15517000000,17000000000,41987000000,-19393000000,602000000,14115000000,27660000000,9086000000,27403000000,3120000000,106650000000,-35298000000,5159000000,7533000000,27660000000,26907000000,61961000000,150027000000,15336000000
2019-04-12,135.98,-0.2,-0.146864%,136.05,134.42,136.51,"23,976,562","3,251,265,089.234900",2019-03-31,20021000000,9003000000,6615000000,13406000000,4524000000,3749000000,2858000000,4422000000,5219000000,121000000,4403000000,102000000,926000000,673000000,-904000000,3749000000,3749000000,765000000,-2001000000,-1417000000,-1526000000,-1005000000,-5516000000,-3390000000,3543000000,-488000000,1761000000,-2396000000,-2112000000,-369000000,157000000,734000000,656000000,157000000,-3373000000,150027000000,46898000000,3450000000,91072000000,58955000000,7394000000,1025000000,3120000000,106650000000,33643000000,31450000000,10983000000,14734000000,29111000000,1708000000,-15517000000,17000000000,41987000000,-19393000000,602000000,14115000000,27660000000,9086000000,27403000000,3120000000,106650000000,-35298000000,5159000000,7533000000,27660000000,26907000000,61961000000,150027000000,15336000000
