Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,accountsPayable,preferredStockTotalEquity,retainedEarningsTotalEquity,otherNonCurrrentAssets,totalNonCurrentAssets,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2018-06-15,135.1,0.36,+0.267181%,134.9,133.54,135.77,"35,122,168","4,733,814,264.859100",2018-03-31,5073000000,1737000000,1584000000,5073000000,3370000000,2605000000,3217000000,1584000000,3336000000,153000000,153000000,612000000,-119000000,2605000000,2605000000,-21000000,917000000,-430000000,-196000000,-2512000000,150000000,-122000000,2820000000,-1387000000,1442000000,490000000,2072000000,33000000,69000000,213000000,-826000000,4000000,69042000000,28537000000,2173000000,34939000000,73688000000,5110000000,3342000000,10192000000,3654000000,15372000000,48140000000,9026000000,9551000000,3052000000,35831000000,2366000000,18536000000,2602000000,-20758000000,3577000000,3760000000,16624000000,3157000000,10952000000,10192000000,1629000000,50506000000,3654000000,25388000000,16713000000,69042000000,12603000000
2018-06-08,134.74,3.89,+2.972870%,131.94,131.43,136.58,"35,012,028","4,693,760,622.821700",2018-03-31,5073000000,1737000000,1584000000,5073000000,3370000000,2605000000,3217000000,1584000000,3336000000,153000000,153000000,612000000,-119000000,2605000000,2605000000,-21000000,917000000,-430000000,-196000000,-2512000000,150000000,-122000000,2820000000,-1387000000,1442000000,490000000,2072000000,33000000,69000000,213000000,-826000000,4000000,69042000000,28537000000,2173000000,34939000000,73688000000,5110000000,3342000000,10192000000,3654000000,15372000000,48140000000,9026000000,9551000000,3052000000,35831000000,2366000000,18536000000,2602000000,-20758000000,3577000000,3760000000,16624000000,3157000000,10952000000,10192000000,1629000000,50506000000,3654000000,25388000000,16713000000,69042000000,12603000000
2018-06-01,130.85,-0.43,-0.327544%,130.39,129.06,132.51,"40,442,518","5,280,978,747.369200",2018-03-31,5073000000,1737000000,1584000000,5073000000,3370000000,2605000000,3217000000,1584000000,3336000000,153000000,153000000,612000000,-119000000,2605000000,2605000000,-21000000,917000000,-430000000,-196000000,-2512000000,150000000,-122000000,2820000000,-1387000000,1442000000,490000000,2072000000,33000000,69000000,213000000,-826000000,4000000,69042000000,28537000000,2173000000,34939000000,73688000000,5110000000,3342000000,10192000000,3654000000,15372000000,48140000000,9026000000,9551000000,3052000000,35831000000,2366000000,18536000000,2602000000,-20758000000,3577000000,3760000000,16624000000,3157000000,10952000000,10192000000,1629000000,50506000000,3654000000,25388000000,16713000000,69042000000,12603000000
2018-05-25,131.28,1.35,+1.039021%,130.95,129.8,132.21,"32,351,289","4,241,402,449.978100",2018-03-31,5073000000,1737000000,1584000000,5073000000,3370000000,2605000000,3217000000,1584000000,3336000000,153000000,153000000,612000000,-119000000,2605000000,2605000000,-21000000,917000000,-430000000,-196000000,-2512000000,150000000,-122000000,2820000000,-1387000000,1442000000,490000000,2072000000,33000000,69000000,213000000,-826000000,4000000,69042000000,28537000000,2173000000,34939000000,73688000000,5110000000,3342000000,10192000000,3654000000,15372000000,48140000000,9026000000,9551000000,3052000000,35831000000,2366000000,18536000000,2602000000,-20758000000,3577000000,3760000000,16624000000,3157000000,10952000000,10192000000,1629000000,50506000000,3654000000,25388000000,16713000000,69042000000,12603000000
2018-05-18,129.93,-1.89,-1.433773%,132.43,129.07,132.5,"26,667,918","3,484,528,449.418200",2018-03-31,5073000000,1737000000,1584000000,5073000000,3370000000,2605000000,3217000000,1584000000,3336000000,153000000,153000000,612000000,-119000000,2605000000,2605000000,-21000000,917000000,-430000000,-196000000,-2512000000,150000000,-122000000,2820000000,-1387000000,1442000000,490000000,2072000000,33000000,69000000,213000000,-826000000,4000000,69042000000,28537000000,2173000000,34939000000,73688000000,5110000000,3342000000,10192000000,3654000000,15372000000,48140000000,9026000000,9551000000,3052000000,35831000000,2366000000,18536000000,2602000000,-20758000000,3577000000,3760000000,16624000000,3157000000,10952000000,10192000000,1629000000,50506000000,3654000000,25388000000,16713000000,69042000000,12603000000
2018-05-11,131.82,3.66,+2.855805%,128.4,128.25,132.09,"28,924,263","3,770,316,358.439500",2018-03-31,5073000000,1737000000,1584000000,5073000000,3370000000,2605000000,3217000000,1584000000,3336000000,153000000,153000000,612000000,-119000000,2605000000,2605000000,-21000000,917000000,-430000000,-196000000,-2512000000,150000000,-122000000,2820000000,-1387000000,1442000000,490000000,2072000000,33000000,69000000,213000000,-826000000,4000000,69042000000,28537000000,2173000000,34939000000,73688000000,5110000000,3342000000,10192000000,3654000000,15372000000,48140000000,9026000000,9551000000,3052000000,35831000000,2366000000,18536000000,2602000000,-20758000000,3577000000,3760000000,16624000000,3157000000,10952000000,10192000000,1629000000,50506000000,3654000000,25388000000,16713000000,69042000000,12603000000
2018-05-04,128.16,2.15,+1.706214%,126.74,125.3217,128.36,"35,948,864","4,564,572,440.088600",2018-03-31,5073000000,1737000000,1584000000,5073000000,3370000000,2605000000,3217000000,1584000000,3336000000,153000000,153000000,612000000,-119000000,2605000000,2605000000,-21000000,917000000,-430000000,-196000000,-2512000000,150000000,-122000000,2820000000,-1387000000,1442000000,490000000,2072000000,33000000,69000000,213000000,-826000000,4000000,69042000000,28537000000,2173000000,34939000000,73688000000,5110000000,3342000000,10192000000,3654000000,15372000000,48140000000,9026000000,9551000000,3052000000,35831000000,2366000000,18536000000,2602000000,-20758000000,3577000000,3760000000,16624000000,3157000000,10952000000,10192000000,1629000000,50506000000,3654000000,25388000000,16713000000,69042000000,12603000000
2018-04-27,126.01,1.81,+1.457327%,124.3,119.373,127.59,"46,628,411","5,793,307,346.040600",2018-03-31,5073000000,1737000000,1584000000,5073000000,3370000000,2605000000,3217000000,1584000000,3336000000,153000000,153000000,612000000,-119000000,2605000000,2605000000,-21000000,917000000,-430000000,-196000000,-2512000000,150000000,-122000000,2820000000,-1387000000,1442000000,490000000,2072000000,33000000,69000000,213000000,-826000000,4000000,69042000000,28537000000,2173000000,34939000000,73688000000,5110000000,3342000000,10192000000,3654000000,15372000000,48140000000,9026000000,9551000000,3052000000,35831000000,2366000000,18536000000,2602000000,-20758000000,3577000000,3760000000,16624000000,3157000000,10952000000,10192000000,1629000000,50506000000,3654000000,25388000000,16713000000,69042000000,12603000000
2018-04-20,124.2,3.45,+2.857143%,122.11,121.51,124.87,"32,827,466","4,058,057,044.022900",2018-03-31,5073000000,1737000000,1584000000,5073000000,3370000000,2605000000,3217000000,1584000000,3336000000,153000000,153000000,612000000,-119000000,2605000000,2605000000,-21000000,917000000,-430000000,-196000000,-2512000000,150000000,-122000000,2820000000,-1387000000,1442000000,490000000,2072000000,33000000,69000000,213000000,-826000000,4000000,69042000000,28537000000,2173000000,34939000000,73688000000,5110000000,3342000000,10192000000,3654000000,15372000000,48140000000,9026000000,9551000000,3052000000,35831000000,2366000000,18536000000,2602000000,-20758000000,3577000000,3760000000,16624000000,3157000000,10952000000,10192000000,1629000000,50506000000,3654000000,25388000000,16713000000,69042000000,12603000000
2018-04-13,120.75,3.05,+2.591334%,118.63,118.63,122.47,"36,746,094","4,434,966,232.928900",2018-03-31,5073000000,1737000000,1584000000,5073000000,3370000000,2605000000,3217000000,1584000000,3336000000,153000000,153000000,612000000,-119000000,2605000000,2605000000,-21000000,917000000,-430000000,-196000000,-2512000000,150000000,-122000000,2820000000,-1387000000,1442000000,490000000,2072000000,33000000,69000000,213000000,-826000000,4000000,69042000000,28537000000,2173000000,34939000000,73688000000,5110000000,3342000000,10192000000,3654000000,15372000000,48140000000,9026000000,9551000000,3052000000,35831000000,2366000000,18536000000,2602000000,-20758000000,3577000000,3760000000,16624000000,3157000000,10952000000,10192000000,1629000000,50506000000,3654000000,25388000000,16713000000,69042000000,12603000000
2018-04-06,117.7,-1.92,-1.605083%,119.27,116.7102,122.01,"40,587,415","4,823,398,577.907200",2018-03-31,5073000000,1737000000,1584000000,5073000000,3370000000,2605000000,3217000000,1584000000,3336000000,153000000,153000000,612000000,-119000000,2605000000,2605000000,-21000000,917000000,-430000000,-196000000,-2512000000,150000000,-122000000,2820000000,-1387000000,1442000000,490000000,2072000000,33000000,69000000,213000000,-826000000,4000000,69042000000,28537000000,2173000000,34939000000,73688000000,5110000000,3342000000,10192000000,3654000000,15372000000,48140000000,9026000000,9551000000,3052000000,35831000000,2366000000,18536000000,2602000000,-20758000000,3577000000,3760000000,16624000000,3157000000,10952000000,10192000000,1629000000,50506000000,3654000000,25388000000,16713000000,69042000000,12603000000
2018-03-30,119.62,2.62,+2.239316%,119.09,116.03,121.6,"40,082,588","4,755,739,978.928000",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2018-03-23,117.0,-7.53,-6.046736%,123.94,116.76,125.44,"53,052,690","6,485,315,967.487400",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2018-03-16,124.53,0.02,+0.016063%,124.75,121.9,125.05,"41,279,458","5,105,922,217.762700",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2018-03-09,124.51,3.74,+3.096796%,120.45,119.44,124.79,"33,875,346","4,131,662,078.970600",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2018-03-02,120.77,-2.16,-1.757098%,123.58,117.86,125.3,"36,740,093","4,497,789,868.116400",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2018-02-23,122.93,1.08,+0.886336%,121.35,119.6167,123.05,"23,889,697","2,905,611,257.974400",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2018-02-16,121.85,5.53,+4.754127%,117.79,116.88,122.99,"41,829,374","5,006,916,873.013200",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2018-02-09,116.32,-4.59,-3.796212%,118.7,111.0201,122.46,"75,340,180","8,833,571,380.516600",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2018-02-02,120.91,-5.41,-4.282774%,126.74,120.7,126.88,"46,857,809","5,800,131,493.469600",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2018-01-26,126.32,3.62,+2.950285%,122.87,122.4,126.38,"34,234,943","4,270,737,795.203100",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2018-01-19,122.7,2.61,+2.173370%,121.18,119.91,123.65,"33,706,973","4,112,575,038.260400",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2018-01-12,120.09,1.23,+1.034831%,118.61,117.46,120.477,"32,281,416","3,851,218,584.345200",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2018-01-05,118.86,4.84,+4.244869%,114.57,113.95,119.0,"29,422,773","3,421,505,952.801300",2017-12-31,4862000000,1535000000,1390000000,4862000000,3393000000,2522000000,3239000000,1390000000,3327000000,145000000,154000000,717000000,-88000000,2522000000,2522000000,-566000000,866000000,-707000000,0,-3871000000,-150000000,-1816000000,2762000000,-897000000,1471000000,458000000,1778000000,-146000000,-874000000,141000000,-326000000,-1736000000,67154000000,28109000000,1954000000,33753000000,72283000000,5107000000,3185000000,9966000000,3662000000,15162000000,47629000000,9021000000,8363000000,2302000000,34604000000,2238000000,17287000000,2674000000,-20822000000,3413000000,2899000000,16621000000,2876000000,10952000000,9966000000,1684000000,49867000000,3662000000,25390000000,16761000000,67154000000,12434000000
2017-12-29,114.02,1.33,+1.180229%,112.07,112.07,114.9199,"23,208,001","2,644,295,416.940100",2017-09-30,4855000000,1643000000,1494000000,4855000000,3247000000,2140000000,3099000000,1496000000,3212000000,147000000,148000000,959000000,-559000000,2140000000,2140000000,-669000000,401000000,-852000000,12000000,380000000,-149000000,2295000000,2767000000,3209000000,-3072000000,-2768000000,-11912000000,40000000,57000000,195000000,32000000,2437000000,67977000000,27848000000,2000000000,35217000000,32760000000,5980000000,3071000000,9508000000,2625000000,15110000000,46701000000,10905000000,9994000000,3752000000,826000000,2253000000,19023000000,1926000000,-15724000000,3564000000,2554000000,16618000000,3171000000,5526000000,9508000000,1817000000,48954000000,2625000000,25223000000,16900000000,67977000000,14469000000
2017-12-22,112.69,-1.13,-0.992796%,114.69,111.99,114.75,"38,119,466","4,302,067,408.427900",2017-09-30,4855000000,1643000000,1494000000,4855000000,3247000000,2140000000,3099000000,1496000000,3212000000,147000000,148000000,959000000,-559000000,2140000000,2140000000,-669000000,401000000,-852000000,12000000,380000000,-149000000,2295000000,2767000000,3209000000,-3072000000,-2768000000,-11912000000,40000000,57000000,195000000,32000000,2437000000,67977000000,27848000000,2000000000,35217000000,32760000000,5980000000,3071000000,9508000000,2625000000,15110000000,46701000000,10905000000,9994000000,3752000000,826000000,2253000000,19023000000,1926000000,-15724000000,3564000000,2554000000,16618000000,3171000000,5526000000,9508000000,1817000000,48954000000,2625000000,25223000000,16900000000,67977000000,14469000000
2017-12-15,113.82,1.22,+1.083481%,112.5,112.0,114.37,"50,585,536","5,736,011,091.749300",2017-09-30,4855000000,1643000000,1494000000,4855000000,3247000000,2140000000,3099000000,1496000000,3212000000,147000000,148000000,959000000,-559000000,2140000000,2140000000,-669000000,401000000,-852000000,12000000,380000000,-149000000,2295000000,2767000000,3209000000,-3072000000,-2768000000,-11912000000,40000000,57000000,195000000,32000000,2437000000,67977000000,27848000000,2000000000,35217000000,32760000000,5980000000,3071000000,9508000000,2625000000,15110000000,46701000000,10905000000,9994000000,3752000000,826000000,2253000000,19023000000,1926000000,-15724000000,3564000000,2554000000,16618000000,3171000000,5526000000,9508000000,1817000000,48954000000,2625000000,25223000000,16900000000,67977000000,14469000000
2017-12-08,112.6,1.87,+1.688793%,111.33,106.6,112.61,"53,502,388","5,854,102,902.901800",2017-09-30,4855000000,1643000000,1494000000,4855000000,3247000000,2140000000,3099000000,1496000000,3212000000,147000000,148000000,959000000,-559000000,2140000000,2140000000,-669000000,401000000,-852000000,12000000,380000000,-149000000,2295000000,2767000000,3209000000,-3072000000,-2768000000,-11912000000,40000000,57000000,195000000,32000000,2437000000,67977000000,27848000000,2000000000,35217000000,32760000000,5980000000,3071000000,9508000000,2625000000,15110000000,46701000000,10905000000,9994000000,3752000000,826000000,2253000000,19023000000,1926000000,-15724000000,3564000000,2554000000,16618000000,3171000000,5526000000,9508000000,1817000000,48954000000,2625000000,25223000000,16900000000,67977000000,14469000000
2017-12-01,110.73,-1.24,-1.107439%,112.0,106.9,113.62,"59,432,329","6,610,105,444.640000",2017-09-30,4855000000,1643000000,1494000000,4855000000,3247000000,2140000000,3099000000,1496000000,3212000000,147000000,148000000,959000000,-559000000,2140000000,2140000000,-669000000,401000000,-852000000,12000000,380000000,-149000000,2295000000,2767000000,3209000000,-3072000000,-2768000000,-11912000000,40000000,57000000,195000000,32000000,2437000000,67977000000,27848000000,2000000000,35217000000,32760000000,5980000000,3071000000,9508000000,2625000000,15110000000,46701000000,10905000000,9994000000,3752000000,826000000,2253000000,19023000000,1926000000,-15724000000,3564000000,2554000000,16618000000,3171000000,5526000000,9508000000,1817000000,48954000000,2625000000,25223000000,16900000000,67977000000,14469000000
2017-11-24,111.97,2.15,+1.957749%,109.95,109.69,112.16,"20,443,349","2,267,421,542.889000",2017-09-30,4855000000,1643000000,1494000000,4855000000,3247000000,2140000000,3099000000,1496000000,3212000000,147000000,148000000,959000000,-559000000,2140000000,2140000000,-669000000,401000000,-852000000,12000000,380000000,-149000000,2295000000,2767000000,3209000000,-3072000000,-2768000000,-11912000000,40000000,57000000,195000000,32000000,2437000000,67977000000,27848000000,2000000000,35217000000,32760000000,5980000000,3071000000,9508000000,2625000000,15110000000,46701000000,10905000000,9994000000,3752000000,826000000,2253000000,19023000000,1926000000,-15724000000,3564000000,2554000000,16618000000,3171000000,5526000000,9508000000,1817000000,48954000000,2625000000,25223000000,16900000000,67977000000,14469000000
2017-11-17,109.82,-2.06,-1.841258%,111.55,109.7,112.04,"34,227,857","3,795,473,511.993200",2017-09-30,4855000000,1643000000,1494000000,4855000000,3247000000,2140000000,3099000000,1496000000,3212000000,147000000,148000000,959000000,-559000000,2140000000,2140000000,-669000000,401000000,-852000000,12000000,380000000,-149000000,2295000000,2767000000,3209000000,-3072000000,-2768000000,-11912000000,40000000,57000000,195000000,32000000,2437000000,67977000000,27848000000,2000000000,35217000000,32760000000,5980000000,3071000000,9508000000,2625000000,15110000000,46701000000,10905000000,9994000000,3752000000,826000000,2253000000,19023000000,1926000000,-15724000000,3564000000,2554000000,16618000000,3171000000,5526000000,9508000000,1817000000,48954000000,2625000000,25223000000,16900000000,67977000000,14469000000
2017-11-10,111.88,0.52,+0.466954%,111.36,110.93,112.905,"20,744,643","2,322,654,738.395400",2017-09-30,4855000000,1643000000,1494000000,4855000000,3247000000,2140000000,3099000000,1496000000,3212000000,147000000,148000000,959000000,-559000000,2140000000,2140000000,-669000000,401000000,-852000000,12000000,380000000,-149000000,2295000000,2767000000,3209000000,-3072000000,-2768000000,-11912000000,40000000,57000000,195000000,32000000,2437000000,67977000000,27848000000,2000000000,35217000000,32760000000,5980000000,3071000000,9508000000,2625000000,15110000000,46701000000,10905000000,9994000000,3752000000,826000000,2253000000,19023000000,1926000000,-15724000000,3564000000,2554000000,16618000000,3171000000,5526000000,9508000000,1817000000,48954000000,2625000000,25223000000,16900000000,67977000000,14469000000
2017-11-03,111.36,1.65,+1.503965%,109.67,108.66,111.42,"28,583,331","3,153,593,701.778200",2017-09-30,4855000000,1643000000,1494000000,4855000000,3247000000,2140000000,3099000000,1496000000,3212000000,147000000,148000000,959000000,-559000000,2140000000,2140000000,-669000000,401000000,-852000000,12000000,380000000,-149000000,2295000000,2767000000,3209000000,-3072000000,-2768000000,-11912000000,40000000,57000000,195000000,32000000,2437000000,67977000000,27848000000,2000000000,35217000000,32760000000,5980000000,3071000000,9508000000,2625000000,15110000000,46701000000,10905000000,9994000000,3752000000,826000000,2253000000,19023000000,1926000000,-15724000000,3564000000,2554000000,16618000000,3171000000,5526000000,9508000000,1817000000,48954000000,2625000000,25223000000,16900000000,67977000000,14469000000
2017-10-27,109.71,2.16,+2.008368%,108.05,107.095,110.74,"45,332,073","4,944,580,926.313500",2017-09-30,4855000000,1643000000,1494000000,4855000000,3247000000,2140000000,3099000000,1496000000,3212000000,147000000,148000000,959000000,-559000000,2140000000,2140000000,-669000000,401000000,-852000000,12000000,380000000,-149000000,2295000000,2767000000,3209000000,-3072000000,-2768000000,-11912000000,40000000,57000000,195000000,32000000,2437000000,67977000000,27848000000,2000000000,35217000000,32760000000,5980000000,3071000000,9508000000,2625000000,15110000000,46701000000,10905000000,9994000000,3752000000,826000000,2253000000,19023000000,1926000000,-15724000000,3564000000,2554000000,16618000000,3171000000,5526000000,9508000000,1817000000,48954000000,2625000000,25223000000,16900000000,67977000000,14469000000
2017-10-20,107.55,-1.11,-1.021535%,108.79,106.9,109.05,"35,038,016","3,767,614,470.141100",2017-09-30,4855000000,1643000000,1494000000,4855000000,3247000000,2140000000,3099000000,1496000000,3212000000,147000000,148000000,959000000,-559000000,2140000000,2140000000,-669000000,401000000,-852000000,12000000,380000000,-149000000,2295000000,2767000000,3209000000,-3072000000,-2768000000,-11912000000,40000000,57000000,195000000,32000000,2437000000,67977000000,27848000000,2000000000,35217000000,32760000000,5980000000,3071000000,9508000000,2625000000,15110000000,46701000000,10905000000,9994000000,3752000000,826000000,2253000000,19023000000,1926000000,-15724000000,3564000000,2554000000,16618000000,3171000000,5526000000,9508000000,1817000000,48954000000,2625000000,25223000000,16900000000,67977000000,14469000000
