Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2019-11-15,62.14,2.9,+4.895341%,62.64,61.21,63.24,"45,916,579","2,867,462,265.174140",2019-08-31,33954000000,6349000000,26727000000,7228000000,880000000,678000000,708000000,9000000,6407000000,2000000,878000000,-58000000,175000000,26000000,65000000,682000000,678000000,543000000,-738000000,-287000000,-750000000,-1474000000,92000000,167000000,2379000000,-95000000,526000000,-399000000,-416000000,495000000,-59000000,283000000,456000000,167000000,67598000000,10876000000,1118000000,43447000000,23512000000,1785000000,222000000,12000000,35815000000,5254000000,16560000000,1060000000,1023000000,25769000000,5738000000,-3897000000,13478000000,18700000000,23510000000,7226000000,11098000000,9333000000,20031000000,12000000,35815000000,-19057000000,35420000000,48898000000,11098000000,4795000000,17678000000,10639000000,67598000000,1023000000
2019-11-08,59.24,1.86,+3.241548%,57.9,57.8806,64.5,"68,403,577","4,135,030,254.589080",2019-08-31,33954000000,6349000000,26727000000,7228000000,880000000,678000000,708000000,9000000,6407000000,2000000,878000000,-58000000,175000000,26000000,65000000,682000000,678000000,543000000,-738000000,-287000000,-750000000,-1474000000,92000000,167000000,2379000000,-95000000,526000000,-399000000,-416000000,495000000,-59000000,283000000,456000000,167000000,67598000000,10876000000,1118000000,43447000000,23512000000,1785000000,222000000,12000000,35815000000,5254000000,16560000000,1060000000,1023000000,25769000000,5738000000,-3897000000,13478000000,18700000000,23510000000,7226000000,11098000000,9333000000,20031000000,12000000,35815000000,-19057000000,35420000000,48898000000,11098000000,4795000000,17678000000,10639000000,67598000000,1023000000
2019-11-01,57.38,1.96,+3.536629%,56.04,53.995,57.71,"32,929,236","1,839,384,276.666040",2019-08-31,33954000000,6349000000,26727000000,7228000000,880000000,678000000,708000000,9000000,6407000000,2000000,878000000,-58000000,175000000,26000000,65000000,682000000,678000000,543000000,-738000000,-287000000,-750000000,-1474000000,92000000,167000000,2379000000,-95000000,526000000,-399000000,-416000000,495000000,-59000000,283000000,456000000,167000000,67598000000,10876000000,1118000000,43447000000,23512000000,1785000000,222000000,12000000,35815000000,5254000000,16560000000,1060000000,1023000000,25769000000,5738000000,-3897000000,13478000000,18700000000,23510000000,7226000000,11098000000,9333000000,20031000000,12000000,35815000000,-19057000000,35420000000,48898000000,11098000000,4795000000,17678000000,10639000000,67598000000,1023000000
2019-10-25,55.42,0.12,+0.216998%,55.15,53.55,55.57,"22,124,188","1,211,137,574.428130",2019-08-31,33954000000,6349000000,26727000000,7228000000,880000000,678000000,708000000,9000000,6407000000,2000000,878000000,-58000000,175000000,26000000,65000000,682000000,678000000,543000000,-738000000,-287000000,-750000000,-1474000000,92000000,167000000,2379000000,-95000000,526000000,-399000000,-416000000,495000000,-59000000,283000000,456000000,167000000,67598000000,10876000000,1118000000,43447000000,23512000000,1785000000,222000000,12000000,35815000000,5254000000,16560000000,1060000000,1023000000,25769000000,5738000000,-3897000000,13478000000,18700000000,23510000000,7226000000,11098000000,9333000000,20031000000,12000000,35815000000,-19057000000,35420000000,48898000000,11098000000,4795000000,17678000000,10639000000,67598000000,1023000000
2019-10-18,55.3,1.31,+2.426375%,53.74,53.17,56.17,"18,431,937","1,013,834,798.237560",2019-08-31,33954000000,6349000000,26727000000,7228000000,880000000,678000000,708000000,9000000,6407000000,2000000,878000000,-58000000,175000000,26000000,65000000,682000000,678000000,543000000,-738000000,-287000000,-750000000,-1474000000,92000000,167000000,2379000000,-95000000,526000000,-399000000,-416000000,495000000,-59000000,283000000,456000000,167000000,67598000000,10876000000,1118000000,43447000000,23512000000,1785000000,222000000,12000000,35815000000,5254000000,16560000000,1060000000,1023000000,25769000000,5738000000,-3897000000,13478000000,18700000000,23510000000,7226000000,11098000000,9333000000,20031000000,12000000,35815000000,-19057000000,35420000000,48898000000,11098000000,4795000000,17678000000,10639000000,67598000000,1023000000
2019-10-11,53.99,1.02,+1.925618%,52.83,51.86,54.6,"22,119,354","1,170,241,187.947900",2019-08-31,33954000000,6349000000,26727000000,7228000000,880000000,678000000,708000000,9000000,6407000000,2000000,878000000,-58000000,175000000,26000000,65000000,682000000,678000000,543000000,-738000000,-287000000,-750000000,-1474000000,92000000,167000000,2379000000,-95000000,526000000,-399000000,-416000000,495000000,-59000000,283000000,456000000,167000000,67598000000,10876000000,1118000000,43447000000,23512000000,1785000000,222000000,12000000,35815000000,5254000000,16560000000,1060000000,1023000000,25769000000,5738000000,-3897000000,13478000000,18700000000,23510000000,7226000000,11098000000,9333000000,20031000000,12000000,35815000000,-19057000000,35420000000,48898000000,11098000000,4795000000,17678000000,10639000000,67598000000,1023000000
2019-10-04,52.97,-1.44,-2.646572%,54.61,51.57,55.87,"20,934,467","1,123,274,507.727250",2019-08-31,33954000000,6349000000,26727000000,7228000000,880000000,678000000,708000000,9000000,6407000000,2000000,878000000,-58000000,175000000,26000000,65000000,682000000,678000000,543000000,-738000000,-287000000,-750000000,-1474000000,92000000,167000000,2379000000,-95000000,526000000,-399000000,-416000000,495000000,-59000000,283000000,456000000,167000000,67598000000,10876000000,1118000000,43447000000,23512000000,1785000000,222000000,12000000,35815000000,5254000000,16560000000,1060000000,1023000000,25769000000,5738000000,-3897000000,13478000000,18700000000,23510000000,7226000000,11098000000,9333000000,20031000000,12000000,35815000000,-19057000000,35420000000,48898000000,11098000000,4795000000,17678000000,10639000000,67598000000,1023000000
2019-09-27,54.41,-0.59,-1.072727%,54.94,53.23,55.0916,"20,298,329","1,099,332,102.533480",2019-08-31,33954000000,6349000000,26727000000,7228000000,880000000,678000000,708000000,9000000,6407000000,2000000,878000000,-58000000,175000000,26000000,65000000,682000000,678000000,543000000,-738000000,-287000000,-750000000,-1474000000,92000000,167000000,2379000000,-95000000,526000000,-399000000,-416000000,495000000,-59000000,283000000,456000000,167000000,67598000000,10876000000,1118000000,43447000000,23512000000,1785000000,222000000,12000000,35815000000,5254000000,16560000000,1060000000,1023000000,25769000000,5738000000,-3897000000,13478000000,18700000000,23510000000,7226000000,11098000000,9333000000,20031000000,12000000,35815000000,-19057000000,35420000000,48898000000,11098000000,4795000000,17678000000,10639000000,67598000000,1023000000
2019-09-20,55.0,-0.99,-1.768173%,55.35,53.92,55.94,"28,112,722","1,542,981,691.033950",2019-08-31,33954000000,6349000000,26727000000,7228000000,880000000,678000000,708000000,9000000,6407000000,2000000,878000000,-58000000,175000000,26000000,65000000,682000000,678000000,543000000,-738000000,-287000000,-750000000,-1474000000,92000000,167000000,2379000000,-95000000,526000000,-399000000,-416000000,495000000,-59000000,283000000,456000000,167000000,67598000000,10876000000,1118000000,43447000000,23512000000,1785000000,222000000,12000000,35815000000,5254000000,16560000000,1060000000,1023000000,25769000000,5738000000,-3897000000,13478000000,18700000000,23510000000,7226000000,11098000000,9333000000,20031000000,12000000,35815000000,-19057000000,35420000000,48898000000,11098000000,4795000000,17678000000,10639000000,67598000000,1023000000
2019-09-13,55.99,3.43,+6.525875%,52.65,52.65,58.1,"33,983,571","1,909,034,393.261390",2019-08-31,33954000000,6349000000,26727000000,7228000000,880000000,678000000,708000000,9000000,6407000000,2000000,878000000,-58000000,175000000,26000000,65000000,682000000,678000000,543000000,-738000000,-287000000,-750000000,-1474000000,92000000,167000000,2379000000,-95000000,526000000,-399000000,-416000000,495000000,-59000000,283000000,456000000,167000000,67598000000,10876000000,1118000000,43447000000,23512000000,1785000000,222000000,12000000,35815000000,5254000000,16560000000,1060000000,1023000000,25769000000,5738000000,-3897000000,13478000000,18700000000,23510000000,7226000000,11098000000,9333000000,20031000000,12000000,35815000000,-19057000000,35420000000,48898000000,11098000000,4795000000,17678000000,10639000000,67598000000,1023000000
2019-09-06,52.56,1.37,+2.676304%,51.25,50.04,52.8,"15,043,276","776,143,463.589802",2019-08-31,33954000000,6349000000,26727000000,7228000000,880000000,678000000,708000000,9000000,6407000000,2000000,878000000,-58000000,175000000,26000000,65000000,682000000,678000000,543000000,-738000000,-287000000,-750000000,-1474000000,92000000,167000000,2379000000,-95000000,526000000,-399000000,-416000000,495000000,-59000000,283000000,456000000,167000000,67598000000,10876000000,1118000000,43447000000,23512000000,1785000000,222000000,12000000,35815000000,5254000000,16560000000,1060000000,1023000000,25769000000,5738000000,-3897000000,13478000000,18700000000,23510000000,7226000000,11098000000,9333000000,20031000000,12000000,35815000000,-19057000000,35420000000,48898000000,11098000000,4795000000,17678000000,10639000000,67598000000,1023000000
2019-08-30,51.19,1.87,+3.791565%,49.98,49.03,51.19,"19,779,760","993,547,699.467673",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-08-23,49.32,-1.16,-2.297940%,50.63,49.14,51.67,"21,123,935","1,071,013,110.300560",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-08-16,50.48,-2.31,-4.375829%,52.78,49.12,53.9,"26,072,084","1,331,838,095.451400",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-08-09,52.79,-0.89,-1.657973%,53.47,50.0888,53.59,"26,068,562","1,356,234,848.265400",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-08-02,53.68,-1.37,-2.488647%,55.09,53.0746,55.77,"22,654,342","1,237,188,842.034700",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-07-26,55.05,0.61,+1.120500%,54.66,53.66,55.25,"18,610,092","1,015,857,081.057200",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-07-19,54.44,-1.3,-2.332257%,55.96,53.82,56.16,"20,316,728","1,118,904,717.973400",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-07-12,55.74,0.55,+0.996557%,55.17,54.885,56.95,"23,542,595","1,311,296,231.503100",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-07-05,55.19,0.52,+0.951162%,55.36,54.19,55.68,"18,950,126","1,041,623,043.401600",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-06-28,54.67,2.22,+4.232602%,52.35,51.46,55.19,"43,751,995","2,345,411,466.153400",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-06-21,52.45,-0.12,-0.228267%,52.57,52.13,53.93,"35,176,032","1,856,874,229.299700",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-06-14,52.57,0.6,+1.154512%,52.1,51.65,53.26,"18,966,573","996,416,767.079600",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-06-07,51.97,2.63,+5.330361%,49.52,49.52,52.0956,"24,146,011","1,229,863,758.002000",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-05-31,49.34,-2.43,-4.693838%,51.84,49.31,52.28,"21,080,075","1,069,227,551.530900",2019-05-31,34591000000,6251000000,27138000000,7453000000,1380000000,1025000000,1198000000,12000000,6235000000,177000000,1203000000,16000000,187000000,156000000,166000000,1042000000,1025000000,-37000000,-523000000,-69000000,-375000000,-1458000000,-84000000,39000000,2020000000,2000000,522000000,-403000000,-595000000,203000000,434000000,-141000000,453000000,39000000,68586000000,11325000000,1070000000,43814000000,24133000000,1860000000,265000000,12000000,35547000000,6628000000,16717000000,1133000000,839000000,25060000000,5483000000,-3393000000,13717000000,19021000000,24134000000,7239000000,12127000000,9874000000,19578000000,12000000,35547000000,-18638000000,35848000000,49565000000,12127000000,4768000000,18754000000,10605000000,68586000000,839000000
2019-05-24,51.77,-0.5,-0.956572%,52.03,51.16,53.01,"21,619,350","1,127,460,690.298700",2019-02-28,34528000000,6237000000,26773000000,7754000000,1545000000,1156000000,1356000000,-18000000,6320000000,28000000,1517000000,-83000000,181000000,226000000,102000000,1130000000,1156000000,-1282000000,-411000000,-87000000,2026000000,-505000000,51000000,-181000000,735000000,-123000000,500000000,-419000000,-2164000000,867000000,-649000000,285000000,323000000,-181000000,70434000000,11932000000,1016000000,45022000000,24770000000,1982000000,255000000,12000000,34928000000,7017000000,17027000000,1114000000,818000000,25303000000,5356000000,-2705000000,13828000000,19851000000,24769000000,7828000000,12685000000,10188000000,19947000000,12000000,34928000000,-18036000000,36756000000,50584000000,12685000000,5053000000,19719000000,10571000000,70434000000,818000000
2019-05-17,52.27,-1.15,-2.152752%,52.94,51.79,53.44,"25,233,936","1,324,905,787.880200",2019-02-28,34528000000,6237000000,26773000000,7754000000,1545000000,1156000000,1356000000,-18000000,6320000000,28000000,1517000000,-83000000,181000000,226000000,102000000,1130000000,1156000000,-1282000000,-411000000,-87000000,2026000000,-505000000,51000000,-181000000,735000000,-123000000,500000000,-419000000,-2164000000,867000000,-649000000,285000000,323000000,-181000000,70434000000,11932000000,1016000000,45022000000,24770000000,1982000000,255000000,12000000,34928000000,7017000000,17027000000,1114000000,818000000,25303000000,5356000000,-2705000000,13828000000,19851000000,24769000000,7828000000,12685000000,10188000000,19947000000,12000000,34928000000,-18036000000,36756000000,50584000000,12685000000,5053000000,19719000000,10571000000,70434000000,818000000
2019-05-10,53.42,-0.66,-1.220414%,53.72,52.385,54.1,"27,014,933","1,441,740,621.366000",2019-02-28,34528000000,6237000000,26773000000,7754000000,1545000000,1156000000,1356000000,-18000000,6320000000,28000000,1517000000,-83000000,181000000,226000000,102000000,1130000000,1156000000,-1282000000,-411000000,-87000000,2026000000,-505000000,51000000,-181000000,735000000,-123000000,500000000,-419000000,-2164000000,867000000,-649000000,285000000,323000000,-181000000,70434000000,11932000000,1016000000,45022000000,24770000000,1982000000,255000000,12000000,34928000000,7017000000,17027000000,1114000000,818000000,25303000000,5356000000,-2705000000,13828000000,19851000000,24769000000,7828000000,12685000000,10188000000,19947000000,12000000,34928000000,-18036000000,36756000000,50584000000,12685000000,5053000000,19719000000,10571000000,70434000000,818000000
2019-05-03,54.08,1.23,+2.327342%,52.92,52.78,54.33,"30,043,596","1,612,636,954.865900",2019-02-28,34528000000,6237000000,26773000000,7754000000,1545000000,1156000000,1356000000,-18000000,6320000000,28000000,1517000000,-83000000,181000000,226000000,102000000,1130000000,1156000000,-1282000000,-411000000,-87000000,2026000000,-505000000,51000000,-181000000,735000000,-123000000,500000000,-419000000,-2164000000,867000000,-649000000,285000000,323000000,-181000000,70434000000,11932000000,1016000000,45022000000,24770000000,1982000000,255000000,12000000,34928000000,7017000000,17027000000,1114000000,818000000,25303000000,5356000000,-2705000000,13828000000,19851000000,24769000000,7828000000,12685000000,10188000000,19947000000,12000000,34928000000,-18036000000,36756000000,50584000000,12685000000,5053000000,19719000000,10571000000,70434000000,818000000
2019-04-26,52.85,-1.78,-3.258283%,54.59,52.25,54.9211,"33,665,689","1,795,409,378.990400",2019-02-28,34528000000,6237000000,26773000000,7754000000,1545000000,1156000000,1356000000,-18000000,6320000000,28000000,1517000000,-83000000,181000000,226000000,102000000,1130000000,1156000000,-1282000000,-411000000,-87000000,2026000000,-505000000,51000000,-181000000,735000000,-123000000,500000000,-419000000,-2164000000,867000000,-649000000,285000000,323000000,-181000000,70434000000,11932000000,1016000000,45022000000,24770000000,1982000000,255000000,12000000,34928000000,7017000000,17027000000,1114000000,818000000,25303000000,5356000000,-2705000000,13828000000,19851000000,24769000000,7828000000,12685000000,10188000000,19947000000,12000000,34928000000,-18036000000,36756000000,50584000000,12685000000,5053000000,19719000000,10571000000,70434000000,818000000
2019-04-19,54.63,1.18,+2.207671%,53.57,53.57,55.38,"31,970,051","1,746,249,310.541000",2019-02-28,34528000000,6237000000,26773000000,7754000000,1545000000,1156000000,1356000000,-18000000,6320000000,28000000,1517000000,-83000000,181000000,226000000,102000000,1130000000,1156000000,-1282000000,-411000000,-87000000,2026000000,-505000000,51000000,-181000000,735000000,-123000000,500000000,-419000000,-2164000000,867000000,-649000000,285000000,323000000,-181000000,70434000000,11932000000,1016000000,45022000000,24770000000,1982000000,255000000,12000000,34928000000,7017000000,17027000000,1114000000,818000000,25303000000,5356000000,-2705000000,13828000000,19851000000,24769000000,7828000000,12685000000,10188000000,19947000000,12000000,34928000000,-18036000000,36756000000,50584000000,12685000000,5053000000,19719000000,10571000000,70434000000,818000000
2019-04-12,53.45,-1.24,-2.267325%,54.72,53.32,55.4,"37,085,322","2,015,597,724.102500",2019-02-28,34528000000,6237000000,26773000000,7754000000,1545000000,1156000000,1356000000,-18000000,6320000000,28000000,1517000000,-83000000,181000000,226000000,102000000,1130000000,1156000000,-1282000000,-411000000,-87000000,2026000000,-505000000,51000000,-181000000,735000000,-123000000,500000000,-419000000,-2164000000,867000000,-649000000,285000000,323000000,-181000000,70434000000,11932000000,1016000000,45022000000,24770000000,1982000000,255000000,12000000,34928000000,7017000000,17027000000,1114000000,818000000,25303000000,5356000000,-2705000000,13828000000,19851000000,24769000000,7828000000,12685000000,10188000000,19947000000,12000000,34928000000,-18036000000,36756000000,50584000000,12685000000,5053000000,19719000000,10571000000,70434000000,818000000
2019-04-05,54.69,-8.58,-13.560929%,63.55,53.85,64.105,"85,768,282","4,778,518,803.766100",2019-02-28,34528000000,6237000000,26773000000,7754000000,1545000000,1156000000,1356000000,-18000000,6320000000,28000000,1517000000,-83000000,181000000,226000000,102000000,1130000000,1156000000,-1282000000,-411000000,-87000000,2026000000,-505000000,51000000,-181000000,735000000,-123000000,500000000,-419000000,-2164000000,867000000,-649000000,285000000,323000000,-181000000,70434000000,11932000000,1016000000,45022000000,24770000000,1982000000,255000000,12000000,34928000000,7017000000,17027000000,1114000000,818000000,25303000000,5356000000,-2705000000,13828000000,19851000000,24769000000,7828000000,12685000000,10188000000,19947000000,12000000,34928000000,-18036000000,36756000000,50584000000,12685000000,5053000000,19719000000,10571000000,70434000000,818000000
2019-03-29,63.27,0.86,+1.377984%,62.33,61.14,63.755,"26,092,376","1,627,175,253.341400",2019-02-28,34528000000,6237000000,26773000000,7754000000,1545000000,1156000000,1356000000,-18000000,6320000000,28000000,1517000000,-83000000,181000000,226000000,102000000,1130000000,1156000000,-1282000000,-411000000,-87000000,2026000000,-505000000,51000000,-181000000,735000000,-123000000,500000000,-419000000,-2164000000,867000000,-649000000,285000000,323000000,-181000000,70434000000,11932000000,1016000000,45022000000,24770000000,1982000000,255000000,12000000,34928000000,7017000000,17027000000,1114000000,818000000,25303000000,5356000000,-2705000000,13828000000,19851000000,24769000000,7828000000,12685000000,10188000000,19947000000,12000000,34928000000,-18036000000,36756000000,50584000000,12685000000,5053000000,19719000000,10571000000,70434000000,818000000
