Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,cashflowFromFinancing,otherCashflowFromFinancing,operatingCashflow,depreciation,dividendPayout,capitalExpenditures,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation
2018-05-25,48.52,0.78,+1.633850%,47.79,47.74,49.305,"62,684,793","3,048,423,334.058000",2018-03-31,31772000000,11168000000,13255000000,18517000000,7255000000,4545000000,6054000000,121000000,6844000000,7349000000,1201000000,1388000000,-1402000000,4666000000,4545000000,-5285000000,-733000000,-1316000000,-281000000,6648000000,4324000000,-2407000000,4552000000,264516000000,103691000000,5222000000,212171000000,50781000000,34414000000,8240000000,429000000,39974000000,33408000000,29121000000,145569000000,1923000000,31615000000,6323000000,3933000000,87922000000,31025000000,994000000,-82031000000,22595000000,112734000000,1285000000,17052000000,429000000,39974000000,-6992000000,11763000000,233491000000,112734000000,33408000000,180556000000,13437000000,264516000000,1923000000,-158955000000
2018-05-18,47.74,-0.88,-1.809955%,48.67,47.32,48.9,"53,108,606","2,546,019,843.955800",2018-03-31,31772000000,11168000000,13255000000,18517000000,7255000000,4545000000,6054000000,121000000,6844000000,7349000000,1201000000,1388000000,-1402000000,4666000000,4545000000,-5285000000,-733000000,-1316000000,-281000000,6648000000,4324000000,-2407000000,4552000000,264516000000,103691000000,5222000000,212171000000,50781000000,34414000000,8240000000,429000000,39974000000,33408000000,29121000000,145569000000,1923000000,31615000000,6323000000,3933000000,87922000000,31025000000,994000000,-82031000000,22595000000,112734000000,1285000000,17052000000,429000000,39974000000,-6992000000,11763000000,233491000000,112734000000,33408000000,180556000000,13437000000,264516000000,1923000000,-158955000000
2018-05-11,48.62,0.43,+0.892301%,48.18,46.085,49.07,"91,292,623","4,327,728,190.744600",2018-03-31,31772000000,11168000000,13255000000,18517000000,7255000000,4545000000,6054000000,121000000,6844000000,7349000000,1201000000,1388000000,-1402000000,4666000000,4545000000,-5285000000,-733000000,-1316000000,-281000000,6648000000,4324000000,-2407000000,4552000000,264516000000,103691000000,5222000000,212171000000,50781000000,34414000000,8240000000,429000000,39974000000,33408000000,29121000000,145569000000,1923000000,31615000000,6323000000,3933000000,87922000000,31025000000,994000000,-82031000000,22595000000,112734000000,1285000000,17052000000,429000000,39974000000,-6992000000,11763000000,233491000000,112734000000,33408000000,180556000000,13437000000,264516000000,1923000000,-158955000000
2018-05-04,48.19,-3.38,-6.554198%,51.4,47.36,51.65,"90,339,512","4,402,825,043.491300",2018-03-31,31772000000,11168000000,13255000000,18517000000,7255000000,4545000000,6054000000,121000000,6844000000,7349000000,1201000000,1388000000,-1402000000,4666000000,4545000000,-5285000000,-733000000,-1316000000,-281000000,6648000000,4324000000,-2407000000,4552000000,264516000000,103691000000,5222000000,212171000000,50781000000,34414000000,8240000000,429000000,39974000000,33408000000,29121000000,145569000000,1923000000,31615000000,6323000000,3933000000,87922000000,31025000000,994000000,-82031000000,22595000000,112734000000,1285000000,17052000000,429000000,39974000000,-6992000000,11763000000,233491000000,112734000000,33408000000,180556000000,13437000000,264516000000,1923000000,-158955000000
2018-04-27,51.57,3.67,+7.661795%,48.2,47.97,51.69,"95,133,270","4,754,846,694.607500",2018-03-31,31772000000,11168000000,13255000000,18517000000,7255000000,4545000000,6054000000,121000000,6844000000,7349000000,1201000000,1388000000,-1402000000,4666000000,4545000000,-5285000000,-733000000,-1316000000,-281000000,6648000000,4324000000,-2407000000,4552000000,264516000000,103691000000,5222000000,212171000000,50781000000,34414000000,8240000000,429000000,39974000000,33408000000,29121000000,145569000000,1923000000,31615000000,6323000000,3933000000,87922000000,31025000000,994000000,-82031000000,22595000000,112734000000,1285000000,17052000000,429000000,39974000000,-6992000000,11763000000,233491000000,112734000000,33408000000,180556000000,13437000000,264516000000,1923000000,-158955000000
2018-04-20,47.9,0.24,+0.503567%,47.95,47.21,49.06,"58,207,593","2,816,001,090.118900",2018-03-31,31772000000,11168000000,13255000000,18517000000,7255000000,4545000000,6054000000,121000000,6844000000,7349000000,1201000000,1388000000,-1402000000,4666000000,4545000000,-5285000000,-733000000,-1316000000,-281000000,6648000000,4324000000,-2407000000,4552000000,264516000000,103691000000,5222000000,212171000000,50781000000,34414000000,8240000000,429000000,39974000000,33408000000,29121000000,145569000000,1923000000,31615000000,6323000000,3933000000,87922000000,31025000000,994000000,-82031000000,22595000000,112734000000,1285000000,17052000000,429000000,39974000000,-6992000000,11763000000,233491000000,112734000000,33408000000,180556000000,13437000000,264516000000,1923000000,-158955000000
2018-04-13,47.66,0.18,+0.379107%,47.03,46.8032,48.97,"65,756,057","3,142,521,279.491200",2018-03-31,31772000000,11168000000,13255000000,18517000000,7255000000,4545000000,6054000000,121000000,6844000000,7349000000,1201000000,1388000000,-1402000000,4666000000,4545000000,-5285000000,-733000000,-1316000000,-281000000,6648000000,4324000000,-2407000000,4552000000,264516000000,103691000000,5222000000,212171000000,50781000000,34414000000,8240000000,429000000,39974000000,33408000000,29121000000,145569000000,1923000000,31615000000,6323000000,3933000000,87922000000,31025000000,994000000,-82031000000,22595000000,112734000000,1285000000,17052000000,429000000,39974000000,-6992000000,11763000000,233491000000,112734000000,33408000000,180556000000,13437000000,264516000000,1923000000,-158955000000
2018-04-06,47.48,-0.34,-0.711000%,47.62,46.71,48.345,"73,001,717","3,471,163,739.701100",2018-03-31,31772000000,11168000000,13255000000,18517000000,7255000000,4545000000,6054000000,121000000,6844000000,7349000000,1201000000,1388000000,-1402000000,4666000000,4545000000,-5285000000,-733000000,-1316000000,-281000000,6648000000,4324000000,-2407000000,4552000000,264516000000,103691000000,5222000000,212171000000,50781000000,34414000000,8240000000,429000000,39974000000,33408000000,29121000000,145569000000,1923000000,31615000000,6323000000,3933000000,87922000000,31025000000,994000000,-82031000000,22595000000,112734000000,1285000000,17052000000,429000000,39974000000,-6992000000,11763000000,233491000000,112734000000,33408000000,180556000000,13437000000,264516000000,1923000000,-158955000000
2018-03-30,47.82,1.53,+3.305250%,46.78,46.585,48.73,"65,013,704","3,098,644,706.459300",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2018-03-23,46.29,-2.27,-4.674629%,48.53,46.2,48.61,"65,034,700","3,084,581,838.464500",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2018-03-16,48.56,-0.45,-0.918180%,49.03,48.14,49.26,"73,672,287","3,582,236,223.658700",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2018-03-09,49.01,0.75,+1.554082%,48.15,48.02,49.23,"77,579,167","3,782,225,127.781100",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2018-03-02,48.26,-0.03,-0.062125%,48.72,47.51,49.17,"112,647,833","5,443,764,725.827400",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2018-02-23,48.29,-1.86,-3.708873%,49.84,47.535,49.89,"89,789,926","4,343,227,507.489700",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2018-02-16,50.15,0.27,+0.541299%,50.22,48.95,50.66,"77,500,645","3,858,422,704.501900",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2018-02-09,49.88,-3.1,-5.851265%,52.52,48.37,53.19,"123,866,913","6,239,445,769.798300",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2018-02-02,52.98,-1.74,-3.179825%,53.58,52.9,54.75,"84,501,171","4,559,612,317.907500",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2018-01-26,54.72,2.81,+5.413215%,52.05,52.01,54.77,"113,488,511","6,102,438,713.396500",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2018-01-19,51.91,0.05,+0.096413%,51.68,51.155,53.3,"79,534,491","4,117,976,134.072700",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2018-01-12,51.86,-0.62,-1.181402%,52.56,51.15,52.75,"76,725,778","3,987,632,922.143000",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2018-01-05,52.48,-0.45,-0.850179%,53.16,51.83,53.57,"58,119,429","3,066,449,450.926000",2017-12-31,33955000000,13987000000,15175000000,18780000000,4153000000,18669000000,2934000000,114000000,9531000000,4793000000,1219000000,-15849000000,-7719000000,18783000000,18669000000,-5671000000,294000000,-4821000000,-1830000000,8084000000,4456000000,-2405000000,5965000000,257143000000,98664000000,3307000000,212456000000,43096000000,31232000000,8352000000,424000000,35635000000,34545000000,29172000000,138662000000,2079000000,33037000000,3453000000,3075000000,88568000000,29913000000,1039000000,-84740000000,23493000000,113642000000,1034000000,21232000000,424000000,35635000000,-7139000000,9787000000,227230000000,113642000000,34545000000,179419000000,11101000000,257143000000,2079000000,-157930000000
2017-12-29,52.93,-0.26,-0.488814%,53.13,52.93,53.69,"31,678,659","1,686,676,643.821700",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-12-22,53.19,0.52,+0.987279%,52.94,52.605,53.63,"68,193,260","3,622,237,900.970100",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-12-15,52.67,1.58,+3.092582%,51.22,50.97,53.34,"101,860,194","5,354,784,673.861100",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-12-08,51.09,-0.16,-0.312195%,51.52,50.2,52.33,"79,868,389","4,078,026,637.610100",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-12-01,51.25,4.24,+9.019358%,47.37,47.35,51.545,"126,742,839","6,311,697,998.125000",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-11-24,47.01,1.59,+3.500661%,45.8,45.5,47.42,"52,747,720","2,451,552,579.971800",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-11-17,45.42,0.54,+1.203209%,44.92,43.965,45.77,"85,981,510","3,840,279,718.139100",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-11-10,44.88,-2.54,-5.356390%,46.31,44.68,46.35,"117,801,276","5,327,724,364.487500",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-11-03,47.42,-1.45,-2.967055%,48.88,47.18,49.12,"72,709,100","3,478,126,809.062300",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-10-27,48.87,-0.66,-1.332526%,49.47,48.15,49.69,"73,288,146","3,584,377,237.779000",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-10-20,49.53,1.67,+3.489344%,47.9,47.7,51.18,"91,081,383","4,460,152,262.263400",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-10-13,47.86,-0.95,-1.946322%,48.89,47.83,49.49,"69,074,905","3,355,795,629.126300",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-10-06,48.81,-0.68,-1.374015%,49.39,48.6555,50.08,"55,102,126","2,728,718,273.720200",2017-09-30,31717000000,11904000000,12605000000,19112000000,6675000000,3620000000,5511000000,116000000,7632000000,7208000000,1164000000,1775000000,0,3736000000,3620000000,-3818000000,453000000,-3581000000,-959000000,7303000000,4272000000,-2357000000,4271000000,254682000000,98876000000,3555000000,226231000000,26848000000,48345000000,8316000000,424000000,19373000000,33639000000,28725000000,137193000000,4487000000,28930000000,2180000000,3094000000,86622000000,30867000000,1054000000,-100753000000,21549000000,115317000000,1276000000,18434000000,424000000,19373000000,-7141000000,8538000000,223815000000,115317000000,33639000000,197301000000,11098000000,254682000000,4487000000,-155986000000
2017-09-29,49.49,-0.41,-0.821643%,49.87,49.01,50.315,"61,230,285","3,037,772,861.858200",2017-06-30,30548000000,10206000000,12110000000,18438000000,8185000000,4362000000,6967000000,116000000,6039000000,8232000000,1218000000,2489000000,0,4478000000,4362000000,-5050000000,-1106000000,-2911000000,-303000000,8237000000,4167000000,-2356000000,3944000000,252978000000,99147000000,3353000000,226217000000,25189000000,47506000000,8780000000,424000000,18159000000,34563000000,28527000000,137634000000,4583000000,27758000000,1153000000,2649000000,86521000000,28823000000,1075000000,-102485000000,19771000000,116390000000,1116000000,17825000000,424000000,18159000000,-7142000000,8885000000,224155000000,116390000000,34563000000,198459000000,11099000000,252978000000,4583000000,-152705000000
2017-09-22,49.9,2.04,+4.262432%,47.91,47.51,50.08,"103,346,265","5,070,708,498.507200",2017-06-30,30548000000,10206000000,12110000000,18438000000,8185000000,4362000000,6967000000,116000000,6039000000,8232000000,1218000000,2489000000,0,4478000000,4362000000,-5050000000,-1106000000,-2911000000,-303000000,8237000000,4167000000,-2356000000,3944000000,252978000000,99147000000,3353000000,226217000000,25189000000,47506000000,8780000000,424000000,18159000000,34563000000,28527000000,137634000000,4583000000,27758000000,1153000000,2649000000,86521000000,28823000000,1075000000,-102485000000,19771000000,116390000000,1116000000,17825000000,424000000,18159000000,-7142000000,8885000000,224155000000,116390000000,34563000000,198459000000,11099000000,252978000000,4583000000,-152705000000
2017-09-15,47.86,1.75,+3.795272%,46.23,46.12,47.9,"71,454,440","3,366,792,944.324400",2017-06-30,30548000000,10206000000,12110000000,18438000000,8185000000,4362000000,6967000000,116000000,6039000000,8232000000,1218000000,2489000000,0,4478000000,4362000000,-5050000000,-1106000000,-2911000000,-303000000,8237000000,4167000000,-2356000000,3944000000,252978000000,99147000000,3353000000,226217000000,25189000000,47506000000,8780000000,424000000,18159000000,34563000000,28527000000,137634000000,4583000000,27758000000,1153000000,2649000000,86521000000,28823000000,1075000000,-102485000000,19771000000,116390000000,1116000000,17825000000,424000000,18159000000,-7142000000,8885000000,224155000000,116390000000,34563000000,198459000000,11099000000,252978000000,4583000000,-152705000000
