Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,cashflowFromFinancing,otherCashflowFromFinancing,operatingCashflow,depreciation,dividendPayout,capitalExpenditures,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation
2019-09-27,60.3,0.01,+0.016586%,60.13,59.93,61.0,"47,769,629","2,885,809,621.240800",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-09-20,60.29,0.33,+0.550367%,59.93,59.19,60.395,"57,695,834","3,458,174,527.797100",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-09-13,59.96,0.9,+1.523874%,59.49,58.64,60.55,"59,287,870","3,540,288,917.645400",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-09-06,59.06,0.9,+1.547455%,57.9,57.59,59.1,"37,871,940","2,211,015,252.689500",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-08-30,58.16,2.24,+4.005722%,56.01,55.8185,58.405,"60,188,173","3,462,124,802.519600",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-08-23,55.92,-0.73,-1.288614%,56.97,55.62,57.5,"51,019,087","2,884,563,900.768200",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-08-16,56.65,0.87,+1.559699%,55.85,55.07,56.69,"60,809,160","3,416,220,664.865100",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-08-09,55.78,0.19,+0.341788%,55.3,54.41,56.06,"69,838,730","3,861,524,557.847200",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-08-02,55.59,-1.49,-2.610371%,57.09,54.77,57.6,"84,026,983","4,710,176,386.048700",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-07-26,57.08,0.49,+0.865877%,56.56,54.56,57.23,"63,864,573","3,571,587,151.112500",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-07-19,56.59,-0.6,-1.049134%,57.29,56.57,57.8,"49,998,725","2,862,807,458.085800",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-07-12,57.19,-1.12,-1.920768%,57.96,56.26,58.3,"59,398,913","3,390,157,642.594400",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-07-05,58.31,1.18,+2.065465%,57.42,56.6,58.513,"46,193,039","2,658,492,314.091100",2019-06-30,32071000000,24221000000,12721000000,19350000000,10757000000,3944000000,5310000000,1365000000,7268000000,6306000000,1215000000,1236000000,-1356000000,4074000000,3944000000,-3786000000,-87000000,-5386000000,2912000000,8755000000,4232000000,-2492000000,3699000000,283108000000,103807000000,5266000000,225161000000,56582000000,34225000000,11808000000,429000000,47945000000,63369000000,24632000000,10179000000,1949000000,38214000000,8773000000,1612000000,87818000000,33308000000,650000000,-71857000000,24926000000,104598000000,1167000000,17633000000,429000000,47945000000,-6823000000,32893000000,249800000000,104598000000,48124000000,186947000000,13419000000,283108000000,1949000000,-169577000000
2019-06-28,57.13,-0.64,-1.107841%,57.98,56.83,58.665,"58,482,938","3,364,497,702.018800",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-06-21,57.77,-0.51,-0.875086%,58.16,56.93,58.33,"71,578,018","4,117,665,636.893600",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-06-14,58.28,1.04,+1.816911%,57.37,55.95,58.56,"63,290,889","3,619,340,019.669500",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-06-07,57.24,2.89,+5.317387%,54.68,54.559,58.1368,"67,806,326","3,842,786,129.936200",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-05-31,54.35,-4.97,-8.378287%,59.21,54.26,59.87,"82,681,002","4,703,661,544.766400",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-05-24,59.32,1.23,+2.117404%,59.15,58.0,60.54,"66,876,942","3,959,043,568.630500",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-05-17,58.09,1.18,+2.073449%,56.72,56.17,58.48,"63,473,630","3,629,547,881.358900",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-05-10,56.91,-0.33,-0.576520%,56.83,55.93,57.09,"60,659,376","3,430,716,993.419300",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-05-03,57.24,0.66,+1.166490%,56.75,56.52,58.23,"64,905,067","3,703,473,832.553000",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-04-26,56.58,-1.46,-2.515507%,58.14,55.75,58.49,"82,421,324","4,692,571,169.485300",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-04-19,58.04,-0.7,-1.191692%,58.91,57.28,58.975,"46,667,783","2,717,143,912.009000",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-04-12,58.74,-0.35,-0.592317%,59.02,58.04,59.13,"50,944,449","2,987,410,010.511500",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-04-05,59.09,-0.04,-0.067648%,59.39,58.34,59.41,"63,504,818","3,739,567,403.509300",2019-03-31,32128000000,11429000000,12990000000,19138000000,7998000000,5032000000,6788000000,128000000,7198000000,7709000000,1210000000,1628000000,260000000,5160000000,5032000000,-4803000000,-535000000,-2657000000,2491000000,7081000000,4231000000,-2489000000,4268000000,283947000000,103845000000,5189000000,226487000000,55856000000,34344000000,11329000000,429000000,46493000000,63259000000,24635000000,9906000000,2322000000,38607000000,8614000000,2341000000,87849000000,33397000000,674000000,-72624000000,24469000000,105045000000,1417000000,18664000000,429000000,46493000000,-6825000000,33547000000,250550000000,105045000000,48491000000,187880000000,13418000000,283947000000,2322000000,-166608000000
2019-03-29,59.13,-0.63,-1.054217%,59.63,58.32,61.1933,"78,901,541","4,716,986,513.296100",2018-12-31,34281000000,18353000000,15291000000,18990000000,2566000000,1939000000,1367000000,126000000,9410000000,637000000,1199000000,-698000000,-5986000000,2065000000,1939000000,-4798000000,-166000000,-2956000000,5738000000,8095000000,4352000000,-2489000000,4632000000,264829000000,103905000000,5453000000,210119000000,53145000000,33795000000,8239000000,429000000,43542000000,65439000000,24614000000,11295000000,2745000000,37930000000,7190000000,2723000000,89286000000,34636000000,671000000,-75374000000,25102000000,106161000000,1336000000,22501000000,429000000,43542000000,-6986000000,11717000000,230193000000,105873000000,32521000000,172189000000,13437000000,264829000000,2745000000,-163549000000
2019-03-22,59.76,1.37,+2.346292%,58.27,57.11,60.0,"73,579,437","4,295,010,818.474300",2018-12-31,34281000000,18353000000,15291000000,18990000000,2566000000,1939000000,1367000000,126000000,9410000000,637000000,1199000000,-698000000,-5986000000,2065000000,1939000000,-4798000000,-166000000,-2956000000,5738000000,8095000000,4352000000,-2489000000,4632000000,264829000000,103905000000,5453000000,210119000000,53145000000,33795000000,8239000000,429000000,43542000000,65439000000,24614000000,11295000000,2745000000,37930000000,7190000000,2723000000,89286000000,34636000000,671000000,-75374000000,25102000000,106161000000,1336000000,22501000000,429000000,43542000000,-6986000000,11717000000,230193000000,105873000000,32521000000,172189000000,13437000000,264829000000,2745000000,-163549000000
2019-03-15,58.39,1.86,+3.290288%,56.76,56.75,58.505,"76,472,447","4,423,451,702.375500",2018-12-31,34281000000,18353000000,15291000000,18990000000,2566000000,1939000000,1367000000,126000000,9410000000,637000000,1199000000,-698000000,-5986000000,2065000000,1939000000,-4798000000,-166000000,-2956000000,5738000000,8095000000,4352000000,-2489000000,4632000000,264829000000,103905000000,5453000000,210119000000,53145000000,33795000000,8239000000,429000000,43542000000,65439000000,24614000000,11295000000,2745000000,37930000000,7190000000,2723000000,89286000000,34636000000,671000000,-75374000000,25102000000,106161000000,1336000000,22501000000,429000000,43542000000,-6986000000,11717000000,230193000000,105873000000,32521000000,172189000000,13437000000,264829000000,2745000000,-163549000000
2019-03-08,56.53,-0.43,-0.754916%,57.15,55.45,57.345,"66,621,237","3,734,341,635.397900",2018-12-31,34281000000,18353000000,15291000000,18990000000,2566000000,1939000000,1367000000,126000000,9410000000,637000000,1199000000,-698000000,-5986000000,2065000000,1939000000,-4798000000,-166000000,-2956000000,5738000000,8095000000,4352000000,-2489000000,4632000000,264829000000,103905000000,5453000000,210119000000,53145000000,33795000000,8239000000,429000000,43542000000,65439000000,24614000000,11295000000,2745000000,37930000000,7190000000,2723000000,89286000000,34636000000,671000000,-75374000000,25102000000,106161000000,1336000000,22501000000,429000000,43542000000,-6986000000,11717000000,230193000000,105873000000,32521000000,172189000000,13437000000,264829000000,2745000000,-163549000000
2019-03-01,56.96,0.04,+0.070274%,57.0,56.35,57.61,"62,705,237","3,563,816,660.964200",2018-12-31,34281000000,18353000000,15291000000,18990000000,2566000000,1939000000,1367000000,126000000,9410000000,637000000,1199000000,-698000000,-5986000000,2065000000,1939000000,-4798000000,-166000000,-2956000000,5738000000,8095000000,4352000000,-2489000000,4632000000,264829000000,103905000000,5453000000,210119000000,53145000000,33795000000,8239000000,429000000,43542000000,65439000000,24614000000,11295000000,2745000000,37930000000,7190000000,2723000000,89286000000,34636000000,671000000,-75374000000,25102000000,106161000000,1336000000,22501000000,429000000,43542000000,-6986000000,11717000000,230193000000,105873000000,32521000000,172189000000,13437000000,264829000000,2745000000,-163549000000
2019-02-22,56.92,1.76,+3.190718%,55.06,54.816,57.13,"50,866,861","2,850,442,347.461700",2018-12-31,34281000000,18353000000,15291000000,18990000000,2566000000,1939000000,1367000000,126000000,9410000000,637000000,1199000000,-698000000,-5986000000,2065000000,1939000000,-4798000000,-166000000,-2956000000,5738000000,8095000000,4352000000,-2489000000,4632000000,264829000000,103905000000,5453000000,210119000000,53145000000,33795000000,8239000000,429000000,43542000000,65439000000,24614000000,11295000000,2745000000,37930000000,7190000000,2723000000,89286000000,34636000000,671000000,-75374000000,25102000000,106161000000,1336000000,22501000000,429000000,43542000000,-6986000000,11717000000,230193000000,105873000000,32521000000,172189000000,13437000000,264829000000,2745000000,-163549000000
2019-02-15,55.16,1.21,+2.242817%,54.13,53.86,55.19,"59,824,661","3,257,661,675.344200",2018-12-31,34281000000,18353000000,15291000000,18990000000,2566000000,1939000000,1367000000,126000000,9410000000,637000000,1199000000,-698000000,-5986000000,2065000000,1939000000,-4798000000,-166000000,-2956000000,5738000000,8095000000,4352000000,-2489000000,4632000000,264829000000,103905000000,5453000000,210119000000,53145000000,33795000000,8239000000,429000000,43542000000,65439000000,24614000000,11295000000,2745000000,37930000000,7190000000,2723000000,89286000000,34636000000,671000000,-75374000000,25102000000,106161000000,1336000000,22501000000,429000000,43542000000,-6986000000,11717000000,230193000000,105873000000,32521000000,172189000000,13437000000,264829000000,2745000000,-163549000000
2019-02-08,53.95,-0.6,-1.099908%,54.6,53.02,54.69,"65,782,962","3,543,028,341.706000",2018-12-31,34281000000,18353000000,15291000000,18990000000,2566000000,1939000000,1367000000,126000000,9410000000,637000000,1199000000,-698000000,-5986000000,2065000000,1939000000,-4798000000,-166000000,-2956000000,5738000000,8095000000,4352000000,-2489000000,4632000000,264829000000,103905000000,5453000000,210119000000,53145000000,33795000000,8239000000,429000000,43542000000,65439000000,24614000000,11295000000,2745000000,37930000000,7190000000,2723000000,89286000000,34636000000,671000000,-75374000000,25102000000,106161000000,1336000000,22501000000,429000000,43542000000,-6986000000,11717000000,230193000000,105873000000,32521000000,172189000000,13437000000,264829000000,2745000000,-163549000000
2019-02-01,54.55,-1.85,-3.280142%,56.12,52.28,56.22,"129,368,828","7,018,186,136.168300",2018-12-31,34281000000,18353000000,15291000000,18990000000,2566000000,1939000000,1367000000,126000000,9410000000,637000000,1199000000,-698000000,-5986000000,2065000000,1939000000,-4798000000,-166000000,-2956000000,5738000000,8095000000,4352000000,-2489000000,4632000000,264829000000,103905000000,5453000000,210119000000,53145000000,33795000000,8239000000,429000000,43542000000,65439000000,24614000000,11295000000,2745000000,37930000000,7190000000,2723000000,89286000000,34636000000,671000000,-75374000000,25102000000,106161000000,1336000000,22501000000,429000000,43542000000,-6986000000,11717000000,230193000000,105873000000,32521000000,172189000000,13437000000,264829000000,2745000000,-163549000000
2019-01-25,56.4,-0.69,-1.208618%,57.23,56.23,57.87,"63,694,709","3,632,821,703.621000",2018-12-31,34281000000,18353000000,15291000000,18990000000,2566000000,1939000000,1367000000,126000000,9410000000,637000000,1199000000,-698000000,-5986000000,2065000000,1939000000,-4798000000,-166000000,-2956000000,5738000000,8095000000,4352000000,-2489000000,4632000000,264829000000,103905000000,5453000000,210119000000,53145000000,33795000000,8239000000,429000000,43542000000,65439000000,24614000000,11295000000,2745000000,37930000000,7190000000,2723000000,89286000000,34636000000,671000000,-75374000000,25102000000,106161000000,1336000000,22501000000,429000000,43542000000,-6986000000,11717000000,230193000000,105873000000,32521000000,172189000000,13437000000,264829000000,2745000000,-163549000000
2019-01-18,57.09,-0.93,-1.602896%,57.83,56.21,58.29,"66,838,321","3,829,386,821.516900",2018-12-31,34281000000,18353000000,15291000000,18990000000,2566000000,1939000000,1367000000,126000000,9410000000,637000000,1199000000,-698000000,-5986000000,2065000000,1939000000,-4798000000,-166000000,-2956000000,5738000000,8095000000,4352000000,-2489000000,4632000000,264829000000,103905000000,5453000000,210119000000,53145000000,33795000000,8239000000,429000000,43542000000,65439000000,24614000000,11295000000,2745000000,37930000000,7190000000,2723000000,89286000000,34636000000,671000000,-75374000000,25102000000,106161000000,1336000000,22501000000,429000000,43542000000,-6986000000,11717000000,230193000000,105873000000,32521000000,172189000000,13437000000,264829000000,2745000000,-163549000000
