Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2019-12-20,328.0,-13.67,-4.000937%,328.53,320.61,336.233,"52,082,391","17,160,621,721.572500",2019-09-30,19976000000,1787000000,16930000000,3050000000,1380000000,1167000000,778000000,1177000000,307000000,1001000000,121000000,1259000000,8000000,203000000,10000000,109000000,1167000000,1167000000,-734000000,357000000,-1194000000,5000000,5395000000,4240000000,-3000000,622000000,-2424000000,771000000,576000000,-1156000000,4000000,-4332000000,-273000000,141000000,465000000,-1104000000,622000000,132598000000,3587000000,136407000000,-4116000000,53167000000,5061000000,53986000000,23294000000,8063000000,2507000000,9763000000,91846000000,4354000000,-14927000000,12527000000,101656000000,3194000000,-15766000000,1150000000,14808000000,20298000000,73279000000,34325000000,5061000000,53986000000,-54924000000,3275000000,30942000000,20298000000,22648000000,44561000000,6688000000,132598000000,10913000000
2019-12-13,341.67,-12.42,-3.507583%,352.67,338.5,353.6,"23,704,413","8,202,798,015.996800",2019-09-30,19976000000,1787000000,16930000000,3050000000,1380000000,1167000000,778000000,1177000000,307000000,1001000000,121000000,1259000000,8000000,203000000,10000000,109000000,1167000000,1167000000,-734000000,357000000,-1194000000,5000000,5395000000,4240000000,-3000000,622000000,-2424000000,771000000,576000000,-1156000000,4000000,-4332000000,-273000000,141000000,465000000,-1104000000,622000000,132598000000,3587000000,136407000000,-4116000000,53167000000,5061000000,53986000000,23294000000,8063000000,2507000000,9763000000,91846000000,4354000000,-14927000000,12527000000,101656000000,3194000000,-15766000000,1150000000,14808000000,20298000000,73279000000,34325000000,5061000000,53986000000,-54924000000,3275000000,30942000000,20298000000,22648000000,44561000000,6688000000,132598000000,10913000000
2019-12-06,354.09,-12.09,-3.301655%,367.08,345.59,367.38,"20,139,660","7,094,207,706.972000",2019-09-30,19976000000,1787000000,16930000000,3050000000,1380000000,1167000000,778000000,1177000000,307000000,1001000000,121000000,1259000000,8000000,203000000,10000000,109000000,1167000000,1167000000,-734000000,357000000,-1194000000,5000000,5395000000,4240000000,-3000000,622000000,-2424000000,771000000,576000000,-1156000000,4000000,-4332000000,-273000000,141000000,465000000,-1104000000,622000000,132598000000,3587000000,136407000000,-4116000000,53167000000,5061000000,53986000000,23294000000,8063000000,2507000000,9763000000,91846000000,4354000000,-14927000000,12527000000,101656000000,3194000000,-15766000000,1150000000,14808000000,20298000000,73279000000,34325000000,5061000000,53986000000,-54924000000,3275000000,30942000000,20298000000,22648000000,44561000000,6688000000,132598000000,10913000000
2019-11-29,366.18,-5.16,-1.389562%,372.52,366.18,374.77,"11,734,682","4,350,676,831.653100",2019-09-30,19976000000,1787000000,16930000000,3050000000,1380000000,1167000000,778000000,1177000000,307000000,1001000000,121000000,1259000000,8000000,203000000,10000000,109000000,1167000000,1167000000,-734000000,357000000,-1194000000,5000000,5395000000,4240000000,-3000000,622000000,-2424000000,771000000,576000000,-1156000000,4000000,-4332000000,-273000000,141000000,465000000,-1104000000,622000000,132598000000,3587000000,136407000000,-4116000000,53167000000,5061000000,53986000000,23294000000,8063000000,2507000000,9763000000,91846000000,4354000000,-14927000000,12527000000,101656000000,3194000000,-15766000000,1150000000,14808000000,20298000000,73279000000,34325000000,5061000000,53986000000,-54924000000,3275000000,30942000000,20298000000,22648000000,44561000000,6688000000,132598000000,10913000000
2019-11-22,371.34,-0.34,-0.091477%,371.67,361.6101,375.6026,"20,894,412","7,715,471,859.204500",2019-09-30,19976000000,1787000000,16930000000,3050000000,1380000000,1167000000,778000000,1177000000,307000000,1001000000,121000000,1259000000,8000000,203000000,10000000,109000000,1167000000,1167000000,-734000000,357000000,-1194000000,5000000,5395000000,4240000000,-3000000,622000000,-2424000000,771000000,576000000,-1156000000,4000000,-4332000000,-273000000,141000000,465000000,-1104000000,622000000,132598000000,3587000000,136407000000,-4116000000,53167000000,5061000000,53986000000,23294000000,8063000000,2507000000,9763000000,91846000000,4354000000,-14927000000,12527000000,101656000000,3194000000,-15766000000,1150000000,14808000000,20298000000,73279000000,34325000000,5061000000,53986000000,-54924000000,3275000000,30942000000,20298000000,22648000000,44561000000,6688000000,132598000000,10913000000
2019-11-15,371.68,20.68,+5.891738%,349.04,345.5643,373.48,"31,581,894","11,523,759,611.344100",2019-09-30,19976000000,1787000000,16930000000,3050000000,1380000000,1167000000,778000000,1177000000,307000000,1001000000,121000000,1259000000,8000000,203000000,10000000,109000000,1167000000,1167000000,-734000000,357000000,-1194000000,5000000,5395000000,4240000000,-3000000,622000000,-2424000000,771000000,576000000,-1156000000,4000000,-4332000000,-273000000,141000000,465000000,-1104000000,622000000,132598000000,3587000000,136407000000,-4116000000,53167000000,5061000000,53986000000,23294000000,8063000000,2507000000,9763000000,91846000000,4354000000,-14927000000,12527000000,101656000000,3194000000,-15766000000,1150000000,14808000000,20298000000,73279000000,34325000000,5061000000,53986000000,-54924000000,3275000000,30942000000,20298000000,22648000000,44561000000,6688000000,132598000000,10913000000
2019-11-08,351.0,5.81,+1.683131%,346.46,346.05,361.61,"19,042,781","6,761,747,369.522900",2019-09-30,19976000000,1787000000,16930000000,3050000000,1380000000,1167000000,778000000,1177000000,307000000,1001000000,121000000,1259000000,8000000,203000000,10000000,109000000,1167000000,1167000000,-734000000,357000000,-1194000000,5000000,5395000000,4240000000,-3000000,622000000,-2424000000,771000000,576000000,-1156000000,4000000,-4332000000,-273000000,141000000,465000000,-1104000000,622000000,132598000000,3587000000,136407000000,-4116000000,53167000000,5061000000,53986000000,23294000000,8063000000,2507000000,9763000000,91846000000,4354000000,-14927000000,12527000000,101656000000,3194000000,-15766000000,1150000000,14808000000,20298000000,73279000000,34325000000,5061000000,53986000000,-54924000000,3275000000,30942000000,20298000000,22648000000,44561000000,6688000000,132598000000,10913000000
2019-11-01,345.19,5.36,+1.577259%,341.5,339.218,350.0,"20,752,282","7,136,866,534.911400",2019-09-30,19976000000,1787000000,16930000000,3050000000,1380000000,1167000000,778000000,1177000000,307000000,1001000000,121000000,1259000000,8000000,203000000,10000000,109000000,1167000000,1167000000,-734000000,357000000,-1194000000,5000000,5395000000,4240000000,-3000000,622000000,-2424000000,771000000,576000000,-1156000000,4000000,-4332000000,-273000000,141000000,465000000,-1104000000,622000000,132598000000,3587000000,136407000000,-4116000000,53167000000,5061000000,53986000000,23294000000,8063000000,2507000000,9763000000,91846000000,4354000000,-14927000000,12527000000,101656000000,3194000000,-15766000000,1150000000,14808000000,20298000000,73279000000,34325000000,5061000000,53986000000,-54924000000,3275000000,30942000000,20298000000,22648000000,44561000000,6688000000,132598000000,10913000000
2019-10-25,339.83,-4.17,-1.212209%,332.89,324.4,350.8,"43,976,102","14,838,144,209.236500",2019-09-30,19976000000,1787000000,16930000000,3050000000,1380000000,1167000000,778000000,1177000000,307000000,1001000000,121000000,1259000000,8000000,203000000,10000000,109000000,1167000000,1167000000,-734000000,357000000,-1194000000,5000000,5395000000,4240000000,-3000000,622000000,-2424000000,771000000,576000000,-1156000000,4000000,-4332000000,-273000000,141000000,465000000,-1104000000,622000000,132598000000,3587000000,136407000000,-4116000000,53167000000,5061000000,53986000000,23294000000,8063000000,2507000000,9763000000,91846000000,4354000000,-14927000000,12527000000,101656000000,3194000000,-15766000000,1150000000,14808000000,20298000000,73279000000,34325000000,5061000000,53986000000,-54924000000,3275000000,30942000000,20298000000,22648000000,44561000000,6688000000,132598000000,10913000000
2019-10-18,344.0,-30.92,-8.247093%,374.25,344.0,378.7,"24,654,685","8,905,956,652.542100",2019-09-30,19976000000,1787000000,16930000000,3050000000,1380000000,1167000000,778000000,1177000000,307000000,1001000000,121000000,1259000000,8000000,203000000,10000000,109000000,1167000000,1167000000,-734000000,357000000,-1194000000,5000000,5395000000,4240000000,-3000000,622000000,-2424000000,771000000,576000000,-1156000000,4000000,-4332000000,-273000000,141000000,465000000,-1104000000,622000000,132598000000,3587000000,136407000000,-4116000000,53167000000,5061000000,53986000000,23294000000,8063000000,2507000000,9763000000,91846000000,4354000000,-14927000000,12527000000,101656000000,3194000000,-15766000000,1150000000,14808000000,20298000000,73279000000,34325000000,5061000000,53986000000,-54924000000,3275000000,30942000000,20298000000,22648000000,44561000000,6688000000,132598000000,10913000000
2019-10-11,374.92,-0.78,-0.207612%,374.06,368.64,378.15,"15,533,722","5,804,040,319.115000",2019-09-30,19976000000,1787000000,16930000000,3050000000,1380000000,1167000000,778000000,1177000000,307000000,1001000000,121000000,1259000000,8000000,203000000,10000000,109000000,1167000000,1167000000,-734000000,357000000,-1194000000,5000000,5395000000,4240000000,-3000000,622000000,-2424000000,771000000,576000000,-1156000000,4000000,-4332000000,-273000000,141000000,465000000,-1104000000,622000000,132598000000,3587000000,136407000000,-4116000000,53167000000,5061000000,53986000000,23294000000,8063000000,2507000000,9763000000,91846000000,4354000000,-14927000000,12527000000,101656000000,3194000000,-15766000000,1150000000,14808000000,20298000000,73279000000,34325000000,5061000000,53986000000,-54924000000,3275000000,30942000000,20298000000,22648000000,44561000000,6688000000,132598000000,10913000000
2019-10-04,375.7,-7.16,-1.870135%,383.0,363.23,383.77,"14,634,350","5,468,275,401.649700",2019-09-30,19976000000,1787000000,16930000000,3050000000,1380000000,1167000000,778000000,1177000000,307000000,1001000000,121000000,1259000000,8000000,203000000,10000000,109000000,1167000000,1167000000,-734000000,357000000,-1194000000,5000000,5395000000,4240000000,-3000000,622000000,-2424000000,771000000,576000000,-1156000000,4000000,-4332000000,-273000000,141000000,465000000,-1104000000,622000000,132598000000,3587000000,136407000000,-4116000000,53167000000,5061000000,53986000000,23294000000,8063000000,2507000000,9763000000,91846000000,4354000000,-14927000000,12527000000,101656000000,3194000000,-15766000000,1150000000,14808000000,20298000000,73279000000,34325000000,5061000000,53986000000,-54924000000,3275000000,30942000000,20298000000,22648000000,44561000000,6688000000,132598000000,10913000000
2019-09-27,382.86,3.47,+0.914626%,376.61,374.42,391.0,"16,706,238","6,400,139,700.756900",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-09-20,379.39,-0.37,-0.097430%,378.14,375.0,388.52,"20,475,502","7,822,631,461.245800",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-09-13,379.76,16.76,+4.617080%,357.98,354.73,384.0,"25,291,763","9,434,085,141.666400",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-09-06,363.0,-1.09,-0.299377%,354.11,350.605,364.91,"13,695,288","4,906,459,564.540500",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-08-30,364.09,8.08,+2.269599%,365.04,351.18,367.34,"16,683,093","6,011,642,799.233800",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-08-23,356.01,25.56,+7.734907%,334.18,328.88,369.69,"27,494,374","9,653,331,051.840500",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-08-16,330.45,-7.1,-2.103392%,333.68,319.55,337.399,"20,105,087","6,609,423,565.558100",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-08-09,337.55,-2.01,-0.591943%,332.46,324.57,339.08,"20,492,849","6,803,465,622.124900",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-08-02,339.56,-5.44,-1.576812%,344.99,332.32,351.285,"25,004,935","8,529,117,179.066200",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-07-26,345.0,-32.36,-8.575366%,376.94,342.0,382.48,"29,174,796","10,470,250,602.933200",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-07-19,377.36,12.03,+3.292913%,360.5,359.02,378.4,"25,904,227","9,526,721,865.406500",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-07-12,365.33,9.47,+2.661159%,350.41,347.9,365.45,"19,689,311","6,993,717,399.374300",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-07-05,355.86,-8.15,-2.238949%,364.88,351.43,365.23,"15,559,981","5,537,788,155.348800",2019-06-30,15943000000,1513000000,17810000000,-2059000000,-3273000000,-2942000000,826000000,-3427000000,379000000,672000000,107000000,-3380000000,15000000,154000000,-485000000,284000000,-2942000000,-2942000000,353000000,4774000000,-86000000,-18000000,4385000000,2919000000,-5000000,2243000000,-590000000,-775000000,546000000,-1156000000,-305000000,-2508000000,382000000,-28000000,421000000,343000000,2243000000,126261000000,3761000000,131204000000,-5322000000,52523000000,5061000000,52819000000,23290000000,8051000000,2148000000,9167000000,92189000000,4357000000,-14908000000,12601000000,95111000000,3281000000,-17134000000,439000000,13709000000,14859000000,68492000000,35309000000,5061000000,52819000000,-54932000000,3099000000,31150000000,14859000000,24156000000,39015000000,6638000000,126261000000,9606000000
2019-06-28,364.01,-7.83,-2.105744%,372.95,361.57,378.98,"23,587,790","8,691,469,072.491100",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
2019-06-21,371.84,24.68,+7.109114%,348.62,347.05,379.31,"27,379,738","10,094,309,287.310700",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
2019-06-14,347.16,-6.54,-1.849025%,356.0,342.795,357.4,"12,881,535","4,497,856,536.827000",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
2019-06-07,353.7,12.09,+3.539124%,338.2,330.67,355.28,"16,981,670","5,854,822,456.834000",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
2019-05-31,341.61,-13.29,-3.744717%,355.29,341.36,359.31,"13,066,357","4,571,481,606.100600",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
2019-05-24,354.9,-0.12,-0.033801%,353.0,341.15,361.4,"21,776,802","7,701,300,678.562800",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
2019-05-17,355.02,0.35,+0.098683%,344.51,337.0,359.99,"28,635,000","9,925,452,581.585600",2019-03-31,23025000000,2030000000,18645000000,4272000000,2456000000,2149000000,866000000,2333000000,107000000,1184000000,106000000,2350000000,-20000000,123000000,184000000,234000000,2149000000,2149000000,-91000000,2209000000,-767000000,-175000000,863000000,-2823000000,-233000000,-802000000,2788000000,315000000,521000000,-1161000000,-2292000000,-2725000000,206000000,296000000,501000000,23000000,-802000000,120209000000,3498000000,119977000000,125000000,52534000000,5061000000,58090000000,24176000000,7967000000,2214000000,6836000000,83615000000,3381000000,-14969000000,12594000000,89509000000,3419000000,-11340000000,893000000,14217000000,11363000000,65369000000,27700000000,5061000000,58090000000,-54630000000,2941000000,30700000000,11363000000,23343000000,36362000000,6573000000,120209000000,7729000000
