Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2017-02-17,172.71,6.48,+3.898213%,166.45,166.35,173.25,"18,431,544","3,131,062,324.889200",2016-12-31,23372000000,1725000000,19464000000,3822000000,2182000000,1631000000,726000000,2103000000,247000000,999000000,-1000000,2183000000,0,79000000,-874000000,-1205000000,2977000000,1631000000,-538000000,1047000000,-1416000000,-279000000,-545000000,-1574000000,14000000,-158000000,2832000000,-662000000,546000000,-672000000,-371000000,-579000000,1118000000,220000000,599000000,629000000,-185000000,89997000000,2540000000,89120000000,817000000,38471000000,5061000000,40714000000,28080000000,5324000000,14702000000,8801000000,50134000000,384000000,-13623000000,12807000000,62488000000,5090000000,-7047000000,1228000000,9260000000,9568000000,43199000000,49750000000,5061000000,40714000000,-36097000000,1416000000,27509000000,9568000000,28080000000,38986000000,4762000000,89997000000,10029000000
2017-02-10,166.23,3.83,+2.358374%,162.42,162.38,167.4199,"16,536,179","2,727,742,109.406100",2016-12-31,23372000000,1725000000,19464000000,3822000000,2182000000,1631000000,726000000,2103000000,247000000,999000000,-1000000,2183000000,0,79000000,-874000000,-1205000000,2977000000,1631000000,-538000000,1047000000,-1416000000,-279000000,-545000000,-1574000000,14000000,-158000000,2832000000,-662000000,546000000,-672000000,-371000000,-579000000,1118000000,220000000,599000000,629000000,-185000000,89997000000,2540000000,89120000000,817000000,38471000000,5061000000,40714000000,28080000000,5324000000,14702000000,8801000000,50134000000,384000000,-13623000000,12807000000,62488000000,5090000000,-7047000000,1228000000,9260000000,9568000000,43199000000,49750000000,5061000000,40714000000,-36097000000,1416000000,27509000000,9568000000,28080000000,38986000000,4762000000,89997000000,10029000000
2017-02-03,162.4,-5.3,-3.160405%,165.92,160.82,165.99,"20,718,353","3,393,516,886.257800",2016-12-31,23372000000,1725000000,19464000000,3822000000,2182000000,1631000000,726000000,2103000000,247000000,999000000,-1000000,2183000000,0,79000000,-874000000,-1205000000,2977000000,1631000000,-538000000,1047000000,-1416000000,-279000000,-545000000,-1574000000,14000000,-158000000,2832000000,-662000000,546000000,-672000000,-371000000,-579000000,1118000000,220000000,599000000,629000000,-185000000,89997000000,2540000000,89120000000,817000000,38471000000,5061000000,40714000000,28080000000,5324000000,14702000000,8801000000,50134000000,384000000,-13623000000,12807000000,62488000000,5090000000,-7047000000,1228000000,9260000000,9568000000,43199000000,49750000000,5061000000,40714000000,-36097000000,1416000000,27509000000,9568000000,28080000000,38986000000,4762000000,89997000000,10029000000
2017-01-27,167.7,8.17,+5.121294%,158.94,157.29,170.0,"25,658,824","4,235,066,266.233600",2016-12-31,23372000000,1725000000,19464000000,3822000000,2182000000,1631000000,726000000,2103000000,247000000,999000000,-1000000,2183000000,0,79000000,-874000000,-1205000000,2977000000,1631000000,-538000000,1047000000,-1416000000,-279000000,-545000000,-1574000000,14000000,-158000000,2832000000,-662000000,546000000,-672000000,-371000000,-579000000,1118000000,220000000,599000000,629000000,-185000000,89997000000,2540000000,89120000000,817000000,38471000000,5061000000,40714000000,28080000000,5324000000,14702000000,8801000000,50134000000,384000000,-13623000000,12807000000,62488000000,5090000000,-7047000000,1228000000,9260000000,9568000000,43199000000,49750000000,5061000000,40714000000,-36097000000,1416000000,27509000000,9568000000,28080000000,38986000000,4762000000,89997000000,10029000000
2017-01-20,159.53,0.7,+0.440723%,158.2,156.75,160.3,"11,374,559","1,804,489,740.483500",2016-12-31,23372000000,1725000000,19464000000,3822000000,2182000000,1631000000,726000000,2103000000,247000000,999000000,-1000000,2183000000,0,79000000,-874000000,-1205000000,2977000000,1631000000,-538000000,1047000000,-1416000000,-279000000,-545000000,-1574000000,14000000,-158000000,2832000000,-662000000,546000000,-672000000,-371000000,-579000000,1118000000,220000000,599000000,629000000,-185000000,89997000000,2540000000,89120000000,817000000,38471000000,5061000000,40714000000,28080000000,5324000000,14702000000,8801000000,50134000000,384000000,-13623000000,12807000000,62488000000,5090000000,-7047000000,1228000000,9260000000,9568000000,43199000000,49750000000,5061000000,40714000000,-36097000000,1416000000,27509000000,9568000000,28080000000,38986000000,4762000000,89997000000,10029000000
2017-01-13,158.83,-0.27,-0.169705%,159.0,156.67,159.94,"13,700,066","2,174,154,411.708400",2016-12-31,23372000000,1725000000,19464000000,3822000000,2182000000,1631000000,726000000,2103000000,247000000,999000000,-1000000,2183000000,0,79000000,-874000000,-1205000000,2977000000,1631000000,-538000000,1047000000,-1416000000,-279000000,-545000000,-1574000000,14000000,-158000000,2832000000,-662000000,546000000,-672000000,-371000000,-579000000,1118000000,220000000,599000000,629000000,-185000000,89997000000,2540000000,89120000000,817000000,38471000000,5061000000,40714000000,28080000000,5324000000,14702000000,8801000000,50134000000,384000000,-13623000000,12807000000,62488000000,5090000000,-7047000000,1228000000,9260000000,9568000000,43199000000,49750000000,5061000000,40714000000,-36097000000,1416000000,27509000000,9568000000,28080000000,38986000000,4762000000,89997000000,10029000000
2017-01-06,159.1,3.42,+2.196814%,156.3,155.21,159.7,"11,838,569","1,870,024,674.221700",2016-12-31,23372000000,1725000000,19464000000,3822000000,2182000000,1631000000,726000000,2103000000,247000000,999000000,-1000000,2183000000,0,79000000,-874000000,-1205000000,2977000000,1631000000,-538000000,1047000000,-1416000000,-279000000,-545000000,-1574000000,14000000,-158000000,2832000000,-662000000,546000000,-672000000,-371000000,-579000000,1118000000,220000000,599000000,629000000,-185000000,89997000000,2540000000,89120000000,817000000,38471000000,5061000000,40714000000,28080000000,5324000000,14702000000,8801000000,50134000000,384000000,-13623000000,12807000000,62488000000,5090000000,-7047000000,1228000000,9260000000,9568000000,43199000000,49750000000,5061000000,40714000000,-36097000000,1416000000,27509000000,9568000000,28080000000,38986000000,4762000000,89997000000,10029000000
2016-12-30,155.68,-2.13,-1.349724%,158.41,154.96,158.48,"7,501,484","1,172,625,899.442900",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-12-23,157.81,3.31,+2.142395%,155.16,155.07,158.99,"13,693,588","2,150,820,409.377900",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-12-16,154.5,-1.99,-1.271647%,156.0,153.06,160.07,"22,318,778","3,471,041,260.937700",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-12-09,156.49,4.24,+2.784893%,153.24,150.02,156.875,"14,924,195","2,293,450,754.740400",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-12-02,152.25,2.21,+1.472941%,149.0,148.315,153.08,"17,614,878","2,660,265,002.019600",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-11-25,150.04,3.69,+2.521353%,147.21,146.52,150.81,"10,629,371","1,582,839,018.602600",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-11-18,146.35,-2.17,-1.461083%,148.21,144.46,150.09,"17,777,676","2,620,837,509.683800",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-11-11,148.52,8.98,+6.435431%,141.5,141.2924,149.34,"21,639,803","3,146,126,121.685100",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-11-04,139.54,-3.47,-2.426404%,143.05,138.8038,143.9,"14,335,253","2,028,015,452.589400",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-10-28,143.01,7.38,+5.441274%,136.41,136.41,146.23,"34,788,545","4,937,697,809.482700",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-10-21,135.63,2.13,+1.595506%,133.5,133.33,136.95,"11,717,528","1,587,357,018.183500",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-10-14,133.5,-0.35,-0.261487%,134.589,131.39,136.87,"15,076,408","2,022,100,295.437100",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-10-07,133.85,2.11,+1.601640%,131.28,130.74,135.0,"16,323,021","2,178,705,881.086400",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-09-30,131.74,-0.04,-0.030354%,131.07,129.86,132.78,"11,250,142","1,479,290,150.934400",2016-09-30,23966000000,1780000000,19904000000,3994000000,2284000000,2279000000,857000000,2203000000,-249000000,923000000,2000000,2282000000,0,81000000,-76000000,0,2279000000,2279000000,-20000000,-499000000,-614000000,1000000,-569000000,-2204000000,-4000000,384000000,3202000000,-504000000,474000000,-676000000,-955000000,1330000000,517000000,136000000,595000000,-14000000,381000000,88950000000,2488000000,86800000000,2089000000,35889000000,5061000000,40641000000,26276000000,5128000000,14000000000,8986000000,48489000000,632000000,-12658000000,12713000000,62237000000,4704000000,-5527000000,682000000,9889000000,9824000000,42680000000,47857000000,5061000000,40641000000,-35763000000,1415000000,26713000000,9824000000,26276000000,38311000000,4808000000,88950000000,9668000000
2016-09-23,131.78,5.08,+4.009471%,127.5,127.27,132.48,"14,618,998","1,897,146,467.768300",2016-06-30,24839000000,2933000000,22325000000,2430000000,-406000000,-234000000,2127000000,-479000000,62000000,806000000,13000000,-419000000,0,73000000,-245000000,0,-234000000,-234000000,-241000000,-712000000,-912000000,8000000,1069000000,-1588000000,-71000000,734000000,3234000000,-1000000,447000000,-691000000,-1895000000,3060000000,503000000,175000000,671000000,499000000,719000000,89609000000,2544000000,88962000000,585000000,36943000000,5061000000,38362000000,26834000000,5128000000,13569000000,8605000000,49859000000,1168000000,-12795000000,12533000000,63507000000,4221000000,-7087000000,660000000,10060000000,9847000000,44182000000,48691000000,5061000000,38362000000,-34821000000,1409000000,26102000000,9847000000,26834000000,39103000000,4778000000,89609000000,9265000000
2016-09-16,126.7,-1.83,-1.423792%,126.878,126.31,130.68,"26,401,323","3,382,058,278.682500",2016-06-30,24839000000,2933000000,22325000000,2430000000,-406000000,-234000000,2127000000,-479000000,62000000,806000000,13000000,-419000000,0,73000000,-245000000,0,-234000000,-234000000,-241000000,-712000000,-912000000,8000000,1069000000,-1588000000,-71000000,734000000,3234000000,-1000000,447000000,-691000000,-1895000000,3060000000,503000000,175000000,671000000,499000000,719000000,89609000000,2544000000,88962000000,585000000,36943000000,5061000000,38362000000,26834000000,5128000000,13569000000,8605000000,49859000000,1168000000,-12795000000,12533000000,63507000000,4221000000,-7087000000,660000000,10060000000,9847000000,44182000000,48691000000,5061000000,38362000000,-34821000000,1409000000,26102000000,9847000000,26834000000,39103000000,4778000000,89609000000,9265000000
2016-09-09,128.53,-2.63,-2.005185%,131.63,128.52,133.08,"13,861,733","1,823,171,893.600600",2016-06-30,24839000000,2933000000,22325000000,2430000000,-406000000,-234000000,2127000000,-479000000,62000000,806000000,13000000,-419000000,0,73000000,-245000000,0,-234000000,-234000000,-241000000,-712000000,-912000000,8000000,1069000000,-1588000000,-71000000,734000000,3234000000,-1000000,447000000,-691000000,-1895000000,3060000000,503000000,175000000,671000000,499000000,719000000,89609000000,2544000000,88962000000,585000000,36943000000,5061000000,38362000000,26834000000,5128000000,13569000000,8605000000,49859000000,1168000000,-12795000000,12533000000,63507000000,4221000000,-7087000000,660000000,10060000000,9847000000,44182000000,48691000000,5061000000,38362000000,-34821000000,1409000000,26102000000,9847000000,26834000000,39103000000,4778000000,89609000000,9265000000
2016-09-02,131.16,-1.07,-0.809196%,132.72,128.36,133.58,"14,894,785","1,947,239,764.204400",2016-06-30,24839000000,2933000000,22325000000,2430000000,-406000000,-234000000,2127000000,-479000000,62000000,806000000,13000000,-419000000,0,73000000,-245000000,0,-234000000,-234000000,-241000000,-712000000,-912000000,8000000,1069000000,-1588000000,-71000000,734000000,3234000000,-1000000,447000000,-691000000,-1895000000,3060000000,503000000,175000000,671000000,499000000,719000000,89609000000,2544000000,88962000000,585000000,36943000000,5061000000,38362000000,26834000000,5128000000,13569000000,8605000000,49859000000,1168000000,-12795000000,12533000000,63507000000,4221000000,-7087000000,660000000,10060000000,9847000000,44182000000,48691000000,5061000000,38362000000,-34821000000,1409000000,26102000000,9847000000,26834000000,39103000000,4778000000,89609000000,9265000000
2016-08-26,132.23,-2.21,-1.643856%,134.3,131.82,136.37,"12,033,587","1,610,306,174.413100",2016-06-30,24839000000,2933000000,22325000000,2430000000,-406000000,-234000000,2127000000,-479000000,62000000,806000000,13000000,-419000000,0,73000000,-245000000,0,-234000000,-234000000,-241000000,-712000000,-912000000,8000000,1069000000,-1588000000,-71000000,734000000,3234000000,-1000000,447000000,-691000000,-1895000000,3060000000,503000000,175000000,671000000,499000000,719000000,89609000000,2544000000,88962000000,585000000,36943000000,5061000000,38362000000,26834000000,5128000000,13569000000,8605000000,49859000000,1168000000,-12795000000,12533000000,63507000000,4221000000,-7087000000,660000000,10060000000,9847000000,44182000000,48691000000,5061000000,38362000000,-34821000000,1409000000,26102000000,9847000000,26834000000,39103000000,4778000000,89609000000,9265000000
2016-08-19,134.44,1.34,+1.006762%,133.7,133.4,135.96,"12,379,941","1,667,860,080.211700",2016-06-30,24839000000,2933000000,22325000000,2430000000,-406000000,-234000000,2127000000,-479000000,62000000,806000000,13000000,-419000000,0,73000000,-245000000,0,-234000000,-234000000,-241000000,-712000000,-912000000,8000000,1069000000,-1588000000,-71000000,734000000,3234000000,-1000000,447000000,-691000000,-1895000000,3060000000,503000000,175000000,671000000,499000000,719000000,89609000000,2544000000,88962000000,585000000,36943000000,5061000000,38362000000,26834000000,5128000000,13569000000,8605000000,49859000000,1168000000,-12795000000,12533000000,63507000000,4221000000,-7087000000,660000000,10060000000,9847000000,44182000000,48691000000,5061000000,38362000000,-34821000000,1409000000,26102000000,9847000000,26834000000,39103000000,4778000000,89609000000,9265000000
2016-08-12,133.1,1.37,+1.040006%,132.14,131.71,133.78,"12,898,184","1,710,795,114.218900",2016-06-30,24839000000,2933000000,22325000000,2430000000,-406000000,-234000000,2127000000,-479000000,62000000,806000000,13000000,-419000000,0,73000000,-245000000,0,-234000000,-234000000,-241000000,-712000000,-912000000,8000000,1069000000,-1588000000,-71000000,734000000,3234000000,-1000000,447000000,-691000000,-1895000000,3060000000,503000000,175000000,671000000,499000000,719000000,89609000000,2544000000,88962000000,585000000,36943000000,5061000000,38362000000,26834000000,5128000000,13569000000,8605000000,49859000000,1168000000,-12795000000,12533000000,63507000000,4221000000,-7087000000,660000000,10060000000,9847000000,44182000000,48691000000,5061000000,38362000000,-34821000000,1409000000,26102000000,9847000000,26834000000,39103000000,4778000000,89609000000,9265000000
2016-08-05,131.73,-1.93,-1.443962%,133.21,130.955,134.23,"14,712,435","1,943,109,516.617700",2016-06-30,24839000000,2933000000,22325000000,2430000000,-406000000,-234000000,2127000000,-479000000,62000000,806000000,13000000,-419000000,0,73000000,-245000000,0,-234000000,-234000000,-241000000,-712000000,-912000000,8000000,1069000000,-1588000000,-71000000,734000000,3234000000,-1000000,447000000,-691000000,-1895000000,3060000000,503000000,175000000,671000000,499000000,719000000,89609000000,2544000000,88962000000,585000000,36943000000,5061000000,38362000000,26834000000,5128000000,13569000000,8605000000,49859000000,1168000000,-12795000000,12533000000,63507000000,4221000000,-7087000000,660000000,10060000000,9847000000,44182000000,48691000000,5061000000,38362000000,-34821000000,1409000000,26102000000,9847000000,26834000000,39103000000,4778000000,89609000000,9265000000
2016-07-29,133.66,0.19,+0.142354%,133.18,132.3,139.45,"22,109,040","2,970,038,075.813500",2016-06-30,24839000000,2933000000,22325000000,2430000000,-406000000,-234000000,2127000000,-479000000,62000000,806000000,13000000,-419000000,0,73000000,-245000000,0,-234000000,-234000000,-241000000,-712000000,-912000000,8000000,1069000000,-1588000000,-71000000,734000000,3234000000,-1000000,447000000,-691000000,-1895000000,3060000000,503000000,175000000,671000000,499000000,719000000,89609000000,2544000000,88962000000,585000000,36943000000,5061000000,38362000000,26834000000,5128000000,13569000000,8605000000,49859000000,1168000000,-12795000000,12533000000,63507000000,4221000000,-7087000000,660000000,10060000000,9847000000,44182000000,48691000000,5061000000,38362000000,-34821000000,1409000000,26102000000,9847000000,26834000000,39103000000,4778000000,89609000000,9265000000
2016-07-22,133.47,1.08,+0.815772%,132.38,130.57,135.67,"17,096,799","2,284,590,581.356500",2016-06-30,24839000000,2933000000,22325000000,2430000000,-406000000,-234000000,2127000000,-479000000,62000000,806000000,13000000,-419000000,0,73000000,-245000000,0,-234000000,-234000000,-241000000,-712000000,-912000000,8000000,1069000000,-1588000000,-71000000,734000000,3234000000,-1000000,447000000,-691000000,-1895000000,3060000000,503000000,175000000,671000000,499000000,719000000,89609000000,2544000000,88962000000,585000000,36943000000,5061000000,38362000000,26834000000,5128000000,13569000000,8605000000,49859000000,1168000000,-12795000000,12533000000,63507000000,4221000000,-7087000000,660000000,10060000000,9847000000,44182000000,48691000000,5061000000,38362000000,-34821000000,1409000000,26102000000,9847000000,26834000000,39103000000,4778000000,89609000000,9265000000
2016-07-15,132.39,2.3,+1.768007%,130.84,129.37,133.25,"18,238,629","2,397,852,891.048600",2016-06-30,24839000000,2933000000,22325000000,2430000000,-406000000,-234000000,2127000000,-479000000,62000000,806000000,13000000,-419000000,0,73000000,-245000000,0,-234000000,-234000000,-241000000,-712000000,-912000000,8000000,1069000000,-1588000000,-71000000,734000000,3234000000,-1000000,447000000,-691000000,-1895000000,3060000000,503000000,175000000,671000000,499000000,719000000,89609000000,2544000000,88962000000,585000000,36943000000,5061000000,38362000000,26834000000,5128000000,13569000000,8605000000,49859000000,1168000000,-12795000000,12533000000,63507000000,4221000000,-7087000000,660000000,10060000000,9847000000,44182000000,48691000000,5061000000,38362000000,-34821000000,1409000000,26102000000,9847000000,26834000000,39103000000,4778000000,89609000000,9265000000
2016-07-08,130.09,0.4,+0.308428%,128.43,123.96,130.46,"15,458,954","1,969,205,234.821200",2016-06-30,24839000000,2933000000,22325000000,2430000000,-406000000,-234000000,2127000000,-479000000,62000000,806000000,13000000,-419000000,0,73000000,-245000000,0,-234000000,-234000000,-241000000,-712000000,-912000000,8000000,1069000000,-1588000000,-71000000,734000000,3234000000,-1000000,447000000,-691000000,-1895000000,3060000000,503000000,175000000,671000000,499000000,719000000,89609000000,2544000000,88962000000,585000000,36943000000,5061000000,38362000000,26834000000,5128000000,13569000000,8605000000,49859000000,1168000000,-12795000000,12533000000,63507000000,4221000000,-7087000000,660000000,10060000000,9847000000,44182000000,48691000000,5061000000,38362000000,-34821000000,1409000000,26102000000,9847000000,26834000000,39103000000,4778000000,89609000000,9265000000
