Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,nonRecurring,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2019-11-22,118.63,-2.01,-1.666114%,119.82,116.08,120.0,"30,113,850","3,551,332,909.973500",2019-09-30,36116000000,6663000000,25207000000,10909000000,4246000000,2580000000,4049000000,1051000000,2013000000,4246000000,4482000000,197000000,168000000,1469000000,1216000000,2580000000,2580000000,-3568000000,151000000,2157000000,-1093000000,3156000000,7817000000,1359000000,4361000000,-2245000000,-1005000000,858000000,-676000000,3369000000,193000000,3156000000,256537000000,3316000000,99645000000,155841000000,17100000000,1542000000,1832000000,183783000000,41606000000,4507000000,11087000000,11697000000,30233000000,7795000000,-3509000000,167415000000,33988000000,39911000000,151334000000,58000000,12966000000,25056000000,5951000000,28139000000,1832000000,183783000000,-43500000000,10716000000,222549000000,25056000000,63711000000,17235000000,256537000000,11755000000
2019-11-15,120.64,-0.29,-0.239808%,120.2,120.01,122.94,"24,148,441","2,930,091,280.232200",2019-09-30,36116000000,6663000000,25207000000,10909000000,4246000000,2580000000,4049000000,1051000000,2013000000,4246000000,4482000000,197000000,168000000,1469000000,1216000000,2580000000,2580000000,-3568000000,151000000,2157000000,-1093000000,3156000000,7817000000,1359000000,4361000000,-2245000000,-1005000000,858000000,-676000000,3369000000,193000000,3156000000,256537000000,3316000000,99645000000,155841000000,17100000000,1542000000,1832000000,183783000000,41606000000,4507000000,11087000000,11697000000,30233000000,7795000000,-3509000000,167415000000,33988000000,39911000000,151334000000,58000000,12966000000,25056000000,5951000000,28139000000,1832000000,183783000000,-43500000000,10716000000,222549000000,25056000000,63711000000,17235000000,256537000000,11755000000
2019-11-08,120.93,4.72,+4.061613%,117.23,117.02,122.45,"33,115,537","4,010,433,059.406200",2019-09-30,36116000000,6663000000,25207000000,10909000000,4246000000,2580000000,4049000000,1051000000,2013000000,4246000000,4482000000,197000000,168000000,1469000000,1216000000,2580000000,2580000000,-3568000000,151000000,2157000000,-1093000000,3156000000,7817000000,1359000000,4361000000,-2245000000,-1005000000,858000000,-676000000,3369000000,193000000,3156000000,256537000000,3316000000,99645000000,155841000000,17100000000,1542000000,1832000000,183783000000,41606000000,4507000000,11087000000,11697000000,30233000000,7795000000,-3509000000,167415000000,33988000000,39911000000,151334000000,58000000,12966000000,25056000000,5951000000,28139000000,1832000000,183783000000,-43500000000,10716000000,222549000000,25056000000,63711000000,17235000000,256537000000,11755000000
2019-11-01,116.21,-2.46,-2.072975%,119.08,114.02,119.51,"29,177,945","3,408,979,255.321900",2019-09-30,36116000000,6663000000,25207000000,10909000000,4246000000,2580000000,4049000000,1051000000,2013000000,4246000000,4482000000,197000000,168000000,1469000000,1216000000,2580000000,2580000000,-3568000000,151000000,2157000000,-1093000000,3156000000,7817000000,1359000000,4361000000,-2245000000,-1005000000,858000000,-676000000,3369000000,193000000,3156000000,256537000000,3316000000,99645000000,155841000000,17100000000,1542000000,1832000000,183783000000,41606000000,4507000000,11087000000,11697000000,30233000000,7795000000,-3509000000,167415000000,33988000000,39911000000,151334000000,58000000,12966000000,25056000000,5951000000,28139000000,1832000000,183783000000,-43500000000,10716000000,222549000000,25056000000,63711000000,17235000000,256537000000,11755000000
2019-10-25,118.67,3.93,+3.425135%,115.55,115.55,118.85,"19,706,463","2,317,208,671.635700",2019-09-30,36116000000,6663000000,25207000000,10909000000,4246000000,2580000000,4049000000,1051000000,2013000000,4246000000,4482000000,197000000,168000000,1469000000,1216000000,2580000000,2580000000,-3568000000,151000000,2157000000,-1093000000,3156000000,7817000000,1359000000,4361000000,-2245000000,-1005000000,858000000,-676000000,3369000000,193000000,3156000000,256537000000,3316000000,99645000000,155841000000,17100000000,1542000000,1832000000,183783000000,41606000000,4507000000,11087000000,11697000000,30233000000,7795000000,-3509000000,167415000000,33988000000,39911000000,151334000000,58000000,12966000000,25056000000,5951000000,28139000000,1832000000,183783000000,-43500000000,10716000000,222549000000,25056000000,63711000000,17235000000,256537000000,11755000000
2019-10-18,114.74,-1.41,-1.213947%,115.58,114.74,117.62,"19,503,654","2,256,034,613.893600",2019-09-30,36116000000,6663000000,25207000000,10909000000,4246000000,2580000000,4049000000,1051000000,2013000000,4246000000,4482000000,197000000,168000000,1469000000,1216000000,2580000000,2580000000,-3568000000,151000000,2157000000,-1093000000,3156000000,7817000000,1359000000,4361000000,-2245000000,-1005000000,858000000,-676000000,3369000000,193000000,3156000000,256537000000,3316000000,99645000000,155841000000,17100000000,1542000000,1832000000,183783000000,41606000000,4507000000,11087000000,11697000000,30233000000,7795000000,-3509000000,167415000000,33988000000,39911000000,151334000000,58000000,12966000000,25056000000,5951000000,28139000000,1832000000,183783000000,-43500000000,10716000000,222549000000,25056000000,63711000000,17235000000,256537000000,11755000000
2019-10-11,116.15,2.3,+2.020202%,113.96,111.61,117.03,"24,644,500","2,806,007,966.778100",2019-09-30,36116000000,6663000000,25207000000,10909000000,4246000000,2580000000,4049000000,1051000000,2013000000,4246000000,4482000000,197000000,168000000,1469000000,1216000000,2580000000,2580000000,-3568000000,151000000,2157000000,-1093000000,3156000000,7817000000,1359000000,4361000000,-2245000000,-1005000000,858000000,-676000000,3369000000,193000000,3156000000,256537000000,3316000000,99645000000,155841000000,17100000000,1542000000,1832000000,183783000000,41606000000,4507000000,11087000000,11697000000,30233000000,7795000000,-3509000000,167415000000,33988000000,39911000000,151334000000,58000000,12966000000,25056000000,5951000000,28139000000,1832000000,183783000000,-43500000000,10716000000,222549000000,25056000000,63711000000,17235000000,256537000000,11755000000
2019-10-04,113.85,-4.75,-4.005059%,118.54,110.4217,119.46,"33,937,359","3,894,999,368.922900",2019-09-30,36116000000,6663000000,25207000000,10909000000,4246000000,2580000000,4049000000,1051000000,2013000000,4246000000,4482000000,197000000,168000000,1469000000,1216000000,2580000000,2580000000,-3568000000,151000000,2157000000,-1093000000,3156000000,7817000000,1359000000,4361000000,-2245000000,-1005000000,858000000,-676000000,3369000000,193000000,3156000000,256537000000,3316000000,99645000000,155841000000,17100000000,1542000000,1832000000,183783000000,41606000000,4507000000,11087000000,11697000000,30233000000,7795000000,-3509000000,167415000000,33988000000,39911000000,151334000000,58000000,12966000000,25056000000,5951000000,28139000000,1832000000,183783000000,-43500000000,10716000000,222549000000,25056000000,63711000000,17235000000,256537000000,11755000000
2019-09-27,118.6,-5.72,-4.601030%,123.55,118.45,125.0,"30,092,948","3,673,669,205.234400",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-09-20,124.32,2.82,+2.320988%,124.86,122.56,125.27,"37,496,680","4,652,606,692.860500",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-09-13,121.5,3.24,+2.739726%,118.74,118.58,123.29,"29,990,194","3,636,173,485.688500",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-09-06,118.26,0.54,+0.458716%,115.77,114.55,119.07,"20,255,789","2,375,807,441.599100",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-08-30,117.72,2.54,+2.205244%,115.92,115.04,118.98,"21,713,304","2,535,804,602.004200",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-08-23,115.18,-0.63,-0.543994%,117.13,114.35,118.74,"28,192,303","3,295,680,099.701600",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-08-16,115.81,-6.61,-5.399445%,123.01,115.36,123.14,"29,485,242","3,500,703,700.458100",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-08-09,122.42,1.69,+1.399818%,119.19,116.95,123.89,"36,181,771","4,349,973,524.068200",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-08-02,120.73,-2.99,-2.416747%,123.48,117.83,124.75,"32,403,288","3,963,327,826.005500",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-07-26,123.72,-1.32,-1.055662%,125.37,123.3,127.0,"23,926,786","2,996,718,956.258800",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-07-19,125.04,-0.94,-0.746150%,126.06,123.36,126.4,"22,962,917","2,866,178,425.965200",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-07-12,125.98,2.44,+1.975069%,123.66,123.07,126.25,"19,727,219","2,461,408,512.676900",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-07-05,123.54,-0.9,-0.723240%,125.36,122.33,125.84,"17,462,473","2,159,502,038.823300",2019-06-30,38850000000,6695000000,26022000000,12828000000,6133000000,4305000000,5935000000,-15000000,2123000000,6133000000,4431000000,198000000,141000000,1645000000,2430000000,4290000000,4305000000,-3240000000,643000000,-2482000000,-5559000000,-16000000,8783000000,895000000,4334000000,-2252000000,-825000000,220000000,-903000000,3584000000,167000000,-16000000,255878000000,3324000000,98427000000,156395000000,16480000000,1414000000,1832000000,183442000000,41829000000,4507000000,11226000000,8513000000,28829000000,5588000000,-3597000000,168396000000,33087000000,39201000000,151888000000,58000000,14383000000,25061000000,6809000000,29336000000,1832000000,183442000000,-42466000000,10687000000,222791000000,25061000000,63503000000,17184000000,255878000000,8571000000
2019-06-28,124.44,-0.49,-0.392220%,124.54,122.89,125.38,"25,911,074","3,218,440,754.687900",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
2019-06-21,124.93,4.12,+3.410314%,120.72,120.38,126.2,"35,010,670","4,338,933,512.868400",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
2019-06-14,120.81,-0.67,-0.551531%,122.2,119.56,123.5,"22,694,641","2,754,804,468.442500",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
2019-06-07,121.48,7.63,+6.701801%,114.7,114.47,122.12,"29,155,844","3,452,601,302.643900",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
2019-05-31,113.85,-4.86,-4.094011%,118.88,113.72,119.32,"28,304,184","3,292,751,791.181700",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
2019-05-24,118.71,-1.81,-1.501825%,120.71,116.86,121.94,"31,084,310","3,710,952,566.301400",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
2019-05-17,120.52,-1.47,-1.205017%,121.91,119.8789,122.49,"36,919,875","4,470,127,729.293700",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
2019-05-10,121.99,4.72,+4.024900%,117.5,116.5,122.32,"51,713,604","6,181,950,869.481400",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
2019-05-03,117.27,0.17,+0.145175%,117.01,116.28,121.92,"57,793,776","6,868,966,636.266400",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
2019-04-26,117.1,-2.76,-2.302686%,120.78,115.65,122.28,"61,403,505","7,324,599,180.919100",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
2019-04-19,119.86,0.1,+0.083500%,120.02,119.1,122.54,"46,756,580","5,632,480,330.886000",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
2019-04-12,119.76,-6.66,-5.268154%,126.77,119.0,127.34,"59,538,467","7,235,995,481.279800",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
2019-04-05,126.42,3.24,+2.630297%,123.87,123.45,126.64,"22,731,379","2,840,748,820.356700",2019-03-31,35200000000,6429000000,24589000000,10611000000,4182000000,2649000000,3957000000,-7000000,2045000000,4182000000,4195000000,225000000,189000000,1315000000,910000000,2642000000,2649000000,-2028000000,1244000000,-1570000000,-3835000000,-806000000,5057000000,-1272000000,4094000000,-2250000000,-15000000,-1098000000,-473000000,2953000000,66000000,-806000000,256809000000,3265000000,100691000000,155045000000,16099000000,1971000000,1832000000,181387000000,41934000000,4507000000,9202000000,8699000000,29951000000,7023000000,-3699000000,169386000000,33671000000,38379000000,150538000000,56000000,14928000000,25805000000,6723000000,29308000000,1832000000,181387000000,-41621000000,10866000000,223138000000,26064000000,64360000000,17146000000,256809000000,8755000000
