Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,nonRecurring,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2018-06-01,123.85,1.66,+1.358540%,121.1,120.06,125.665,"27,721,567","3,423,857,942.980000",2018-03-31,37764000000,6598000000,25934000000,11830000000,5232000000,3638000000,5073000000,21000000,2067000000,5232000000,4373000000,159000000,158000000,1410000000,1637000000,3663000000,3638000000,-2889000000,111000000,956000000,-613000000,1541000000,5043000000,-2116000000,4289000000,-2135000000,566000000,-543000000,-917000000,2997000000,128000000,1541000000,256442000000,3323000000,104876000000,150356000000,35756000000,5683000000,1832000000,175619000000,28020000000,4531000000,48870000000,6466000000,30630000000,8601000000,-3699000000,177046000000,31726000000,36193000000,145825000000,38000000,15771000000,31054000000,6128000000,29375000000,1832000000,175619000000,-40359000000,6946000000,224716000000,31144000000,66900000000,16963000000,256442000000,6504000000
2018-05-25,122.19,-5.67,-4.434538%,128.79,121.22,130.39,"31,385,439","3,968,977,509.725300",2018-03-31,37764000000,6598000000,25934000000,11830000000,5232000000,3638000000,5073000000,21000000,2067000000,5232000000,4373000000,159000000,158000000,1410000000,1637000000,3663000000,3638000000,-2889000000,111000000,956000000,-613000000,1541000000,5043000000,-2116000000,4289000000,-2135000000,566000000,-543000000,-917000000,2997000000,128000000,1541000000,256442000000,3323000000,104876000000,150356000000,35756000000,5683000000,1832000000,175619000000,28020000000,4531000000,48870000000,6466000000,30630000000,8601000000,-3699000000,177046000000,31726000000,36193000000,145825000000,38000000,15771000000,31054000000,6128000000,29375000000,1832000000,175619000000,-40359000000,6946000000,224716000000,31144000000,66900000000,16963000000,256442000000,6504000000
2018-05-18,127.86,-1.98,-1.524954%,130.25,127.8,131.08,"28,446,617","3,677,218,068.732000",2018-03-31,37764000000,6598000000,25934000000,11830000000,5232000000,3638000000,5073000000,21000000,2067000000,5232000000,4373000000,159000000,158000000,1410000000,1637000000,3663000000,3638000000,-2889000000,111000000,956000000,-613000000,1541000000,5043000000,-2116000000,4289000000,-2135000000,566000000,-543000000,-917000000,2997000000,128000000,1541000000,256442000000,3323000000,104876000000,150356000000,35756000000,5683000000,1832000000,175619000000,28020000000,4531000000,48870000000,6466000000,30630000000,8601000000,-3699000000,177046000000,31726000000,36193000000,145825000000,38000000,15771000000,31054000000,6128000000,29375000000,1832000000,175619000000,-40359000000,6946000000,224716000000,31144000000,66900000000,16963000000,256442000000,6504000000
2018-05-11,129.84,4.31,+3.433442%,126.59,123.63,130.76,"40,917,679","5,239,455,060.488600",2018-03-31,37764000000,6598000000,25934000000,11830000000,5232000000,3638000000,5073000000,21000000,2067000000,5232000000,4373000000,159000000,158000000,1410000000,1637000000,3663000000,3638000000,-2889000000,111000000,956000000,-613000000,1541000000,5043000000,-2116000000,4289000000,-2135000000,566000000,-543000000,-917000000,2997000000,128000000,1541000000,256442000000,3323000000,104876000000,150356000000,35756000000,5683000000,1832000000,175619000000,28020000000,4531000000,48870000000,6466000000,30630000000,8601000000,-3699000000,177046000000,31726000000,36193000000,145825000000,38000000,15771000000,31054000000,6128000000,29375000000,1832000000,175619000000,-40359000000,6946000000,224716000000,31144000000,66900000000,16963000000,256442000000,6504000000
2018-05-04,125.53,-1.09,-0.860843%,127.02,123.08,127.9,"32,765,284","4,108,950,118.363700",2018-03-31,37764000000,6598000000,25934000000,11830000000,5232000000,3638000000,5073000000,21000000,2067000000,5232000000,4373000000,159000000,158000000,1410000000,1637000000,3663000000,3638000000,-2889000000,111000000,956000000,-613000000,1541000000,5043000000,-2116000000,4289000000,-2135000000,566000000,-543000000,-917000000,2997000000,128000000,1541000000,256442000000,3323000000,104876000000,150356000000,35756000000,5683000000,1832000000,175619000000,28020000000,4531000000,48870000000,6466000000,30630000000,8601000000,-3699000000,177046000000,31726000000,36193000000,145825000000,38000000,15771000000,31054000000,6128000000,29375000000,1832000000,175619000000,-40359000000,6946000000,224716000000,31144000000,66900000000,16963000000,256442000000,6504000000
2018-04-27,126.62,4.31,+3.523833%,122.0,121.12,127.05,"34,529,772","4,277,885,187.992400",2018-03-31,37764000000,6598000000,25934000000,11830000000,5232000000,3638000000,5073000000,21000000,2067000000,5232000000,4373000000,159000000,158000000,1410000000,1637000000,3663000000,3638000000,-2889000000,111000000,956000000,-613000000,1541000000,5043000000,-2116000000,4289000000,-2135000000,566000000,-543000000,-917000000,2997000000,128000000,1541000000,256442000000,3323000000,104876000000,150356000000,35756000000,5683000000,1832000000,175619000000,28020000000,4531000000,48870000000,6466000000,30630000000,8601000000,-3699000000,177046000000,31726000000,36193000000,145825000000,38000000,15771000000,31054000000,6128000000,29375000000,1832000000,175619000000,-40359000000,6946000000,224716000000,31144000000,66900000000,16963000000,256442000000,6504000000
2018-04-20,122.31,2.39,+1.992995%,120.6,119.77,125.0,"34,939,458","4,284,212,162.069700",2018-03-31,37764000000,6598000000,25934000000,11830000000,5232000000,3638000000,5073000000,21000000,2067000000,5232000000,4373000000,159000000,158000000,1410000000,1637000000,3663000000,3638000000,-2889000000,111000000,956000000,-613000000,1541000000,5043000000,-2116000000,4289000000,-2135000000,566000000,-543000000,-917000000,2997000000,128000000,1541000000,256442000000,3323000000,104876000000,150356000000,35756000000,5683000000,1832000000,175619000000,28020000000,4531000000,48870000000,6466000000,30630000000,8601000000,-3699000000,177046000000,31726000000,36193000000,145825000000,38000000,15771000000,31054000000,6128000000,29375000000,1832000000,175619000000,-40359000000,6946000000,224716000000,31144000000,66900000000,16963000000,256442000000,6504000000
2018-04-13,119.92,5.16,+4.496340%,115.3,114.88,120.789,"33,039,777","3,920,224,011.908400",2018-03-31,37764000000,6598000000,25934000000,11830000000,5232000000,3638000000,5073000000,21000000,2067000000,5232000000,4373000000,159000000,158000000,1410000000,1637000000,3663000000,3638000000,-2889000000,111000000,956000000,-613000000,1541000000,5043000000,-2116000000,4289000000,-2135000000,566000000,-543000000,-917000000,2997000000,128000000,1541000000,256442000000,3323000000,104876000000,150356000000,35756000000,5683000000,1832000000,175619000000,28020000000,4531000000,48870000000,6466000000,30630000000,8601000000,-3699000000,177046000000,31726000000,36193000000,145825000000,38000000,15771000000,31054000000,6128000000,29375000000,1832000000,175619000000,-40359000000,6946000000,224716000000,31144000000,66900000000,16963000000,256442000000,6504000000
2018-04-06,114.76,0.72,+0.631357%,113.89,110.54,117.89,"32,972,428","3,774,313,258.031900",2018-03-31,37764000000,6598000000,25934000000,11830000000,5232000000,3638000000,5073000000,21000000,2067000000,5232000000,4373000000,159000000,158000000,1410000000,1637000000,3663000000,3638000000,-2889000000,111000000,956000000,-613000000,1541000000,5043000000,-2116000000,4289000000,-2135000000,566000000,-543000000,-917000000,2997000000,128000000,1541000000,256442000000,3323000000,104876000000,150356000000,35756000000,5683000000,1832000000,175619000000,28020000000,4531000000,48870000000,6466000000,30630000000,8601000000,-3699000000,177046000000,31726000000,36193000000,145825000000,38000000,15771000000,31054000000,6128000000,29375000000,1832000000,175619000000,-40359000000,6946000000,224716000000,31144000000,66900000000,16963000000,256442000000,6504000000
2018-03-30,114.04,1.06,+0.938219%,114.24,112.06,116.86,"26,012,595","2,970,676,017.495700",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2018-03-23,112.98,-2.42,-2.097054%,115.07,112.7,118.11,"28,744,766","3,302,825,270.035400",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2018-03-16,115.4,-1.82,-1.552636%,117.5,114.561,118.35,"38,150,201","4,427,722,772.705700",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2018-03-09,117.22,5.58,+4.998209%,111.4,111.02,117.3901,"37,361,264","4,264,307,084.811300",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2018-03-02,111.64,-0.95,-0.843769%,113.18,109.83,116.05,"35,030,540","3,960,490,876.327300",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2018-02-23,112.59,0.45,+0.401284%,112.28,108.9,112.76,"28,340,108","3,141,905,760.499500",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2018-02-16,112.14,-1.36,-1.198238%,114.8,110.84,115.85,"33,811,385","3,820,720,968.530900",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2018-02-09,113.5,-5.08,-4.284028%,116.99,108.02,119.27,"66,216,621","7,585,945,537.643800",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2018-02-02,118.58,-12.61,-9.612013%,130.06,117.64,131.58,"45,088,531","5,612,606,256.898700",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2018-01-26,131.19,-0.11,-0.083778%,131.3,130.34,132.6678,"28,772,068","3,782,067,211.349800",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2018-01-19,131.3,-2.3,-1.721557%,133.67,130.21,133.88,"23,825,865","3,142,437,644.758300",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2018-01-12,133.6,5.7,+4.456607%,127.86,127.63,133.85,"33,414,827","4,364,030,735.603700",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2018-01-05,127.9,2.71,+2.164710%,125.71,125.54,128.94,"20,219,730","2,580,867,900.166800",2017-12-31,37616000000,9622000000,26340000000,11276000000,1654000000,3111000000,1481000000,7000000,4531000000,1654000000,4735000000,173000000,356000000,-1637000000,5722000000,3118000000,3111000000,-3239000000,391000000,-3239000000,-4822000000,-1831000000,6230000000,1029000000,4735000000,-2051000000,468000000,-267000000,-2821000000,3641000000,169000000,-1828000000,253806000000,2800000000,104487000000,148124000000,35758000000,6380000000,1832000000,174106000000,28527000000,4531000000,47534000000,4813000000,27737000000,5192000000,-3829000000,178352000000,28560000000,35346000000,143593000000,9000000,15353000000,33477000000,5585000000,29966000000,1832000000,174106000000,-40833000000,7017000000,225246000000,33571000000,69329000000,16848000000,253806000000,4822000000
2017-12-29,125.19,0.21,+0.168027%,125.23,125.0514,126.2,"12,821,653","1,610,319,956.233700",2017-09-30,36205000000,9799000000,23713000000,12492000000,2693000000,1952000000,2658000000,34000000,4451000000,2693000000,5109000000,35000000,239000000,672000000,0,1986000000,1952000000,-916000000,2333000000,-910000000,-2597000000,1857000000,5370000000,469000000,5109000000,-2057000000,370000000,436000000,-1581000000,3224000000,-613000000,1879000000,255160000000,2859000000,107249000000,146713000000,38268000000,6119000000,1832000000,173035000000,27513000000,4531000000,47326000000,6641000000,28223000000,7897000000,-3662000000,179020000000,29398000000,35418000000,142182000000,13000000,14124000000,33983000000,5761000000,27009000000,1832000000,173035000000,-41237000000,6793000000,225762000000,34075000000,72343000000,16745000000,255160000000,6654000000
2017-12-22,124.98,5.25,+4.384866%,119.92,119.51,125.65,"30,384,231","3,719,264,801.550200",2017-09-30,36205000000,9799000000,23713000000,12492000000,2693000000,1952000000,2658000000,34000000,4451000000,2693000000,5109000000,35000000,239000000,672000000,0,1986000000,1952000000,-916000000,2333000000,-910000000,-2597000000,1857000000,5370000000,469000000,5109000000,-2057000000,370000000,436000000,-1581000000,3224000000,-613000000,1879000000,255160000000,2859000000,107249000000,146713000000,38268000000,6119000000,1832000000,173035000000,27513000000,4531000000,47326000000,6641000000,28223000000,7897000000,-3662000000,179020000000,29398000000,35418000000,142182000000,13000000,14124000000,33983000000,5761000000,27009000000,1832000000,173035000000,-41237000000,6793000000,225762000000,34075000000,72343000000,16745000000,255160000000,6654000000
2017-12-15,119.73,-0.19,-0.158439%,120.29,118.68,121.11,"29,593,510","3,550,980,148.604400",2017-09-30,36205000000,9799000000,23713000000,12492000000,2693000000,1952000000,2658000000,34000000,4451000000,2693000000,5109000000,35000000,239000000,672000000,0,1986000000,1952000000,-916000000,2333000000,-910000000,-2597000000,1857000000,5370000000,469000000,5109000000,-2057000000,370000000,436000000,-1581000000,3224000000,-613000000,1879000000,255160000000,2859000000,107249000000,146713000000,38268000000,6119000000,1832000000,173035000000,27513000000,4531000000,47326000000,6641000000,28223000000,7897000000,-3662000000,179020000000,29398000000,35418000000,142182000000,13000000,14124000000,33983000000,5761000000,27009000000,1832000000,173035000000,-41237000000,6793000000,225762000000,34075000000,72343000000,16745000000,255160000000,6654000000
2017-12-08,119.92,0.41,+0.343068%,119.81,118.96,122.3,"25,630,566","3,083,846,148.415400",2017-09-30,36205000000,9799000000,23713000000,12492000000,2693000000,1952000000,2658000000,34000000,4451000000,2693000000,5109000000,35000000,239000000,672000000,0,1986000000,1952000000,-916000000,2333000000,-910000000,-2597000000,1857000000,5370000000,469000000,5109000000,-2057000000,370000000,436000000,-1581000000,3224000000,-613000000,1879000000,255160000000,2859000000,107249000000,146713000000,38268000000,6119000000,1832000000,173035000000,27513000000,4531000000,47326000000,6641000000,28223000000,7897000000,-3662000000,179020000000,29398000000,35418000000,142182000000,13000000,14124000000,33983000000,5761000000,27009000000,1832000000,173035000000,-41237000000,6793000000,225762000000,34075000000,72343000000,16745000000,255160000000,6654000000
2017-12-01,119.51,3.0,+2.574886%,115.85,115.24,120.46,"26,884,754","3,167,051,285.158300",2017-09-30,36205000000,9799000000,23713000000,12492000000,2693000000,1952000000,2658000000,34000000,4451000000,2693000000,5109000000,35000000,239000000,672000000,0,1986000000,1952000000,-916000000,2333000000,-910000000,-2597000000,1857000000,5370000000,469000000,5109000000,-2057000000,370000000,436000000,-1581000000,3224000000,-613000000,1879000000,255160000000,2859000000,107249000000,146713000000,38268000000,6119000000,1832000000,173035000000,27513000000,4531000000,47326000000,6641000000,28223000000,7897000000,-3662000000,179020000000,29398000000,35418000000,142182000000,13000000,14124000000,33983000000,5761000000,27009000000,1832000000,173035000000,-41237000000,6793000000,225762000000,34075000000,72343000000,16745000000,255160000000,6654000000
2017-11-24,116.51,1.8,+1.569174%,114.77,114.44,116.85,"14,925,261","1,724,461,871.380300",2017-09-30,36205000000,9799000000,23713000000,12492000000,2693000000,1952000000,2658000000,34000000,4451000000,2693000000,5109000000,35000000,239000000,672000000,0,1986000000,1952000000,-916000000,2333000000,-910000000,-2597000000,1857000000,5370000000,469000000,5109000000,-2057000000,370000000,436000000,-1581000000,3224000000,-613000000,1879000000,255160000000,2859000000,107249000000,146713000000,38268000000,6119000000,1832000000,173035000000,27513000000,4531000000,47326000000,6641000000,28223000000,7897000000,-3662000000,179020000000,29398000000,35418000000,142182000000,13000000,14124000000,33983000000,5761000000,27009000000,1832000000,173035000000,-41237000000,6793000000,225762000000,34075000000,72343000000,16745000000,255160000000,6654000000
2017-11-17,114.71,-2.47,-2.107868%,117.22,113.9,117.765,"26,875,086","3,119,643,711.568500",2017-09-30,36205000000,9799000000,23713000000,12492000000,2693000000,1952000000,2658000000,34000000,4451000000,2693000000,5109000000,35000000,239000000,672000000,0,1986000000,1952000000,-916000000,2333000000,-910000000,-2597000000,1857000000,5370000000,469000000,5109000000,-2057000000,370000000,436000000,-1581000000,3224000000,-613000000,1879000000,255160000000,2859000000,107249000000,146713000000,38268000000,6119000000,1832000000,173035000000,27513000000,4531000000,47326000000,6641000000,28223000000,7897000000,-3662000000,179020000000,29398000000,35418000000,142182000000,13000000,14124000000,33983000000,5761000000,27009000000,1832000000,173035000000,-41237000000,6793000000,225762000000,34075000000,72343000000,16745000000,255160000000,6654000000
2017-11-10,117.18,2.19,+1.904513%,115.37,114.99,118.0,"26,522,867","3,096,966,077.182900",2017-09-30,36205000000,9799000000,23713000000,12492000000,2693000000,1952000000,2658000000,34000000,4451000000,2693000000,5109000000,35000000,239000000,672000000,0,1986000000,1952000000,-916000000,2333000000,-910000000,-2597000000,1857000000,5370000000,469000000,5109000000,-2057000000,370000000,436000000,-1581000000,3224000000,-613000000,1879000000,255160000000,2859000000,107249000000,146713000000,38268000000,6119000000,1832000000,173035000000,27513000000,4531000000,47326000000,6641000000,28223000000,7897000000,-3662000000,179020000000,29398000000,35418000000,142182000000,13000000,14124000000,33983000000,5761000000,27009000000,1832000000,173035000000,-41237000000,6793000000,225762000000,34075000000,72343000000,16745000000,255160000000,6654000000
2017-11-03,114.99,1.45,+1.277083%,113.17,112.841,116.97,"28,134,368","3,240,639,821.362100",2017-09-30,36205000000,9799000000,23713000000,12492000000,2693000000,1952000000,2658000000,34000000,4451000000,2693000000,5109000000,35000000,239000000,672000000,0,1986000000,1952000000,-916000000,2333000000,-910000000,-2597000000,1857000000,5370000000,469000000,5109000000,-2057000000,370000000,436000000,-1581000000,3224000000,-613000000,1879000000,255160000000,2859000000,107249000000,146713000000,38268000000,6119000000,1832000000,173035000000,27513000000,4531000000,47326000000,6641000000,28223000000,7897000000,-3662000000,179020000000,29398000000,35418000000,142182000000,13000000,14124000000,33983000000,5761000000,27009000000,1832000000,173035000000,-41237000000,6793000000,225762000000,34075000000,72343000000,16745000000,255160000000,6654000000
2017-10-27,113.54,-5.1,-4.298719%,118.72,112.57,119.92,"31,524,859","3,676,739,033.807400",2017-09-30,36205000000,9799000000,23713000000,12492000000,2693000000,1952000000,2658000000,34000000,4451000000,2693000000,5109000000,35000000,239000000,672000000,0,1986000000,1952000000,-916000000,2333000000,-910000000,-2597000000,1857000000,5370000000,469000000,5109000000,-2057000000,370000000,436000000,-1581000000,3224000000,-613000000,1879000000,255160000000,2859000000,107249000000,146713000000,38268000000,6119000000,1832000000,173035000000,27513000000,4531000000,47326000000,6641000000,28223000000,7897000000,-3662000000,179020000000,29398000000,35418000000,142182000000,13000000,14124000000,33983000000,5761000000,27009000000,1832000000,173035000000,-41237000000,6793000000,225762000000,34075000000,72343000000,16745000000,255160000000,6654000000
2017-10-20,118.64,-0.52,-0.436388%,119.84,117.95,120.89,"25,350,937","3,020,924,059.494100",2017-09-30,36205000000,9799000000,23713000000,12492000000,2693000000,1952000000,2658000000,34000000,4451000000,2693000000,5109000000,35000000,239000000,672000000,0,1986000000,1952000000,-916000000,2333000000,-910000000,-2597000000,1857000000,5370000000,469000000,5109000000,-2057000000,370000000,436000000,-1581000000,3224000000,-613000000,1879000000,255160000000,2859000000,107249000000,146713000000,38268000000,6119000000,1832000000,173035000000,27513000000,4531000000,47326000000,6641000000,28223000000,7897000000,-3662000000,179020000000,29398000000,35418000000,142182000000,13000000,14124000000,33983000000,5761000000,27009000000,1832000000,173035000000,-41237000000,6793000000,225762000000,34075000000,72343000000,16745000000,255160000000,6654000000
2017-10-13,119.16,2.13,+1.820046%,117.34,117.01,120.0,"21,130,934","2,514,158,252.986500",2017-09-30,36205000000,9799000000,23713000000,12492000000,2693000000,1952000000,2658000000,34000000,4451000000,2693000000,5109000000,35000000,239000000,672000000,0,1986000000,1952000000,-916000000,2333000000,-910000000,-2597000000,1857000000,5370000000,469000000,5109000000,-2057000000,370000000,436000000,-1581000000,3224000000,-613000000,1879000000,255160000000,2859000000,107249000000,146713000000,38268000000,6119000000,1832000000,173035000000,27513000000,4531000000,47326000000,6641000000,28223000000,7897000000,-3662000000,179020000000,29398000000,35418000000,142182000000,13000000,14124000000,33983000000,5761000000,27009000000,1832000000,173035000000,-41237000000,6793000000,225762000000,34075000000,72343000000,16745000000,255160000000,6654000000
