Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2016-12-23,94.32,1.74,+1.879456%,91.93,91.0,94.83,"15,068,826","1,410,599,518.299000",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-12-16,92.58,-2.95,-3.088035%,96.01,92.53,96.65,"25,120,684","2,372,346,585.329400",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-12-09,95.53,0.39,+0.409922%,95.87,94.07,97.4,"23,956,378","2,292,064,729.986200",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-12-02,95.14,-0.67,-0.699301%,95.51,93.63,97.39,"27,763,763","2,649,811,549.382500",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-11-25,95.81,3.47,+3.757851%,93.13,92.78,96.44,"15,533,973","1,469,586,151.179600",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-11-18,92.34,-0.67,-0.720353%,93.25,91.9,95.5,"24,153,491","2,256,727,428.057000",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-11-11,93.01,10.7,+12.999636%,83.74,82.97,94.95,"48,020,319","4,365,935,280.097300",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-11-04,82.31,-1.57,-1.871722%,84.19,80.33,84.375,"24,652,400","2,024,529,385.177600",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-10-28,83.88,-2.45,-2.837947%,86.12,82.71,87.65,"33,295,569","2,816,777,902.832500",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-10-21,86.33,-1.34,-1.528459%,87.38,85.36,88.28,"22,308,460","1,942,547,713.465100",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-10-14,87.67,-0.8,-0.904261%,89.1,86.26,89.5,"23,485,575","2,059,938,634.779800",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-10-07,88.47,-0.3,-0.337952%,88.23,87.18,89.87,"21,788,452","1,933,399,837.422400",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-09-30,88.77,6.33,+7.678311%,82.2,81.67,88.98,"34,128,882","2,938,210,957.581400",2016-09-30,9160000000,8679000000,5766000000,9160000000,505000000,287000000,453000000,383000000,85000000,992000000,24000000,481000000,7234000000,126000000,96000000,0,287000000,283000000,260000000,-720000000,-161000000,174000000,-2768000000,-1641000000,1592000000,-639000000,1163000000,-14000000,761000000,-458000000,-7000000,26000000,272000000,595000000,555000000,-651000000,76402000000,2453000000,1892000000,60687000000,15645000000,1620000000,5266000000,29450000000,11775000000,6725000000,28723000000,6113000000,25290000000,13488000000,-1527000000,15680000000,31999000000,14937000000,6467000000,14516000000,23622000000,9478000000,10182000000,5266000000,29450000000,-17544000000,2029000000,2579000000,23622000000,11775000000,35397000000,76402000000,6113000000,585100000
2016-09-23,82.44,0.39,+0.475320%,82.18,81.35,84.45,"18,347,633","1,517,605,404.613000",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-09-16,82.05,1.26,+1.559599%,80.27,79.93,82.35,"24,409,426","1,984,544,265.446700",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-09-09,80.79,-0.9,-1.101726%,82.01,80.76,83.96,"15,779,740","1,302,029,841.605000",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-09-02,81.69,-0.97,-1.173482%,82.51,80.57,83.35,"16,316,261","1,338,482,361.592200",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-08-26,82.66,-1.18,-1.407443%,83.62,82.28,84.68,"14,943,648","1,245,767,464.936400",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-08-19,83.84,0.84,+1.012048%,83.0,82.51,84.73,"19,028,138","1,594,489,999.394400",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-08-12,83.0,0.44,+0.532946%,83.0,82.48,83.79,"14,722,118","1,223,793,099.851400",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-08-05,82.56,-0.2,-0.241663%,82.76,80.92,82.9582,"16,081,958","1,317,633,644.232300",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-07-29,82.76,3.38,+4.257999%,79.15,78.34,84.29,"34,606,450","2,834,445,408.735600",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-07-22,79.38,-1.32,-1.635688%,79.88,78.86,81.375,"22,256,645","1,775,373,374.754200",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-07-15,80.7,3.33,+4.303994%,78.0,77.32,81.0,"25,303,394","2,014,928,743.543500",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-07-08,77.37,0.92,+1.203401%,75.66,73.46,77.43,"17,089,177","1,287,368,949.789200",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-07-01,76.45,3.42,+4.683007%,72.5,70.53,76.99,"25,446,359","1,871,353,045.232100",2016-06-30,10342000000,9557000000,6665000000,10342000000,867000000,552000000,468000000,739000000,3000000,1123000000,82000000,785000000,7966000000,130000000,184000000,0,555000000,550000000,-213000000,-51000000,-885000000,193000000,-1720000000,-538000000,1633000000,888000000,2311000000,18000000,754000000,-449000000,-2000000,379000000,99000000,865000000,559000000,878000000,78300000000,2652000000,1857000000,62997000000,15232000000,1635000000,5277000000,29167000000,11834000000,6677000000,28778000000,6764000000,27183000000,14343000000,-1633000000,15916000000,33606000000,14869000000,5903000000,15527000000,23980000000,9458000000,11205000000,5277000000,29167000000,-17579000000,2044000000,2536000000,23980000000,11834000000,35814000000,78300000000,6764000000,584200000
2016-06-24,73.03,-2.9,-3.819307%,76.91,72.99,78.25,"26,220,096","1,980,048,044.161500",2016-03-31,9461000000,8967000000,6082000000,9461000000,493000000,272000000,508000000,365000000,1000000,1088000000,-1000000,494000000,7371000000,129000000,92000000,0,273000000,271000000,30000000,-587000000,-572000000,138000000,-1219000000,-502000000,1211000000,-585000000,489000000,-145000000,740000000,-449000000,-45000000,-74000000,269000000,740000000,14000000,-574000000,78307000000,2741000000,1847000000,62554000000,15676000000,1593000000,5247000000,29517000000,11869000000,6710000000,28624000000,5886000000,26215000000,13893000000,-1493000000,15935000000,33748000000,14686000000,6225000000,16166000000,24470000000,9849000000,10729000000,5247000000,29517000000,-17595000000,2001000000,2486000000,24470000000,11869000000,36339000000,78307000000,5886000000,583900000
2016-06-17,75.93,-0.1,-0.131527%,75.7,73.35,76.66,"21,453,981","1,613,438,083.416700",2016-03-31,9461000000,8967000000,6082000000,9461000000,493000000,272000000,508000000,365000000,1000000,1088000000,-1000000,494000000,7371000000,129000000,92000000,0,273000000,271000000,30000000,-587000000,-572000000,138000000,-1219000000,-502000000,1211000000,-585000000,489000000,-145000000,740000000,-449000000,-45000000,-74000000,269000000,740000000,14000000,-574000000,78307000000,2741000000,1847000000,62554000000,15676000000,1593000000,5247000000,29517000000,11869000000,6710000000,28624000000,5886000000,26215000000,13893000000,-1493000000,15935000000,33748000000,14686000000,6225000000,16166000000,24470000000,9849000000,10729000000,5247000000,29517000000,-17595000000,2001000000,2486000000,24470000000,11869000000,36339000000,78307000000,5886000000,583900000
2016-06-10,76.03,0.99,+1.319296%,75.36,75.11,78.7,"23,662,230","1,819,262,910.415900",2016-03-31,9461000000,8967000000,6082000000,9461000000,493000000,272000000,508000000,365000000,1000000,1088000000,-1000000,494000000,7371000000,129000000,92000000,0,273000000,271000000,30000000,-587000000,-572000000,138000000,-1219000000,-502000000,1211000000,-585000000,489000000,-145000000,740000000,-449000000,-45000000,-74000000,269000000,740000000,14000000,-574000000,78307000000,2741000000,1847000000,62554000000,15676000000,1593000000,5247000000,29517000000,11869000000,6710000000,28624000000,5886000000,26215000000,13893000000,-1493000000,15935000000,33748000000,14686000000,6225000000,16166000000,24470000000,9849000000,10729000000,5247000000,29517000000,-17595000000,2001000000,2486000000,24470000000,11869000000,36339000000,78307000000,5886000000,583900000
2016-06-03,75.04,3.08,+4.280156%,72.03,71.27,75.14,"18,007,142","1,319,765,733.109500",2016-03-31,9461000000,8967000000,6082000000,9461000000,493000000,272000000,508000000,365000000,1000000,1088000000,-1000000,494000000,7371000000,129000000,92000000,0,273000000,271000000,30000000,-587000000,-572000000,138000000,-1219000000,-502000000,1211000000,-585000000,489000000,-145000000,740000000,-449000000,-45000000,-74000000,269000000,740000000,14000000,-574000000,78307000000,2741000000,1847000000,62554000000,15676000000,1593000000,5247000000,29517000000,11869000000,6710000000,28624000000,5886000000,26215000000,13893000000,-1493000000,15935000000,33748000000,14686000000,6225000000,16166000000,24470000000,9849000000,10729000000,5247000000,29517000000,-17595000000,2001000000,2486000000,24470000000,11869000000,36339000000,78307000000,5886000000,583900000
2016-05-27,71.96,2.09,+2.991270%,69.8,69.59,73.59,"20,065,806","1,437,449,942.793200",2016-03-31,9461000000,8967000000,6082000000,9461000000,493000000,272000000,508000000,365000000,1000000,1088000000,-1000000,494000000,7371000000,129000000,92000000,0,273000000,271000000,30000000,-587000000,-572000000,138000000,-1219000000,-502000000,1211000000,-585000000,489000000,-145000000,740000000,-449000000,-45000000,-74000000,269000000,740000000,14000000,-574000000,78307000000,2741000000,1847000000,62554000000,15676000000,1593000000,5247000000,29517000000,11869000000,6710000000,28624000000,5886000000,26215000000,13893000000,-1493000000,15935000000,33748000000,14686000000,6225000000,16166000000,24470000000,9849000000,10729000000,5247000000,29517000000,-17595000000,2001000000,2486000000,24470000000,11869000000,36339000000,78307000000,5886000000,583900000
2016-05-20,69.87,-0.2,-0.285429%,70.39,69.035,72.18,"26,392,456","1,860,432,082.130800",2016-03-31,9461000000,8967000000,6082000000,9461000000,493000000,272000000,508000000,365000000,1000000,1088000000,-1000000,494000000,7371000000,129000000,92000000,0,273000000,271000000,30000000,-587000000,-572000000,138000000,-1219000000,-502000000,1211000000,-585000000,489000000,-145000000,740000000,-449000000,-45000000,-74000000,269000000,740000000,14000000,-574000000,78307000000,2741000000,1847000000,62554000000,15676000000,1593000000,5247000000,29517000000,11869000000,6710000000,28624000000,5886000000,26215000000,13893000000,-1493000000,15935000000,33748000000,14686000000,6225000000,16166000000,24470000000,9849000000,10729000000,5247000000,29517000000,-17595000000,2001000000,2486000000,24470000000,11869000000,36339000000,78307000000,5886000000,583900000
2016-05-13,70.07,-3.29,-4.484733%,72.33,70.06,73.61,"31,547,842","2,258,319,218.023400",2016-03-31,9461000000,8967000000,6082000000,9461000000,493000000,272000000,508000000,365000000,1000000,1088000000,-1000000,494000000,7371000000,129000000,92000000,0,273000000,271000000,30000000,-587000000,-572000000,138000000,-1219000000,-502000000,1211000000,-585000000,489000000,-145000000,740000000,-449000000,-45000000,-74000000,269000000,740000000,14000000,-574000000,78307000000,2741000000,1847000000,62554000000,15676000000,1593000000,5247000000,29517000000,11869000000,6710000000,28624000000,5886000000,26215000000,13893000000,-1493000000,15935000000,33748000000,14686000000,6225000000,16166000000,24470000000,9849000000,10729000000,5247000000,29517000000,-17595000000,2001000000,2486000000,24470000000,11869000000,36339000000,78307000000,5886000000,583900000
2016-05-06,73.36,-4.36,-5.609882%,77.35,71.6201,78.07,"30,073,078","2,238,785,811.289900",2016-03-31,9461000000,8967000000,6082000000,9461000000,493000000,272000000,508000000,365000000,1000000,1088000000,-1000000,494000000,7371000000,129000000,92000000,0,273000000,271000000,30000000,-587000000,-572000000,138000000,-1219000000,-502000000,1211000000,-585000000,489000000,-145000000,740000000,-449000000,-45000000,-74000000,269000000,740000000,14000000,-574000000,78307000000,2741000000,1847000000,62554000000,15676000000,1593000000,5247000000,29517000000,11869000000,6710000000,28624000000,5886000000,26215000000,13893000000,-1493000000,15935000000,33748000000,14686000000,6225000000,16166000000,24470000000,9849000000,10729000000,5247000000,29517000000,-17595000000,2001000000,2486000000,24470000000,11869000000,36339000000,78307000000,5886000000,583900000
