Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2019-08-09,119.38,-5.16,-4.143247%,122.11,118.65,123.65,"21,785,501","2,632,994,897.172500",2019-06-30,14432000000,12219000000,10133000000,4299000000,2928000000,1620000000,441000000,2178000000,-1000000,1309000000,74000000,2213000000,-528000000,103000000,565000000,68000000,1619000000,1620000000,-898000000,-163000000,-898000000,210000000,-2248000000,-1376000000,2674000000,301000000,2588000000,-177000000,647000000,-492000000,-1349000000,326000000,352000000,678000000,-16000000,301000000,79187000000,1733000000,1818000000,64309000000,14837000000,2157000000,5822000000,32981000000,11330000000,6211000000,3859000000,7429000000,27735000000,11514000000,-1499000000,13172000000,39789000000,13615000000,6893000000,18535000000,24764000000,12007000000,7022000000,5822000000,32981000000,-22467000000,3194000000,39398000000,24764000000,4362000000,36574000000,79187000000,7429000000,562600000
2019-08-02,124.54,-8.38,-6.304544%,133.49,123.5,134.65,"21,793,426","2,824,876,358.406400",2019-06-30,14432000000,12219000000,10133000000,4299000000,2928000000,1620000000,441000000,2178000000,-1000000,1309000000,74000000,2213000000,-528000000,103000000,565000000,68000000,1619000000,1620000000,-898000000,-163000000,-898000000,210000000,-2248000000,-1376000000,2674000000,301000000,2588000000,-177000000,647000000,-492000000,-1349000000,326000000,352000000,678000000,-16000000,301000000,79187000000,1733000000,1818000000,64309000000,14837000000,2157000000,5822000000,32981000000,11330000000,6211000000,3859000000,7429000000,27735000000,11514000000,-1499000000,13172000000,39789000000,13615000000,6893000000,18535000000,24764000000,12007000000,7022000000,5822000000,32981000000,-22467000000,3194000000,39398000000,24764000000,4362000000,36574000000,79187000000,7429000000,562600000
2019-07-26,132.92,-3.31,-2.429714%,136.37,128.45,138.225,"29,116,151","3,889,016,780.772600",2019-06-30,14432000000,12219000000,10133000000,4299000000,2928000000,1620000000,441000000,2178000000,-1000000,1309000000,74000000,2213000000,-528000000,103000000,565000000,68000000,1619000000,1620000000,-898000000,-163000000,-898000000,210000000,-2248000000,-1376000000,2674000000,301000000,2588000000,-177000000,647000000,-492000000,-1349000000,326000000,352000000,678000000,-16000000,301000000,79187000000,1733000000,1818000000,64309000000,14837000000,2157000000,5822000000,32981000000,11330000000,6211000000,3859000000,7429000000,27735000000,11514000000,-1499000000,13172000000,39789000000,13615000000,6893000000,18535000000,24764000000,12007000000,7022000000,5822000000,32981000000,-22467000000,3194000000,39398000000,24764000000,4362000000,36574000000,79187000000,7429000000,562600000
2019-07-19,136.23,-2.13,-1.539462%,138.38,134.04,140.62,"20,689,627","2,843,325,357.203800",2019-06-30,14432000000,12219000000,10133000000,4299000000,2928000000,1620000000,441000000,2178000000,-1000000,1309000000,74000000,2213000000,-528000000,103000000,565000000,68000000,1619000000,1620000000,-898000000,-163000000,-898000000,210000000,-2248000000,-1376000000,2674000000,301000000,2588000000,-177000000,647000000,-492000000,-1349000000,326000000,352000000,678000000,-16000000,301000000,79187000000,1733000000,1818000000,64309000000,14837000000,2157000000,5822000000,32981000000,11330000000,6211000000,3859000000,7429000000,27735000000,11514000000,-1499000000,13172000000,39789000000,13615000000,6893000000,18535000000,24764000000,12007000000,7022000000,5822000000,32981000000,-22467000000,3194000000,39398000000,24764000000,4362000000,36574000000,79187000000,7429000000,562600000
2019-07-12,138.36,2.87,+2.118238%,135.15,132.55,138.38,"16,608,218","2,236,531,262.889400",2019-06-30,14432000000,12219000000,10133000000,4299000000,2928000000,1620000000,441000000,2178000000,-1000000,1309000000,74000000,2213000000,-528000000,103000000,565000000,68000000,1619000000,1620000000,-898000000,-163000000,-898000000,210000000,-2248000000,-1376000000,2674000000,301000000,2588000000,-177000000,647000000,-492000000,-1349000000,326000000,352000000,678000000,-16000000,301000000,79187000000,1733000000,1818000000,64309000000,14837000000,2157000000,5822000000,32981000000,11330000000,6211000000,3859000000,7429000000,27735000000,11514000000,-1499000000,13172000000,39789000000,13615000000,6893000000,18535000000,24764000000,12007000000,7022000000,5822000000,32981000000,-22467000000,3194000000,39398000000,24764000000,4362000000,36574000000,79187000000,7429000000,562600000
2019-07-05,135.49,-0.8,-0.586984%,139.3,133.22,140.17,"13,662,088","1,855,677,014.868700",2019-06-30,14432000000,12219000000,10133000000,4299000000,2928000000,1620000000,441000000,2178000000,-1000000,1309000000,74000000,2213000000,-528000000,103000000,565000000,68000000,1619000000,1620000000,-898000000,-163000000,-898000000,210000000,-2248000000,-1376000000,2674000000,301000000,2588000000,-177000000,647000000,-492000000,-1349000000,326000000,352000000,678000000,-16000000,301000000,79187000000,1733000000,1818000000,64309000000,14837000000,2157000000,5822000000,32981000000,11330000000,6211000000,3859000000,7429000000,27735000000,11514000000,-1499000000,13172000000,39789000000,13615000000,6893000000,18535000000,24764000000,12007000000,7022000000,5822000000,32981000000,-22467000000,3194000000,39398000000,24764000000,4362000000,36574000000,79187000000,7429000000,562600000
2019-06-28,136.29,2.4,+1.792516%,133.64,132.63,137.27,"24,357,172","3,298,151,089.011500",2019-03-31,13466000000,11259000000,8977000000,13466000000,2374000000,1874000000,435000000,2264000000,3000000,10322000000,167000000,2207000000,502000000,103000000,387000000,160000000,1877000000,1881000000,197000000,-485000000,-181000000,169000000,-3089000000,-1675000000,2664000000,-735000000,1121000000,-44000000,641000000,-494000000,-756000000,-813000000,88000000,547000000,-150000000,-732000000,78726000000,1807000000,1765000000,63248000000,15437000000,2348000000,5804000000,32435000000,11107000000,6191000000,3834000000,7128000000,27388000000,11542000000,-1588000000,13259000000,39126000000,13823000000,7439000000,17893000000,24240000000,12340000000,13498000000,5804000000,32435000000,-21214000000,3142000000,1378000000,24240000000,11620000000,35860000000,78726000000,7128000000,571700000
2019-06-21,133.89,6.66,+5.234614%,127.21,126.68,135.25,"20,757,348","2,730,813,151.781200",2019-03-31,13466000000,11259000000,8977000000,13466000000,2374000000,1874000000,435000000,2264000000,3000000,10322000000,167000000,2207000000,502000000,103000000,387000000,160000000,1877000000,1881000000,197000000,-485000000,-181000000,169000000,-3089000000,-1675000000,2664000000,-735000000,1121000000,-44000000,641000000,-494000000,-756000000,-813000000,88000000,547000000,-150000000,-732000000,78726000000,1807000000,1765000000,63248000000,15437000000,2348000000,5804000000,32435000000,11107000000,6191000000,3834000000,7128000000,27388000000,11542000000,-1588000000,13259000000,39126000000,13823000000,7439000000,17893000000,24240000000,12340000000,13498000000,5804000000,32435000000,-21214000000,3142000000,1378000000,24240000000,11620000000,35860000000,78726000000,7128000000,571700000
2019-06-14,127.23,2.77,+2.225615%,125.47,125.24,129.6,"17,281,430","2,195,555,699.426100",2019-03-31,13466000000,11259000000,8977000000,13466000000,2374000000,1874000000,435000000,2264000000,3000000,10322000000,167000000,2207000000,502000000,103000000,387000000,160000000,1877000000,1881000000,197000000,-485000000,-181000000,169000000,-3089000000,-1675000000,2664000000,-735000000,1121000000,-44000000,641000000,-494000000,-756000000,-813000000,88000000,547000000,-150000000,-732000000,78726000000,1807000000,1765000000,63248000000,15437000000,2348000000,5804000000,32435000000,11107000000,6191000000,3834000000,7128000000,27388000000,11542000000,-1588000000,13259000000,39126000000,13823000000,7439000000,17893000000,24240000000,12340000000,13498000000,5804000000,32435000000,-21214000000,3142000000,1378000000,24240000000,11620000000,35860000000,78726000000,7128000000,571700000
2019-06-07,124.46,4.65,+3.881145%,119.91,119.76,125.63,"17,664,251","2,162,439,429.242800",2019-03-31,13466000000,11259000000,8977000000,13466000000,2374000000,1874000000,435000000,2264000000,3000000,10322000000,167000000,2207000000,502000000,103000000,387000000,160000000,1877000000,1881000000,197000000,-485000000,-181000000,169000000,-3089000000,-1675000000,2664000000,-735000000,1121000000,-44000000,641000000,-494000000,-756000000,-813000000,88000000,547000000,-150000000,-732000000,78726000000,1807000000,1765000000,63248000000,15437000000,2348000000,5804000000,32435000000,11107000000,6191000000,3834000000,7128000000,27388000000,11542000000,-1588000000,13259000000,39126000000,13823000000,7439000000,17893000000,24240000000,12340000000,13498000000,5804000000,32435000000,-21214000000,3142000000,1378000000,24240000000,11620000000,35860000000,78726000000,7128000000,571700000
2019-05-31,119.81,-3.09,-2.514239%,122.9,118.74,123.46,"17,809,397","2,160,116,134.006600",2019-03-31,13466000000,11259000000,8977000000,13466000000,2374000000,1874000000,435000000,2264000000,3000000,10322000000,167000000,2207000000,502000000,103000000,387000000,160000000,1877000000,1881000000,197000000,-485000000,-181000000,169000000,-3089000000,-1675000000,2664000000,-735000000,1121000000,-44000000,641000000,-494000000,-756000000,-813000000,88000000,547000000,-150000000,-732000000,78726000000,1807000000,1765000000,63248000000,15437000000,2348000000,5804000000,32435000000,11107000000,6191000000,3834000000,7128000000,27388000000,11542000000,-1588000000,13259000000,39126000000,13823000000,7439000000,17893000000,24240000000,12340000000,13498000000,5804000000,32435000000,-21214000000,3142000000,1378000000,24240000000,11620000000,35860000000,78726000000,7128000000,571700000
2019-05-24,122.9,0.14,+0.114044%,121.56,121.31,125.4393,"25,193,239","3,104,960,065.128900",2019-03-31,13466000000,11259000000,8977000000,13466000000,2374000000,1874000000,435000000,2264000000,3000000,10322000000,167000000,2207000000,502000000,103000000,387000000,160000000,1877000000,1881000000,197000000,-485000000,-181000000,169000000,-3089000000,-1675000000,2664000000,-735000000,1121000000,-44000000,641000000,-494000000,-756000000,-813000000,88000000,547000000,-150000000,-732000000,78726000000,1807000000,1765000000,63248000000,15437000000,2348000000,5804000000,32435000000,11107000000,6191000000,3834000000,7128000000,27388000000,11542000000,-1588000000,13259000000,39126000000,13823000000,7439000000,17893000000,24240000000,12340000000,13498000000,5804000000,32435000000,-21214000000,3142000000,1378000000,24240000000,11620000000,35860000000,78726000000,7128000000,571700000
2019-05-17,122.76,-8.58,-6.532663%,127.51,122.315,128.555,"25,914,787","3,261,490,356.266100",2019-03-31,13466000000,11259000000,8977000000,13466000000,2374000000,1874000000,435000000,2264000000,3000000,10322000000,167000000,2207000000,502000000,103000000,387000000,160000000,1877000000,1881000000,197000000,-485000000,-181000000,169000000,-3089000000,-1675000000,2664000000,-735000000,1121000000,-44000000,641000000,-494000000,-756000000,-813000000,88000000,547000000,-150000000,-732000000,78726000000,1807000000,1765000000,63248000000,15437000000,2348000000,5804000000,32435000000,11107000000,6191000000,3834000000,7128000000,27388000000,11542000000,-1588000000,13259000000,39126000000,13823000000,7439000000,17893000000,24240000000,12340000000,13498000000,5804000000,32435000000,-21214000000,3142000000,1378000000,24240000000,11620000000,35860000000,78726000000,7128000000,571700000
2019-05-10,131.34,-7.72,-5.551560%,134.78,127.92,137.49,"25,776,665","3,416,096,750.807500",2019-03-31,13466000000,11259000000,8977000000,13466000000,2374000000,1874000000,435000000,2264000000,3000000,10322000000,167000000,2207000000,502000000,103000000,387000000,160000000,1877000000,1881000000,197000000,-485000000,-181000000,169000000,-3089000000,-1675000000,2664000000,-735000000,1121000000,-44000000,641000000,-494000000,-756000000,-813000000,88000000,547000000,-150000000,-732000000,78726000000,1807000000,1765000000,63248000000,15437000000,2348000000,5804000000,32435000000,11107000000,6191000000,3834000000,7128000000,27388000000,11542000000,-1588000000,13259000000,39126000000,13823000000,7439000000,17893000000,24240000000,12340000000,13498000000,5804000000,32435000000,-21214000000,3142000000,1378000000,24240000000,11620000000,35860000000,78726000000,7128000000,571700000
2019-05-03,139.06,0.03,+0.021578%,139.5,134.38,140.45,"20,448,862","2,819,460,556.943300",2019-03-31,13466000000,11259000000,8977000000,13466000000,2374000000,1874000000,435000000,2264000000,3000000,10322000000,167000000,2207000000,502000000,103000000,387000000,160000000,1877000000,1881000000,197000000,-485000000,-181000000,169000000,-3089000000,-1675000000,2664000000,-735000000,1121000000,-44000000,641000000,-494000000,-756000000,-813000000,88000000,547000000,-150000000,-732000000,78726000000,1807000000,1765000000,63248000000,15437000000,2348000000,5804000000,32435000000,11107000000,6191000000,3834000000,7128000000,27388000000,11542000000,-1588000000,13259000000,39126000000,13823000000,7439000000,17893000000,24240000000,12340000000,13498000000,5804000000,32435000000,-21214000000,3142000000,1378000000,24240000000,11620000000,35860000000,78726000000,7128000000,571700000
