Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,totalNonCurrentAssets,totalLongTermDebt,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2018-04-27,69.56,3.47,+5.250416%,66.0,65.95,70.0,"32,873,437","2,222,780,835.545600",2018-02-28,8984000000,2767000000,5046000000,3938000000,1172000000,-921000000,1159000000,2767000000,1000000,1171000000,13000000,2080000000,-12000000,-921000000,-921000000,983000000,1279000000,752000000,-25000000,-1224000000,-2234000000,-1000000,-695000000,787000000,-266000000,198000000,-325000000,-684000000,-2000000,3000000,639000000,230000000,-140000000,53000000,-642000000,22552000000,282000000,1446000000,12770000000,9782000000,3518000000,3727000000,3000000,1078000000,3518000000,139000000,2899000000,3662000000,5783000000,17000000,-624000000,4298000000,15355000000,9361000000,1089000000,3792000000,3469000000,5366000000,5766000000,3000000,1078000000,2478000000,3469000000,6987000000,9325000000,22552000000,4751000000
2018-04-20,66.09,-1.16,-1.724907%,67.81,64.99,67.98,"38,151,291","2,536,676,838.003400",2018-02-28,8984000000,2767000000,5046000000,3938000000,1172000000,-921000000,1159000000,2767000000,1000000,1171000000,13000000,2080000000,-12000000,-921000000,-921000000,983000000,1279000000,752000000,-25000000,-1224000000,-2234000000,-1000000,-695000000,787000000,-266000000,198000000,-325000000,-684000000,-2000000,3000000,639000000,230000000,-140000000,53000000,-642000000,22552000000,282000000,1446000000,12770000000,9782000000,3518000000,3727000000,3000000,1078000000,3518000000,139000000,2899000000,3662000000,5783000000,17000000,-624000000,4298000000,15355000000,9361000000,1089000000,3792000000,3469000000,5366000000,5766000000,3000000,1078000000,2478000000,3469000000,6987000000,9325000000,22552000000,4751000000
2018-04-13,67.25,-0.3,-0.444115%,68.39,66.49,68.55,"31,517,649","2,118,987,158.727700",2018-02-28,8984000000,2767000000,5046000000,3938000000,1172000000,-921000000,1159000000,2767000000,1000000,1171000000,13000000,2080000000,-12000000,-921000000,-921000000,983000000,1279000000,752000000,-25000000,-1224000000,-2234000000,-1000000,-695000000,787000000,-266000000,198000000,-325000000,-684000000,-2000000,3000000,639000000,230000000,-140000000,53000000,-642000000,22552000000,282000000,1446000000,12770000000,9782000000,3518000000,3727000000,3000000,1078000000,3518000000,139000000,2899000000,3662000000,5783000000,17000000,-624000000,4298000000,15355000000,9361000000,1089000000,3792000000,3469000000,5366000000,5766000000,3000000,1078000000,2478000000,3469000000,6987000000,9325000000,22552000000,4751000000
2018-04-06,67.55,1.11,+1.670680%,65.97,63.21,69.78,"50,238,760","3,358,952,064.048900",2018-02-28,8984000000,2767000000,5046000000,3938000000,1172000000,-921000000,1159000000,2767000000,1000000,1171000000,13000000,2080000000,-12000000,-921000000,-921000000,983000000,1279000000,752000000,-25000000,-1224000000,-2234000000,-1000000,-695000000,787000000,-266000000,198000000,-325000000,-684000000,-2000000,3000000,639000000,230000000,-140000000,53000000,-642000000,22552000000,282000000,1446000000,12770000000,9782000000,3518000000,3727000000,3000000,1078000000,3518000000,139000000,2899000000,3662000000,5783000000,17000000,-624000000,4298000000,15355000000,9361000000,1089000000,3792000000,3469000000,5366000000,5766000000,3000000,1078000000,2478000000,3469000000,6987000000,9325000000,22552000000,4751000000
2018-03-30,66.44,1.81,+2.800557%,65.08,64.99,67.64,"38,205,149","2,526,661,321.354000",2018-02-28,8984000000,2767000000,5046000000,3938000000,1172000000,-921000000,1159000000,2767000000,1000000,1171000000,13000000,2080000000,-12000000,-921000000,-921000000,983000000,1279000000,752000000,-25000000,-1224000000,-2234000000,-1000000,-695000000,787000000,-266000000,198000000,-325000000,-684000000,-2000000,3000000,639000000,230000000,-140000000,53000000,-642000000,22552000000,282000000,1446000000,12770000000,9782000000,3518000000,3727000000,3000000,1078000000,3518000000,139000000,2899000000,3662000000,5783000000,17000000,-624000000,4298000000,15355000000,9361000000,1089000000,3792000000,3469000000,5366000000,5766000000,3000000,1078000000,2478000000,3469000000,6987000000,9325000000,22552000000,4751000000
2018-03-23,64.63,-1.28,-1.942042%,65.7,64.23,67.22,"49,624,182","3,271,843,994.560700",2018-02-28,8984000000,2767000000,5046000000,3938000000,1172000000,-921000000,1159000000,2767000000,1000000,1171000000,13000000,2080000000,-12000000,-921000000,-921000000,983000000,1279000000,752000000,-25000000,-1224000000,-2234000000,-1000000,-695000000,787000000,-266000000,198000000,-325000000,-684000000,-2000000,3000000,639000000,230000000,-140000000,53000000,-642000000,22552000000,282000000,1446000000,12770000000,9782000000,3518000000,3727000000,3000000,1078000000,3518000000,139000000,2899000000,3662000000,5783000000,17000000,-624000000,4298000000,15355000000,9361000000,1089000000,3792000000,3469000000,5366000000,5766000000,3000000,1078000000,2478000000,3469000000,6987000000,9325000000,22552000000,4751000000
2018-03-16,65.91,-0.39,-0.588235%,66.65,65.67,67.69,"37,275,603","2,475,059,784.719200",2018-02-28,8984000000,2767000000,5046000000,3938000000,1172000000,-921000000,1159000000,2767000000,1000000,1171000000,13000000,2080000000,-12000000,-921000000,-921000000,983000000,1279000000,752000000,-25000000,-1224000000,-2234000000,-1000000,-695000000,787000000,-266000000,198000000,-325000000,-684000000,-2000000,3000000,639000000,230000000,-140000000,53000000,-642000000,22552000000,282000000,1446000000,12770000000,9782000000,3518000000,3727000000,3000000,1078000000,3518000000,139000000,2899000000,3662000000,5783000000,17000000,-624000000,4298000000,15355000000,9361000000,1089000000,3792000000,3469000000,5366000000,5766000000,3000000,1078000000,2478000000,3469000000,6987000000,9325000000,22552000000,4751000000
2018-03-09,66.3,0.41,+0.622249%,65.48,63.89,66.51,"33,257,496","2,162,928,953.592900",2018-02-28,8984000000,2767000000,5046000000,3938000000,1172000000,-921000000,1159000000,2767000000,1000000,1171000000,13000000,2080000000,-12000000,-921000000,-921000000,983000000,1279000000,752000000,-25000000,-1224000000,-2234000000,-1000000,-695000000,787000000,-266000000,198000000,-325000000,-684000000,-2000000,3000000,639000000,230000000,-140000000,53000000,-642000000,22552000000,282000000,1446000000,12770000000,9782000000,3518000000,3727000000,3000000,1078000000,3518000000,139000000,2899000000,3662000000,5783000000,17000000,-624000000,4298000000,15355000000,9361000000,1089000000,3792000000,3469000000,5366000000,5766000000,3000000,1078000000,2478000000,3469000000,6987000000,9325000000,22552000000,4751000000
2018-03-02,65.89,-2.27,-3.330399%,68.39,64.21,70.25,"35,138,891","2,365,506,399.751800",2018-02-28,8984000000,2767000000,5046000000,3938000000,1172000000,-921000000,1159000000,2767000000,1000000,1171000000,13000000,2080000000,-12000000,-921000000,-921000000,983000000,1279000000,752000000,-25000000,-1224000000,-2234000000,-1000000,-695000000,787000000,-266000000,198000000,-325000000,-684000000,-2000000,3000000,639000000,230000000,-140000000,53000000,-642000000,22552000000,282000000,1446000000,12770000000,9782000000,3518000000,3727000000,3000000,1078000000,3518000000,139000000,2899000000,3662000000,5783000000,17000000,-624000000,4298000000,15355000000,9361000000,1089000000,3792000000,3469000000,5366000000,5766000000,3000000,1078000000,2478000000,3469000000,6987000000,9325000000,22552000000,4751000000
2018-02-23,68.16,-0.14,-0.204978%,67.64,66.74,68.16,"20,911,351","1,409,955,384.765500",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2018-02-16,68.3,2.81,+4.290731%,65.94,65.43,69.0,"42,225,509","2,832,395,822.370800",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2018-02-09,65.49,-1.73,-2.573639%,66.63,62.09,67.21,"62,606,992","4,051,777,946.427600",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2018-02-02,67.22,-0.82,-1.205173%,67.82,66.7,68.83,"37,592,944","2,547,112,569.507200",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2018-01-26,68.04,0.83,+1.234935%,66.55,65.76,68.64,"34,323,683","2,312,231,680.850900",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2018-01-19,67.21,2.54,+3.927633%,64.78,63.08,67.24,"35,092,529","2,276,682,519.880900",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2018-01-12,64.67,0.69,+1.078462%,64.15,63.435,64.725,"35,926,873","2,306,351,127.823500",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2018-01-05,63.98,1.43,+2.286171%,62.85,62.55,64.3,"30,014,917","1,908,713,246.015800",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2017-12-29,62.55,-0.74,-1.169221%,62.9,62.55,63.89,"22,732,486","1,434,005,586.060200",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2017-12-22,63.29,-1.5,-2.315172%,64.93,60.13,65.185,"68,099,539","4,349,097,164.619800",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2017-12-15,64.79,3.49,+5.693312%,61.37,61.3,65.07,"61,162,755","3,895,081,553.057000",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2017-12-08,61.3,1.42,+2.371409%,60.27,59.65,61.37,"36,416,743","2,199,329,006.147400",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2017-12-01,59.88,0.56,+0.944032%,59.2,58.54,61.21,"51,244,560","3,076,937,384.560000",2017-11-30,8554000000,2768000000,4876000000,3678000000,892000000,767000000,879000000,2768000000,-18000000,910000000,13000000,112000000,0,767000000,767000000,13000000,-48000000,-214000000,1000000,888000000,-216000000,1000000,893000000,1323000000,335000000,191000000,-295000000,-810000000,-147000000,143000000,-19000000,228000000,244000000,-2000000,891000000,24055000000,282000000,1254000000,12297000000,11758000000,2075000000,3278000000,3000000,3301000000,2075000000,139000000,3356000000,4304000000,6750000000,1239000000,-587000000,4117000000,16582000000,11337000000,2085000000,3613000000,3472000000,5326000000,5511000000,3000000,3301000000,2935000000,3472000000,5547000000,9041000000,24055000000,6389000000
2017-11-24,59.32,0.13,+0.219632%,58.63,57.98,59.5,"29,440,094","1,741,696,036.268800",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
2017-11-17,59.19,3.1,+5.526832%,55.66,55.08,59.53,"45,462,815","2,602,747,412.856400",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
2017-11-10,56.09,0.38,+0.682104%,55.29,54.89,56.49,"42,680,505","2,380,485,488.614800",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
2017-11-03,55.71,-0.25,-0.446748%,55.71,54.52,55.93,"44,207,297","2,438,631,038.082000",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
2017-10-27,55.96,2.9,+5.465511%,53.06,52.67,57.25,"86,801,130","4,770,671,723.970600",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
2017-10-20,53.06,2.08,+4.080031%,50.8,50.64,53.5,"55,271,391","2,888,091,039.824700",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
2017-10-13,50.98,-1.44,-2.747043%,52.23,50.35,52.3,"51,243,872","2,616,778,789.863700",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
2017-10-06,52.42,0.57,+1.099325%,52.16,51.4,52.46,"34,494,903","1,792,411,772.417200",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
2017-09-29,51.85,-1.39,-2.610819%,53.08,51.03,53.97,"88,173,163","4,623,899,556.577500",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
2017-09-22,53.24,-0.63,-1.169482%,53.87,52.51,54.16,"48,959,373","2,613,124,231.339700",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
2017-09-15,53.87,1.67,+3.199234%,52.38,52.32,54.09,"40,103,786","2,144,590,152.948100",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
2017-09-08,52.2,-1.16,-2.173913%,53.25,52.11,53.47,"29,565,733","1,556,854,301.811000",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
2017-09-01,53.36,-0.54,-1.001855%,54.07,52.065,54.43,"38,482,536","2,034,168,696.694900",2017-08-31,9070000000,2856000000,5108000000,3962000000,1088000000,950000000,1072000000,2856000000,-18000000,1106000000,16000000,122000000,0,950000000,950000000,258000000,208000000,-12000000,0,2000000,-998000000,-54000000,-435000000,575000000,-543000000,185000000,-300000000,-646000000,-96000000,101000000,-28000000,270000000,-101000000,40000000,-395000000,23647000000,283000000,1591000000,11654000000,11993000000,2126000000,3501000000,3000000,3759000000,2126000000,139000000,3369000000,3413000000,6056000000,342000000,-586000000,4086000000,16192000000,11571000000,2106000000,3871000000,3472000000,5211000000,5714000000,3000000,3759000000,2947000000,3472000000,5598000000,8817000000,23647000000,5519000000
