Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,warrants,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2019-11-22,276.84,7.44,+2.761693%,269.0,269.0,278.45,"21,241,572","5,832,798,032.834700",2019-09-30,60351000000,9669000000,45668000000,14683000000,5014000000,3538000000,4565000000,91000000,8960000000,5014000000,709000000,449000000,936000000,466000000,3629000000,3538000000,-374000000,403000000,-4433000000,-3615000000,2518000000,-56000000,-1242000000,-1339000000,3150000000,-407000000,709000000,-1024000000,-308000000,-1239000000,55000000,444000000,-1239000000,-43000000,-1382000000,173709000000,10521000000,6607000000,113962000000,56987000000,2902000000,16745000000,9000000,58696000000,12814000000,65205000000,12152000000,12363000000,62641000000,6387000000,-3709000000,8501000000,43541000000,36840000000,-18739000000,3455000000,21116000000,38507000000,39509000000,9000000,58696000000,9101000000,130168000000,38507000000,9912000000,51321000000,1991000000,173709000000,15818000000,947000000
2019-11-15,269.4,12.43,+4.837141%,255.05,253.19,275.57,"19,322,170","5,041,258,545.375800",2019-09-30,60351000000,9669000000,45668000000,14683000000,5014000000,3538000000,4565000000,91000000,8960000000,5014000000,709000000,449000000,936000000,466000000,3629000000,3538000000,-374000000,403000000,-4433000000,-3615000000,2518000000,-56000000,-1242000000,-1339000000,3150000000,-407000000,709000000,-1024000000,-308000000,-1239000000,55000000,444000000,-1239000000,-43000000,-1382000000,173709000000,10521000000,6607000000,113962000000,56987000000,2902000000,16745000000,9000000,58696000000,12814000000,65205000000,12152000000,12363000000,62641000000,6387000000,-3709000000,8501000000,43541000000,36840000000,-18739000000,3455000000,21116000000,38507000000,39509000000,9000000,58696000000,9101000000,130168000000,38507000000,9912000000,51321000000,1991000000,173709000000,15818000000,947000000
2019-11-08,256.97,4.76,+1.887316%,253.63,249.09,258.34,"18,094,926","4,569,436,817.264400",2019-09-30,60351000000,9669000000,45668000000,14683000000,5014000000,3538000000,4565000000,91000000,8960000000,5014000000,709000000,449000000,936000000,466000000,3629000000,3538000000,-374000000,403000000,-4433000000,-3615000000,2518000000,-56000000,-1242000000,-1339000000,3150000000,-407000000,709000000,-1024000000,-308000000,-1239000000,55000000,444000000,-1239000000,-43000000,-1382000000,173709000000,10521000000,6607000000,113962000000,56987000000,2902000000,16745000000,9000000,58696000000,12814000000,65205000000,12152000000,12363000000,62641000000,6387000000,-3709000000,8501000000,43541000000,36840000000,-18739000000,3455000000,21116000000,38507000000,39509000000,9000000,58696000000,9101000000,130168000000,38507000000,9912000000,51321000000,1991000000,173709000000,15818000000,947000000
2019-11-01,252.21,7.3,+2.980687%,245.26,244.92,256.33,"16,665,595","4,196,229,782.219400",2019-09-30,60351000000,9669000000,45668000000,14683000000,5014000000,3538000000,4565000000,91000000,8960000000,5014000000,709000000,449000000,936000000,466000000,3629000000,3538000000,-374000000,403000000,-4433000000,-3615000000,2518000000,-56000000,-1242000000,-1339000000,3150000000,-407000000,709000000,-1024000000,-308000000,-1239000000,55000000,444000000,-1239000000,-43000000,-1382000000,173709000000,10521000000,6607000000,113962000000,56987000000,2902000000,16745000000,9000000,58696000000,12814000000,65205000000,12152000000,12363000000,62641000000,6387000000,-3709000000,8501000000,43541000000,36840000000,-18739000000,3455000000,21116000000,38507000000,39509000000,9000000,58696000000,9101000000,130168000000,38507000000,9912000000,51321000000,1991000000,173709000000,15818000000,947000000
2019-10-25,244.91,-0.43,-0.175267%,245.02,242.15,251.75,"18,272,112","4,513,383,045.221600",2019-09-30,60351000000,9669000000,45668000000,14683000000,5014000000,3538000000,4565000000,91000000,8960000000,5014000000,709000000,449000000,936000000,466000000,3629000000,3538000000,-374000000,403000000,-4433000000,-3615000000,2518000000,-56000000,-1242000000,-1339000000,3150000000,-407000000,709000000,-1024000000,-308000000,-1239000000,55000000,444000000,-1239000000,-43000000,-1382000000,173709000000,10521000000,6607000000,113962000000,56987000000,2902000000,16745000000,9000000,58696000000,12814000000,65205000000,12152000000,12363000000,62641000000,6387000000,-3709000000,8501000000,43541000000,36840000000,-18739000000,3455000000,21116000000,38507000000,39509000000,9000000,58696000000,9101000000,130168000000,38507000000,9912000000,51321000000,1991000000,173709000000,15818000000,947000000
2019-10-18,245.34,23.27,+10.478678%,221.63,219.9033,246.41,"34,718,070","8,223,960,559.277600",2019-09-30,60351000000,9669000000,45668000000,14683000000,5014000000,3538000000,4565000000,91000000,8960000000,5014000000,709000000,449000000,936000000,466000000,3629000000,3538000000,-374000000,403000000,-4433000000,-3615000000,2518000000,-56000000,-1242000000,-1339000000,3150000000,-407000000,709000000,-1024000000,-308000000,-1239000000,55000000,444000000,-1239000000,-43000000,-1382000000,173709000000,10521000000,6607000000,113962000000,56987000000,2902000000,16745000000,9000000,58696000000,12814000000,65205000000,12152000000,12363000000,62641000000,6387000000,-3709000000,8501000000,43541000000,36840000000,-18739000000,3455000000,21116000000,38507000000,39509000000,9000000,58696000000,9101000000,130168000000,38507000000,9912000000,51321000000,1991000000,173709000000,15818000000,947000000
2019-10-11,222.07,2.27,+1.032757%,219.05,217.52,228.85,"24,479,846","5,441,712,296.971800",2019-09-30,60351000000,9669000000,45668000000,14683000000,5014000000,3538000000,4565000000,91000000,8960000000,5014000000,709000000,449000000,936000000,466000000,3629000000,3538000000,-374000000,403000000,-4433000000,-3615000000,2518000000,-56000000,-1242000000,-1339000000,3150000000,-407000000,709000000,-1024000000,-308000000,-1239000000,55000000,444000000,-1239000000,-43000000,-1382000000,173709000000,10521000000,6607000000,113962000000,56987000000,2902000000,16745000000,9000000,58696000000,12814000000,65205000000,12152000000,12363000000,62641000000,6387000000,-3709000000,8501000000,43541000000,36840000000,-18739000000,3455000000,21116000000,38507000000,39509000000,9000000,58696000000,9101000000,130168000000,38507000000,9912000000,51321000000,1991000000,173709000000,15818000000,947000000
2019-10-04,219.8,4.54,+2.109077%,213.64,212.08,219.86,"23,378,699","5,060,033,523.285200",2019-09-30,60351000000,9669000000,45668000000,14683000000,5014000000,3538000000,4565000000,91000000,8960000000,5014000000,709000000,449000000,936000000,466000000,3629000000,3538000000,-374000000,403000000,-4433000000,-3615000000,2518000000,-56000000,-1242000000,-1339000000,3150000000,-407000000,709000000,-1024000000,-308000000,-1239000000,55000000,444000000,-1239000000,-43000000,-1382000000,173709000000,10521000000,6607000000,113962000000,56987000000,2902000000,16745000000,9000000,58696000000,12814000000,65205000000,12152000000,12363000000,62641000000,6387000000,-3709000000,8501000000,43541000000,36840000000,-18739000000,3455000000,21116000000,38507000000,39509000000,9000000,58696000000,9101000000,130168000000,38507000000,9912000000,51321000000,1991000000,173709000000,15818000000,947000000
2019-09-27,215.26,-17.63,-7.570097%,229.77,213.43,230.78,"28,509,126","6,292,907,039.453400",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-09-20,232.89,-0.72,-0.308206%,232.82,229.23,236.05,"17,339,898","4,039,747,096.497200",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-09-13,233.61,4.61,+2.013100%,229.0,228.56,236.56,"20,558,394","4,777,960,282.290700",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-09-06,229.0,-5.0,-2.136752%,231.74,226.5,232.9499,"16,364,337","3,757,624,521.208000",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-08-30,234.0,3.34,+1.448019%,232.52,220.78,235.05,"20,198,155","4,625,935,735.574800",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-08-23,230.66,-15.03,-6.117465%,247.49,229.38,248.49,"17,962,278","4,269,194,168.625200",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-08-16,245.69,-2.94,-1.182480%,246.79,241.45,250.46,"14,229,944","3,504,289,029.493600",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-08-09,248.63,-1.42,-0.567886%,248.13,241.26,250.42,"17,916,956","4,414,375,098.052100",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-08-02,250.05,-2.89,-1.142563%,252.84,246.1,257.16,"13,737,964","3,449,522,318.259800",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-07-26,252.94,-3.71,-1.445548%,258.14,245.13,258.95,"18,583,400","4,690,677,136.013100",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-07-19,256.65,-9.25,-3.478751%,265.06,256.4,268.69,"19,968,364","5,247,641,510.376800",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-07-12,265.9,18.91,+7.656180%,246.41,243.69,266.52,"23,035,661","5,910,380,940.551300",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-07-05,246.99,2.98,+1.221261%,245.95,239.535,248.76,"13,498,406","3,296,628,735.357200",2019-06-30,60595000000,9069000000,46782000000,13813000000,4744000000,3293000000,4326000000,92000000,8415000000,4744000000,654000000,418000000,941000000,582000000,3385000000,3293000000,-1335000000,-1550000000,-5462000000,-3712000000,3823000000,915000000,-510000000,1327000000,5874000000,-279000000,654000000,-1024000000,-1374000000,3617000000,47000000,415000000,3617000000,11000000,1338000000,167200000000,9999000000,6594000000,109144000000,55305000000,2908000000,16493000000,9000000,56367000000,12343000000,62000000000,11729000000,13745000000,62328000000,7800000000,-3273000000,8681000000,42038000000,35696000000,-16694000000,3524000000,18175000000,34473000000,38035000000,9000000,56367000000,8786000000,125162000000,34473000000,9435000000,46816000000,2202000000,167200000000,17269000000,948000000
2019-06-28,244.01,-8.27,-3.278104%,251.33,238.65,252.625,"20,293,509","4,984,813,001.920800",2019-03-31,60308000000,9156000000,46320000000,13988000000,4832000000,3467000000,4432000000,90000000,8517000000,4832000000,639000000,400000000,875000000,405000000,3557000000,3467000000,-319000000,1535000000,-1416000000,-535000000,1851000000,-272000000,1416000000,1546000000,3234000000,-1495000000,639000000,-860000000,-2679000000,-1421000000,419000000,562000000,-1421000000,-5000000,1541000000,161197000000,9245000000,6648000000,104692000000,53778000000,2786000000,16975000000,10000000,55472000000,11340000000,59379000000,10926000000,12407000000,58933000000,3919000000,-3758000000,8230000000,42815000000,33553000000,-14846000000,3303000000,20457000000,34419000000,38039000000,10000000,55472000000,7975000000,118382000000,34419000000,8554000000,45759000000,2054000000,161197000000,15710000000,953000000
2019-06-21,252.28,6.91,+2.816155%,246.0,245.15,253.4877,"20,081,852","5,002,843,997.032900",2019-03-31,60308000000,9156000000,46320000000,13988000000,4832000000,3467000000,4432000000,90000000,8517000000,4832000000,639000000,400000000,875000000,405000000,3557000000,3467000000,-319000000,1535000000,-1416000000,-535000000,1851000000,-272000000,1416000000,1546000000,3234000000,-1495000000,639000000,-860000000,-2679000000,-1421000000,419000000,562000000,-1421000000,-5000000,1541000000,161197000000,9245000000,6648000000,104692000000,53778000000,2786000000,16975000000,10000000,55472000000,11340000000,59379000000,10926000000,12407000000,58933000000,3919000000,-3758000000,8230000000,42815000000,33553000000,-14846000000,3303000000,20457000000,34419000000,38039000000,10000000,55472000000,7975000000,118382000000,34419000000,8554000000,45759000000,2054000000,161197000000,15710000000,953000000
2019-06-14,245.37,-1.4,-0.567330%,247.08,242.3,250.69,"13,899,720","3,415,106,971.276300",2019-03-31,60308000000,9156000000,46320000000,13988000000,4832000000,3467000000,4432000000,90000000,8517000000,4832000000,639000000,400000000,875000000,405000000,3557000000,3467000000,-319000000,1535000000,-1416000000,-535000000,1851000000,-272000000,1416000000,1546000000,3234000000,-1495000000,639000000,-860000000,-2679000000,-1421000000,419000000,562000000,-1421000000,-5000000,1541000000,161197000000,9245000000,6648000000,104692000000,53778000000,2786000000,16975000000,10000000,55472000000,11340000000,59379000000,10926000000,12407000000,58933000000,3919000000,-3758000000,8230000000,42815000000,33553000000,-14846000000,3303000000,20457000000,34419000000,38039000000,10000000,55472000000,7975000000,118382000000,34419000000,8554000000,45759000000,2054000000,161197000000,15710000000,953000000
2019-06-07,246.77,4.97,+2.055418%,241.49,234.834,247.07,"18,653,574","4,494,590,806.983700",2019-03-31,60308000000,9156000000,46320000000,13988000000,4832000000,3467000000,4432000000,90000000,8517000000,4832000000,639000000,400000000,875000000,405000000,3557000000,3467000000,-319000000,1535000000,-1416000000,-535000000,1851000000,-272000000,1416000000,1546000000,3234000000,-1495000000,639000000,-860000000,-2679000000,-1421000000,419000000,562000000,-1421000000,-5000000,1541000000,161197000000,9245000000,6648000000,104692000000,53778000000,2786000000,16975000000,10000000,55472000000,11340000000,59379000000,10926000000,12407000000,58933000000,3919000000,-3758000000,8230000000,42815000000,33553000000,-14846000000,3303000000,20457000000,34419000000,38039000000,10000000,55472000000,7975000000,118382000000,34419000000,8554000000,45759000000,2054000000,161197000000,15710000000,953000000
2019-05-31,241.8,-5.83,-2.354319%,248.5,237.9,249.3,"16,063,892","3,899,680,948.604300",2019-03-31,60308000000,9156000000,46320000000,13988000000,4832000000,3467000000,4432000000,90000000,8517000000,4832000000,639000000,400000000,875000000,405000000,3557000000,3467000000,-319000000,1535000000,-1416000000,-535000000,1851000000,-272000000,1416000000,1546000000,3234000000,-1495000000,639000000,-860000000,-2679000000,-1421000000,419000000,562000000,-1421000000,-5000000,1541000000,161197000000,9245000000,6648000000,104692000000,53778000000,2786000000,16975000000,10000000,55472000000,11340000000,59379000000,10926000000,12407000000,58933000000,3919000000,-3758000000,8230000000,42815000000,33553000000,-14846000000,3303000000,20457000000,34419000000,38039000000,10000000,55472000000,7975000000,118382000000,34419000000,8554000000,45759000000,2054000000,161197000000,15710000000,953000000
2019-05-24,247.63,6.25,+2.589278%,240.0,239.77,251.18,"21,682,786","5,365,790,834.384700",2019-03-31,60308000000,9156000000,46320000000,13988000000,4832000000,3467000000,4432000000,90000000,8517000000,4832000000,639000000,400000000,875000000,405000000,3557000000,3467000000,-319000000,1535000000,-1416000000,-535000000,1851000000,-272000000,1416000000,1546000000,3234000000,-1495000000,639000000,-860000000,-2679000000,-1421000000,419000000,562000000,-1421000000,-5000000,1541000000,161197000000,9245000000,6648000000,104692000000,53778000000,2786000000,16975000000,10000000,55472000000,11340000000,59379000000,10926000000,12407000000,58933000000,3919000000,-3758000000,8230000000,42815000000,33553000000,-14846000000,3303000000,20457000000,34419000000,38039000000,10000000,55472000000,7975000000,118382000000,34419000000,8554000000,45759000000,2054000000,161197000000,15710000000,953000000
2019-05-17,241.38,0.79,+0.328359%,236.45,232.62,242.44,"24,056,852","5,730,766,262.947700",2019-03-31,60308000000,9156000000,46320000000,13988000000,4832000000,3467000000,4432000000,90000000,8517000000,4832000000,639000000,400000000,875000000,405000000,3557000000,3467000000,-319000000,1535000000,-1416000000,-535000000,1851000000,-272000000,1416000000,1546000000,3234000000,-1495000000,639000000,-860000000,-2679000000,-1421000000,419000000,562000000,-1421000000,-5000000,1541000000,161197000000,9245000000,6648000000,104692000000,53778000000,2786000000,16975000000,10000000,55472000000,11340000000,59379000000,10926000000,12407000000,58933000000,3919000000,-3758000000,8230000000,42815000000,33553000000,-14846000000,3303000000,20457000000,34419000000,38039000000,10000000,55472000000,7975000000,118382000000,34419000000,8554000000,45759000000,2054000000,161197000000,15710000000,953000000
2019-05-10,240.59,8.64,+3.724941%,228.17,227.5,243.145,"24,727,343","5,888,853,419.655400",2019-03-31,60308000000,9156000000,46320000000,13988000000,4832000000,3467000000,4432000000,90000000,8517000000,4832000000,639000000,400000000,875000000,405000000,3557000000,3467000000,-319000000,1535000000,-1416000000,-535000000,1851000000,-272000000,1416000000,1546000000,3234000000,-1495000000,639000000,-860000000,-2679000000,-1421000000,419000000,562000000,-1421000000,-5000000,1541000000,161197000000,9245000000,6648000000,104692000000,53778000000,2786000000,16975000000,10000000,55472000000,11340000000,59379000000,10926000000,12407000000,58933000000,3919000000,-3758000000,8230000000,42815000000,33553000000,-14846000000,3303000000,20457000000,34419000000,38039000000,10000000,55472000000,7975000000,118382000000,34419000000,8554000000,45759000000,2054000000,161197000000,15710000000,953000000
2019-05-03,231.95,-5.05,-2.130802%,237.4,227.18,238.08,"27,623,100","6,438,622,191.381500",2019-03-31,60308000000,9156000000,46320000000,13988000000,4832000000,3467000000,4432000000,90000000,8517000000,4832000000,639000000,400000000,875000000,405000000,3557000000,3467000000,-319000000,1535000000,-1416000000,-535000000,1851000000,-272000000,1416000000,1546000000,3234000000,-1495000000,639000000,-860000000,-2679000000,-1421000000,419000000,562000000,-1421000000,-5000000,1541000000,161197000000,9245000000,6648000000,104692000000,53778000000,2786000000,16975000000,10000000,55472000000,11340000000,59379000000,10926000000,12407000000,58933000000,3919000000,-3758000000,8230000000,42815000000,33553000000,-14846000000,3303000000,20457000000,34419000000,38039000000,10000000,55472000000,7975000000,118382000000,34419000000,8554000000,45759000000,2054000000,161197000000,15710000000,953000000
2019-04-26,237.0,15.25,+6.877114%,224.0,221.5,237.11,"39,698,564","9,106,777,797.823500",2019-03-31,60308000000,9156000000,46320000000,13988000000,4832000000,3467000000,4432000000,90000000,8517000000,4832000000,639000000,400000000,875000000,405000000,3557000000,3467000000,-319000000,1535000000,-1416000000,-535000000,1851000000,-272000000,1416000000,1546000000,3234000000,-1495000000,639000000,-860000000,-2679000000,-1421000000,419000000,562000000,-1421000000,-5000000,1541000000,161197000000,9245000000,6648000000,104692000000,53778000000,2786000000,16975000000,10000000,55472000000,11340000000,59379000000,10926000000,12407000000,58933000000,3919000000,-3758000000,8230000000,42815000000,33553000000,-14846000000,3303000000,20457000000,34419000000,38039000000,10000000,55472000000,7975000000,118382000000,34419000000,8554000000,45759000000,2054000000,161197000000,15710000000,953000000
2019-04-19,221.75,-1.47,-0.658543%,225.77,208.07,238.01,"73,411,835","16,186,694,102.029600",2019-03-31,60308000000,9156000000,46320000000,13988000000,4832000000,3467000000,4432000000,90000000,8517000000,4832000000,639000000,400000000,875000000,405000000,3557000000,3467000000,-319000000,1535000000,-1416000000,-535000000,1851000000,-272000000,1416000000,1546000000,3234000000,-1495000000,639000000,-860000000,-2679000000,-1421000000,419000000,562000000,-1421000000,-5000000,1541000000,161197000000,9245000000,6648000000,104692000000,53778000000,2786000000,16975000000,10000000,55472000000,11340000000,59379000000,10926000000,12407000000,58933000000,3919000000,-3758000000,8230000000,42815000000,33553000000,-14846000000,3303000000,20457000000,34419000000,38039000000,10000000,55472000000,7975000000,118382000000,34419000000,8554000000,45759000000,2054000000,161197000000,15710000000,953000000
