Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2018-06-29,98.61,-1.8,-1.79%,100.0,97.26,100.11,"148,332,848","14,649,943,928.34",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-06-22,100.41,0.28,+0.28%,100.01,99.42,102.52,"140,541,209","14,173,425,966.05",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-06-15,100.13,-1.5,-1.48%,101.37,100.07,102.03,"162,739,393","16,436,259,162.95",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-06-08,101.63,0.84,+0.83%,101.26,100.38,102.69,"122,316,267","12,433,508,951.46",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-06-01,100.79,2.43,+2.47%,97.84,97.23,100.86,"113,626,024","11,254,390,672.96",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-05-25,98.36,2.0,+2.08%,97.0,96.32,98.98,"101,128,083","9,904,285,142.36",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-05-18,96.36,-1.34,-1.37%,97.92,95.83,98.69,"96,545,432","9,370,576,428.13",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-05-11,97.7,2.54,+2.67%,95.17,95.05,97.95,"114,220,453","11,032,875,851.47",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-05-04,95.16,-0.66,-0.69%,96.33,92.45,96.4,"154,077,356","14,507,798,115.85",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-04-27,95.82,0.82,+0.86%,95.74,90.28,97.9,"181,387,708","17,102,579,947.74",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-04-20,95.0,1.92,+2.06%,94.07,93.42,97.07,"122,809,288","11,729,115,727.22",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-04-13,93.08,2.85,+3.16%,91.04,90.62,94.18,"133,450,878","12,358,313,247.78",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-04-06,90.23,-1.04,-1.14%,90.47,87.51,93.07,"189,087,091","17,042,520,778.66",2018-03-31,26819000000,9258000000,9269000000,17550000000,8641000000,7424000000,3715000000,8641000000,5543000000,8292000000,691000000,1217000000,349000000,7424000000,7424000000,7045000000,1034000000,3844000000,-267000000,-19658000000,-640000000,-3663000000,12151000000,-362000000,2710000000,-3232000000,-3530000000,-75000000,5326000000,135000000,2934000000,1285000000,25000000,-3638000000,245497000000,8544000000,5097000000,166258000000,79239000000,5002000000,28870000000,70418000000,9974000000,34327000000,35582000000,54050000000,9221000000,46133000000,3677000000,-1153000000,27929000000,156659000000,2818000000,35113000000,123049000000,17208000000,73480000000,2084000000,13586000000,70418000000,9974000000,13965000000,88838000000,73480000000,41643000000,120125000000,245497000000,132270000000,7690000000
2018-03-30,91.27,4.09,+4.69%,90.61,88.4,95.14,"211,334,485","19,295,349,957.01",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2018-03-23,87.18,-7.42,-7.84%,93.74,87.08,94.05,"163,550,071","14,932,393,730.48",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2018-03-16,94.6,-1.94,-2.01%,96.5,92.83,97.24,"170,285,817","16,154,653,824.55",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2018-03-09,96.54,3.49,+3.75%,92.34,92.26,96.54,"135,618,563","12,792,801,450.98",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2018-03-02,93.05,-1.01,-1.07%,94.4,90.86,95.84,"157,202,253","14,749,921,462.14",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2018-02-23,94.06,2.06,+2.24%,91.48,91.01,94.07,"108,556,207","10,056,402,129.59",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2018-02-16,92.0,3.82,+4.33%,88.74,87.8,93.5,"155,509,740","14,070,445,532.19",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2018-02-09,88.18,-3.6,-3.92%,90.56,83.83,93.24,"279,265,343","24,722,503,139.51",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2018-02-02,91.78,-2.28,-2.42%,95.14,91.5,96.07,"214,056,966","20,065,323,096.05",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2018-01-26,94.06,4.06,+4.51%,90.0,89.74,94.06,"135,847,284","12,544,893,704.29",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2018-01-19,90.0,0.4,+0.45%,90.1,88.01,90.79,"123,255,596","11,073,346,699.05",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2018-01-12,89.6,1.41,+1.60%,88.2,87.24,89.78,"102,329,975","9,039,732,023.32",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2018-01-05,88.19,2.65,+3.10%,86.13,85.5,88.41,"93,864,320","8,154,615,986.78",2017-12-31,28918000000,9175000000,11064000000,17854000000,9169000000,-6302000000,3504000000,9169000000,5671000000,8679000000,698000000,15471000000,214000000,-6302000000,-6302000000,2459000000,16337000000,-331000000,-204000000,-1552000000,-156000000,5992000000,7875000000,10000000,2536000000,-3238000000,-1819000000,1205000000,4041000000,-2003000000,2586000000,-3908000000,-17000000,5975000000,256003000000,9034000000,4422000000,177643000000,78360000000,5686000000,29096000000,70192000000,8567000000,33624000000,35355000000,55317000000,12859000000,58099000000,15912000000,-399000000,26304000000,167633000000,3961000000,33971000000,129921000000,18428000000,73348000000,2003000000,13091000000,70192000000,8567000000,13716000000,88370000000,73348000000,40510000000,119544000000,256003000000,142780000000,7705000000
2017-12-29,85.54,0.03,+0.04%,85.31,85.03,86.05,"53,881,012","4,612,279,301.31",2017-09-30,24538000000,8552000000,8278000000,16260000000,7984000000,6576000000,3574000000,7984000000,4978000000,7708000000,672000000,1408000000,276000000,6576000000,6576000000,-4699000000,-3362000000,-6904000000,-73000000,-6341000000,-150000000,-805000000,12440000000,-596000000,2499000000,-3003000000,-2263000000,-1023000000,7949000000,397000000,2132000000,7949000000,26000000,-779000000,249097000000,9598000000,4788000000,159450000000,89647000000,7639000000,30298000000,69419000000,19702000000,17172000000,35389000000,56413000000,6884000000,51615000000,9220000000,526000000,24809000000,161031000000,5343000000,44660000000,131587000000,14561000000,76255000000,3211000000,12097000000,69419000000,19702000000,12927000000,88066000000,76255000000,23941000000,107835000000,249097000000,138471000000,7720000000
2017-12-22,85.51,-1.34,-1.54%,87.12,84.71,87.5,"101,620,056","8,715,648,682.26",2017-09-30,24538000000,8552000000,8278000000,16260000000,7984000000,6576000000,3574000000,7984000000,4978000000,7708000000,672000000,1408000000,276000000,6576000000,6576000000,-4699000000,-3362000000,-6904000000,-73000000,-6341000000,-150000000,-805000000,12440000000,-596000000,2499000000,-3003000000,-2263000000,-1023000000,7949000000,397000000,2132000000,7949000000,26000000,-779000000,249097000000,9598000000,4788000000,159450000000,89647000000,7639000000,30298000000,69419000000,19702000000,17172000000,35389000000,56413000000,6884000000,51615000000,9220000000,526000000,24809000000,161031000000,5343000000,44660000000,131587000000,14561000000,76255000000,3211000000,12097000000,69419000000,19702000000,12927000000,88066000000,76255000000,23941000000,107835000000,249097000000,138471000000,7720000000
2017-12-15,86.85,2.69,+3.20%,84.29,84.12,87.09,"142,087,286","12,170,447,087.17",2017-09-30,24538000000,8552000000,8278000000,16260000000,7984000000,6576000000,3574000000,7984000000,4978000000,7708000000,672000000,1408000000,276000000,6576000000,6576000000,-4699000000,-3362000000,-6904000000,-73000000,-6341000000,-150000000,-805000000,12440000000,-596000000,2499000000,-3003000000,-2263000000,-1023000000,7949000000,397000000,2132000000,7949000000,26000000,-779000000,249097000000,9598000000,4788000000,159450000000,89647000000,7639000000,30298000000,69419000000,19702000000,17172000000,35389000000,56413000000,6884000000,51615000000,9220000000,526000000,24809000000,161031000000,5343000000,44660000000,131587000000,14561000000,76255000000,3211000000,12097000000,69419000000,19702000000,12927000000,88066000000,76255000000,23941000000,107835000000,249097000000,138471000000,7720000000
2017-12-08,84.16,-0.1,-0.12%,84.42,80.7,84.58,"139,082,848","11,476,086,147.64",2017-09-30,24538000000,8552000000,8278000000,16260000000,7984000000,6576000000,3574000000,7984000000,4978000000,7708000000,672000000,1408000000,276000000,6576000000,6576000000,-4699000000,-3362000000,-6904000000,-73000000,-6341000000,-150000000,-805000000,12440000000,-596000000,2499000000,-3003000000,-2263000000,-1023000000,7949000000,397000000,2132000000,7949000000,26000000,-779000000,249097000000,9598000000,4788000000,159450000000,89647000000,7639000000,30298000000,69419000000,19702000000,17172000000,35389000000,56413000000,6884000000,51615000000,9220000000,526000000,24809000000,161031000000,5343000000,44660000000,131587000000,14561000000,76255000000,3211000000,12097000000,69419000000,19702000000,12927000000,88066000000,76255000000,23941000000,107835000000,249097000000,138471000000,7720000000
2017-12-01,84.26,1.0,+1.20%,83.31,83.18,85.06,"130,159,089","10,943,180,374.50",2017-09-30,24538000000,8552000000,8278000000,16260000000,7984000000,6576000000,3574000000,7984000000,4978000000,7708000000,672000000,1408000000,276000000,6576000000,6576000000,-4699000000,-3362000000,-6904000000,-73000000,-6341000000,-150000000,-805000000,12440000000,-596000000,2499000000,-3003000000,-2263000000,-1023000000,7949000000,397000000,2132000000,7949000000,26000000,-779000000,249097000000,9598000000,4788000000,159450000000,89647000000,7639000000,30298000000,69419000000,19702000000,17172000000,35389000000,56413000000,6884000000,51615000000,9220000000,526000000,24809000000,161031000000,5343000000,44660000000,131587000000,14561000000,76255000000,3211000000,12097000000,69419000000,19702000000,12927000000,88066000000,76255000000,23941000000,107835000000,249097000000,138471000000,7720000000
2017-11-24,83.26,0.86,+1.04%,82.4,82.25,83.9,"65,531,124","5,450,142,939.38",2017-09-30,24538000000,8552000000,8278000000,16260000000,7984000000,6576000000,3574000000,7984000000,4978000000,7708000000,672000000,1408000000,276000000,6576000000,6576000000,-4699000000,-3362000000,-6904000000,-73000000,-6341000000,-150000000,-805000000,12440000000,-596000000,2499000000,-3003000000,-2263000000,-1023000000,7949000000,397000000,2132000000,7949000000,26000000,-779000000,249097000000,9598000000,4788000000,159450000000,89647000000,7639000000,30298000000,69419000000,19702000000,17172000000,35389000000,56413000000,6884000000,51615000000,9220000000,526000000,24809000000,161031000000,5343000000,44660000000,131587000000,14561000000,76255000000,3211000000,12097000000,69419000000,19702000000,12927000000,88066000000,76255000000,23941000000,107835000000,249097000000,138471000000,7720000000
