Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2019-09-13,137.32,-1.78,-1.28%,139.59,134.51,139.75,"129,776,465","17,744,171,106.95",2019-06-30,33717000000,10900000000,10412000000,23305000000,12596000000,13187000000,4513000000,12596000000,6387000000,12405000000,669000000,-591000000,860000000,13187000000,13187000000,-10288000000,7749000000,-7257000000,7082000000,-8686000000,160000000,165000000,16108000000,7286000000,2924000000,-3521000000,-4325000000,-113000000,-10070000000,-4855000000,4051000000,-10070000000,-21000000,144000000,286556000000,7750000000,10146000000,184226000000,102330000000,233000000,42027000000,78520000000,24150000000,35699000000,42026000000,14723000000,11356000000,69420000000,5516000000,-340000000,36477000000,175552000000,2649000000,52554000000,122463000000,29524000000,66662000000,2063000000,21877000000,78520000000,24150000000,22102000000,111004000000,66662000000,47911000000,114806000000,286556000000,133819000000,7643000000
2019-09-06,139.1,1.24,+0.90%,136.61,135.7,140.38,"83,840,107","11,593,318,620.11",2019-06-30,33717000000,10900000000,10412000000,23305000000,12596000000,13187000000,4513000000,12596000000,6387000000,12405000000,669000000,-591000000,860000000,13187000000,13187000000,-10288000000,7749000000,-7257000000,7082000000,-8686000000,160000000,165000000,16108000000,7286000000,2924000000,-3521000000,-4325000000,-113000000,-10070000000,-4855000000,4051000000,-10070000000,-21000000,144000000,286556000000,7750000000,10146000000,184226000000,102330000000,233000000,42027000000,78520000000,24150000000,35699000000,42026000000,14723000000,11356000000,69420000000,5516000000,-340000000,36477000000,175552000000,2649000000,52554000000,122463000000,29524000000,66662000000,2063000000,21877000000,78520000000,24150000000,22102000000,111004000000,66662000000,47911000000,114806000000,286556000000,133819000000,7643000000
2019-08-30,137.86,4.47,+3.35%,134.99,133.55,139.18,"104,977,573","14,312,253,422.09",2019-06-30,33717000000,10900000000,10412000000,23305000000,12596000000,13187000000,4513000000,12596000000,6387000000,12405000000,669000000,-591000000,860000000,13187000000,13187000000,-10288000000,7749000000,-7257000000,7082000000,-8686000000,160000000,165000000,16108000000,7286000000,2924000000,-3521000000,-4325000000,-113000000,-10070000000,-4855000000,4051000000,-10070000000,-21000000,144000000,286556000000,7750000000,10146000000,184226000000,102330000000,233000000,42027000000,78520000000,24150000000,35699000000,42026000000,14723000000,11356000000,69420000000,5516000000,-340000000,36477000000,175552000000,2649000000,52554000000,122463000000,29524000000,66662000000,2063000000,21877000000,78520000000,24150000000,22102000000,111004000000,66662000000,47911000000,114806000000,286556000000,133819000000,7643000000
2019-08-23,133.39,-2.74,-2.01%,137.86,132.8,139.49,"117,766,903","16,118,086,123.57",2019-06-30,33717000000,10900000000,10412000000,23305000000,12596000000,13187000000,4513000000,12596000000,6387000000,12405000000,669000000,-591000000,860000000,13187000000,13187000000,-10288000000,7749000000,-7257000000,7082000000,-8686000000,160000000,165000000,16108000000,7286000000,2924000000,-3521000000,-4325000000,-113000000,-10070000000,-4855000000,4051000000,-10070000000,-21000000,144000000,286556000000,7750000000,10146000000,184226000000,102330000000,233000000,42027000000,78520000000,24150000000,35699000000,42026000000,14723000000,11356000000,69420000000,5516000000,-340000000,36477000000,175552000000,2649000000,52554000000,122463000000,29524000000,66662000000,2063000000,21877000000,78520000000,24150000000,22102000000,111004000000,66662000000,47911000000,114806000000,286556000000,133819000000,7643000000
2019-08-16,136.13,-1.58,-1.15%,137.07,132.25,138.8,"131,659,759","17,843,846,024.63",2019-06-30,33717000000,10900000000,10412000000,23305000000,12596000000,13187000000,4513000000,12596000000,6387000000,12405000000,669000000,-591000000,860000000,13187000000,13187000000,-10288000000,7749000000,-7257000000,7082000000,-8686000000,160000000,165000000,16108000000,7286000000,2924000000,-3521000000,-4325000000,-113000000,-10070000000,-4855000000,4051000000,-10070000000,-21000000,144000000,286556000000,7750000000,10146000000,184226000000,102330000000,233000000,42027000000,78520000000,24150000000,35699000000,42026000000,14723000000,11356000000,69420000000,5516000000,-340000000,36477000000,175552000000,2649000000,52554000000,122463000000,29524000000,66662000000,2063000000,21877000000,78520000000,24150000000,22102000000,111004000000,66662000000,47911000000,114806000000,286556000000,133819000000,7643000000
2019-08-09,137.71,0.81,+0.59%,133.3,130.78,139.38,"159,823,950","21,579,622,578.24",2019-06-30,33717000000,10900000000,10412000000,23305000000,12596000000,13187000000,4513000000,12596000000,6387000000,12405000000,669000000,-591000000,860000000,13187000000,13187000000,-10288000000,7749000000,-7257000000,7082000000,-8686000000,160000000,165000000,16108000000,7286000000,2924000000,-3521000000,-4325000000,-113000000,-10070000000,-4855000000,4051000000,-10070000000,-21000000,144000000,286556000000,7750000000,10146000000,184226000000,102330000000,233000000,42027000000,78520000000,24150000000,35699000000,42026000000,14723000000,11356000000,69420000000,5516000000,-340000000,36477000000,175552000000,2649000000,52554000000,122463000000,29524000000,66662000000,2063000000,21877000000,78520000000,24150000000,22102000000,111004000000,66662000000,47911000000,114806000000,286556000000,133819000000,7643000000
2019-08-02,136.9,-4.44,-3.14%,141.5,135.08,141.51,"143,400,310","19,858,791,753.97",2019-06-30,33717000000,10900000000,10412000000,23305000000,12596000000,13187000000,4513000000,12596000000,6387000000,12405000000,669000000,-591000000,860000000,13187000000,13187000000,-10288000000,7749000000,-7257000000,7082000000,-8686000000,160000000,165000000,16108000000,7286000000,2924000000,-3521000000,-4325000000,-113000000,-10070000000,-4855000000,4051000000,-10070000000,-21000000,144000000,286556000000,7750000000,10146000000,184226000000,102330000000,233000000,42027000000,78520000000,24150000000,35699000000,42026000000,14723000000,11356000000,69420000000,5516000000,-340000000,36477000000,175552000000,2649000000,52554000000,122463000000,29524000000,66662000000,2063000000,21877000000,78520000000,24150000000,22102000000,111004000000,66662000000,47911000000,114806000000,286556000000,133819000000,7643000000
2019-07-26,141.34,4.72,+3.45%,137.41,137.33,141.68,"101,248,107","14,139,764,208.65",2019-06-30,33717000000,10900000000,10412000000,23305000000,12596000000,13187000000,4513000000,12596000000,6387000000,12405000000,669000000,-591000000,860000000,13187000000,13187000000,-10288000000,7749000000,-7257000000,7082000000,-8686000000,160000000,165000000,16108000000,7286000000,2924000000,-3521000000,-4325000000,-113000000,-10070000000,-4855000000,4051000000,-10070000000,-21000000,144000000,286556000000,7750000000,10146000000,184226000000,102330000000,233000000,42027000000,78520000000,24150000000,35699000000,42026000000,14723000000,11356000000,69420000000,5516000000,-340000000,36477000000,175552000000,2649000000,52554000000,122463000000,29524000000,66662000000,2063000000,21877000000,78520000000,24150000000,22102000000,111004000000,66662000000,47911000000,114806000000,286556000000,133819000000,7643000000
2019-07-19,136.62,-2.28,-1.64%,139.44,134.67,140.67,"139,389,612","19,169,625,430.18",2019-06-30,33717000000,10900000000,10412000000,23305000000,12596000000,13187000000,4513000000,12596000000,6387000000,12405000000,669000000,-591000000,860000000,13187000000,13187000000,-10288000000,7749000000,-7257000000,7082000000,-8686000000,160000000,165000000,16108000000,7286000000,2924000000,-3521000000,-4325000000,-113000000,-10070000000,-4855000000,4051000000,-10070000000,-21000000,144000000,286556000000,7750000000,10146000000,184226000000,102330000000,233000000,42027000000,78520000000,24150000000,35699000000,42026000000,14723000000,11356000000,69420000000,5516000000,-340000000,36477000000,175552000000,2649000000,52554000000,122463000000,29524000000,66662000000,2063000000,21877000000,78520000000,24150000000,22102000000,111004000000,66662000000,47911000000,114806000000,286556000000,133819000000,7643000000
2019-07-12,138.9,1.84,+1.34%,136.4,135.37,139.22,"102,201,981","14,065,479,998.53",2019-06-30,33717000000,10900000000,10412000000,23305000000,12596000000,13187000000,4513000000,12596000000,6387000000,12405000000,669000000,-591000000,860000000,13187000000,13187000000,-10288000000,7749000000,-7257000000,7082000000,-8686000000,160000000,165000000,16108000000,7286000000,2924000000,-3521000000,-4325000000,-113000000,-10070000000,-4855000000,4051000000,-10070000000,-21000000,144000000,286556000000,7750000000,10146000000,184226000000,102330000000,233000000,42027000000,78520000000,24150000000,35699000000,42026000000,14723000000,11356000000,69420000000,5516000000,-340000000,36477000000,175552000000,2649000000,52554000000,122463000000,29524000000,66662000000,2063000000,21877000000,78520000000,24150000000,22102000000,111004000000,66662000000,47911000000,114806000000,286556000000,133819000000,7643000000
