Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2019-09-06,55.23,0.19,+0.345203%,54.98,54.76,55.92,"46,495,978","2,572,231,804.854300",2019-06-30,9997000000,3262000000,3921000000,6076000000,3459000000,2607000000,3049000000,21000000,3088000000,471000000,2988000000,174000000,236000000,421000000,155000000,2628000000,2607000000,-1047000000,-4621000000,-9879000000,-1717000000,95000000,1038000000,3802000000,-2138000000,327000000,-277000000,171000000,1131000000,-54000000,984000000,89996000000,9423000000,2658000000,69701000000,18181000000,2687000000,941000000,1760000000,64602000000,9941000000,16840000000,5064000000,6731000000,29382000000,15779000000,-12981000000,10254000000,24360000000,19418000000,-8082000000,6630000000,4888000000,29296000000,3453000000,13603000000,1760000000,64602000000,-52033000000,7142000000,65636000000,29296000000,8336000000,40319000000,16833000000,89996000000,9303000000
2019-08-30,55.04,1.3,+2.419055%,54.0,53.73,55.34,"50,828,152","2,783,937,790.344800",2019-06-30,9997000000,3262000000,3921000000,6076000000,3459000000,2607000000,3049000000,21000000,3088000000,471000000,2988000000,174000000,236000000,421000000,155000000,2628000000,2607000000,-1047000000,-4621000000,-9879000000,-1717000000,95000000,1038000000,3802000000,-2138000000,327000000,-277000000,171000000,1131000000,-54000000,984000000,89996000000,9423000000,2658000000,69701000000,18181000000,2687000000,941000000,1760000000,64602000000,9941000000,16840000000,5064000000,6731000000,29382000000,15779000000,-12981000000,10254000000,24360000000,19418000000,-8082000000,6630000000,4888000000,29296000000,3453000000,13603000000,1760000000,64602000000,-52033000000,7142000000,65636000000,29296000000,8336000000,40319000000,16833000000,89996000000,9303000000
2019-08-23,53.74,-0.67,-1.231391%,54.44,53.39,54.78,"51,628,774","2,798,245,878.222400",2019-06-30,9997000000,3262000000,3921000000,6076000000,3459000000,2607000000,3049000000,21000000,3088000000,471000000,2988000000,174000000,236000000,421000000,155000000,2628000000,2607000000,-1047000000,-4621000000,-9879000000,-1717000000,95000000,1038000000,3802000000,-2138000000,327000000,-277000000,171000000,1131000000,-54000000,984000000,89996000000,9423000000,2658000000,69701000000,18181000000,2687000000,941000000,1760000000,64602000000,9941000000,16840000000,5064000000,6731000000,29382000000,15779000000,-12981000000,10254000000,24360000000,19418000000,-8082000000,6630000000,4888000000,29296000000,3453000000,13603000000,1760000000,64602000000,-52033000000,7142000000,65636000000,29296000000,8336000000,40319000000,16833000000,89996000000,9303000000
2019-08-16,54.41,0.99,+1.853238%,53.28,52.87,54.49,"59,017,043","3,165,157,636.603900",2019-06-30,9997000000,3262000000,3921000000,6076000000,3459000000,2607000000,3049000000,21000000,3088000000,471000000,2988000000,174000000,236000000,421000000,155000000,2628000000,2607000000,-1047000000,-4621000000,-9879000000,-1717000000,95000000,1038000000,3802000000,-2138000000,327000000,-277000000,171000000,1131000000,-54000000,984000000,89996000000,9423000000,2658000000,69701000000,18181000000,2687000000,941000000,1760000000,64602000000,9941000000,16840000000,5064000000,6731000000,29382000000,15779000000,-12981000000,10254000000,24360000000,19418000000,-8082000000,6630000000,4888000000,29296000000,3453000000,13603000000,1760000000,64602000000,-52033000000,7142000000,65636000000,29296000000,8336000000,40319000000,16833000000,89996000000,9303000000
2019-08-09,53.42,1.09,+2.082935%,52.39,51.4,53.9,"77,886,549","4,097,188,966.861300",2019-06-30,9997000000,3262000000,3921000000,6076000000,3459000000,2607000000,3049000000,21000000,3088000000,471000000,2988000000,174000000,236000000,421000000,155000000,2628000000,2607000000,-1047000000,-4621000000,-9879000000,-1717000000,95000000,1038000000,3802000000,-2138000000,327000000,-277000000,171000000,1131000000,-54000000,984000000,89996000000,9423000000,2658000000,69701000000,18181000000,2687000000,941000000,1760000000,64602000000,9941000000,16840000000,5064000000,6731000000,29382000000,15779000000,-12981000000,10254000000,24360000000,19418000000,-8082000000,6630000000,4888000000,29296000000,3453000000,13603000000,1760000000,64602000000,-52033000000,7142000000,65636000000,29296000000,8336000000,40319000000,16833000000,89996000000,9303000000
2019-08-02,52.33,-1.84,-3.396714%,54.17,51.91,54.3,"69,906,351","3,702,406,718.085500",2019-06-30,9997000000,3262000000,3921000000,6076000000,3459000000,2607000000,3049000000,21000000,3088000000,471000000,2988000000,174000000,236000000,421000000,155000000,2628000000,2607000000,-1047000000,-4621000000,-9879000000,-1717000000,95000000,1038000000,3802000000,-2138000000,327000000,-277000000,171000000,1131000000,-54000000,984000000,89996000000,9423000000,2658000000,69701000000,18181000000,2687000000,941000000,1760000000,64602000000,9941000000,16840000000,5064000000,6731000000,29382000000,15779000000,-12981000000,10254000000,24360000000,19418000000,-8082000000,6630000000,4888000000,29296000000,3453000000,13603000000,1760000000,64602000000,-52033000000,7142000000,65636000000,29296000000,8336000000,40319000000,16833000000,89996000000,9303000000
2019-07-26,54.17,2.78,+5.409613%,51.52,51.13,54.82,"91,734,153","4,904,479,738.276300",2019-06-30,9997000000,3262000000,3921000000,6076000000,3459000000,2607000000,3049000000,21000000,3088000000,471000000,2988000000,174000000,236000000,421000000,155000000,2628000000,2607000000,-1047000000,-4621000000,-9879000000,-1717000000,95000000,1038000000,3802000000,-2138000000,327000000,-277000000,171000000,1131000000,-54000000,984000000,89996000000,9423000000,2658000000,69701000000,18181000000,2687000000,941000000,1760000000,64602000000,9941000000,16840000000,5064000000,6731000000,29382000000,15779000000,-12981000000,10254000000,24360000000,19418000000,-8082000000,6630000000,4888000000,29296000000,3453000000,13603000000,1760000000,64602000000,-52033000000,7142000000,65636000000,29296000000,8336000000,40319000000,16833000000,89996000000,9303000000
2019-07-19,51.39,-0.73,-1.400614%,52.28,51.37,52.47,"43,541,125","2,262,326,640.198200",2019-06-30,9997000000,3262000000,3921000000,6076000000,3459000000,2607000000,3049000000,21000000,3088000000,471000000,2988000000,174000000,236000000,421000000,155000000,2628000000,2607000000,-1047000000,-4621000000,-9879000000,-1717000000,95000000,1038000000,3802000000,-2138000000,327000000,-277000000,171000000,1131000000,-54000000,984000000,89996000000,9423000000,2658000000,69701000000,18181000000,2687000000,941000000,1760000000,64602000000,9941000000,16840000000,5064000000,6731000000,29382000000,15779000000,-12981000000,10254000000,24360000000,19418000000,-8082000000,6630000000,4888000000,29296000000,3453000000,13603000000,1760000000,64602000000,-52033000000,7142000000,65636000000,29296000000,8336000000,40319000000,16833000000,89996000000,9303000000
2019-07-12,52.12,0.01,+0.019190%,52.2,51.43,52.33,"45,425,202","2,356,803,403.330000",2019-06-30,9997000000,3262000000,3921000000,6076000000,3459000000,2607000000,3049000000,21000000,3088000000,471000000,2988000000,174000000,236000000,421000000,155000000,2628000000,2607000000,-1047000000,-4621000000,-9879000000,-1717000000,95000000,1038000000,3802000000,-2138000000,327000000,-277000000,171000000,1131000000,-54000000,984000000,89996000000,9423000000,2658000000,69701000000,18181000000,2687000000,941000000,1760000000,64602000000,9941000000,16840000000,5064000000,6731000000,29382000000,15779000000,-12981000000,10254000000,24360000000,19418000000,-8082000000,6630000000,4888000000,29296000000,3453000000,13603000000,1760000000,64602000000,-52033000000,7142000000,65636000000,29296000000,8336000000,40319000000,16833000000,89996000000,9303000000
2019-07-05,52.11,1.19,+2.336999%,51.07,50.78,52.329,"39,723,611","2,057,035,883.709000",2019-06-30,9997000000,3262000000,3921000000,6076000000,3459000000,2607000000,3049000000,21000000,3088000000,471000000,2988000000,174000000,236000000,421000000,155000000,2628000000,2607000000,-1047000000,-4621000000,-9879000000,-1717000000,95000000,1038000000,3802000000,-2138000000,327000000,-277000000,171000000,1131000000,-54000000,984000000,89996000000,9423000000,2658000000,69701000000,18181000000,2687000000,941000000,1760000000,64602000000,9941000000,16840000000,5064000000,6731000000,29382000000,15779000000,-12981000000,10254000000,24360000000,19418000000,-8082000000,6630000000,4888000000,29296000000,3453000000,13603000000,1760000000,64602000000,-52033000000,7142000000,65636000000,29296000000,8336000000,40319000000,16833000000,89996000000,9303000000
2019-06-28,50.92,-0.63,-1.222114%,51.74,50.52,52.2,"63,419,934","3,258,514,791.838800",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-06-21,51.55,0.24,+0.467745%,51.25,50.47,51.89,"62,878,829","3,221,475,737.065100",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-06-14,51.31,-0.18,-0.349582%,51.54,50.775,52.135,"49,789,322","2,556,739,845.206600",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-06-07,51.49,2.36,+4.803582%,49.16,49.02,52.185,"72,499,730","3,678,107,539.947800",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-05-31,49.13,-0.48,-0.967547%,49.6,48.41,49.67,"51,605,126","2,529,610,271.766700",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-05-24,49.61,0.41,+0.833333%,49.04,48.445,49.9,"59,576,016","2,933,068,862.081800",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-05-17,49.2,1.01,+2.095871%,47.91,47.73,49.66,"69,206,716","3,389,901,410.694300",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-05-10,48.19,-0.53,-1.087849%,48.33,47.07,48.61,"51,531,567","2,469,641,368.277300",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-05-03,48.72,0.46,+0.953170%,48.17,48.11,49.18,"53,997,977","2,631,019,482.157900",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-04-26,48.26,0.78,+1.642797%,47.4,47.015,48.72,"72,758,647","3,491,783,809.971000",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-04-19,47.48,0.74,+1.583226%,46.88,46.7,47.58,"45,082,750","2,127,190,109.802200",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-04-12,46.74,0.27,+0.581020%,46.54,46.265,47.0,"44,166,056","2,058,562,935.457900",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-04-05,46.47,-0.39,-0.832266%,46.99,46.035,47.165,"48,365,249","2,249,369,098.240800",2019-03-31,8020000000,2694000000,2990000000,5030000000,2364000000,1678000000,2132000000,25000000,2694000000,28000000,2336000000,8000000,232000000,486000000,-101000000,1646000000,1678000000,-4315000000,26000000,10119000000,285000000,29000000,-3331000000,699000000,1478000000,275000000,190000000,57000000,364000000,56000000,-3275000000,88347000000,9462000000,9562000000,68543000000,17735000000,2602000000,1835000000,1760000000,63704000000,10155000000,12964000000,5188000000,5645000000,27943000000,14867000000,-12325000000,8866000000,28540000000,19283000000,-4691000000,6303000000,3852000000,29400000000,3178000000,11241000000,1760000000,63704000000,-51981000000,6615000000,59807000000,29400000000,8598000000,40600000000,16577000000,88347000000,7183000000
2019-03-29,46.86,0.93,+2.024820%,45.86,45.79,46.92,"61,813,360","2,876,167,218.536800",2018-12-31,7058000000,2701000000,2721000000,4337000000,1029000000,870000000,787000000,57000000,3462000000,-607000000,1636000000,12000000,242000000,1007000000,-572000000,792000000,870000000,2111000000,412000000,-24608000000,-4168000000,-78000000,-217000000,1840000000,-2851000000,279000000,-1327000000,1346000000,2264000000,-13000000,-230000000,83216000000,6733000000,8508000000,64158000000,16981000000,1933000000,1722000000,1760000000,63234000000,9531000000,10263000000,5547000000,8926000000,29223000000,18191000000,-12814000000,8232000000,30634000000,19407000000,-15000000,7038000000,3396000000,25364000000,2766000000,9310000000,1760000000,63234000000,-51719000000,5280000000,52582000000,25364000000,7638000000,34935000000,16520000000,83216000000,10951000000
2019-03-22,45.93,0.63,+1.390728%,45.43,45.18,46.105,"91,468,775","4,171,197,985.142600",2018-12-31,7058000000,2701000000,2721000000,4337000000,1029000000,870000000,787000000,57000000,3462000000,-607000000,1636000000,12000000,242000000,1007000000,-572000000,792000000,870000000,2111000000,412000000,-24608000000,-4168000000,-78000000,-217000000,1840000000,-2851000000,279000000,-1327000000,1346000000,2264000000,-13000000,-230000000,83216000000,6733000000,8508000000,64158000000,16981000000,1933000000,1722000000,1760000000,63234000000,9531000000,10263000000,5547000000,8926000000,29223000000,18191000000,-12814000000,8232000000,30634000000,19407000000,-15000000,7038000000,3396000000,25364000000,2766000000,9310000000,1760000000,63234000000,-51719000000,5280000000,52582000000,25364000000,7638000000,34935000000,16520000000,83216000000,10951000000
2019-03-15,45.3,0.46,+1.025870%,45.14,45.1,46.34,"123,456,611","5,653,057,486.006500",2018-12-31,7058000000,2701000000,2721000000,4337000000,1029000000,870000000,787000000,57000000,3462000000,-607000000,1636000000,12000000,242000000,1007000000,-572000000,792000000,870000000,2111000000,412000000,-24608000000,-4168000000,-78000000,-217000000,1840000000,-2851000000,279000000,-1327000000,1346000000,2264000000,-13000000,-230000000,83216000000,6733000000,8508000000,64158000000,16981000000,1933000000,1722000000,1760000000,63234000000,9531000000,10263000000,5547000000,8926000000,29223000000,18191000000,-12814000000,8232000000,30634000000,19407000000,-15000000,7038000000,3396000000,25364000000,2766000000,9310000000,1760000000,63234000000,-51719000000,5280000000,52582000000,25364000000,7638000000,34935000000,16520000000,83216000000,10951000000
2019-03-08,44.84,-0.54,-1.189952%,45.53,44.61,45.785,"70,931,552","3,216,177,750.566000",2018-12-31,7058000000,2701000000,2721000000,4337000000,1029000000,870000000,787000000,57000000,3462000000,-607000000,1636000000,12000000,242000000,1007000000,-572000000,792000000,870000000,2111000000,412000000,-24608000000,-4168000000,-78000000,-217000000,1840000000,-2851000000,279000000,-1327000000,1346000000,2264000000,-13000000,-230000000,83216000000,6733000000,8508000000,64158000000,16981000000,1933000000,1722000000,1760000000,63234000000,9531000000,10263000000,5547000000,8926000000,29223000000,18191000000,-12814000000,8232000000,30634000000,19407000000,-15000000,7038000000,3396000000,25364000000,2766000000,9310000000,1760000000,63234000000,-51719000000,5280000000,52582000000,25364000000,7638000000,34935000000,16520000000,83216000000,10951000000
2019-03-01,45.38,0.1,+0.220848%,45.44,44.42,45.64,"100,890,722","4,547,033,139.583400",2018-12-31,7058000000,2701000000,2721000000,4337000000,1029000000,870000000,787000000,57000000,3462000000,-607000000,1636000000,12000000,242000000,1007000000,-572000000,792000000,870000000,2111000000,412000000,-24608000000,-4168000000,-78000000,-217000000,1840000000,-2851000000,279000000,-1327000000,1346000000,2264000000,-13000000,-230000000,83216000000,6733000000,8508000000,64158000000,16981000000,1933000000,1722000000,1760000000,63234000000,9531000000,10263000000,5547000000,8926000000,29223000000,18191000000,-12814000000,8232000000,30634000000,19407000000,-15000000,7038000000,3396000000,25364000000,2766000000,9310000000,1760000000,63234000000,-51719000000,5280000000,52582000000,25364000000,7638000000,34935000000,16520000000,83216000000,10951000000
2019-02-22,45.28,0.04,+0.088417%,45.32,44.77,45.95,"100,824,842","4,567,020,091.738900",2018-12-31,7058000000,2701000000,2721000000,4337000000,1029000000,870000000,787000000,57000000,3462000000,-607000000,1636000000,12000000,242000000,1007000000,-572000000,792000000,870000000,2111000000,412000000,-24608000000,-4168000000,-78000000,-217000000,1840000000,-2851000000,279000000,-1327000000,1346000000,2264000000,-13000000,-230000000,83216000000,6733000000,8508000000,64158000000,16981000000,1933000000,1722000000,1760000000,63234000000,9531000000,10263000000,5547000000,8926000000,29223000000,18191000000,-12814000000,8232000000,30634000000,19407000000,-15000000,7038000000,3396000000,25364000000,2766000000,9310000000,1760000000,63234000000,-51719000000,5280000000,52582000000,25364000000,7638000000,34935000000,16520000000,83216000000,10951000000
2019-02-15,45.24,-4.26,-8.606061%,49.57,45.2,49.94,"127,708,568","5,985,913,593.182800",2018-12-31,7058000000,2701000000,2721000000,4337000000,1029000000,870000000,787000000,57000000,3462000000,-607000000,1636000000,12000000,242000000,1007000000,-572000000,792000000,870000000,2111000000,412000000,-24608000000,-4168000000,-78000000,-217000000,1840000000,-2851000000,279000000,-1327000000,1346000000,2264000000,-13000000,-230000000,83216000000,6733000000,8508000000,64158000000,16981000000,1933000000,1722000000,1760000000,63234000000,9531000000,10263000000,5547000000,8926000000,29223000000,18191000000,-12814000000,8232000000,30634000000,19407000000,-15000000,7038000000,3396000000,25364000000,2766000000,9310000000,1760000000,63234000000,-51719000000,5280000000,52582000000,25364000000,7638000000,34935000000,16520000000,83216000000,10951000000
2019-02-08,49.5,0.8,+1.642710%,48.7,48.54,49.5,"56,308,145","2,772,588,771.546100",2018-12-31,7058000000,2701000000,2721000000,4337000000,1029000000,870000000,787000000,57000000,3462000000,-607000000,1636000000,12000000,242000000,1007000000,-572000000,792000000,870000000,2111000000,412000000,-24608000000,-4168000000,-78000000,-217000000,1840000000,-2851000000,279000000,-1327000000,1346000000,2264000000,-13000000,-230000000,83216000000,6733000000,8508000000,64158000000,16981000000,1933000000,1722000000,1760000000,63234000000,9531000000,10263000000,5547000000,8926000000,29223000000,18191000000,-12814000000,8232000000,30634000000,19407000000,-15000000,7038000000,3396000000,25364000000,2766000000,9310000000,1760000000,63234000000,-51719000000,5280000000,52582000000,25364000000,7638000000,34935000000,16520000000,83216000000,10951000000
2019-02-01,48.7,1.33,+2.807684%,47.22,46.94,48.78,"86,229,618","4,139,619,006.019800",2018-12-31,7058000000,2701000000,2721000000,4337000000,1029000000,870000000,787000000,57000000,3462000000,-607000000,1636000000,12000000,242000000,1007000000,-572000000,792000000,870000000,2111000000,412000000,-24608000000,-4168000000,-78000000,-217000000,1840000000,-2851000000,279000000,-1327000000,1346000000,2264000000,-13000000,-230000000,83216000000,6733000000,8508000000,64158000000,16981000000,1933000000,1722000000,1760000000,63234000000,9531000000,10263000000,5547000000,8926000000,29223000000,18191000000,-12814000000,8232000000,30634000000,19407000000,-15000000,7038000000,3396000000,25364000000,2766000000,9310000000,1760000000,63234000000,-51719000000,5280000000,52582000000,25364000000,7638000000,34935000000,16520000000,83216000000,10951000000
2019-01-25,47.37,-0.24,-0.504096%,47.7,47.205,48.29,"46,097,380","2,196,951,275.541700",2018-12-31,7058000000,2701000000,2721000000,4337000000,1029000000,870000000,787000000,57000000,3462000000,-607000000,1636000000,12000000,242000000,1007000000,-572000000,792000000,870000000,2111000000,412000000,-24608000000,-4168000000,-78000000,-217000000,1840000000,-2851000000,279000000,-1327000000,1346000000,2264000000,-13000000,-230000000,83216000000,6733000000,8508000000,64158000000,16981000000,1933000000,1722000000,1760000000,63234000000,9531000000,10263000000,5547000000,8926000000,29223000000,18191000000,-12814000000,8232000000,30634000000,19407000000,-15000000,7038000000,3396000000,25364000000,2766000000,9310000000,1760000000,63234000000,-51719000000,5280000000,52582000000,25364000000,7638000000,34935000000,16520000000,83216000000,10951000000
2019-01-18,47.61,0.27,+0.570342%,47.25,46.81,47.69,"64,570,403","3,048,058,080.064100",2018-12-31,7058000000,2701000000,2721000000,4337000000,1029000000,870000000,787000000,57000000,3462000000,-607000000,1636000000,12000000,242000000,1007000000,-572000000,792000000,870000000,2111000000,412000000,-24608000000,-4168000000,-78000000,-217000000,1840000000,-2851000000,279000000,-1327000000,1346000000,2264000000,-13000000,-230000000,83216000000,6733000000,8508000000,64158000000,16981000000,1933000000,1722000000,1760000000,63234000000,9531000000,10263000000,5547000000,8926000000,29223000000,18191000000,-12814000000,8232000000,30634000000,19407000000,-15000000,7038000000,3396000000,25364000000,2766000000,9310000000,1760000000,63234000000,-51719000000,5280000000,52582000000,25364000000,7638000000,34935000000,16520000000,83216000000,10951000000
