Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2018-06-15,44.12,0.17,+0.386803%,43.95,43.45,44.52,"66,773,104","2,938,932,344.942900",2018-03-31,7626000000,3077000000,2738000000,4888000000,2063000000,1368000000,1833000000,32000000,2541000000,252000000,1811000000,536000000,230000000,-506000000,-508000000,1327000000,1368000000,1321000000,43000000,9576000000,284000000,-72000000,2218000000,613000000,1312000000,270000000,477000000,73000000,274000000,95000000,2313000000,93282000000,6806000000,9828000000,71665000000,19610000000,2314000000,16313000000,1760000000,63150000000,8079000000,9908000000,47263000000,8291000000,31480000000,4370000000,-10038000000,7977000000,38042000000,21478000000,2896000000,13082000000,3904000000,29792000000,2937000000,10797000000,1760000000,63150000000,-51268000000,5773000000,55240000000,29792000000,8079000000,40185000000,16006000000,93282000000,15809000000
2018-06-08,43.95,0.83,+1.924861%,43.36,43.04,44.0,"54,933,219","2,389,549,430.993900",2018-03-31,7626000000,3077000000,2738000000,4888000000,2063000000,1368000000,1833000000,32000000,2541000000,252000000,1811000000,536000000,230000000,-506000000,-508000000,1327000000,1368000000,1321000000,43000000,9576000000,284000000,-72000000,2218000000,613000000,1312000000,270000000,477000000,73000000,274000000,95000000,2313000000,93282000000,6806000000,9828000000,71665000000,19610000000,2314000000,16313000000,1760000000,63150000000,8079000000,9908000000,47263000000,8291000000,31480000000,4370000000,-10038000000,7977000000,38042000000,21478000000,2896000000,13082000000,3904000000,29792000000,2937000000,10797000000,1760000000,63150000000,-51268000000,5773000000,55240000000,29792000000,8079000000,40185000000,16006000000,93282000000,15809000000
2018-06-01,43.12,0.72,+1.698113%,42.12,42.1,43.32,"51,177,013","2,195,786,417.728000",2018-03-31,7626000000,3077000000,2738000000,4888000000,2063000000,1368000000,1833000000,32000000,2541000000,252000000,1811000000,536000000,230000000,-506000000,-508000000,1327000000,1368000000,1321000000,43000000,9576000000,284000000,-72000000,2218000000,613000000,1312000000,270000000,477000000,73000000,274000000,95000000,2313000000,93282000000,6806000000,9828000000,71665000000,19610000000,2314000000,16313000000,1760000000,63150000000,8079000000,9908000000,47263000000,8291000000,31480000000,4370000000,-10038000000,7977000000,38042000000,21478000000,2896000000,13082000000,3904000000,29792000000,2937000000,10797000000,1760000000,63150000000,-51268000000,5773000000,55240000000,29792000000,8079000000,40185000000,16006000000,93282000000,15809000000
2018-05-25,42.4,0.22,+0.521574%,42.31,41.93,42.6,"44,380,602","1,879,224,083.663100",2018-03-31,7626000000,3077000000,2738000000,4888000000,2063000000,1368000000,1833000000,32000000,2541000000,252000000,1811000000,536000000,230000000,-506000000,-508000000,1327000000,1368000000,1321000000,43000000,9576000000,284000000,-72000000,2218000000,613000000,1312000000,270000000,477000000,73000000,274000000,95000000,2313000000,93282000000,6806000000,9828000000,71665000000,19610000000,2314000000,16313000000,1760000000,63150000000,8079000000,9908000000,47263000000,8291000000,31480000000,4370000000,-10038000000,7977000000,38042000000,21478000000,2896000000,13082000000,3904000000,29792000000,2937000000,10797000000,1760000000,63150000000,-51268000000,5773000000,55240000000,29792000000,8079000000,40185000000,16006000000,93282000000,15809000000
2018-05-18,42.18,0.04,+0.094922%,42.25,41.45,42.38,"65,563,274","2,750,264,388.175000",2018-03-31,7626000000,3077000000,2738000000,4888000000,2063000000,1368000000,1833000000,32000000,2541000000,252000000,1811000000,536000000,230000000,-506000000,-508000000,1327000000,1368000000,1321000000,43000000,9576000000,284000000,-72000000,2218000000,613000000,1312000000,270000000,477000000,73000000,274000000,95000000,2313000000,93282000000,6806000000,9828000000,71665000000,19610000000,2314000000,16313000000,1760000000,63150000000,8079000000,9908000000,47263000000,8291000000,31480000000,4370000000,-10038000000,7977000000,38042000000,21478000000,2896000000,13082000000,3904000000,29792000000,2937000000,10797000000,1760000000,63150000000,-51268000000,5773000000,55240000000,29792000000,8079000000,40185000000,16006000000,93282000000,15809000000
2018-05-11,42.14,-0.22,-0.519358%,42.34,41.67,42.49,"47,949,411","2,013,897,177.700100",2018-03-31,7626000000,3077000000,2738000000,4888000000,2063000000,1368000000,1833000000,32000000,2541000000,252000000,1811000000,536000000,230000000,-506000000,-508000000,1327000000,1368000000,1321000000,43000000,9576000000,284000000,-72000000,2218000000,613000000,1312000000,270000000,477000000,73000000,274000000,95000000,2313000000,93282000000,6806000000,9828000000,71665000000,19610000000,2314000000,16313000000,1760000000,63150000000,8079000000,9908000000,47263000000,8291000000,31480000000,4370000000,-10038000000,7977000000,38042000000,21478000000,2896000000,13082000000,3904000000,29792000000,2937000000,10797000000,1760000000,63150000000,-51268000000,5773000000,55240000000,29792000000,8079000000,40185000000,16006000000,93282000000,15809000000
2018-05-04,42.36,-0.95,-2.193489%,43.5,41.52,43.69,"70,586,674","2,992,107,862.356200",2018-03-31,7626000000,3077000000,2738000000,4888000000,2063000000,1368000000,1833000000,32000000,2541000000,252000000,1811000000,536000000,230000000,-506000000,-508000000,1327000000,1368000000,1321000000,43000000,9576000000,284000000,-72000000,2218000000,613000000,1312000000,270000000,477000000,73000000,274000000,95000000,2313000000,93282000000,6806000000,9828000000,71665000000,19610000000,2314000000,16313000000,1760000000,63150000000,8079000000,9908000000,47263000000,8291000000,31480000000,4370000000,-10038000000,7977000000,38042000000,21478000000,2896000000,13082000000,3904000000,29792000000,2937000000,10797000000,1760000000,63150000000,-51268000000,5773000000,55240000000,29792000000,8079000000,40185000000,16006000000,93282000000,15809000000
2018-04-27,43.31,-0.43,-0.983082%,43.74,41.905,44.1,"74,515,984","3,201,053,149.369400",2018-03-31,7626000000,3077000000,2738000000,4888000000,2063000000,1368000000,1833000000,32000000,2541000000,252000000,1811000000,536000000,230000000,-506000000,-508000000,1327000000,1368000000,1321000000,43000000,9576000000,284000000,-72000000,2218000000,613000000,1312000000,270000000,477000000,73000000,274000000,95000000,2313000000,93282000000,6806000000,9828000000,71665000000,19610000000,2314000000,16313000000,1760000000,63150000000,8079000000,9908000000,47263000000,8291000000,31480000000,4370000000,-10038000000,7977000000,38042000000,21478000000,2896000000,13082000000,3904000000,29792000000,2937000000,10797000000,1760000000,63150000000,-51268000000,5773000000,55240000000,29792000000,8079000000,40185000000,16006000000,93282000000,15809000000
2018-04-20,43.74,-0.77,-1.729948%,44.65,43.58,45.03,"49,858,646","2,211,442,764.771700",2018-03-31,7626000000,3077000000,2738000000,4888000000,2063000000,1368000000,1833000000,32000000,2541000000,252000000,1811000000,536000000,230000000,-506000000,-508000000,1327000000,1368000000,1321000000,43000000,9576000000,284000000,-72000000,2218000000,613000000,1312000000,270000000,477000000,73000000,274000000,95000000,2313000000,93282000000,6806000000,9828000000,71665000000,19610000000,2314000000,16313000000,1760000000,63150000000,8079000000,9908000000,47263000000,8291000000,31480000000,4370000000,-10038000000,7977000000,38042000000,21478000000,2896000000,13082000000,3904000000,29792000000,2937000000,10797000000,1760000000,63150000000,-51268000000,5773000000,55240000000,29792000000,8079000000,40185000000,16006000000,93282000000,15809000000
2018-04-13,44.51,0.59,+1.343352%,44.03,43.715,44.69,"50,275,563","2,217,779,895.445100",2018-03-31,7626000000,3077000000,2738000000,4888000000,2063000000,1368000000,1833000000,32000000,2541000000,252000000,1811000000,536000000,230000000,-506000000,-508000000,1327000000,1368000000,1321000000,43000000,9576000000,284000000,-72000000,2218000000,613000000,1312000000,270000000,477000000,73000000,274000000,95000000,2313000000,93282000000,6806000000,9828000000,71665000000,19610000000,2314000000,16313000000,1760000000,63150000000,8079000000,9908000000,47263000000,8291000000,31480000000,4370000000,-10038000000,7977000000,38042000000,21478000000,2896000000,13082000000,3904000000,29792000000,2937000000,10797000000,1760000000,63150000000,-51268000000,5773000000,55240000000,29792000000,8079000000,40185000000,16006000000,93282000000,15809000000
2018-04-06,43.92,0.49,+1.128252%,43.44,42.473,44.61,"66,458,781","2,902,575,973.819700",2018-03-31,7626000000,3077000000,2738000000,4888000000,2063000000,1368000000,1833000000,32000000,2541000000,252000000,1811000000,536000000,230000000,-506000000,-508000000,1327000000,1368000000,1321000000,43000000,9576000000,284000000,-72000000,2218000000,613000000,1312000000,270000000,477000000,73000000,274000000,95000000,2313000000,93282000000,6806000000,9828000000,71665000000,19610000000,2314000000,16313000000,1760000000,63150000000,8079000000,9908000000,47263000000,8291000000,31480000000,4370000000,-10038000000,7977000000,38042000000,21478000000,2896000000,13082000000,3904000000,29792000000,2937000000,10797000000,1760000000,63150000000,-51268000000,5773000000,55240000000,29792000000,8079000000,40185000000,16006000000,93282000000,15809000000
2018-03-30,43.43,1.1,+2.598630%,42.61,42.25,43.92,"49,631,013","2,141,134,982.037600",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2018-03-23,42.33,-1.13,-2.600092%,43.46,42.29,43.71,"64,743,365","2,785,834,693.379500",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2018-03-16,43.46,-1.36,-3.034360%,44.95,43.45,45.09,"77,581,047","3,410,901,783.989300",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2018-03-09,44.82,1.1,+2.516011%,43.57,43.47,44.82,"55,024,616","2,424,659,637.981200",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2018-03-02,43.72,-0.32,-0.726612%,44.23,42.82,44.39,"69,213,965","3,017,237,234.431100",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2018-02-23,44.04,-0.94,-2.089818%,44.75,43.22,44.83,"47,585,267","2,088,301,914.773300",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2018-02-16,44.98,1.85,+4.289358%,43.56,43.3721,45.6401,"71,979,753","3,193,008,581.945300",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2018-02-09,43.13,-3.6,-7.703831%,46.65,42.19,46.92,"112,635,850","4,983,753,483.764300",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2018-02-02,46.73,-1.8,-3.709046%,48.21,46.63,48.46,"58,219,217","2,764,064,404.702400",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2018-01-26,48.53,1.37,+2.905004%,47.14,47.09,48.615,"65,431,882","3,129,178,603.126800",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2018-01-19,47.16,1.01,+2.188516%,46.15,46.14,47.25,"56,742,726","2,656,048,105.909500",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2018-01-12,46.15,0.08,+0.173649%,45.95,45.86,46.39,"49,885,035","2,300,084,785.822400",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2018-01-05,46.07,0.19,+0.414124%,45.91,45.34,46.215,"49,330,285","2,258,813,903.435600",2017-12-31,7512000000,3502000000,2689000000,4823000000,1147000000,-2752000000,937000000,35000000,2836000000,-174000000,1321000000,666000000,210000000,3755000000,-2868000000,-2818000000,-2752000000,-2629000000,-1539000000,-1386000000,-4910000000,-49000000,-6462000000,1077000000,4924000000,334000000,-320000000,-1464000000,481000000,-68000000,-6522000000,87896000000,6867000000,9548000000,68919000000,17072000000,2522000000,14738000000,1760000000,60430000000,8021000000,9401000000,43148000000,6006000000,27194000000,3298000000,-10305000000,8203000000,36545000000,20856000000,804000000,14669000000,3667000000,31182000000,2655000000,9158000000,1760000000,60430000000,-50677000000,6024000000,51351000000,31182000000,8021000000,41725000000,15864000000,87896000000,15358000000
2017-12-29,45.88,0.29,+0.636104%,45.7,45.61,46.18,"26,671,456","1,222,990,457.527000",2017-09-30,9078000000,3563000000,3395000000,5683000000,1882000000,1447000000,1674000000,-3000000,3203000000,-238000000,2120000000,360000000,208000000,230000000,0,1444000000,1447000000,1468000000,1830000000,-1201000000,-3296000000,-27000000,699000000,2527000000,24000000,297000000,-487000000,762000000,362000000,111000000,810000000,90515000000,6713000000,4775000000,68363000000,22119000000,4313000000,13835000000,1760000000,64759000000,3946000000,9473000000,43805000000,12528000000,27633000000,3231000000,-9843000000,8306000000,38404000000,21644000000,5933000000,14829000000,3664000000,32471000000,2608000000,10567000000,1760000000,64759000000,-50256000000,5975000000,52111000000,32471000000,3946000000,40730000000,15699000000,90515000000,22219000000
2017-12-22,45.59,-0.6,-1.298982%,46.2,45.55,46.38,"40,784,317","1,873,710,395.348400",2017-09-30,9078000000,3563000000,3395000000,5683000000,1882000000,1447000000,1674000000,-3000000,3203000000,-238000000,2120000000,360000000,208000000,230000000,0,1444000000,1447000000,1468000000,1830000000,-1201000000,-3296000000,-27000000,699000000,2527000000,24000000,297000000,-487000000,762000000,362000000,111000000,810000000,90515000000,6713000000,4775000000,68363000000,22119000000,4313000000,13835000000,1760000000,64759000000,3946000000,9473000000,43805000000,12528000000,27633000000,3231000000,-9843000000,8306000000,38404000000,21644000000,5933000000,14829000000,3664000000,32471000000,2608000000,10567000000,1760000000,64759000000,-50256000000,5975000000,52111000000,32471000000,3946000000,40730000000,15699000000,90515000000,22219000000
2017-12-15,46.19,0.88,+1.942176%,45.18,44.92,46.42,"66,327,259","3,036,675,765.728200",2017-09-30,9078000000,3563000000,3395000000,5683000000,1882000000,1447000000,1674000000,-3000000,3203000000,-238000000,2120000000,360000000,208000000,230000000,0,1444000000,1447000000,1468000000,1830000000,-1201000000,-3296000000,-27000000,699000000,2527000000,24000000,297000000,-487000000,762000000,362000000,111000000,810000000,90515000000,6713000000,4775000000,68363000000,22119000000,4313000000,13835000000,1760000000,64759000000,3946000000,9473000000,43805000000,12528000000,27633000000,3231000000,-9843000000,8306000000,38404000000,21644000000,5933000000,14829000000,3664000000,32471000000,2608000000,10567000000,1760000000,64759000000,-50256000000,5975000000,52111000000,32471000000,3946000000,40730000000,15699000000,90515000000,22219000000
2017-12-08,45.31,-0.66,-1.435719%,45.99,45.05,46.48,"61,693,373","2,837,002,522.803500",2017-09-30,9078000000,3563000000,3395000000,5683000000,1882000000,1447000000,1674000000,-3000000,3203000000,-238000000,2120000000,360000000,208000000,230000000,0,1444000000,1447000000,1468000000,1830000000,-1201000000,-3296000000,-27000000,699000000,2527000000,24000000,297000000,-487000000,762000000,362000000,111000000,810000000,90515000000,6713000000,4775000000,68363000000,22119000000,4313000000,13835000000,1760000000,64759000000,3946000000,9473000000,43805000000,12528000000,27633000000,3231000000,-9843000000,8306000000,38404000000,21644000000,5933000000,14829000000,3664000000,32471000000,2608000000,10567000000,1760000000,64759000000,-50256000000,5975000000,52111000000,32471000000,3946000000,40730000000,15699000000,90515000000,22219000000
2017-12-01,45.97,0.09,+0.196164%,45.88,45.03,46.15,"60,200,422","2,749,801,356.617800",2017-09-30,9078000000,3563000000,3395000000,5683000000,1882000000,1447000000,1674000000,-3000000,3203000000,-238000000,2120000000,360000000,208000000,230000000,0,1444000000,1447000000,1468000000,1830000000,-1201000000,-3296000000,-27000000,699000000,2527000000,24000000,297000000,-487000000,762000000,362000000,111000000,810000000,90515000000,6713000000,4775000000,68363000000,22119000000,4313000000,13835000000,1760000000,64759000000,3946000000,9473000000,43805000000,12528000000,27633000000,3231000000,-9843000000,8306000000,38404000000,21644000000,5933000000,14829000000,3664000000,32471000000,2608000000,10567000000,1760000000,64759000000,-50256000000,5975000000,52111000000,32471000000,3946000000,40730000000,15699000000,90515000000,22219000000
2017-11-24,45.88,0.17,+0.371910%,45.65,45.42,46.045,"40,872,405","1,867,934,977.571900",2017-09-30,9078000000,3563000000,3395000000,5683000000,1882000000,1447000000,1674000000,-3000000,3203000000,-238000000,2120000000,360000000,208000000,230000000,0,1444000000,1447000000,1468000000,1830000000,-1201000000,-3296000000,-27000000,699000000,2527000000,24000000,297000000,-487000000,762000000,362000000,111000000,810000000,90515000000,6713000000,4775000000,68363000000,22119000000,4313000000,13835000000,1760000000,64759000000,3946000000,9473000000,43805000000,12528000000,27633000000,3231000000,-9843000000,8306000000,38404000000,21644000000,5933000000,14829000000,3664000000,32471000000,2608000000,10567000000,1760000000,64759000000,-50256000000,5975000000,52111000000,32471000000,3946000000,40730000000,15699000000,90515000000,22219000000
2017-11-17,45.71,-0.83,-1.783412%,46.6,45.25,47.48,"69,500,549","3,238,248,646.781000",2017-09-30,9078000000,3563000000,3395000000,5683000000,1882000000,1447000000,1674000000,-3000000,3203000000,-238000000,2120000000,360000000,208000000,230000000,0,1444000000,1447000000,1468000000,1830000000,-1201000000,-3296000000,-27000000,699000000,2527000000,24000000,297000000,-487000000,762000000,362000000,111000000,810000000,90515000000,6713000000,4775000000,68363000000,22119000000,4313000000,13835000000,1760000000,64759000000,3946000000,9473000000,43805000000,12528000000,27633000000,3231000000,-9843000000,8306000000,38404000000,21644000000,5933000000,14829000000,3664000000,32471000000,2608000000,10567000000,1760000000,64759000000,-50256000000,5975000000,52111000000,32471000000,3946000000,40730000000,15699000000,90515000000,22219000000
2017-11-10,46.54,0.57,+1.239939%,45.91,45.31,46.64,"39,461,475","1,816,408,329.892700",2017-09-30,9078000000,3563000000,3395000000,5683000000,1882000000,1447000000,1674000000,-3000000,3203000000,-238000000,2120000000,360000000,208000000,230000000,0,1444000000,1447000000,1468000000,1830000000,-1201000000,-3296000000,-27000000,699000000,2527000000,24000000,297000000,-487000000,762000000,362000000,111000000,810000000,90515000000,6713000000,4775000000,68363000000,22119000000,4313000000,13835000000,1760000000,64759000000,3946000000,9473000000,43805000000,12528000000,27633000000,3231000000,-9843000000,8306000000,38404000000,21644000000,5933000000,14829000000,3664000000,32471000000,2608000000,10567000000,1760000000,64759000000,-50256000000,5975000000,52111000000,32471000000,3946000000,40730000000,15699000000,90515000000,22219000000
2017-11-03,45.97,-0.1,-0.217061%,46.0,45.63,46.17,"33,878,215","1,555,822,484.664600",2017-09-30,9078000000,3563000000,3395000000,5683000000,1882000000,1447000000,1674000000,-3000000,3203000000,-238000000,2120000000,360000000,208000000,230000000,0,1444000000,1447000000,1468000000,1830000000,-1201000000,-3296000000,-27000000,699000000,2527000000,24000000,297000000,-487000000,762000000,362000000,111000000,810000000,90515000000,6713000000,4775000000,68363000000,22119000000,4313000000,13835000000,1760000000,64759000000,3946000000,9473000000,43805000000,12528000000,27633000000,3231000000,-9843000000,8306000000,38404000000,21644000000,5933000000,14829000000,3664000000,32471000000,2608000000,10567000000,1760000000,64759000000,-50256000000,5975000000,52111000000,32471000000,3946000000,40730000000,15699000000,90515000000,22219000000
2017-10-27,46.07,-0.31,-0.668392%,46.38,45.91,46.76,"49,244,298","2,275,820,795.720700",2017-09-30,9078000000,3563000000,3395000000,5683000000,1882000000,1447000000,1674000000,-3000000,3203000000,-238000000,2120000000,360000000,208000000,230000000,0,1444000000,1447000000,1468000000,1830000000,-1201000000,-3296000000,-27000000,699000000,2527000000,24000000,297000000,-487000000,762000000,362000000,111000000,810000000,90515000000,6713000000,4775000000,68363000000,22119000000,4313000000,13835000000,1760000000,64759000000,3946000000,9473000000,43805000000,12528000000,27633000000,3231000000,-9843000000,8306000000,38404000000,21644000000,5933000000,14829000000,3664000000,32471000000,2608000000,10567000000,1760000000,64759000000,-50256000000,5975000000,52111000000,32471000000,3946000000,40730000000,15699000000,90515000000,22219000000
