Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,accountsPayable,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2019-11-15,220.25,-2.66,-1.193307%,220.9,217.01,221.41,"9,592,145","2,106,403,421.776700",2019-09-30,7315000000,-5907000000,5304000000,7315000000,13222000000,1877000000,2416000000,1663000000,5616000000,13222000000,-291000000,-1008000000,539000000,1877000000,1793000000,84000000,-15999000000,5306000000,-17894000000,334000000,6252000000,12812000000,8247000000,3002000000,8084000000,-20000000,473000000,-550000000,-1137000000,448000000,2229000000,3002000000,1007320000000,690000000,140369000000,915308000000,92012000000,199799000000,9000000,105194000000,170089000000,4196000000,2640000000,94094000000,213056000000,13257000000,2568000000,23590000000,234463000000,510826000000,80809000000,83092000000,216878000000,188161000000,9000000,11203000000,105194000000,-81841000000,262031000000,772857000000,216878000000,485374000000,702252000000,54879000000,1007320000000,94094000000,357509026
2019-11-08,222.91,5.52,+2.539215%,219.7,216.55,224.77,"12,285,802","2,715,122,188.579500",2019-09-30,7315000000,-5907000000,5304000000,7315000000,13222000000,1877000000,2416000000,1663000000,5616000000,13222000000,-291000000,-1008000000,539000000,1877000000,1793000000,84000000,-15999000000,5306000000,-17894000000,334000000,6252000000,12812000000,8247000000,3002000000,8084000000,-20000000,473000000,-550000000,-1137000000,448000000,2229000000,3002000000,1007320000000,690000000,140369000000,915308000000,92012000000,199799000000,9000000,105194000000,170089000000,4196000000,2640000000,94094000000,213056000000,13257000000,2568000000,23590000000,234463000000,510826000000,80809000000,83092000000,216878000000,188161000000,9000000,11203000000,105194000000,-81841000000,262031000000,772857000000,216878000000,485374000000,702252000000,54879000000,1007320000000,94094000000,357509026
2019-11-01,217.39,3.16,+1.475050%,216.32,211.32,219.28,"10,311,973","2,230,948,563.417400",2019-09-30,7315000000,-5907000000,5304000000,7315000000,13222000000,1877000000,2416000000,1663000000,5616000000,13222000000,-291000000,-1008000000,539000000,1877000000,1793000000,84000000,-15999000000,5306000000,-17894000000,334000000,6252000000,12812000000,8247000000,3002000000,8084000000,-20000000,473000000,-550000000,-1137000000,448000000,2229000000,3002000000,1007320000000,690000000,140369000000,915308000000,92012000000,199799000000,9000000,105194000000,170089000000,4196000000,2640000000,94094000000,213056000000,13257000000,2568000000,23590000000,234463000000,510826000000,80809000000,83092000000,216878000000,188161000000,9000000,11203000000,105194000000,-81841000000,262031000000,772857000000,216878000000,485374000000,702252000000,54879000000,1007320000000,94094000000,357509026
2019-10-25,214.23,7.71,+3.733295%,208.67,207.68,215.42,"9,302,264","1,966,773,058.941100",2019-09-30,7315000000,-5907000000,5304000000,7315000000,13222000000,1877000000,2416000000,1663000000,5616000000,13222000000,-291000000,-1008000000,539000000,1877000000,1793000000,84000000,-15999000000,5306000000,-17894000000,334000000,6252000000,12812000000,8247000000,3002000000,8084000000,-20000000,473000000,-550000000,-1137000000,448000000,2229000000,3002000000,1007320000000,690000000,140369000000,915308000000,92012000000,199799000000,9000000,105194000000,170089000000,4196000000,2640000000,94094000000,213056000000,13257000000,2568000000,23590000000,234463000000,510826000000,80809000000,83092000000,216878000000,188161000000,9000000,11203000000,105194000000,-81841000000,262031000000,772857000000,216878000000,485374000000,702252000000,54879000000,1007320000000,94094000000,357509026
2019-10-18,206.52,1.84,+0.898964%,203.83,198.61,208.93,"19,155,165","3,934,536,466.676000",2019-09-30,7315000000,-5907000000,5304000000,7315000000,13222000000,1877000000,2416000000,1663000000,5616000000,13222000000,-291000000,-1008000000,539000000,1877000000,1793000000,84000000,-15999000000,5306000000,-17894000000,334000000,6252000000,12812000000,8247000000,3002000000,8084000000,-20000000,473000000,-550000000,-1137000000,448000000,2229000000,3002000000,1007320000000,690000000,140369000000,915308000000,92012000000,199799000000,9000000,105194000000,170089000000,4196000000,2640000000,94094000000,213056000000,13257000000,2568000000,23590000000,234463000000,510826000000,80809000000,83092000000,216878000000,188161000000,9000000,11203000000,105194000000,-81841000000,262031000000,772857000000,216878000000,485374000000,702252000000,54879000000,1007320000000,94094000000,357509026
2019-10-11,204.68,3.88,+1.932271%,200.79,195.92,207.29,"12,798,504","2,567,738,415.378900",2019-09-30,7315000000,-5907000000,5304000000,7315000000,13222000000,1877000000,2416000000,1663000000,5616000000,13222000000,-291000000,-1008000000,539000000,1877000000,1793000000,84000000,-15999000000,5306000000,-17894000000,334000000,6252000000,12812000000,8247000000,3002000000,8084000000,-20000000,473000000,-550000000,-1137000000,448000000,2229000000,3002000000,1007320000000,690000000,140369000000,915308000000,92012000000,199799000000,9000000,105194000000,170089000000,4196000000,2640000000,94094000000,213056000000,13257000000,2568000000,23590000000,234463000000,510826000000,80809000000,83092000000,216878000000,188161000000,9000000,11203000000,105194000000,-81841000000,262031000000,772857000000,216878000000,485374000000,702252000000,54879000000,1007320000000,94094000000,357509026
2019-10-04,200.8,-8.17,-3.909652%,209.71,193.99,209.71,"14,317,295","2,873,222,180.951200",2019-09-30,7315000000,-5907000000,5304000000,7315000000,13222000000,1877000000,2416000000,1663000000,5616000000,13222000000,-291000000,-1008000000,539000000,1877000000,1793000000,84000000,-15999000000,5306000000,-17894000000,334000000,6252000000,12812000000,8247000000,3002000000,8084000000,-20000000,473000000,-550000000,-1137000000,448000000,2229000000,3002000000,1007320000000,690000000,140369000000,915308000000,92012000000,199799000000,9000000,105194000000,170089000000,4196000000,2640000000,94094000000,213056000000,13257000000,2568000000,23590000000,234463000000,510826000000,80809000000,83092000000,216878000000,188161000000,9000000,11203000000,105194000000,-81841000000,262031000000,772857000000,216878000000,485374000000,702252000000,54879000000,1007320000000,94094000000,357509026
2019-09-27,208.97,-4.77,-2.231683%,212.85,206.8,214.2,"9,285,379","1,947,974,011.721700",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-09-20,213.74,-6.16,-2.801273%,217.82,212.54,219.33,"14,266,616","3,072,769,825.251600",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-09-13,219.9,12.69,+6.124222%,209.22,208.44,221.5,"12,873,332","2,785,952,293.819800",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-09-06,207.21,3.3,+1.618361%,201.1,196.58,208.93,"8,047,930","1,634,652,968.576700",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-08-30,203.91,7.71,+3.929664%,198.27,196.25,205.21,"7,747,316","1,557,652,126.531400",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-08-23,196.2,-3.22,-1.614683%,203.81,195.19,204.45,"7,831,066","1,570,328,940.344100",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-08-16,199.42,-7.48,-3.615273%,203.28,193.71,206.6,"10,522,761","2,101,243,725.074500",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-08-09,206.9,-2.47,-1.179730%,205.82,199.05,208.3,"11,730,200","2,394,755,774.228800",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-08-02,209.37,-12.77,-5.748627%,221.0,205.31,222.13,"10,581,520","2,282,495,153.626100",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-07-26,222.14,8.62,+4.037093%,213.4,212.31,222.24,"13,499,962","2,956,948,564.618700",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-07-19,213.52,-0.42,-0.196317%,214.11,209.79,217.33,"15,148,644","3,243,548,838.071100",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-07-12,213.94,6.04,+2.905243%,206.36,203.54,214.19,"11,763,613","2,459,977,321.121400",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-07-05,207.9,3.3,+1.612903%,208.0,204.16,209.85,"6,585,609","1,361,145,424.750500",2019-06-30,8390000000,-6334000000,5512000000,8390000000,14724000000,2421000000,3127000000,1594000000,6120000000,14724000000,-214000000,-1071000000,706000000,2421000000,2198000000,223000000,881000000,10170000000,-1000000,1158000000,3855000000,-6230000000,-8826000000,3208000000,9439000000,-3957000000,399000000,-535000000,-724000000,406000000,2040000000,3208000000,944903000000,342000000,138458000000,854011000000,90892000000,184446000000,9000000,103867000000,148095000000,3772000000,2685000000,91092000000,197969000000,13523000000,2115000000,22657000000,229550000000,454711000000,79689000000,83915000000,221145000000,185279000000,9000000,11203000000,103867000000,-81167000000,260642000000,715353000000,221145000000,434897000000,656042000000,54865000000,944903000000,91092000000,360539618
2019-06-28,204.6,8.66,+4.419720%,196.53,194.0142,205.84,"12,642,096","2,530,113,458.852600",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
2019-06-21,195.94,4.28,+2.233121%,192.02,190.67,198.34,"11,830,173","2,311,648,440.024500",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
2019-06-14,191.66,1.85,+0.974659%,191.4,189.31,197.0,"8,879,313","1,711,215,358.609200",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
2019-06-07,189.81,7.32,+4.011179%,181.7,180.73,190.74,"10,739,555","2,009,432,950.247300",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
2019-05-31,182.49,-10.51,-5.445596%,192.0,182.31,193.31,"10,415,467","1,949,000,255.330000",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
2019-05-24,193.0,-4.43,-2.243833%,197.09,189.56,199.32,"12,060,015","2,351,952,712.423800",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
2019-05-17,197.43,-4.62,-2.286563%,197.9,193.42,200.0,"12,277,161","2,415,784,985.254500",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
2019-05-10,202.05,-5.47,-2.635891%,202.8,197.91,206.98,"11,008,475","2,222,549,780.571400",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
2019-05-03,207.52,4.44,+2.186331%,203.5,203.12,208.75,"10,224,581","2,107,957,213.953400",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
2019-04-26,203.08,-2.83,-1.374387%,205.12,199.1,205.59,"11,937,450","2,416,489,105.727100",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
2019-04-19,205.91,-1.93,-0.928599%,204.11,199.24,208.5,"18,539,829","3,771,197,143.515900",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
2019-04-12,207.84,5.46,+2.697895%,202.79,198.86,209.97,"14,098,618","2,878,349,463.237800",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
2019-04-05,202.38,10.39,+5.411740%,194.0,193.61,205.5,"14,067,087","2,807,190,699.882000",2019-03-31,7589000000,6088000000,1048000000,7589000000,1501000000,2251000000,2719000000,1565000000,5864000000,1501000000,224000000,-1218000000,468000000,2251000000,2182000000,69000000,-1639000000,-7888000000,-1501000000,2266000000,7170000000,3844000000,-4287000000,-42663000000,-45006000000,-41464000000,368000000,-375000000,1336000000,1727000000,2128000000,-42663000000,925349000000,332000000,147950000000,835076000000,90273000000,183885000000,9000000,101988000000,140534000000,3760000000,38000000000,87884000000,196484000000,12599000000,2126000000,21663000000,235834000000,445949000000,79070000000,73438000000,224473000000,180997000000,9000000,11203000000,101988000000,-79915000000,243566000000,689515000000,224473000000,414119000000,638592000000,54862000000,925349000000,87884000000,366771581
