Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,changeInCash,operatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,totalAssets,intangibleAssets,totalLiabilities,totalShareholderEquity,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,cashAndShortTermInvestments
2019-07-12,114.99,1.84,+1.626160%,113.34,112.32,115.21,"30,140,004","3,430,965,916.779500",2019-06-30,17094000000,13348000000,8938000000,8156000000,-4954000000,-6641000000,-5065000000,4000000,5003000000,-5192000000,111000000,4034000000,-8159000000,-9099000000,-6641000000,1091000000,415000000,647000000,370000000,-351000000,-3304000000,1494000000,4151000000,820000000,-1937000000,-1016000000,362000000,273000000,-391000000,814000000,115095000000,24215000000,67516000000,110855000000,4009000000,94918000000,17110000000,40273000000,6863000000,4239000000,30011000000,47579000000,21271000000,22473000000,-18222000000,4951000000,20395000000,5017000000,20314000000,-100406000000,6863000000,92622000000,20395000000,10211000000,37505000000,63827000000,10287000000
2019-07-05,113.15,3.5,+3.191974%,109.92,109.61,114.27,"28,276,996","3,166,615,081.000100",2019-06-30,17094000000,13348000000,8938000000,8156000000,-4954000000,-6641000000,-5065000000,4000000,5003000000,-5192000000,111000000,4034000000,-8159000000,-9099000000,-6641000000,1091000000,415000000,647000000,370000000,-351000000,-3304000000,1494000000,4151000000,820000000,-1937000000,-1016000000,362000000,273000000,-391000000,814000000,115095000000,24215000000,67516000000,110855000000,4009000000,94918000000,17110000000,40273000000,6863000000,4239000000,30011000000,47579000000,21271000000,22473000000,-18222000000,4951000000,20395000000,5017000000,20314000000,-100406000000,6863000000,92622000000,20395000000,10211000000,37505000000,63827000000,10287000000
2019-06-28,109.65,-1.55,-1.393885%,111.82,109.02,112.63,"37,259,281","4,119,951,860.148600",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-06-21,111.2,0.0,0.000000%,111.16,109.26,112.47,"41,622,820","4,617,052,855.289700",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-06-14,111.2,2.43,+2.234072%,108.32,107.4582,111.75,"35,578,911","3,913,943,103.056400",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-06-07,108.77,5.86,+5.694296%,103.15,102.4,109.38,"36,666,405","3,886,266,570.040900",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-05-31,102.91,-3.78,-3.542975%,106.7,102.405,107.245,"29,764,363","3,104,493,481.853500",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-05-24,106.69,-0.76,-0.707306%,107.44,105.885,108.13,"27,229,068","2,909,582,366.714600",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-05-17,107.45,1.44,+1.358362%,105.14,104.85,108.68,"35,769,484","3,821,882,469.675700",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-05-10,106.01,-0.07,-0.065988%,105.12,103.78,106.15,"29,022,539","3,046,052,141.874000",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-05-03,106.08,0.22,+0.207822%,105.57,104.655,106.62,"30,836,734","3,257,732,758.849000",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-04-26,105.86,-0.19,-0.179161%,106.13,102.13,107.2,"48,964,863","5,104,941,770.310700",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-04-19,106.05,0.99,+0.942319%,104.98,104.79,106.71,"27,802,790","2,946,389,304.405400",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-04-12,105.06,1.41,+1.360347%,103.93,103.5,105.14,"31,469,516","3,294,501,435.985800",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-04-05,103.65,-0.4,-0.384431%,104.23,102.75,104.23,"27,009,846","2,795,652,946.383100",2019-03-31,16462000000,4806000000,8427000000,8035000000,3409000000,2745000000,3278000000,31000000,4806000000,3229000000,131000000,-502000000,128000000,3780000000,2745000000,1416000000,300000000,573000000,-91000000,-3062000000,-5066000000,-976000000,3517000000,711000000,-1858000000,-146000000,-70000000,-151000000,118000000,752000000,121673000000,25836000000,66121000000,55072000000,4009000000,102103000000,16392000000,46753000000,5779000000,2738000000,28370000000,-16113000000,20993000000,22312000000,-18450000000,5198000000,21359000000,5358000000,19459000000,-99484000000,5779000000,99361000000,21359000000,9441000000,37751000000,63624000000,9823000000
2019-03-29,104.05,2.39,+2.350974%,101.66,101.26,104.15,"34,231,328","3,525,270,218.097400",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2019-03-22,101.66,-0.78,-0.761421%,102.06,99.09,103.15,"42,548,190","4,336,133,176.614900",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2019-03-15,102.44,4.03,+4.095112%,98.79,98.51,102.89,"64,418,447","6,532,933,739.580300",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2019-03-08,98.41,-0.03,-0.030475%,98.57,97.75,99.68,"31,345,333","3,093,495,305.941300",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2019-03-01,98.44,-1.81,-1.805486%,100.36,97.83,100.45,"38,873,629","3,849,723,564.655900",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2019-02-22,100.25,1.77,+1.797319%,98.56,98.47,100.4,"34,416,314","3,429,192,864.719600",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2019-02-15,98.48,0.77,+0.788046%,97.49,97.43,99.7,"51,319,420","5,066,075,404.216300",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2019-02-08,97.71,0.24,+0.246230%,97.21,96.34,98.315,"46,569,559","4,540,832,224.140600",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2019-02-01,97.47,3.87,+4.134615%,93.32,92.97,97.61,"56,050,977","5,335,133,535.821000",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2019-01-25,93.6,2.18,+2.384599%,91.39,89.08,96.41,"59,152,444","5,520,790,380.305500",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2019-01-18,91.42,-0.35,-0.381388%,91.5,90.345,92.61,"40,896,863","3,737,350,897.856200",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2019-01-11,91.77,-0.72,-0.778463%,91.91,90.605,93.09,"51,848,319","4,754,680,510.266800",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2019-01-04,92.49,1.31,+1.436719%,91.63,89.93,92.5,"37,469,732","3,426,212,266.396400",2018-12-31,17438000000,4623000000,8919000000,8519000000,4054000000,4594000000,3916000000,22000000,4623000000,3896000000,138000000,-700000000,-148000000,4616000000,4594000000,458000000,208000000,-3845000000,-3602000000,2572000000,1032000000,1194000000,4007000000,650000000,-1850000000,310000000,-37000000,77000000,179000000,701000000,123687000000,25947000000,69244000000,53990000000,4009000000,101170000000,16483000000,46932000000,5392000000,3696000000,31247000000,-16334000000,20822000000,24431000000,-19835000000,5055000000,21514000000,5281000000,19134000000,-99480000000,5555000000,99256000000,21514000000,9611000000,37997000000,63679000000,12117000000
2018-12-28,91.18,0.21,+0.230845%,90.45,86.74,93.28,"36,999,049","3,326,848,300.426600",2018-09-30,16690000000,4652000000,8484000000,8206000000,4069000000,3199000000,3940000000,12000000,4652000000,3554000000,129000000,-729000000,302000000,4669000000,3199000000,443000000,933000000,-865000000,-228000000,24000000,-2656000000,46000000,3567000000,643000000,-1853000000,-827000000,-494000000,-475000000,-167000000,1080000000,118440000000,23919000000,65936000000,52236000000,4009000000,99831000000,15937000000,45225000000,5202000000,2545000000,29220000000,-16310000000,20590000000,23346000000,-17859000000,5035000000,20779000000,5182000000,18712000000,-99956000000,5360000000,95094000000,20779000000,9758000000,36716000000,63711000000,11253000000
2018-12-21,90.97,-5.67,-5.867136%,96.0,90.13,96.5,"73,972,938","6,811,337,611.118100",2018-09-30,16690000000,4652000000,8484000000,8206000000,4069000000,3199000000,3940000000,12000000,4652000000,3554000000,129000000,-729000000,302000000,4669000000,3199000000,443000000,933000000,-865000000,-228000000,24000000,-2656000000,46000000,3567000000,643000000,-1853000000,-827000000,-494000000,-475000000,-167000000,1080000000,118440000000,23919000000,65936000000,52236000000,4009000000,99831000000,15937000000,45225000000,5202000000,2545000000,29220000000,-16310000000,20590000000,23346000000,-17859000000,5035000000,20779000000,5182000000,18712000000,-99956000000,5360000000,95094000000,20779000000,9758000000,36716000000,63711000000,11253000000
2018-12-14,96.64,4.19,+4.532180%,93.25,91.3664,96.895,"58,894,136","5,595,401,938.604300",2018-09-30,16690000000,4652000000,8484000000,8206000000,4069000000,3199000000,3940000000,12000000,4652000000,3554000000,129000000,-729000000,302000000,4669000000,3199000000,443000000,933000000,-865000000,-228000000,24000000,-2656000000,46000000,3567000000,643000000,-1853000000,-827000000,-494000000,-475000000,-167000000,1080000000,118440000000,23919000000,65936000000,52236000000,4009000000,99831000000,15937000000,45225000000,5202000000,2545000000,29220000000,-16310000000,20590000000,23346000000,-17859000000,5035000000,20779000000,5182000000,18712000000,-99956000000,5360000000,95094000000,20779000000,9758000000,36716000000,63711000000,11253000000
2018-12-07,92.45,-2.06,-2.179664%,94.67,91.08,94.86,"47,251,333","4,392,643,918.379600",2018-09-30,16690000000,4652000000,8484000000,8206000000,4069000000,3199000000,3940000000,12000000,4652000000,3554000000,129000000,-729000000,302000000,4669000000,3199000000,443000000,933000000,-865000000,-228000000,24000000,-2656000000,46000000,3567000000,643000000,-1853000000,-827000000,-494000000,-475000000,-167000000,1080000000,118440000000,23919000000,65936000000,52236000000,4009000000,99831000000,15937000000,45225000000,5202000000,2545000000,29220000000,-16310000000,20590000000,23346000000,-17859000000,5035000000,20779000000,5182000000,18712000000,-99956000000,5360000000,95094000000,20779000000,9758000000,36716000000,63711000000,11253000000
2018-11-30,94.51,2.97,+3.244483%,91.15,91.15,94.65,"47,707,516","4,438,981,277.466500",2018-09-30,16690000000,4652000000,8484000000,8206000000,4069000000,3199000000,3940000000,12000000,4652000000,3554000000,129000000,-729000000,302000000,4669000000,3199000000,443000000,933000000,-865000000,-228000000,24000000,-2656000000,46000000,3567000000,643000000,-1853000000,-827000000,-494000000,-475000000,-167000000,1080000000,118440000000,23919000000,65936000000,52236000000,4009000000,99831000000,15937000000,45225000000,5202000000,2545000000,29220000000,-16310000000,20590000000,23346000000,-17859000000,5035000000,20779000000,5182000000,18712000000,-99956000000,5360000000,95094000000,20779000000,9758000000,36716000000,63711000000,11253000000
2018-11-23,91.54,-2.28,-2.430185%,93.72,90.63,94.185,"34,844,571","3,218,410,412.945100",2018-09-30,16690000000,4652000000,8484000000,8206000000,4069000000,3199000000,3940000000,12000000,4652000000,3554000000,129000000,-729000000,302000000,4669000000,3199000000,443000000,933000000,-865000000,-228000000,24000000,-2656000000,46000000,3567000000,643000000,-1853000000,-827000000,-494000000,-475000000,-167000000,1080000000,118440000000,23919000000,65936000000,52236000000,4009000000,99831000000,15937000000,45225000000,5202000000,2545000000,29220000000,-16310000000,20590000000,23346000000,-17859000000,5035000000,20779000000,5182000000,18712000000,-99956000000,5360000000,95094000000,20779000000,9758000000,36716000000,63711000000,11253000000
2018-11-16,93.82,1.41,+1.525809%,92.21,91.5869,94.81,"63,103,325","5,894,918,956.461800",2018-09-30,16690000000,4652000000,8484000000,8206000000,4069000000,3199000000,3940000000,12000000,4652000000,3554000000,129000000,-729000000,302000000,4669000000,3199000000,443000000,933000000,-865000000,-228000000,24000000,-2656000000,46000000,3567000000,643000000,-1853000000,-827000000,-494000000,-475000000,-167000000,1080000000,118440000000,23919000000,65936000000,52236000000,4009000000,99831000000,15937000000,45225000000,5202000000,2545000000,29220000000,-16310000000,20590000000,23346000000,-17859000000,5035000000,20779000000,5182000000,18712000000,-99956000000,5360000000,95094000000,20779000000,9758000000,36716000000,63711000000,11253000000
2018-11-09,92.41,2.6,+2.895001%,89.89,89.815,92.665,"47,476,312","4,334,714,867.816200",2018-09-30,16690000000,4652000000,8484000000,8206000000,4069000000,3199000000,3940000000,12000000,4652000000,3554000000,129000000,-729000000,302000000,4669000000,3199000000,443000000,933000000,-865000000,-228000000,24000000,-2656000000,46000000,3567000000,643000000,-1853000000,-827000000,-494000000,-475000000,-167000000,1080000000,118440000000,23919000000,65936000000,52236000000,4009000000,99831000000,15937000000,45225000000,5202000000,2545000000,29220000000,-16310000000,20590000000,23346000000,-17859000000,5035000000,20779000000,5182000000,18712000000,-99956000000,5360000000,95094000000,20779000000,9758000000,36716000000,63711000000,11253000000
2018-11-02,89.81,1.95,+2.219440%,88.29,87.27,89.95,"61,153,802","5,439,962,798.313200",2018-09-30,16690000000,4652000000,8484000000,8206000000,4069000000,3199000000,3940000000,12000000,4652000000,3554000000,129000000,-729000000,302000000,4669000000,3199000000,443000000,933000000,-865000000,-228000000,24000000,-2656000000,46000000,3567000000,643000000,-1853000000,-827000000,-494000000,-475000000,-167000000,1080000000,118440000000,23919000000,65936000000,52236000000,4009000000,99831000000,15937000000,45225000000,5202000000,2545000000,29220000000,-16310000000,20590000000,23346000000,-17859000000,5035000000,20779000000,5182000000,18712000000,-99956000000,5360000000,95094000000,20779000000,9758000000,36716000000,63711000000,11253000000
2018-10-26,87.86,0.56,+0.641466%,86.73,85.23,90.7,"86,080,115","7,580,690,226.509600",2018-09-30,16690000000,4652000000,8484000000,8206000000,4069000000,3199000000,3940000000,12000000,4652000000,3554000000,129000000,-729000000,302000000,4669000000,3199000000,443000000,933000000,-865000000,-228000000,24000000,-2656000000,46000000,3567000000,643000000,-1853000000,-827000000,-494000000,-475000000,-167000000,1080000000,118440000000,23919000000,65936000000,52236000000,4009000000,99831000000,15937000000,45225000000,5202000000,2545000000,29220000000,-16310000000,20590000000,23346000000,-17859000000,5035000000,20779000000,5182000000,18712000000,-99956000000,5360000000,95094000000,20779000000,9758000000,36716000000,63711000000,11253000000
2018-10-19,87.3,8.24,+10.422464%,79.01,78.92,87.76,"69,675,678","5,800,076,775.061800",2018-09-30,16690000000,4652000000,8484000000,8206000000,4069000000,3199000000,3940000000,12000000,4652000000,3554000000,129000000,-729000000,302000000,4669000000,3199000000,443000000,933000000,-865000000,-228000000,24000000,-2656000000,46000000,3567000000,643000000,-1853000000,-827000000,-494000000,-475000000,-167000000,1080000000,118440000000,23919000000,65936000000,52236000000,4009000000,99831000000,15937000000,45225000000,5202000000,2545000000,29220000000,-16310000000,20590000000,23346000000,-17859000000,5035000000,20779000000,5182000000,18712000000,-99956000000,5360000000,95094000000,20779000000,9758000000,36716000000,63711000000,11253000000
