Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2020-03-27,164.01,15.52,+10.451882%,142.95,136.5,171.36,"46,753,786","7,393,261,371.880800",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2020-03-20,148.49,-28.64,-16.168915%,157.1,124.23,161.92,"60,450,595","8,814,878,829.825500",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2020-03-13,177.13,-21.73,-10.927286%,187.67,168.2,200.0,"36,373,530","6,635,995,189.714800",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2020-03-06,198.86,4.69,+2.415409%,193.81,191.21,207.16,"25,997,475","5,180,781,282.777400",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2020-02-28,194.17,-21.7,-10.052346%,210.58,188.81,216.83,"31,248,260","6,366,833,990.993000",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2020-02-21,215.87,-1.22,-0.561979%,215.92,212.7813,217.04,"10,604,376","2,285,783,702.660900",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2020-02-14,217.09,5.48,+2.589670%,211.34,211.25,218.385,"12,432,288","2,683,107,732.624900",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2020-02-07,211.61,-2.36,-1.102958%,214.99,211.09,216.88,"15,143,812","3,244,095,654.522200",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2020-01-31,213.97,2.73,+1.292369%,207.84,207.3,217.1,"20,461,487","4,361,628,263.570000",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2020-01-24,211.24,-0.74,-0.349090%,211.37,208.62,214.18,"13,342,589","2,827,190,707.937700",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2020-01-17,211.98,4.71,+2.272398%,207.38,205.46,212.77,"15,044,769","3,149,540,474.000300",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2020-01-10,207.27,7.19,+3.593563%,199.6,199.35,209.3748,"22,313,663","4,576,244,451.280200",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2020-01-03,200.08,1.91,+0.963819%,197.58,195.94,200.8,"10,844,199","2,154,119,446.592600",2019-12-31,5349000000,553500000,2502900000,2846100000,2723400000,1572200000,2026800000,653600000,17200000,2292600000,9861100000,283000000,454600000,109700000,1572200000,1572200000,-807000000,31000000,911200000,-1441800000,-121500000,-359500000,1889300000,413600000,-935200000,-1417800000,-102800000,838000000,80700000,-278800000,47510800000,385000000,42963300000,-8210300000,1978700000,621000000,16600000,52930500000,5224200000,2677400000,2571900000,898500000,3621000000,-2482700000,24160000000,3557900000,1270300000,1870100000,2224200000,34118100000,50200000,2940900000,16600000,52930500000,-66328600000,43952900000,34118100000,3245500000,39342300000,7653900000,47510800000,898500000
2019-12-27,198.17,1.03,+0.522471%,197.54,195.67,198.47,"7,617,603","1,501,317,652.727000",2019-09-30,5430600000,494100000,2527200000,2903400000,2846200000,1607900000,2152200000,543600000,23500000,2409300000,0,280600000,544300000,64100000,1607900000,1607900000,-592800000,-3100000,706400000,-1577600000,-12700000,116300000,2286700000,413400000,-876900000,-1394400000,43900000,589700000,-73500000,42800000,45805000000,379700000,42522400000,-8599200000,2200600000,703300000,16600000,51359500000,5396700000,2541800000,2599400000,1177300000,4275600000,-2663100000,23325300000,3604900000,1245400000,740800000,2005300000,32850100000,42600000,3572300000,16600000,51359500000,-64931900000,42200100000,32850100000,3196100000,38246800000,7619700000,45805000000,1177300000
2019-12-20,197.14,0.02,+0.010146%,197.59,194.7101,199.0,"21,042,040","4,142,932,410.687700",2019-09-30,5430600000,494100000,2527200000,2903400000,2846200000,1607900000,2152200000,543600000,23500000,2409300000,0,280600000,544300000,64100000,1607900000,1607900000,-592800000,-3100000,706400000,-1577600000,-12700000,116300000,2286700000,413400000,-876900000,-1394400000,43900000,589700000,-73500000,42800000,45805000000,379700000,42522400000,-8599200000,2200600000,703300000,16600000,51359500000,5396700000,2541800000,2599400000,1177300000,4275600000,-2663100000,23325300000,3604900000,1245400000,740800000,2005300000,32850100000,42600000,3572300000,16600000,51359500000,-64931900000,42200100000,32850100000,3196100000,38246800000,7619700000,45805000000,1177300000
2019-12-13,197.12,1.77,+0.906066%,195.66,194.26,197.33,"12,307,937","2,406,542,932.600800",2019-09-30,5430600000,494100000,2527200000,2903400000,2846200000,1607900000,2152200000,543600000,23500000,2409300000,0,280600000,544300000,64100000,1607900000,1607900000,-592800000,-3100000,706400000,-1577600000,-12700000,116300000,2286700000,413400000,-876900000,-1394400000,43900000,589700000,-73500000,42800000,45805000000,379700000,42522400000,-8599200000,2200600000,703300000,16600000,51359500000,5396700000,2541800000,2599400000,1177300000,4275600000,-2663100000,23325300000,3604900000,1245400000,740800000,2005300000,32850100000,42600000,3572300000,16600000,51359500000,-64931900000,42200100000,32850100000,3196100000,38246800000,7619700000,45805000000,1177300000
2019-12-06,195.35,0.87,+0.447347%,195.38,192.35,195.74,"15,923,366","3,092,932,460.681000",2019-09-30,5430600000,494100000,2527200000,2903400000,2846200000,1607900000,2152200000,543600000,23500000,2409300000,0,280600000,544300000,64100000,1607900000,1607900000,-592800000,-3100000,706400000,-1577600000,-12700000,116300000,2286700000,413400000,-876900000,-1394400000,43900000,589700000,-73500000,42800000,45805000000,379700000,42522400000,-8599200000,2200600000,703300000,16600000,51359500000,5396700000,2541800000,2599400000,1177300000,4275600000,-2663100000,23325300000,3604900000,1245400000,740800000,2005300000,32850100000,42600000,3572300000,16600000,51359500000,-64931900000,42200100000,32850100000,3196100000,38246800000,7619700000,45805000000,1177300000
2019-11-29,194.48,1.34,+0.693797%,193.94,191.6,196.6699,"14,832,611","2,879,529,044.060200",2019-09-30,5430600000,494100000,2527200000,2903400000,2846200000,1607900000,2152200000,543600000,23500000,2409300000,0,280600000,544300000,64100000,1607900000,1607900000,-592800000,-3100000,706400000,-1577600000,-12700000,116300000,2286700000,413400000,-876900000,-1394400000,43900000,589700000,-73500000,42800000,45805000000,379700000,42522400000,-8599200000,2200600000,703300000,16600000,51359500000,5396700000,2541800000,2599400000,1177300000,4275600000,-2663100000,23325300000,3604900000,1245400000,740800000,2005300000,32850100000,42600000,3572300000,16600000,51359500000,-64931900000,42200100000,32850100000,3196100000,38246800000,7619700000,45805000000,1177300000
2019-11-22,193.14,-0.83,-0.427901%,194.2,192.15,195.72,"15,391,691","2,981,164,801.088200",2019-09-30,5430600000,494100000,2527200000,2903400000,2846200000,1607900000,2152200000,543600000,23500000,2409300000,0,280600000,544300000,64100000,1607900000,1607900000,-592800000,-3100000,706400000,-1577600000,-12700000,116300000,2286700000,413400000,-876900000,-1394400000,43900000,589700000,-73500000,42800000,45805000000,379700000,42522400000,-8599200000,2200600000,703300000,16600000,51359500000,5396700000,2541800000,2599400000,1177300000,4275600000,-2663100000,23325300000,3604900000,1245400000,740800000,2005300000,32850100000,42600000,3572300000,16600000,51359500000,-64931900000,42200100000,32850100000,3196100000,38246800000,7619700000,45805000000,1177300000
2019-11-15,193.97,0.36,+0.185941%,193.63,192.5,195.5,"15,291,652","2,963,149,899.429700",2019-09-30,5430600000,494100000,2527200000,2903400000,2846200000,1607900000,2152200000,543600000,23500000,2409300000,0,280600000,544300000,64100000,1607900000,1607900000,-592800000,-3100000,706400000,-1577600000,-12700000,116300000,2286700000,413400000,-876900000,-1394400000,43900000,589700000,-73500000,42800000,45805000000,379700000,42522400000,-8599200000,2200600000,703300000,16600000,51359500000,5396700000,2541800000,2599400000,1177300000,4275600000,-2663100000,23325300000,3604900000,1245400000,740800000,2005300000,32850100000,42600000,3572300000,16600000,51359500000,-64931900000,42200100000,32850100000,3196100000,38246800000,7619700000,45805000000,1177300000
2019-11-08,193.61,-0.33,-0.170156%,190.16,187.55,196.0,"42,951,700","8,210,187,687.633800",2019-09-30,5430600000,494100000,2527200000,2903400000,2846200000,1607900000,2152200000,543600000,23500000,2409300000,0,280600000,544300000,64100000,1607900000,1607900000,-592800000,-3100000,706400000,-1577600000,-12700000,116300000,2286700000,413400000,-876900000,-1394400000,43900000,589700000,-73500000,42800000,45805000000,379700000,42522400000,-8599200000,2200600000,703300000,16600000,51359500000,5396700000,2541800000,2599400000,1177300000,4275600000,-2663100000,23325300000,3604900000,1245400000,740800000,2005300000,32850100000,42600000,3572300000,16600000,51359500000,-64931900000,42200100000,32850100000,3196100000,38246800000,7619700000,45805000000,1177300000
2019-11-01,193.94,-0.67,-0.344278%,194.98,191.5,198.0,"27,652,012","5,366,062,023.001500",2019-09-30,5430600000,494100000,2527200000,2903400000,2846200000,1607900000,2152200000,543600000,23500000,2409300000,0,280600000,544300000,64100000,1607900000,1607900000,-592800000,-3100000,706400000,-1577600000,-12700000,116300000,2286700000,413400000,-876900000,-1394400000,43900000,589700000,-73500000,42800000,45805000000,379700000,42522400000,-8599200000,2200600000,703300000,16600000,51359500000,5396700000,2541800000,2599400000,1177300000,4275600000,-2663100000,23325300000,3604900000,1245400000,740800000,2005300000,32850100000,42600000,3572300000,16600000,51359500000,-64931900000,42200100000,32850100000,3196100000,38246800000,7619700000,45805000000,1177300000
