Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,interestExpense,nonRecurring,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInNetIncome,capitalExpenditures,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments
2018-05-18,59.14,-0.55,-0.921427%,59.77,57.49,60.075,"42,372,056","2,515,420,566.224000",2018-03-31,10037000000,5799000000,3184000000,6853000000,1345000000,736000000,3196000000,1345000000,5000000,2508000000,291000000,1054000000,-185000000,95000000,604000000,-123000000,741000000,736000000,522000000,-197000000,-269000000,-1004000000,-2722000000,-83000000,-1764000000,1155000000,-823000000,1137000000,-1299000000,-336000000,100000000,450000000,-1764000000,86041000000,13500000000,4112000000,52140000000,33668000000,2206000000,9709000000,1788000000,41107000000,13565000000,18304000000,6042000000,4483000000,16960000000,2055000000,-5060000000,12561000000,24085000000,11033000000,1864000000,2863000000,11357000000,21501000000,5382000000,5196000000,1788000000,41107000000,-44041000000,6558000000,21501000000,11473000000,35180000000,39874000000,86041000000,7346000000
2018-05-11,59.69,1.94,+3.359307%,57.77,56.255,59.97,"49,538,292","2,870,977,006.409900",2018-03-31,10037000000,5799000000,3184000000,6853000000,1345000000,736000000,3196000000,1345000000,5000000,2508000000,291000000,1054000000,-185000000,95000000,604000000,-123000000,741000000,736000000,522000000,-197000000,-269000000,-1004000000,-2722000000,-83000000,-1764000000,1155000000,-823000000,1137000000,-1299000000,-336000000,100000000,450000000,-1764000000,86041000000,13500000000,4112000000,52140000000,33668000000,2206000000,9709000000,1788000000,41107000000,13565000000,18304000000,6042000000,4483000000,16960000000,2055000000,-5060000000,12561000000,24085000000,11033000000,1864000000,2863000000,11357000000,21501000000,5382000000,5196000000,1788000000,41107000000,-44041000000,6558000000,21501000000,11473000000,35180000000,39874000000,86041000000,7346000000
2018-05-04,57.75,-1.72,-2.892215%,59.65,56.37,59.98,"56,702,001","3,284,651,763.283800",2018-03-31,10037000000,5799000000,3184000000,6853000000,1345000000,736000000,3196000000,1345000000,5000000,2508000000,291000000,1054000000,-185000000,95000000,604000000,-123000000,741000000,736000000,522000000,-197000000,-269000000,-1004000000,-2722000000,-83000000,-1764000000,1155000000,-823000000,1137000000,-1299000000,-336000000,100000000,450000000,-1764000000,86041000000,13500000000,4112000000,52140000000,33668000000,2206000000,9709000000,1788000000,41107000000,13565000000,18304000000,6042000000,4483000000,16960000000,2055000000,-5060000000,12561000000,24085000000,11033000000,1864000000,2863000000,11357000000,21501000000,5382000000,5196000000,1788000000,41107000000,-44041000000,6558000000,21501000000,11473000000,35180000000,39874000000,86041000000,7346000000
2018-04-27,59.47,0.64,+1.087880%,60.05,58.925,61.0,"67,730,670","4,052,568,400.290700",2018-03-31,10037000000,5799000000,3184000000,6853000000,1345000000,736000000,3196000000,1345000000,5000000,2508000000,291000000,1054000000,-185000000,95000000,604000000,-123000000,741000000,736000000,522000000,-197000000,-269000000,-1004000000,-2722000000,-83000000,-1764000000,1155000000,-823000000,1137000000,-1299000000,-336000000,100000000,450000000,-1764000000,86041000000,13500000000,4112000000,52140000000,33668000000,2206000000,9709000000,1788000000,41107000000,13565000000,18304000000,6042000000,4483000000,16960000000,2055000000,-5060000000,12561000000,24085000000,11033000000,1864000000,2863000000,11357000000,21501000000,5382000000,5196000000,1788000000,41107000000,-44041000000,6558000000,21501000000,11473000000,35180000000,39874000000,86041000000,7346000000
2018-04-20,58.83,1.66,+2.903621%,57.77,57.17,59.96,"69,302,836","4,083,750,548.922600",2018-03-31,10037000000,5799000000,3184000000,6853000000,1345000000,736000000,3196000000,1345000000,5000000,2508000000,291000000,1054000000,-185000000,95000000,604000000,-123000000,741000000,736000000,522000000,-197000000,-269000000,-1004000000,-2722000000,-83000000,-1764000000,1155000000,-823000000,1137000000,-1299000000,-336000000,100000000,450000000,-1764000000,86041000000,13500000000,4112000000,52140000000,33668000000,2206000000,9709000000,1788000000,41107000000,13565000000,18304000000,6042000000,4483000000,16960000000,2055000000,-5060000000,12561000000,24085000000,11033000000,1864000000,2863000000,11357000000,21501000000,5382000000,5196000000,1788000000,41107000000,-44041000000,6558000000,21501000000,11473000000,35180000000,39874000000,86041000000,7346000000
2018-04-13,57.17,3.81,+7.140180%,55.0,54.555,57.415,"67,161,883","3,794,551,350.420500",2018-03-31,10037000000,5799000000,3184000000,6853000000,1345000000,736000000,3196000000,1345000000,5000000,2508000000,291000000,1054000000,-185000000,95000000,604000000,-123000000,741000000,736000000,522000000,-197000000,-269000000,-1004000000,-2722000000,-83000000,-1764000000,1155000000,-823000000,1137000000,-1299000000,-336000000,100000000,450000000,-1764000000,86041000000,13500000000,4112000000,52140000000,33668000000,2206000000,9709000000,1788000000,41107000000,13565000000,18304000000,6042000000,4483000000,16960000000,2055000000,-5060000000,12561000000,24085000000,11033000000,1864000000,2863000000,11357000000,21501000000,5382000000,5196000000,1788000000,41107000000,-44041000000,6558000000,21501000000,11473000000,35180000000,39874000000,86041000000,7346000000
2018-04-06,53.36,-1.11,-2.037819%,54.4,52.83,55.38,"56,521,956","3,048,885,279.174600",2018-03-31,10037000000,5799000000,3184000000,6853000000,1345000000,736000000,3196000000,1345000000,5000000,2508000000,291000000,1054000000,-185000000,95000000,604000000,-123000000,741000000,736000000,522000000,-197000000,-269000000,-1004000000,-2722000000,-83000000,-1764000000,1155000000,-823000000,1137000000,-1299000000,-336000000,100000000,450000000,-1764000000,86041000000,13500000000,4112000000,52140000000,33668000000,2206000000,9709000000,1788000000,41107000000,13565000000,18304000000,6042000000,4483000000,16960000000,2055000000,-5060000000,12561000000,24085000000,11033000000,1864000000,2863000000,11357000000,21501000000,5382000000,5196000000,1788000000,41107000000,-44041000000,6558000000,21501000000,11473000000,35180000000,39874000000,86041000000,7346000000
2018-03-30,54.47,1.06,+1.984647%,54.05,52.97,55.41,"48,594,062","2,638,094,153.708000",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2018-03-23,53.41,-2.26,-4.059637%,55.66,53.34,55.68,"54,228,459","2,954,468,882.703100",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2018-03-16,55.67,0.53,+0.961190%,55.73,54.31,56.13,"64,698,659","3,581,202,340.180200",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2018-03-09,55.14,0.78,+1.434879%,54.24,53.75,55.19,"50,785,458","2,767,017,285.215200",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2018-03-02,54.36,-0.51,-0.929470%,55.0,53.12,56.19,"54,648,120","2,990,920,706.031000",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2018-02-23,54.87,-1.42,-2.522651%,56.12,54.42,56.14,"44,076,782","2,421,134,120.592700",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2018-02-16,56.29,1.42,+2.587935%,55.35,54.22,56.99,"62,969,466","3,487,774,775.618000",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2018-02-09,54.87,-3.69,-6.301230%,58.27,53.36,58.95,"103,754,851","5,778,797,300.855100",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2018-02-02,58.56,-3.48,-5.609284%,61.95,58.28,62.14,"62,318,754","3,738,097,411.777800",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2018-01-26,62.04,0.76,+1.240209%,60.95,60.72,62.13,"56,867,135","3,493,237,247.901800",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2018-01-19,61.28,2.62,+4.466417%,61.75,60.625,63.78,"102,048,862","6,322,271,799.404500",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2018-01-12,58.66,1.67,+2.930339%,57.21,56.46,58.81,"50,252,687","2,882,958,983.849900",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2018-01-05,56.99,0.72,+1.279545%,56.59,55.96,57.42,"45,184,805","2,559,181,337.840700",2017-12-31,10433000000,5166000000,3406000000,7027000000,1879000000,-1047000000,2280000000,1879000000,9000000,2580000000,18000000,1861000000,190000000,306000000,2917000000,-1627000000,-1038000000,-1047000000,789000000,-58000000,-132000000,-2790000000,-5785000000,-28000000,-1828000000,4015000000,9218000000,1128000000,-1283000000,-1684000000,-1410000000,715000000,-1809000000,87872000000,14183000000,4299000000,53303000000,34336000000,2219000000,10427000000,1788000000,41350000000,11117000000,18284000000,50667000000,6092000000,18614000000,3057000000,-4910000000,12439000000,24766000000,12125000000,1869000000,2406000000,6873000000,21353000000,5096000000,5130000000,1788000000,41350000000,-43794000000,6075000000,21353000000,11117000000,34689000000,39902000000,87872000000,8498000000
2017-12-29,56.27,-0.09,-0.159688%,56.49,56.26,56.99,"24,285,683","1,371,821,025.319900",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
2017-12-22,56.36,0.12,+0.213371%,56.38,55.98,56.83,"55,505,807","3,126,728,250.157600",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
2017-12-15,56.24,0.67,+1.205687%,55.57,55.56,57.37,"69,623,431","3,934,028,908.335900",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
2017-12-08,55.57,-0.3,-0.536961%,55.93,54.185,56.71,"72,407,584","4,013,242,648.097700",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
2017-12-01,55.87,1.52,+2.796688%,54.41,54.2,55.975,"60,901,341","3,359,311,915.796200",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
2017-11-24,54.35,-0.85,-1.539855%,54.04,53.63,54.85,"42,607,496","2,311,413,234.052600",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
2017-11-17,55.2,-0.28,-0.504686%,55.31,54.4,55.52,"59,801,816","3,294,051,340.728300",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
2017-11-10,55.48,-0.58,-1.034606%,56.04,55.15,56.72,"69,056,526","3,858,476,376.246000",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
2017-11-03,56.06,-2.18,-3.743132%,55.75,54.41,56.275,"95,966,254","5,308,356,377.655700",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
2017-10-27,58.24,-5.64,-8.829054%,64.03,57.82,64.52,"73,125,380","4,475,711,463.525900",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
2017-10-20,63.88,0.49,+0.772993%,63.49,62.88,64.11,"42,739,980","2,718,748,126.239900",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
2017-10-13,63.39,-1.16,-1.797057%,64.67,63.38,64.74,"33,973,896","2,171,621,943.666800",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
2017-10-06,64.55,0.52,+0.812119%,64.21,63.78,64.9,"36,303,644","2,341,751,271.181900",2017-09-30,10325000000,6937000000,3274000000,7051000000,200000000,-56000000,4383000000,200000000,5000000,2401000000,86000000,114000000,189000000,153000000,251000000,0,-51000000,-56000000,1053000000,671000000,59000000,1986000000,536000000,-81000000,36000000,-1171000000,-2172000000,1154000000,-1283000000,-86000000,-102000000,441000000,115000000,91676000000,15138000000,3790000000,53177000000,38248000000,4159000000,9992000000,1788000000,43701000000,7713000000,18340000000,51568000000,7901000000,19467000000,5157000000,-4945000000,12189000000,27919000000,12206000000,4770000000,3294000000,11461000000,21838000000,5263000000,4318000000,1788000000,43701000000,-42119000000,5884000000,21838000000,7713000000,33710000000,39823000000,91676000000,11195000000
