Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2019-03-29,207.78,3.12,+1.524480%,203.46,202.25,209.495,"10,449,180","2,157,812,437.910800",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2019-03-22,204.66,-3.42,-1.643599%,208.44,204.4704,210.54,"10,933,930","2,273,918,817.069000",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2019-03-15,208.08,7.19,+3.579073%,201.88,201.66,208.66,"12,725,186","2,633,827,449.561100",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2019-03-08,200.89,-6.6,-3.180876%,208.99,198.0,209.98,"11,624,053","2,357,724,733.176000",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2019-03-01,207.49,-1.86,-0.888464%,210.47,206.9,211.59,"9,271,619","1,938,133,208.300700",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2019-02-22,209.35,0.49,+0.234607%,207.91,207.15,209.66,"6,685,447","1,393,394,568.937200",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2019-02-15,208.86,9.04,+4.524072%,200.93,199.64,210.4,"11,333,893","2,336,323,108.703900",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2019-02-08,199.82,0.66,+0.331392%,199.01,196.25,203.08,"9,084,077","1,819,192,722.185100",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2019-02-01,199.16,3.26,+1.664114%,193.14,191.07,201.77,"15,213,979","3,003,871,692.856100",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2019-01-25,195.9,0.04,+0.020423%,194.22,190.275,197.16,"8,265,914","1,597,203,409.527700",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2019-01-18,195.86,3.65,+1.898965%,190.64,187.86,196.4,"11,869,395","2,269,449,335.447400",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2019-01-11,192.21,0.89,+0.465189%,191.36,188.66,194.11,"11,105,263","2,131,467,111.464900",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2019-01-04,191.32,1.95,+1.029730%,190.34,182.89,191.98,"10,633,104","2,003,284,324.448200",2018-12-31,7945000000,2102000000,4060000000,3885000000,1720000000,1347000000,437000000,1720000000,2000000,1682000000,1783000000,-95000000,371000000,-92000000,1349000000,1347000000,-45000000,272000000,-416000000,160000000,-160000000,-2152000000,-20000000,-310000000,2258000000,-668000000,371000000,-787000000,-1185000000,53000000,291000000,590000000,531000000,291000000,-22000000,-332000000,36500000000,2657000000,3943000000,26652000000,9796000000,2775000000,9000000,40636000000,5905000000,10051000000,1138000000,2853000000,7244000000,-36492000000,8738000000,13709000000,-2912000000,380000000,5020000000,13411000000,4366000000,3258000000,9000000,40636000000,1345000000,22791000000,13411000000,5997000000,19408000000,5643000000,36500000000,380000000,-16135000000,576575168
2018-12-28,189.37,5.62,+3.058503%,181.89,176.87,192.3,"10,295,485","1,903,424,050.679600",2018-09-30,8152000000,1977000000,4159000000,3993000000,1965000000,1543000000,430000000,1965000000,3000000,1547000000,2016000000,-85000000,419000000,-70000000,1546000000,1543000000,42000000,48000000,-269000000,66000000,319000000,-1453000000,-10000000,417000000,2139000000,427000000,355000000,-794000000,-968000000,-225000000,10000000,-22000000,377000000,10000000,-33000000,384000000,37275000000,2726000000,4315000000,26964000000,10248000000,3031000000,9000000,40120000000,6078000000,10123000000,1352000000,3185000000,7336000000,-35478000000,8630000000,14419000000,-2601000000,338000000,5329000000,13539000000,4437000000,2998000000,9000000,40120000000,1377000000,22856000000,13539000000,6089000000,19628000000,5597000000,37275000000,338000000,-16135000000,598000000
2018-12-21,183.75,-12.35,-6.297807%,195.84,183.64,198.245,"18,759,123","3,563,938,483.405100",2018-09-30,8152000000,1977000000,4159000000,3993000000,1965000000,1543000000,430000000,1965000000,3000000,1547000000,2016000000,-85000000,419000000,-70000000,1546000000,1543000000,42000000,48000000,-269000000,66000000,319000000,-1453000000,-10000000,417000000,2139000000,427000000,355000000,-794000000,-968000000,-225000000,10000000,-22000000,377000000,10000000,-33000000,384000000,37275000000,2726000000,4315000000,26964000000,10248000000,3031000000,9000000,40120000000,6078000000,10123000000,1352000000,3185000000,7336000000,-35478000000,8630000000,14419000000,-2601000000,338000000,5329000000,13539000000,4437000000,2998000000,9000000,40120000000,1377000000,22856000000,13539000000,6089000000,19628000000,5597000000,37275000000,338000000,-16135000000,598000000
2018-12-14,196.1,-2.14,-1.079500%,198.36,193.64,202.62,"10,033,420","1,996,807,647.684000",2018-09-30,8152000000,1977000000,4159000000,3993000000,1965000000,1543000000,430000000,1965000000,3000000,1547000000,2016000000,-85000000,419000000,-70000000,1546000000,1543000000,42000000,48000000,-269000000,66000000,319000000,-1453000000,-10000000,417000000,2139000000,427000000,355000000,-794000000,-968000000,-225000000,10000000,-22000000,377000000,10000000,-33000000,384000000,37275000000,2726000000,4315000000,26964000000,10248000000,3031000000,9000000,40120000000,6078000000,10123000000,1352000000,3185000000,7336000000,-35478000000,8630000000,14419000000,-2601000000,338000000,5329000000,13539000000,4437000000,2998000000,9000000,40120000000,1377000000,22856000000,13539000000,6089000000,19628000000,5597000000,37275000000,338000000,-16135000000,598000000
2018-12-07,198.24,-9.68,-4.655637%,211.21,197.01,211.95,"10,438,400","2,122,805,400.978500",2018-09-30,8152000000,1977000000,4159000000,3993000000,1965000000,1543000000,430000000,1965000000,3000000,1547000000,2016000000,-85000000,419000000,-70000000,1546000000,1543000000,42000000,48000000,-269000000,66000000,319000000,-1453000000,-10000000,417000000,2139000000,427000000,355000000,-794000000,-968000000,-225000000,10000000,-22000000,377000000,10000000,-33000000,384000000,37275000000,2726000000,4315000000,26964000000,10248000000,3031000000,9000000,40120000000,6078000000,10123000000,1352000000,3185000000,7336000000,-35478000000,8630000000,14419000000,-2601000000,338000000,5329000000,13539000000,4437000000,2998000000,9000000,40120000000,1377000000,22856000000,13539000000,6089000000,19628000000,5597000000,37275000000,338000000,-16135000000,598000000
2018-11-30,207.92,11.12,+5.650407%,198.57,196.7793,207.92,"11,326,226","2,300,326,579.528500",2018-09-30,8152000000,1977000000,4159000000,3993000000,1965000000,1543000000,430000000,1965000000,3000000,1547000000,2016000000,-85000000,419000000,-70000000,1546000000,1543000000,42000000,48000000,-269000000,66000000,319000000,-1453000000,-10000000,417000000,2139000000,427000000,355000000,-794000000,-968000000,-225000000,10000000,-22000000,377000000,10000000,-33000000,384000000,37275000000,2726000000,4315000000,26964000000,10248000000,3031000000,9000000,40120000000,6078000000,10123000000,1352000000,3185000000,7336000000,-35478000000,8630000000,14419000000,-2601000000,338000000,5329000000,13539000000,4437000000,2998000000,9000000,40120000000,1377000000,22856000000,13539000000,6089000000,19628000000,5597000000,37275000000,338000000,-16135000000,598000000
2018-11-23,196.8,-12.2,-5.837321%,207.83,196.79,208.05,"8,730,345","1,766,154,662.220600",2018-09-30,8152000000,1977000000,4159000000,3993000000,1965000000,1543000000,430000000,1965000000,3000000,1547000000,2016000000,-85000000,419000000,-70000000,1546000000,1543000000,42000000,48000000,-269000000,66000000,319000000,-1453000000,-10000000,417000000,2139000000,427000000,355000000,-794000000,-968000000,-225000000,10000000,-22000000,377000000,10000000,-33000000,384000000,37275000000,2726000000,4315000000,26964000000,10248000000,3031000000,9000000,40120000000,6078000000,10123000000,1352000000,3185000000,7336000000,-35478000000,8630000000,14419000000,-2601000000,338000000,5329000000,13539000000,4437000000,2998000000,9000000,40120000000,1377000000,22856000000,13539000000,6089000000,19628000000,5597000000,37275000000,338000000,-16135000000,598000000
2018-11-16,209.0,7.9,+3.928394%,200.57,196.24,209.77,"13,514,416","2,714,799,698.280900",2018-09-30,8152000000,1977000000,4159000000,3993000000,1965000000,1543000000,430000000,1965000000,3000000,1547000000,2016000000,-85000000,419000000,-70000000,1546000000,1543000000,42000000,48000000,-269000000,66000000,319000000,-1453000000,-10000000,417000000,2139000000,427000000,355000000,-794000000,-968000000,-225000000,10000000,-22000000,377000000,10000000,-33000000,384000000,37275000000,2726000000,4315000000,26964000000,10248000000,3031000000,9000000,40120000000,6078000000,10123000000,1352000000,3185000000,7336000000,-35478000000,8630000000,14419000000,-2601000000,338000000,5329000000,13539000000,4437000000,2998000000,9000000,40120000000,1377000000,22856000000,13539000000,6089000000,19628000000,5597000000,37275000000,338000000,-16135000000,598000000
