Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,warrants,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2020-07-10,142.45,-2.57,-1.772169%,147.25,140.9,148.3,"14,039,695","2,024,603,080.101800",2020-06-30,7477000000,1183000000,5276000000,2201000000,1309000000,1081000000,1219000000,18000000,1183000000,1018000000,90000000,120000000,269000000,1099000000,1081000000,-194000000,71000000,-708000000,-287000000,5870000000,5187000000,-2000000,5959000000,1480000000,250000000,-650000000,-31000000,-168000000,735000000,-20000000,227000000,63604000000,3551000000,1724000000,45231000000,18147000000,1461000000,362000000,958000000,39080000000,9707000000,15518000000,9547000000,13778000000,17341000000,4498000000,-3310000000,5327000000,28321000000,1005000000,-915000000,1349000000,6717000000,17591000000,4753000000,12843000000,958000000,39080000000,-25685000000,9776000000,106000000,17591000000,8838000000,27890000000,7000000,7104000000,63604000000,15127000000,701800000
2020-07-03,145.02,6.81,+4.927285%,140.11,139.28,147.15,"12,027,458","1,732,954,302.207900",2020-06-30,7477000000,1183000000,5276000000,2201000000,1309000000,1081000000,1219000000,18000000,1183000000,1018000000,90000000,120000000,269000000,1099000000,1081000000,-194000000,71000000,-708000000,-287000000,5870000000,5187000000,-2000000,5959000000,1480000000,250000000,-650000000,-31000000,-168000000,735000000,-20000000,227000000,63604000000,3551000000,1724000000,45231000000,18147000000,1461000000,362000000,958000000,39080000000,9707000000,15518000000,9547000000,13778000000,17341000000,4498000000,-3310000000,5327000000,28321000000,1005000000,-915000000,1349000000,6717000000,17591000000,4753000000,12843000000,958000000,39080000000,-25685000000,9776000000,106000000,17591000000,8838000000,27890000000,7000000,7104000000,63604000000,15127000000,701800000
2020-06-26,138.21,-7.16,-4.925363%,144.61,137.53,147.241,"22,485,612","3,161,071,059.045400",2020-03-31,8463000000,1238000000,5534000000,2929000000,2008000000,1581000000,1935000000,25000000,1238000000,1691000000,73000000,329000000,273000000,1606000000,1581000000,195000000,-461000000,350000000,294000000,84000000,-2446000000,-38000000,-1157000000,939000000,243000000,-635000000,-1857000000,-163000000,41000000,-145000000,139000000,57422000000,3580000000,1786000000,39550000000,17644000000,1670000000,361000000,958000000,38635000000,10631000000,15282000000,10120000000,7721000000,17377000000,4570000000,-3353000000,5214000000,22613000000,996000000,-1211000000,1070000000,7452000000,11542000000,4584000000,12807000000,958000000,38635000000,-25643000000,9666000000,71000000,11542000000,8961000000,22173000000,7000000,7047000000,57422000000,8791000000,701800000
2020-06-19,145.37,0.86,+0.595115%,140.12,139.7031,152.41,"18,470,348","2,723,342,138.847300",2020-03-31,8463000000,1238000000,5534000000,2929000000,2008000000,1581000000,1935000000,25000000,1238000000,1691000000,73000000,329000000,273000000,1606000000,1581000000,195000000,-461000000,350000000,294000000,84000000,-2446000000,-38000000,-1157000000,939000000,243000000,-635000000,-1857000000,-163000000,41000000,-145000000,139000000,57422000000,3580000000,1786000000,39550000000,17644000000,1670000000,361000000,958000000,38635000000,10631000000,15282000000,10120000000,7721000000,17377000000,4570000000,-3353000000,5214000000,22613000000,996000000,-1211000000,1070000000,7452000000,11542000000,4584000000,12807000000,958000000,38635000000,-25643000000,9666000000,71000000,11542000000,8961000000,22173000000,7000000,7047000000,57422000000,8791000000,701800000
2020-06-12,144.51,-16.86,-10.448039%,161.57,141.15,164.3,"18,360,111","2,808,073,989.566700",2020-03-31,8463000000,1238000000,5534000000,2929000000,2008000000,1581000000,1935000000,25000000,1238000000,1691000000,73000000,329000000,273000000,1606000000,1581000000,195000000,-461000000,350000000,294000000,84000000,-2446000000,-38000000,-1157000000,939000000,243000000,-635000000,-1857000000,-163000000,41000000,-145000000,139000000,57422000000,3580000000,1786000000,39550000000,17644000000,1670000000,361000000,958000000,38635000000,10631000000,15282000000,10120000000,7721000000,17377000000,4570000000,-3353000000,5214000000,22613000000,996000000,-1211000000,1070000000,7452000000,11542000000,4584000000,12807000000,958000000,38635000000,-25643000000,9666000000,71000000,11542000000,8961000000,22173000000,7000000,7047000000,57422000000,8791000000,701800000
2020-06-05,161.37,15.52,+10.641070%,145.49,144.905,165.72,"16,983,302","2,611,962,931.756500",2020-03-31,8463000000,1238000000,5534000000,2929000000,2008000000,1581000000,1935000000,25000000,1238000000,1691000000,73000000,329000000,273000000,1606000000,1581000000,195000000,-461000000,350000000,294000000,84000000,-2446000000,-38000000,-1157000000,939000000,243000000,-635000000,-1857000000,-163000000,41000000,-145000000,139000000,57422000000,3580000000,1786000000,39550000000,17644000000,1670000000,361000000,958000000,38635000000,10631000000,15282000000,10120000000,7721000000,17377000000,4570000000,-3353000000,5214000000,22613000000,996000000,-1211000000,1070000000,7452000000,11542000000,4584000000,12807000000,958000000,38635000000,-25643000000,9666000000,71000000,11542000000,8961000000,22173000000,7000000,7047000000,57422000000,8791000000,701800000
2020-05-29,145.85,6.67,+4.792355%,143.77,143.41,151.21,"16,279,572","2,392,727,706.454800",2020-03-31,8463000000,1238000000,5534000000,2929000000,2008000000,1581000000,1935000000,25000000,1238000000,1691000000,73000000,329000000,273000000,1606000000,1581000000,195000000,-461000000,350000000,294000000,84000000,-2446000000,-38000000,-1157000000,939000000,243000000,-635000000,-1857000000,-163000000,41000000,-145000000,139000000,57422000000,3580000000,1786000000,39550000000,17644000000,1670000000,361000000,958000000,38635000000,10631000000,15282000000,10120000000,7721000000,17377000000,4570000000,-3353000000,5214000000,22613000000,996000000,-1211000000,1070000000,7452000000,11542000000,4584000000,12807000000,958000000,38635000000,-25643000000,9666000000,71000000,11542000000,8961000000,22173000000,7000000,7047000000,57422000000,8791000000,701800000
2020-05-22,139.18,13.77,+10.979986%,130.5,129.68,139.34,"19,116,680","2,593,229,060.301900",2020-03-31,8463000000,1238000000,5534000000,2929000000,2008000000,1581000000,1935000000,25000000,1238000000,1691000000,73000000,329000000,273000000,1606000000,1581000000,195000000,-461000000,350000000,294000000,84000000,-2446000000,-38000000,-1157000000,939000000,243000000,-635000000,-1857000000,-163000000,41000000,-145000000,139000000,57422000000,3580000000,1786000000,39550000000,17644000000,1670000000,361000000,958000000,38635000000,10631000000,15282000000,10120000000,7721000000,17377000000,4570000000,-3353000000,5214000000,22613000000,996000000,-1211000000,1070000000,7452000000,11542000000,4584000000,12807000000,958000000,38635000000,-25643000000,9666000000,71000000,11542000000,8961000000,22173000000,7000000,7047000000,57422000000,8791000000,701800000
2020-05-15,125.41,-11.5,-8.399679%,135.76,117.11,136.03,"22,899,856","2,899,939,997.575100",2020-03-31,8463000000,1238000000,5534000000,2929000000,2008000000,1581000000,1935000000,25000000,1238000000,1691000000,73000000,329000000,273000000,1606000000,1581000000,195000000,-461000000,350000000,294000000,84000000,-2446000000,-38000000,-1157000000,939000000,243000000,-635000000,-1857000000,-163000000,41000000,-145000000,139000000,57422000000,3580000000,1786000000,39550000000,17644000000,1670000000,361000000,958000000,38635000000,10631000000,15282000000,10120000000,7721000000,17377000000,4570000000,-3353000000,5214000000,22613000000,996000000,-1211000000,1070000000,7452000000,11542000000,4584000000,12807000000,958000000,38635000000,-25643000000,9666000000,71000000,11542000000,8961000000,22173000000,7000000,7047000000,57422000000,8791000000,701800000
2020-05-08,136.91,-0.34,-0.247723%,133.9,132.01,137.32,"15,432,126","2,081,728,869.048600",2020-03-31,8463000000,1238000000,5534000000,2929000000,2008000000,1581000000,1935000000,25000000,1238000000,1691000000,73000000,329000000,273000000,1606000000,1581000000,195000000,-461000000,350000000,294000000,84000000,-2446000000,-38000000,-1157000000,939000000,243000000,-635000000,-1857000000,-163000000,41000000,-145000000,139000000,57422000000,3580000000,1786000000,39550000000,17644000000,1670000000,361000000,958000000,38635000000,10631000000,15282000000,10120000000,7721000000,17377000000,4570000000,-3353000000,5214000000,22613000000,996000000,-1211000000,1070000000,7452000000,11542000000,4584000000,12807000000,958000000,38635000000,-25643000000,9666000000,71000000,11542000000,8961000000,22173000000,7000000,7047000000,57422000000,8791000000,701800000
