Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD,fiscalDateEnding,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,operatingIncome,interestExpense,incomeTaxExpense,totalOtherIncomeExpense,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInCash,operatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,totalAssets,intangibleAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,commonStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,otherNonCurrrentAssets,totalNonCurrentAssets,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,warrants,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,commonStockSharesOutstanding
2019-11-29,178.55,1.76,+0.995531%,177.86,175.97,179.69,"9,914,777","1,765,523,157.079700",2019-09-30,9086000000,1296000000,6038000000,3048000000,2063000000,1624000000,1967000000,24000000,1296000000,1752000000,96000000,319000000,247000000,1648000000,1624000000,211000000,-53000000,221000000,202000000,2660000000,1072000000,-40000000,2764000000,1471000000,263000000,-595000000,-953000000,-3000000,-176000000,-121000000,192000000,60104000000,3787000000,1640000000,41791000000,18109000000,1366000000,245000000,958000000,36775000000,10240000000,15426000000,8155000000,10908000000,19915000000,7510000000,-3295000000,5240000000,26188000000,1043000000,-1097000000,1456000000,7583000000,11101000000,4601000000,12405000000,958000000,36775000000,-23135000000,8179000000,33916000000,11101000000,9409000000,21876000000,7000000,6806000000,60104000000,12364000000,714500000
2019-11-22,176.79,-4.96,-2.729023%,181.44,175.4,181.695,"14,257,334","2,538,709,708.815800",2019-09-30,9086000000,1296000000,6038000000,3048000000,2063000000,1624000000,1967000000,24000000,1296000000,1752000000,96000000,319000000,247000000,1648000000,1624000000,211000000,-53000000,221000000,202000000,2660000000,1072000000,-40000000,2764000000,1471000000,263000000,-595000000,-953000000,-3000000,-176000000,-121000000,192000000,60104000000,3787000000,1640000000,41791000000,18109000000,1366000000,245000000,958000000,36775000000,10240000000,15426000000,8155000000,10908000000,19915000000,7510000000,-3295000000,5240000000,26188000000,1043000000,-1097000000,1456000000,7583000000,11101000000,4601000000,12405000000,958000000,36775000000,-23135000000,8179000000,33916000000,11101000000,9409000000,21876000000,7000000,6806000000,60104000000,12364000000,714500000
2019-11-15,181.75,0.54,+0.297997%,180.69,179.11,183.115,"10,722,276","1,943,789,618.047400",2019-09-30,9086000000,1296000000,6038000000,3048000000,2063000000,1624000000,1967000000,24000000,1296000000,1752000000,96000000,319000000,247000000,1648000000,1624000000,211000000,-53000000,221000000,202000000,2660000000,1072000000,-40000000,2764000000,1471000000,263000000,-595000000,-953000000,-3000000,-176000000,-121000000,192000000,60104000000,3787000000,1640000000,41791000000,18109000000,1366000000,245000000,958000000,36775000000,10240000000,15426000000,8155000000,10908000000,19915000000,7510000000,-3295000000,5240000000,26188000000,1043000000,-1097000000,1456000000,7583000000,11101000000,4601000000,12405000000,958000000,36775000000,-23135000000,8179000000,33916000000,11101000000,9409000000,21876000000,7000000,6806000000,60104000000,12364000000,714500000
2019-11-08,181.21,5.09,+2.890075%,176.6,176.6,181.99,"16,467,772","2,966,698,380.442200",2019-09-30,9086000000,1296000000,6038000000,3048000000,2063000000,1624000000,1967000000,24000000,1296000000,1752000000,96000000,319000000,247000000,1648000000,1624000000,211000000,-53000000,221000000,202000000,2660000000,1072000000,-40000000,2764000000,1471000000,263000000,-595000000,-953000000,-3000000,-176000000,-121000000,192000000,60104000000,3787000000,1640000000,41791000000,18109000000,1366000000,245000000,958000000,36775000000,10240000000,15426000000,8155000000,10908000000,19915000000,7510000000,-3295000000,5240000000,26188000000,1043000000,-1097000000,1456000000,7583000000,11101000000,4601000000,12405000000,958000000,36775000000,-23135000000,8179000000,33916000000,11101000000,9409000000,21876000000,7000000,6806000000,60104000000,12364000000,714500000
2019-11-01,176.12,4.49,+2.616093%,171.97,171.63,176.285,"12,016,094","2,087,172,174.568900",2019-09-30,9086000000,1296000000,6038000000,3048000000,2063000000,1624000000,1967000000,24000000,1296000000,1752000000,96000000,319000000,247000000,1648000000,1624000000,211000000,-53000000,221000000,202000000,2660000000,1072000000,-40000000,2764000000,1471000000,263000000,-595000000,-953000000,-3000000,-176000000,-121000000,192000000,60104000000,3787000000,1640000000,41791000000,18109000000,1366000000,245000000,958000000,36775000000,10240000000,15426000000,8155000000,10908000000,19915000000,7510000000,-3295000000,5240000000,26188000000,1043000000,-1097000000,1456000000,7583000000,11101000000,4601000000,12405000000,958000000,36775000000,-23135000000,8179000000,33916000000,11101000000,9409000000,21876000000,7000000,6806000000,60104000000,12364000000,714500000
2019-10-25,171.63,6.06,+3.660083%,166.97,166.5737,172.1,"12,738,017","2,162,532,456.755300",2019-09-30,9086000000,1296000000,6038000000,3048000000,2063000000,1624000000,1967000000,24000000,1296000000,1752000000,96000000,319000000,247000000,1648000000,1624000000,211000000,-53000000,221000000,202000000,2660000000,1072000000,-40000000,2764000000,1471000000,263000000,-595000000,-953000000,-3000000,-176000000,-121000000,192000000,60104000000,3787000000,1640000000,41791000000,18109000000,1366000000,245000000,958000000,36775000000,10240000000,15426000000,8155000000,10908000000,19915000000,7510000000,-3295000000,5240000000,26188000000,1043000000,-1097000000,1456000000,7583000000,11101000000,4601000000,12405000000,958000000,36775000000,-23135000000,8179000000,33916000000,11101000000,9409000000,21876000000,7000000,6806000000,60104000000,12364000000,714500000
2019-10-18,165.57,2.04,+1.247478%,163.62,162.43,168.99,"15,439,083","2,547,505,773.382400",2019-09-30,9086000000,1296000000,6038000000,3048000000,2063000000,1624000000,1967000000,24000000,1296000000,1752000000,96000000,319000000,247000000,1648000000,1624000000,211000000,-53000000,221000000,202000000,2660000000,1072000000,-40000000,2764000000,1471000000,263000000,-595000000,-953000000,-3000000,-176000000,-121000000,192000000,60104000000,3787000000,1640000000,41791000000,18109000000,1366000000,245000000,958000000,36775000000,10240000000,15426000000,8155000000,10908000000,19915000000,7510000000,-3295000000,5240000000,26188000000,1043000000,-1097000000,1456000000,7583000000,11101000000,4601000000,12405000000,958000000,36775000000,-23135000000,8179000000,33916000000,11101000000,9409000000,21876000000,7000000,6806000000,60104000000,12364000000,714500000
2019-10-11,163.53,-0.1,-0.061113%,163.28,158.59,165.35,"11,471,962","1,851,958,666.339400",2019-09-30,9086000000,1296000000,6038000000,3048000000,2063000000,1624000000,1967000000,24000000,1296000000,1752000000,96000000,319000000,247000000,1648000000,1624000000,211000000,-53000000,221000000,202000000,2660000000,1072000000,-40000000,2764000000,1471000000,263000000,-595000000,-953000000,-3000000,-176000000,-121000000,192000000,60104000000,3787000000,1640000000,41791000000,18109000000,1366000000,245000000,958000000,36775000000,10240000000,15426000000,8155000000,10908000000,19915000000,7510000000,-3295000000,5240000000,26188000000,1043000000,-1097000000,1456000000,7583000000,11101000000,4601000000,12405000000,958000000,36775000000,-23135000000,8179000000,33916000000,11101000000,9409000000,21876000000,7000000,6806000000,60104000000,12364000000,714500000
2019-10-04,163.63,-4.41,-2.624375%,168.83,158.84,170.1583,"15,340,593","2,504,269,935.542000",2019-09-30,9086000000,1296000000,6038000000,3048000000,2063000000,1624000000,1967000000,24000000,1296000000,1752000000,96000000,319000000,247000000,1648000000,1624000000,211000000,-53000000,221000000,202000000,2660000000,1072000000,-40000000,2764000000,1471000000,263000000,-595000000,-953000000,-3000000,-176000000,-121000000,192000000,60104000000,3787000000,1640000000,41791000000,18109000000,1366000000,245000000,958000000,36775000000,10240000000,15426000000,8155000000,10908000000,19915000000,7510000000,-3295000000,5240000000,26188000000,1043000000,-1097000000,1456000000,7583000000,11101000000,4601000000,12405000000,958000000,36775000000,-23135000000,8179000000,33916000000,11101000000,9409000000,21876000000,7000000,6806000000,60104000000,12364000000,714500000
2019-09-27,168.04,-0.27,-0.160418%,166.74,164.93,168.48,"11,476,765","1,916,333,680.011800",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-09-20,168.31,0.6,+0.357760%,167.04,165.26,168.76,"13,597,478","2,273,290,114.400100",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-09-13,167.71,-3.45,-2.015658%,171.89,166.9,172.73,"18,777,892","3,184,620,788.638200",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-09-06,171.16,6.54,+3.972786%,163.51,162.65,171.79,"14,613,512","2,460,011,937.418200",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-08-30,164.62,8.13,+5.195220%,157.87,154.91,165.64,"15,063,653","2,417,342,000.832000",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-08-23,156.49,-8.54,-5.174817%,167.21,155.49,167.33,"11,388,643","1,841,036,316.525600",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-08-16,165.03,-1.64,-0.983980%,165.42,161.1,170.03,"11,148,578","1,844,902,155.169600",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-08-09,166.67,-1.34,-0.797572%,165.18,160.8903,167.67,"14,210,357","2,334,843,046.572600",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-08-02,168.01,-5.6,-3.225621%,173.86,166.64,174.95,"10,756,706","1,847,025,541.876700",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-07-26,173.61,0.62,+0.358402%,173.02,172.43,175.589,"9,115,056","1,585,050,440.244900",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-07-19,172.99,-4.15,-2.342780%,177.36,168.52,177.36,"16,298,712","2,812,264,482.667700",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-07-12,177.14,0.55,+0.311456%,176.3,173.2417,177.19,"9,659,138","1,693,065,494.921000",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-07-05,176.59,2.0,+1.145541%,176.63,174.67,178.47,"5,470,371","967,072,570.227700",2019-06-30,9243000000,1387000000,6094000000,3149000000,2067000000,1541000000,1982000000,15000000,1387000000,1762000000,85000000,426000000,242000000,1556000000,1541000000,319000000,108000000,266000000,118000000,-62000000,-2328000000,-2000000,-384000000,1678000000,295000000,-597000000,-1667000000,-52000000,-100000000,118000000,171000000,57750000000,3933000000,1818000000,39683000000,17870000000,1722000000,245000000,958000000,35741000000,10678000000,15573000000,7823000000,8225000000,19894000000,7575000000,-3453000000,5260000000,23768000000,1169000000,-1629000000,1718000000,7407000000,8608000000,4600000000,12319000000,958000000,35741000000,-22156000000,7788000000,33982000000,8608000000,9459000000,19789000000,7000000,6780000000,57750000000,9943000000,719500000
2019-06-28,174.59,0.28,+0.160633%,174.29,173.2062,175.51,"10,818,029","1,886,338,547.133900",2019-03-31,8884000000,1363000000,5879000000,3005000000,1927000000,1416000000,1842000000,20000000,1363000000,1642000000,85000000,406000000,218000000,1436000000,1416000000,-430000000,-277000000,-609000000,-38000000,6000000,-1235000000,-30000000,-710000000,1134000000,261000000,-606000000,-605000000,-221000000,198000000,171000000,141000000,58560000000,4039000000,1795000000,39597000000,18767000000,1850000000,245000000,958000000,34794000000,10879000000,15555000000,7940000000,8625000000,19593000000,7514000000,-3245000000,5276000000,24334000000,1176000000,-820000000,2059000000,7307000000,8598000000,4548000000,12079000000,958000000,34794000000,-20392000000,7818000000,34226000000,8598000000,9556000000,20004000000,7000000,6652000000,58560000000,10684000000,727700000
2019-06-21,174.31,1.5,+0.868005%,173.38,172.02,177.36,"14,765,696","2,586,901,943.361500",2019-03-31,8884000000,1363000000,5879000000,3005000000,1927000000,1416000000,1842000000,20000000,1363000000,1642000000,85000000,406000000,218000000,1436000000,1416000000,-430000000,-277000000,-609000000,-38000000,6000000,-1235000000,-30000000,-710000000,1134000000,261000000,-606000000,-605000000,-221000000,198000000,171000000,141000000,58560000000,4039000000,1795000000,39597000000,18767000000,1850000000,245000000,958000000,34794000000,10879000000,15555000000,7940000000,8625000000,19593000000,7514000000,-3245000000,5276000000,24334000000,1176000000,-820000000,2059000000,7307000000,8598000000,4548000000,12079000000,958000000,34794000000,-20392000000,7818000000,34226000000,8598000000,9556000000,20004000000,7000000,6652000000,58560000000,10684000000,727700000
2019-06-14,172.81,0.55,+0.319285%,173.4906,170.39,173.97,"9,341,517","1,610,474,629.388700",2019-03-31,8884000000,1363000000,5879000000,3005000000,1927000000,1416000000,1842000000,20000000,1363000000,1642000000,85000000,406000000,218000000,1436000000,1416000000,-430000000,-277000000,-609000000,-38000000,6000000,-1235000000,-30000000,-710000000,1134000000,261000000,-606000000,-605000000,-221000000,198000000,171000000,141000000,58560000000,4039000000,1795000000,39597000000,18767000000,1850000000,245000000,958000000,34794000000,10879000000,15555000000,7940000000,8625000000,19593000000,7514000000,-3245000000,5276000000,24334000000,1176000000,-820000000,2059000000,7307000000,8598000000,4548000000,12079000000,958000000,34794000000,-20392000000,7818000000,34226000000,8598000000,9556000000,20004000000,7000000,6652000000,58560000000,10684000000,727700000
2019-06-07,172.26,7.95,+4.838415%,164.48,164.32,173.24,"12,049,729","2,036,289,636.304600",2019-03-31,8884000000,1363000000,5879000000,3005000000,1927000000,1416000000,1842000000,20000000,1363000000,1642000000,85000000,406000000,218000000,1436000000,1416000000,-430000000,-277000000,-609000000,-38000000,6000000,-1235000000,-30000000,-710000000,1134000000,261000000,-606000000,-605000000,-221000000,198000000,171000000,141000000,58560000000,4039000000,1795000000,39597000000,18767000000,1850000000,245000000,958000000,34794000000,10879000000,15555000000,7940000000,8625000000,19593000000,7514000000,-3245000000,5276000000,24334000000,1176000000,-820000000,2059000000,7307000000,8598000000,4548000000,12079000000,958000000,34794000000,-20392000000,7818000000,34226000000,8598000000,9556000000,20004000000,7000000,6652000000,58560000000,10684000000,727700000
2019-05-31,164.31,-2.37,-1.421886%,166.86,162.68,167.62,"10,252,661","1,691,052,882.628000",2019-03-31,8884000000,1363000000,5879000000,3005000000,1927000000,1416000000,1842000000,20000000,1363000000,1642000000,85000000,406000000,218000000,1436000000,1416000000,-430000000,-277000000,-609000000,-38000000,6000000,-1235000000,-30000000,-710000000,1134000000,261000000,-606000000,-605000000,-221000000,198000000,171000000,141000000,58560000000,4039000000,1795000000,39597000000,18767000000,1850000000,245000000,958000000,34794000000,10879000000,15555000000,7940000000,8625000000,19593000000,7514000000,-3245000000,5276000000,24334000000,1176000000,-820000000,2059000000,7307000000,8598000000,4548000000,12079000000,958000000,34794000000,-20392000000,7818000000,34226000000,8598000000,9556000000,20004000000,7000000,6652000000,58560000000,10684000000,727700000
2019-05-24,166.68,-3.27,-1.924095%,169.39,165.33,170.57,"11,601,457","1,951,988,122.034900",2019-03-31,8884000000,1363000000,5879000000,3005000000,1927000000,1416000000,1842000000,20000000,1363000000,1642000000,85000000,406000000,218000000,1436000000,1416000000,-430000000,-277000000,-609000000,-38000000,6000000,-1235000000,-30000000,-710000000,1134000000,261000000,-606000000,-605000000,-221000000,198000000,171000000,141000000,58560000000,4039000000,1795000000,39597000000,18767000000,1850000000,245000000,958000000,34794000000,10879000000,15555000000,7940000000,8625000000,19593000000,7514000000,-3245000000,5276000000,24334000000,1176000000,-820000000,2059000000,7307000000,8598000000,4548000000,12079000000,958000000,34794000000,-20392000000,7818000000,34226000000,8598000000,9556000000,20004000000,7000000,6652000000,58560000000,10684000000,727700000
2019-05-17,169.95,-1.68,-0.978850%,168.48,165.31,172.05,"13,323,402","2,250,262,541.834700",2019-03-31,8884000000,1363000000,5879000000,3005000000,1927000000,1416000000,1842000000,20000000,1363000000,1642000000,85000000,406000000,218000000,1436000000,1416000000,-430000000,-277000000,-609000000,-38000000,6000000,-1235000000,-30000000,-710000000,1134000000,261000000,-606000000,-605000000,-221000000,198000000,171000000,141000000,58560000000,4039000000,1795000000,39597000000,18767000000,1850000000,245000000,958000000,34794000000,10879000000,15555000000,7940000000,8625000000,19593000000,7514000000,-3245000000,5276000000,24334000000,1176000000,-820000000,2059000000,7307000000,8598000000,4548000000,12079000000,958000000,34794000000,-20392000000,7818000000,34226000000,8598000000,9556000000,20004000000,7000000,6652000000,58560000000,10684000000,727700000
2019-05-10,171.63,-1.91,-1.100611%,170.49,168.02,173.495,"15,887,685","2,712,763,148.854100",2019-03-31,8884000000,1363000000,5879000000,3005000000,1927000000,1416000000,1842000000,20000000,1363000000,1642000000,85000000,406000000,218000000,1436000000,1416000000,-430000000,-277000000,-609000000,-38000000,6000000,-1235000000,-30000000,-710000000,1134000000,261000000,-606000000,-605000000,-221000000,198000000,171000000,141000000,58560000000,4039000000,1795000000,39597000000,18767000000,1850000000,245000000,958000000,34794000000,10879000000,15555000000,7940000000,8625000000,19593000000,7514000000,-3245000000,5276000000,24334000000,1176000000,-820000000,2059000000,7307000000,8598000000,4548000000,12079000000,958000000,34794000000,-20392000000,7818000000,34226000000,8598000000,9556000000,20004000000,7000000,6652000000,58560000000,10684000000,727700000
2019-05-03,173.54,1.29,+0.748911%,171.9,169.56,174.34,"18,907,619","3,259,055,278.762000",2019-03-31,8884000000,1363000000,5879000000,3005000000,1927000000,1416000000,1842000000,20000000,1363000000,1642000000,85000000,406000000,218000000,1436000000,1416000000,-430000000,-277000000,-609000000,-38000000,6000000,-1235000000,-30000000,-710000000,1134000000,261000000,-606000000,-605000000,-221000000,198000000,171000000,141000000,58560000000,4039000000,1795000000,39597000000,18767000000,1850000000,245000000,958000000,34794000000,10879000000,15555000000,7940000000,8625000000,19593000000,7514000000,-3245000000,5276000000,24334000000,1176000000,-820000000,2059000000,7307000000,8598000000,4548000000,12079000000,958000000,34794000000,-20392000000,7818000000,34226000000,8598000000,9556000000,20004000000,7000000,6652000000,58560000000,10684000000,727700000
2019-04-26,172.25,3.19,+1.886904%,168.25,167.501,172.29,"17,302,996","2,951,900,554.441400",2019-03-31,8884000000,1363000000,5879000000,3005000000,1927000000,1416000000,1842000000,20000000,1363000000,1642000000,85000000,406000000,218000000,1436000000,1416000000,-430000000,-277000000,-609000000,-38000000,6000000,-1235000000,-30000000,-710000000,1134000000,261000000,-606000000,-605000000,-221000000,198000000,171000000,141000000,58560000000,4039000000,1795000000,39597000000,18767000000,1850000000,245000000,958000000,34794000000,10879000000,15555000000,7940000000,8625000000,19593000000,7514000000,-3245000000,5276000000,24334000000,1176000000,-820000000,2059000000,7307000000,8598000000,4548000000,12079000000,958000000,34794000000,-20392000000,7818000000,34226000000,8598000000,9556000000,20004000000,7000000,6652000000,58560000000,10684000000,727700000
2019-04-19,169.06,6.59,+4.056133%,162.75,161.79,169.86,"15,193,501","2,508,952,989.711400",2019-03-31,8884000000,1363000000,5879000000,3005000000,1927000000,1416000000,1842000000,20000000,1363000000,1642000000,85000000,406000000,218000000,1436000000,1416000000,-430000000,-277000000,-609000000,-38000000,6000000,-1235000000,-30000000,-710000000,1134000000,261000000,-606000000,-605000000,-221000000,198000000,171000000,141000000,58560000000,4039000000,1795000000,39597000000,18767000000,1850000000,245000000,958000000,34794000000,10879000000,15555000000,7940000000,8625000000,19593000000,7514000000,-3245000000,5276000000,24334000000,1176000000,-820000000,2059000000,7307000000,8598000000,4548000000,12079000000,958000000,34794000000,-20392000000,7818000000,34226000000,8598000000,9556000000,20004000000,7000000,6652000000,58560000000,10684000000,727700000
