Exchange Date,Close,Net,%Chg,Open,Low,High,Volume,Turnover - USD
29-Jul-2016,178.360000,-2.080000,-1.152738%,180.200000,176.140000,180.420000,"11,139,681","1,984,245,569.019200"
22-Jul-2016,180.440000,-0.960000,-0.529217%,181.440000,179.360000,182.270000,"6,834,529","1,236,187,229.583200"
15-Jul-2016,181.400000,+4.280000,+2.416441%,177.410000,177.190000,181.840000,"9,453,093","1,699,826,483.485000"
08-Jul-2016,177.120000,+1.580000,+0.900080%,174.860000,173.510000,177.792500,"9,305,806","1,633,449,873.910100"
01-Jul-2016,175.540000,+6.420000,+3.796121%,167.780000,165.160000,176.080000,"11,068,068","1,894,670,138.429100"
24-Jun-2016,169.120000,+0.180000,+0.106547%,170.900000,168.400000,174.150000,"12,010,925","2,055,519,248.059000"
17-Jun-2016,168.940000,+0.380000,+0.225439%,168.450000,166.600000,170.390000,"11,925,874","2,009,086,413.562800"
10-Jun-2016,168.560000,+0.180000,+0.106901%,168.850000,167.880000,171.930000,"9,250,818","1,573,574,730.899400"
03-Jun-2016,168.380000,-0.510000,-0.301972%,169.320000,167.090000,169.750000,"6,811,859","1,145,895,539.683000"
27-May-2016,168.890000,+3.880000,+2.351373%,165.280000,164.520000,170.770000,"7,804,111","1,314,436,211.250800"
20-May-2016,165.010000,-3.310000,-1.966492%,168.500000,163.170000,169.940000,"8,980,948","1,499,074,277.263300"
13-May-2016,168.320000,-0.570000,-0.337498%,168.590000,167.690000,171.270000,"8,438,635","1,430,787,723.163400"
06-May-2016,168.890000,+1.510000,+0.902139%,167.300000,166.290000,169.050000,"9,050,870","1,517,471,103.709900"
29-Apr-2016,167.380000,-1.280000,-0.758923%,168.000000,164.970000,168.770000,"11,414,575","1,908,140,147.414600"
22-Apr-2016,168.660000,-0.120000,-0.071098%,168.470000,167.850000,170.770000,"7,872,931","1,331,989,453.487200"
15-Apr-2016,168.780000,+2.150000,+1.290284%,167.120000,166.570000,169.000000,"7,333,882","1,232,795,629.647700"
08-Apr-2016,166.630000,-0.900000,-0.537217%,167.110000,164.650000,167.990000,"10,189,986","1,696,910,798.772100"
01-Apr-2016,167.530000,+3.070000,+1.866715%,164.930000,163.120000,167.740000,"10,846,419","1,800,663,463.045200"
25-Mar-2016,164.460000,-0.870000,-0.526220%,165.050000,163.047200,165.500000,"8,415,065","1,385,022,457.580700"
18-Mar-2016,165.330000,+3.450000,+2.131208%,161.610000,159.350000,165.330000,"14,146,368","2,314,334,617.751100"
11-Mar-2016,161.880000,+1.810000,+1.130755%,159.980000,158.170100,162.050000,"9,488,990","1,520,141,061.315500"
04-Mar-2016,160.070000,+1.800000,+1.137297%,158.010000,156.820000,160.290000,"9,696,860","1,541,943,291.622300"
26-Feb-2016,158.270000,+1.820000,+1.163311%,157.500000,153.640000,159.500000,"9,630,266","1,514,565,295.947100"
19-Feb-2016,156.450000,+2.490000,+1.617303%,155.000000,154.260000,157.130000,"8,428,191","1,316,796,951.316200"
12-Feb-2016,153.960000,+0.490000,+0.319281%,151.630000,149.000000,155.760000,"13,860,137","2,118,170,076.778900"
05-Feb-2016,153.470000,+2.470000,+1.635762%,149.330000,146.050000,154.380000,"18,876,972","2,848,915,809.087800"
29-Jan-2016,151.000000,+11.480000,+8.228211%,138.960000,137.530000,151.000000,"18,592,151","2,703,350,408.097800"
22-Jan-2016,139.520000,+0.830000,+0.598457%,140.100000,134.644200,140.800000,"13,870,680","1,913,158,904.228800"
15-Jan-2016,138.690000,-1.800000,-1.281230%,140.970000,137.210000,142.440000,"16,141,287","2,259,906,668.592800"
08-Jan-2016,140.490000,-10.150000,-6.737918%,148.050000,140.220000,148.320000,"15,179,894","2,188,127,901.060900"
01-Jan-2016,150.640000,-0.550000,-0.363781%,151.130000,150.270000,153.700000,"6,260,056","951,537,972.329800"
25-Dec-2015,151.190000,,,147.580000,146.690000,151.800000,"7,876,821","1,175,517,464.469200"
